f_id,i_id,disp.diff_median_25,ic.eps.ratio,ic.eps.s,ela_level.mmce_qda_25,ela_meta.lin_simple.intercept,ic.eps.max,ela_level.qda_mda_25,pca.expl_var_PC1.cor_init,disp.diff_mean_05,ela_distr.skewness,disp.ratio_mean_25,ela_level.mmce_qda_10,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,pca.expl_var.cor_init,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min,ic.h.max,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2
1,1,-0.1314987965416494,1.4193115933315017,1.3562752659059862,-1.0411928981118317,0.5800274713979042,0.7559986798803504,0.9527991394397471,1.0197012544937831,0.0159380399655299,-0.2139737899229546,-0.1079408878183435,-1.4923910330195314,-0.6931811302432564,-0.806540656445988,1.1583109041481792,-0.7091399635591878,0.6472978050842861,-0.1958706957442444,-0.4223455239423563,1.7382944203381878,1.112632917420946,-1.4907119849998565,0.3934311810238604,1.010265981583812,0.8459174821762707,0.2923671847614441,0.0464224193944855,0.0633191669643505,0.2352821159844491,0.7034974323130885
2,1,-1.5404244606452304,1.592106277360385,1.514744304842687,-0.4144893159167098,5.014633971621558,4.610042219200046,-0.5477573139956519,0.9686538493921736,-1.567467905661523,-0.263986570357173,-1.557353145103998,-0.4099837728487586,-0.3569071969688289,-0.3527529525301134,0.4339413958014363,-0.7091399635591878,1.2493673681713204,-0.198148290670056,-1.4423964092534305,-0.1929633704501539,0.701596553023398,-1.4907119849998565,-0.2612395416766429,0.9220269954075568,4.674791746976231,1.7376606353958728,5.240163578559493,0.5636586151316794,-0.3238729514540709,0.7034974323130885
3,1,1.0330088030749534,1.3468358339813271,1.323495156404957,-0.848777125033427,-0.0104146519113739,0.1002414298311675,0.1795420462742037,-1.2987017272043009,1.1024507533878254,-0.1618574676507304,1.0584620026332938,-0.8676459029880766,-0.7390207611058476,-0.9519420816947416,0.5318424191542566,-0.7091399635591878,-0.5958559145626432,-0.1949091810691131,0.5112603710881183,-0.5973185941282229,-0.942548904566737,0.6708203932499399,1.5180610158281906,-1.2011780314698568,-0.274491255831299,-0.8256516589079453,0.0151284810113947,-0.9343395717354924,0.4828403782899241,0.7034974323130885
4,1,-0.8636111116277433,-0.0634204899089308,-0.0589738913357981,-0.744455320352365,-0.3302933804050768,-0.3870860135735345,-0.1706121091215136,0.5836713359175376,-0.9621912199936988,-0.1901356933505687,-0.8437652415867929,-1.0201999463678493,-0.4212926326842241,-0.3943445230082449,0.3232919921121891,-0.7091399635591878,0.6526110765689171,-0.1946644765569671,-0.9805331754685132,-0.4530344003439242,-0.1204761757718121,0.6708203932499399,-0.2933001998016372,0.4398118746716167,-0.3627497934198163,0.965211252497022,-0.2642918453134926,-0.2638645768070407,-0.365566997485829,0.6499051332251702
5,1,1.39564934197045,-1.3789543653515153,-1.4141216321568777,1.8203155665842616,-0.3302973652088667,-0.3870909419651591,0.8824035644487335,-1.345495181880776,1.3103945720692045,-0.4254380060053931,1.385944269969797,1.6337561098897837,2.216410706569298,2.117380562451604,-1.790324091358045,1.4275086135387989,-1.5325097734247208,-0.197568781239618,1.7437189468029513,-0.4967053477525401,-0.4630064794362739,0.6708203932499399,-0.1881465186262442,-1.2407397256852437,-0.3627538256995574,-1.2159418734252594,-0.2642996949620762,1.342859284913393,-0.4092765350123964,-1.972241769779711
6,1,0.50951967036767,-1.1169501796100083,-1.168229869879796,1.7237213029906857,-0.3302973559435599,-0.3870909411414893,0.7292111214631067,-0.9286080402176342,0.4997694589137436,-0.3459879053891699,0.528830187558201,1.6531280519062623,1.030878879374958,1.231108154133044,-1.2199157916896937,1.4275086135387989,-1.0136308610113365,-0.1985778034016261,0.7483666301434769,-0.440665087078538,-0.463006479436407,0.6708203932499399,-0.477615999804177,-0.935002577301814,-0.362753825553631,-0.7097842514731217,-0.2642996947178551,1.2502411174458,-0.4596454241976088,-0.847872661982562
7,1,-1.1559960810396137,-0.6041347605890652,-0.6491250384059567,-0.8093666654872479,-0.3302972660935802,-0.3870908758572842,-0.2698224531503007,1.362144263717078,-1.3218122664528933,-0.2865306513965583,-1.1651830224911437,-1.0444148738884482,-0.5854055095892257,-0.5806612330362978,0.910207809908478,0.3590374359084704,1.3987462007678009,-0.1989492628033274,-1.3263131365909109,-0.5765841027145256,-0.3259943579704245,-1.4907119849998565,-0.2630866577826097,1.6346844271492542,-0.3627537485189211,1.2416668211134527,-0.2642994584930923,0.4720471668756886,-0.5133380543137491,0.7034974323130885
8,1,-1.311804383638945,-0.7824980776836554,-0.834915384262333,0.1558032163397606,-0.3302973158554172,-0.387090926924814,-0.1064171806322992,0.977161750242442,-1.1632202045616074,-0.3136007204139268,-1.3349886425915545,0.5126049656860572,-0.0514262981669817,0.1017110370845927,0.2487629993761522,1.4275086135387989,1.0187713857383387,-0.19850910184194,-0.4791522318410359,-0.7014337313732839,0.0165359456941702,-1.4907119849998565,-0.544639927077828,1.0201108271489314,-0.3627538187698564,0.2151222464715591,-0.2642996451679701,1.1757438957870825,-0.5244901240571136,0.277164678970297
9,1,-1.3168486814421891,-0.7657921784865349,-0.8130528799240112,0.124893051989818,-0.3302973045153702,-0.3870909242796954,-0.2391839645531755,0.4624337488012161,-1.1484198517494475,-0.2834090689022583,-1.3279134084207025,0.5489273569669555,-0.1193109423451701,-0.0511295308513054,0.1577264885121778,1.6945529634057128,0.6392519939789878,-0.1977508250147626,-0.6396929280764351,-0.7082607269489519,0.7701026137563322,0.6708203932499399,-0.3818298360233295,0.2835705293140739,-0.3627538174249919,0.5017416227577117,-0.264299631054881,1.0438636790669205,-0.5179255329428358,0.4065346179156958
10,1,1.3588528121650536,-0.4257436003291466,-0.4851971968879023,1.8218610748017587,-0.3302969445620237,-0.3870906592789933,0.8824035644487335,-1.179591115300546,1.2350744155120612,-0.3511149053208691,1.3556218378090126,1.6337561098897837,1.7884575115696884,1.7437327138472505,-1.6796746876687974,-0.7091399635591878,-1.3715935513187565,-0.1986900193620078,1.7684175154545512,-0.5242920899080608,-0.3945004187033587,0.6708203932499399,-0.2335328000871416,-1.1202315234899862,-0.3627538051797878,-1.126500365931708,-0.264299648064543,1.4042691568212538,-0.4795870784633901,-1.7932889306806523
