f_id,i_id,ic.eps.s,disp.ratio_mean_10,ic.eps.ratio,ela_level.mmce_qda_25,nbc.nn_nb.cor,ic.m0,nbc.nb_fitness.cor,ic.eps.max,disp.ratio_mean_05,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_mda_25,disp.ratio_median_02,ela_distr.number_of_peaks,nbc.nn_nb.mean_ratio,ela_level.qda_mda_25,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_25,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max,ela_distr.kurtosis,ela_level.lda_mda_10,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_05,ela_level.lda_mda_25,ela_level.lda_mda_50
1,1,1.3156112013308403,-0.1148155173353765,1.396265168581061,-1.054657639315156,0.4433185195566686,-0.9231895995137878,0.2925422504475569,0.7559982813542857,-0.0402402364332922,-0.1678428911842382,1.219687271588772,-0.7554040713999332,-1.4011491735729855,0.0012603572374772,-0.3439272437304981,0.5119933219965987,0.8470827557703691,-0.1678893218743274,1.132681287611174,0.5800180697137448,0.7145491121226756,-0.1451288751412632,-0.8054163300432988,0.8458810894695878,-0.197479939050979,3.2693984306697463,0.7145145709831386,-0.0400180158709051,1.687631434170213,0.0273596440461025
2,1,1.4768322956639346,-1.694343299808348,1.572718068655112,-0.4245102161245156,1.8983823720892887,-0.6584199285793273,-0.0946076268391909,4.610042661165938,-1.68730565951468,-1.6151905460311675,0.4847795563681097,-0.5867386882224757,-0.272308544282864,-1.6861479242033204,-0.7595059965715167,1.3960611802838483,-0.5822248836421329,-1.614633499750809,1.0392310533559137,5.014641594098259,1.339867934742838,-1.6351326359519092,-0.3518349806289918,4.674828067450262,-0.1997581600187729,0.9438209845501404,0.7145145709831386,-1.6874586862512542,-0.3649287687727905,-0.340060636662643
3,1,1.2822618154724104,1.0922590703031754,1.3222550334065923,-0.8611845093836267,-0.9192739853383652,-0.2837873236471654,0.4457593144291206,0.1002408882971972,1.0907192276434614,1.0284213165721523,0.5841048545218049,0.9760189670205114,-1.027611530936167,1.1143058404570645,0.7181073468632162,-0.267233155660437,0.1105411428499744,1.0281555038791537,-1.2093669386621924,-0.0104263202637676,-0.5766096973671144,1.054368169723503,-0.9507516357423696,-0.2745489259363519,-0.1965181600845346,-0.763785156045382,0.7145145709831386,1.0904344987988843,2.094189114343751,2.3463184551246195
4,1,-0.1242159056894134,-1.0174028216056454,-0.117857662170378,-0.7562894389388224,0.9655096591571604,-0.7572965691772598,0.0664667224747606,-0.3870866613841445,-1.0577218575153684,-0.9199202145812752,0.3725204130458202,-1.180190962365382,-0.8490704109974234,-1.1479003625369284,-0.3901026607128335,0.988029861074348,-0.2229871346988831,-0.9199873782433268,0.528537107890699,-0.3303062767507387,0.7200675586157936,-0.9011207506327108,-0.3934076378405862,-0.3628091396203869,-0.1962733883105168,1.7510715806734876,0.660674114643635,-1.057703927810388,-0.0941477606632866,-0.2911535524847108
5,1,-1.5028978439667338,1.3124686234534515,-1.4612425514225138,1.8225752929597352,-1.4550638525326198,2.021137031624609,-2.0607147066026115,-0.3870915897768439,1.3067635825756347,1.4009512142774132,-1.771844788496058,0.9760189670205114,1.6694289813182197,1.2561560466844237,-0.7595059965715167,-1.8426874159415687,0.7800296749714846,1.401070790162113,-1.2512650808799433,-0.330310261569826,-1.549432979153902,1.3910788105126162,2.117175270840094,-0.362813171976704,-0.1991784912987139,-0.763785156045382,-1.973614547154524,1.3067878003612554,-0.8487200508030046,-0.4900519793872943
6,1,-1.2527357980062024,0.476487912419995,-1.1936915057092017,1.7254502277330646,-0.4596369926691822,0.967551494586652,-1.3292728720239588,-0.3870915889531739,0.4633176918555857,0.490656416786753,-1.193138126465347,0.9895538434483316,1.6414547966273565,0.4294217159114702,-0.7595059965715167,-0.7262683897711256,0.634111053543859,0.4912410580823935,-0.9274716039252496,-0.3303102523044837,-1.0105172616259863,0.5106854415584088,1.2313058842418083,-0.3628131718307749,-0.2001877908104068,-0.763785156045382,-0.8440390878421942,0.4633800921028926,-0.8339684328483797,-0.4614867797789446
7,1,-0.7246159232006363,-1.350435787789705,-0.6700193314320712,-0.8215574827711449,1.0634204978322526,-0.9122033061140188,0.0553950931427599,-0.3870915236689546,-1.4325260793295167,-1.2202786441085054,0.9679747463845833,-1.6664053694263246,-0.8721079748604871,-1.492518041469654,-0.7595059965715167,1.288386248825785,-0.3174868133377266,-1.2208266007909288,1.7939768502646185,-0.330310162454159,1.4950151161493532,-1.2321374335347242,-0.5796396225852086,-0.362813094794602,-0.2005593523150666,1.428785221004472,0.7145145709831386,-1.4318684555474597,-0.4289554247119744,-0.3778910918117482
8,1,-0.9136328004182338,-1.3463578331017374,-0.8521587574511447,0.148916168973746,-0.2311783690939672,0.6313709165536862,-0.5374728001192348,-0.3870915747364955,-1.266673847260374,-1.3803359041317314,0.2969071643678819,-0.6346313278901488,0.2550871141537015,-1.1761833791160037,-0.7595059965715167,0.5119933219965987,-0.1618402838149264,-1.38064743776934,1.1431075534165132,-0.3303102122161871,1.1003673569415198,-1.40625029708097,0.1024223469513574,-0.3628131650468715,-0.2001190703667391,0.1386166510278662,0.2862076988559152,-1.266862751558067,-0.7583567366306945,-0.479488305682523
9,1,-0.8913906205076572,-1.3300460143498654,-0.8350991796160769,0.1178361481012131,0.4025223367753802,0.3193601840002145,-0.4889004907917463,-0.3870915720913764,-1.251397983780322,-1.3855177620408354,0.2045462443818918,-0.1484169208292059,0.2682514363611664,-1.149640855864872,-0.7595059965715167,0.6848399224950678,-0.2883030890522017,-1.3858703409385686,0.3630684079800415,-0.3303102008760965,0.706192607433097,-1.399719475066371,-0.0503487185741767,-0.3628131637019813,-0.1993605851121883,0.1979582664589848,0.4161766807427968,-1.251463855762539,-0.5544600277290719,-0.3519066986775535
10,1,-0.5578412258936154,1.2628535080831729,-0.4878514727832727,1.8241292940033615,-1.387070214563806,2.0167425142647013,-1.7449946959739349,-0.3870913070906164,1.2287475655167948,1.363151227750636,-1.659585645173768,0.9760189670205114,1.6710745215941527,1.1800094635869145,-0.7595059965715167,-1.896524881670601,0.7800296749714846,1.3634658873436667,-1.1236398642627383,-0.3303098409213682,-1.382302885362331,1.3606563381129515,1.7436973341017852,-0.3628131514565448,-0.2003000376155631,-0.763785156045382,-1.7938330732428147,1.228421611605716,-0.8491062188122879,-0.4923282186377913
