f_id,i_id,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_10,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,ic.eps.s,disp.ratio_median_10,nbc.nb_fitness.cor,disp.diff_mean_05,ic.m0,nbc.nn_nb.cor,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nn_nb.sd_ratio,ic.eps.ratio,ic.h.max,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,ela_distr.skewness,ela_distr.kurtosis,disp.ratio_mean_25,ela_meta.quad_simple.cond,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,disp.diff_mean_25,disp.ratio_mean_05,pca.expl_var.cov_init
1,1,-0.1800897002619789,1.1867777112635909,-0.1222803787349802,-0.0539364967817181,0.6989456907139603,-0.6926829731996982,1.4317259605214463,-0.1379663170288275,0.2851216142684185,-0.0440667792717404,-0.9074993653381688,0.4046360417818287,-0.1221684431456547,0.6997709232301093,1.8846141240271632,1.6913196422780412,0.381514006851073,1.52645847246044,0.1774337994837483,0.5176414034079728,-1.0319050113609898,-0.229336792908459,-0.1974685994481213,-0.1565208230113409,0.1694957557811877,-0.4820480739555812,-0.3439272437304981,-0.1570076329913534,-0.0442961829536676,-0.7091399635591878
3,1,1.0336436520887975,0.5592573104780056,1.0972923061929891,1.0741060888187028,-0.5779114554785536,-0.7385159892266189,1.3978424957991795,1.0767773227492103,0.4383284558489225,1.0934282971800966,-0.2726597960515748,-0.9000592647091125,1.0970068127686547,0.6997709232301093,0.5533289812443294,1.4672599416313368,-0.8014464148586091,1.4507316616009798,-0.642912076218225,-0.2651022811158325,-0.8400765156592661,-0.1771797391939084,-0.1965068225791368,1.0605158551711946,0.4095712901445574,0.4869985034698911,0.7181073468632162,1.0601535567776643,1.0937181891084966,-0.7091399635591878
4,1,-0.9431496706557212,0.3503567022331827,-1.0337514034276627,-1.0841560696481287,0.7044030115244059,-0.4208337102003288,-0.0311594789281776,-1.0385402661568577,0.0590611696985846,-1.068092732757901,-0.7427901300077995,0.9046390334909318,-1.033803994865364,0.6997709232301093,-0.4360185021824465,-0.5333458595479512,1.0934410970072632,-0.0227846542006637,-0.0915999135365757,0.9958266361352396,-0.7360731143751998,-0.2054800657034157,-0.1962620513389203,-0.924287462280738,-0.413192014947052,-1.0614251281835094,-0.3901026607128335,-0.9241324663273308,-1.068124838957495,-0.7091399635591878
5,1,1.4116136345232926,-1.766808396373441,1.3193473859201574,1.308955112243454,-1.5399591526342271,2.2164889982800404,-1.4319205309353105,1.3187636052630007,-2.067978337185985,1.3111294496899686,2.0158168643664207,-1.41308316766064,1.3194239202665354,-1.648925550924001,-0.4360285075534084,-0.5334020618031705,-1.2144071438918072,-1.3973295483565578,1.229562566403232,-1.8476676941894152,1.820869766082694,-0.4409662785676046,-0.199167147991632,1.4022141946262512,-0.4555803823589942,1.7662425302828826,-0.7595059965715167,1.4018226971105363,1.3111102254503288,1.4275086135387989
6,1,0.4880257272515531,-1.1954423126944185,0.4749890627946991,0.4553464584564764,-1.007012794631295,1.0311282479044113,-1.1777522264532911,0.4649370061660451,-1.336585303253884,0.4624674288304264,0.9697496015728744,-0.4599524647151624,0.4750626788393953,-1.6489255509240013,-0.4360285058812356,-0.5334020600545857,-0.6788486984268827,-1.123572617819668,1.1534053307174796,-0.7262094698171272,1.7245703204492997,-0.3614540838309604,-0.2001764453022317,0.507892614817947,-0.5044268150080805,0.7331055707525508,-0.7595059965715167,0.5084643974726504,0.4624029320551978,1.4275086135387989
7,1,-1.247894259027739,0.9382580221447496,-1.3708243102290156,-1.4226365966704222,1.4707667767626775,-0.5849229049837319,-0.6411746947690281,-1.3554598009263383,0.0479902790482456,-1.44458825341068,-0.8965914689586753,0.9983895944363884,-1.370175546328208,0.2053155316316673,-0.4360283733445505,-0.5334003687222578,1.385954946739112,-0.5877537924606422,0.5135189917491378,1.297538747260777,-0.800786341840841,-0.301950361100604,-0.2005480059965854,-1.2596580547088545,-0.556496524766348,-1.420331267970721,-0.7595059965715167,-1.2600237978810758,-1.4452670838232484,0.3590374359084704
8,1,-1.4102888483805545,0.2757025663713963,-1.365786657309147,-1.268230424796268,1.0804903770899623,-0.0510207488228081,-0.8332186118085558,-1.3533974178367325,-0.5448380590021892,-1.2785545868579289,0.635967972360336,-0.2412011558424299,-1.3660567110041737,-1.5420270978415849,-0.4360284770192619,-0.5334017052851645,0.2997821958965859,-0.7741179685519616,1.0921484237528514,0.5176414034079728,0.1614377189280364,-0.3290415866943939,-0.2001077250084304,-1.43683497146333,-0.567311510612355,-0.5410112254920517,-0.7595059965715167,-1.436700698466464,-1.2783802680456808,1.4275086135387989
9,1,-1.4155463773868082,0.1845131942770654,-1.3492835339729443,-1.2555194962386649,0.6906817477724285,-0.1188955969848129,-0.8106202310903743,-1.3458353465081772,-0.4962689903426357,-1.263059758085466,0.3261837151826856,0.365573308054555,-1.3495813697080346,-1.506928105131628,-0.4360284716492761,-0.5334016042376551,0.6030502312803409,-0.7566626913657625,0.9837071425046582,0.6912681843387072,0.1306218963253518,-0.2988263389376591,-0.1993492414079939,-1.429452599931892,-0.5609453416751512,-0.707646218964686,-0.7595059965715167,-1.4300737016535163,-1.2630091139609054,1.6945529634057128
10,1,1.3732616516849814,-1.655973199052324,1.2692337143509629,1.2381182790154597,-1.374680293803593,1.7885975585783302,-0.4717291584476819,1.2699538721423222,-1.7522793908988867,1.2322750504888134,2.011453705814623,-1.3479786114485175,1.2693114238241112,0.4902446169387317,-0.4360279336582778,-0.5334017260241729,-1.1197703101550325,-0.4013605242406792,1.2800581248470466,-1.901748166938333,1.822410557212828,-0.3665850907626342,-0.2002886918625988,1.3705754594915267,-0.5237657102619155,1.7918786831248263,-0.7595059965715167,1.370952214469318,1.232607545660223,-0.7091399635591878
11,1,1.1121766866333624,-1.6617032314101363,1.0566279599231931,1.02284378349337,-1.435022669621947,1.8421277223349624,-0.4660866164456391,1.0582158749427553,-1.7772781762383631,1.020939973623396,1.9863655441417836,-1.387041345175791,1.056504932082312,0.4922464606294137,-0.4360279065636411,-0.5334018173640612,-1.3284015118020127,-0.4013605242406792,1.2933028614880475,-1.7053506606396296,1.8239513483429624,-0.3660020217931258,-0.2002897160100474,1.107973957873286,-0.483805016711028,1.625243689652192,-0.7595059965715167,1.108028613527483,1.0212541769945536,-0.7091399635591878
