f_id,i_id,ic.eps.s,pca.expl_var.cov_init,ic.eps.ratio,disp.diff_median_05,nbc.nn_nb.cor,disp.ratio_mean_10,disp.ratio_median_25,nbc.nb_fitness.cor,disp.diff_mean_10,ela_meta.lin_w_interact.adj_r2,ic.eps.max,pca.expl_var.cor_init,disp.ratio_mean_05,ic.m0,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_distr.number_of_peaks,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.mmce_lda_50,ela_level.lda_qda_25,ela_level.mmce_mda_25,ela_level.mmce_lda_10,ela_level.lda_qda_10,ela_level.qda_mda_50,ela_meta.lin_simple.intercept,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.diff_mean_05,disp.ratio_median_05
1,1,1.3112325914284797,-0.6548570506842823,1.3913523999139823,-0.0385781802926197,0.3181130841634649,-0.1080558102737359,-0.1698402627253562,0.2712260269281701,-0.1081473437605262,1.1776335452539666,0.7559982817010547,-1.620185174601965,-0.0290785580746541,-0.8640188170678041,1.4035123050494154,0.1977247541530307,-0.3439272437304981,0.4734901908914786,-0.1974815359803055,-0.7255122981645463,0.9935385847444046,-1.3415467185838474,0.4610051826647165,2.8803513607058533,0.3501078574591456,0.5800180689971863,1.0644372131383462,0.3080458009505398,-0.0288552905475645,-0.0382771083023185
2,1,1.4705706046020393,-0.6548570506842823,1.5656894955812108,-1.6406421008524863,1.6437978815838628,-1.674528038539759,-1.6197093705603804,-0.117870006591383,-1.6746674300090787,0.4537369304537106,4.610042660781348,-1.620185174601965,-1.6516769251835437,-0.6009321829682578,-0.28492162589064,0.6153400650568502,-0.7595059965715167,1.3368798013683074,-0.199759757648413,-0.5727409243428104,-0.2044336934422476,-0.2277062937473607,-0.2671070740216975,0.1096799622892655,-0.3031405084112432,5.014641594680064,0.9745174360436816,1.753232688276858,-1.6518098461357866,-1.6405901462794166
3,1,1.2782727302811416,-0.6548570506842823,1.3182297025208478,1.0660703918774996,-0.923322585944235,1.089041727334033,1.028787988878328,0.4252132948062961,1.0893124302299493,0.5515740406218861,0.1002408887684054,0.6172133998483675,1.0850805724376775,-0.2286809704041694,-0.6384358398228034,-0.6349850508885875,0.7181073468632162,-0.2875102670608593,-0.1965197567182152,1.3682299402955589,1.80969656480448,-0.9729727004528236,0.5367000212311266,1.2741419065081394,1.4722942884706711,-0.0104263211531956,-1.189130754130834,-0.8098906097800862,1.084795168340233,1.0658602896879232
4,1,-0.1117771672824081,-0.6548570506842823,-0.1046149470997005,-1.0474324511469892,0.7938728619292899,-1.00318279785432,-0.923562831419374,0.0440140442548519,-1.0030918605703876,0.3431597625340869,-0.3870866608204591,0.6172133998483675,-1.0314455519991583,-0.6991803035863469,-0.5122930070815067,-0.0753637288323636,-0.3901026607128335,0.9383922888405398,-0.1962749848689557,-0.5097315328356896,-0.0726063549435798,-0.796804061830726,-1.3088122333403795,0.3371673867621066,-0.3351315106092489,-0.3303062777338207,0.4831170013011439,0.980840259044789,-1.0314152106925585,-1.0474983725168094
5,1,-1.4743559399429726,1.5470030867191007,-1.4318916303232276,1.2960489775384427,-1.4114719412560448,1.3074311429786931,1.402508762522442,-2.0938604720204803,1.3073412766198935,-1.7690764790265876,-0.3870915892131575,0.6172133998483675,1.297915601710656,2.061591885781921,-0.5504730521033092,1.2657107906897584,-0.7595059965715167,-1.826114829320857,-0.1991800887501667,1.5312095395569951,-1.0039636671173982,1.6882291308984907,0.5367000212311266,-1.1596884633907678,-0.2302062894083825,-0.3303102625529093,-1.229446026092698,-1.2001520477078682,1.2979327839765735,1.2959112579918624
6,1,-1.227115815816104,1.5470030867191007,-1.1675487250334085,0.4601429642065551,-0.5045548648899411,0.478360213216556,0.490713821782874,-1.358741766625605,0.4782925948379584,-1.1990405616861333,-0.3870915883894876,0.6172133998483675,0.4669990480338276,1.0147035783069625,-0.5014789312396793,1.1884057431985091,-0.7595059965715167,-0.7358087186545986,-0.2001893885721132,0.8528905594775366,-0.9683772140587514,1.6606266713908808,0.5367000212311266,-1.1681265934213394,-0.5190468606940801,-0.3303102532875669,-0.91788514553949,-0.6940317453952799,0.4670607489793372,0.4598985316845365
7,1,-0.7051644426593814,0.4459216458094205,-0.6501557782079146,-1.3788933690728409,0.8830778202603818,-1.3334630869465531,-1.2250518588969834,0.032886759163426,-1.3340530667247383,0.9296924213219296,-0.3870915231052683,-1.620185174601965,-1.400682080056067,-0.8531023592213511,-0.6203083692123776,0.5388752898209388,-0.7595059965715167,1.2317233744512568,-0.2005609501909891,-1.0148626882140093,-0.3620218448630154,-0.8195354990722871,-1.4529928782287855,0.2251911206807384,-0.3049836114185357,-0.3303101634372422,1.7007496853474924,1.257275444243635,-1.4000184846970771,-1.379436716060258
9,1,-0.8699911920772938,1.8221977608425264,-0.8132561935227597,-1.2152420417792953,0.2809443515255098,-1.3132418447572334,-1.3904520892492802,-0.5141449337183085,-1.3129028610945608,0.1777023458389924,-0.38709157152769,0.6172133998483675,-1.2222446312716515,0.3706325653661654,-0.7354288266311122,1.0161499308538742,-0.7595059965715167,0.6422939288372693,-0.1993621826196158,-0.1799002488012037,-0.4966835026318413,0.30567064438498,0.2483387314543286,-0.6040261979992118,-0.4234688047444827,-0.3303102018591797,0.3238995447512933,0.517404801505548,-1.2222952608298348,-1.2153444169903134
10,1,-0.5403376932414691,-0.6548570506842823,-0.4701722506636135,1.226681200398445,-1.34952405352612,1.258226120318013,1.3648226340877452,-1.7765533745746451,1.2581362504884457,-1.6584993111069637,-0.3870913065269301,0.6172133998483675,1.2210585078065253,2.05722530264334,-0.5745912157796675,1.3169673982654786,-0.7595059965715167,-1.8786930427793824,-0.2003016354117736,1.11337631207681,-1.0039636671173982,1.6898528049871735,0.5367000212311266,-1.1596884633907678,-0.2754939633018556,-0.3303098419044513,-1.1066423635729186,-1.110717134849418,1.2207313615936204,1.226735092697671
11,1,-0.5348489569971163,-0.6548570506842823,-0.4701722506636135,1.0158711945186187,-1.3866927861640748,1.0492732843617023,1.1062539195496586,-1.801679502200447,1.049385397183472,-1.6642160036877418,-0.3870912931807973,0.6172133998483675,1.014135562680019,2.0321174495964933,-0.4151900381473699,1.3304117543509135,-0.7595059965715167,-1.6877511096931563,-0.2003026595617705,1.1693455481082753,-1.0052233645708015,1.6898528049871735,0.5367000212311266,-1.1596884633907678,-0.2541666285031851,-0.3303098241580688,-1.1242919065976975,-1.307880465469183,1.0138263734292825,1.015989100754901
