f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,disp.ratio_median_10,ic.eps.ratio,pca.expl_var.cov_init,ic.m0,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,disp.ratio_median_02,ela_meta.lin_simple.coef.max,ela_distr.kurtosis,nbc.nb_fitness.cor,ic.eps.max,ela_level.mmce_mda_25,disp.diff_mean_05,disp.ratio_mean_25,ela_level.lda_mda_50,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_10,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,disp.ratio_mean_02,disp.diff_mean_10,disp.diff_median_25,ela_distr.number_of_peaks,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_25,ela_level.mmce_lda_10
1,1,1.3799714823058085,0.6997709232301093,-0.0593155993136747,1.4570587359610307,-0.7091399635591878,-0.907559003283114,0.8321681485570998,0.5804714553077299,0.0674210900467189,0.846790750844863,-0.1966028725923271,0.3263686590015081,0.7563847774767509,-1.3612156484181055,0.0286576331243667,-0.0752612814210935,0.0255608551289839,0.0537727797001456,-1.550813702608142,1.053604629698268,0.0560482919303031,0.059946556475322,-0.0443713520627594,-0.0985786915239183,-0.3035596834887992,-0.7591021178405589,0.2796077942535027,1.2198804991063217,-0.7098531238675023,0.4941136892038848
2,1,1.5399203473958905,0.6997709232301093,-1.5623869924321954,1.632102075111182,-0.7091399635591878,-0.6446723208417303,-0.6208621337832779,5.014299135365776,-1.556895668486712,4.674051320696284,-0.1988807325234403,-0.0670257107980098,4.60963810989333,-0.247338507574069,-1.5608638133675063,-1.5323449169785732,-0.3421517893745801,5.241639082996169,-0.4541958743892142,1.0019340531572591,-0.3426348412343071,-1.54240318151162,-1.5740692235801992,-1.5150357847138292,-0.7162111282313858,-0.6036479247176433,1.734739825983174,0.8061198619825264,-0.5464261917921556,-0.2414690277862949
3,1,1.346885263398956,0.6997709232301093,1.1065874523283037,1.3836398168814557,-0.7091399635591878,-0.2727040274288179,0.0834019359752815,-0.0098669726156702,1.1388502463975478,-0.2731457862504327,-0.1956412460419525,0.4820570212192142,0.100761979438935,-0.9926294808210264,1.1193667242708478,1.0973150891739794,2.346364908927164,0.0225142391876723,-0.917866499743524,-1.2931007215392034,2.498620753123312,1.170728701405337,1.124941243147941,1.0721537974750384,0.7509940086311442,1.3714083445905534,-0.8460217661562291,-0.8489226865125966,0.9677949504615206,0.5705851597820725
4,1,-0.0484936490498445,0.6997709232301093,-0.9236806234511912,-0.0449688083127386,-0.7091399635591878,-0.7428457707161072,-0.2556620093447866,-0.3296895229559591,-1.0387729685625613,-0.3613671269120147,-0.1953965130576701,0.0966466699949632,-0.3864655456576504,-0.8164550350752859,-0.9532494011647532,-0.8149801703233565,-0.2932057888344477,-0.2565900232261119,-1.0724233748616272,0.6122517884104864,-0.2284424356317757,-1.0313926741979262,-0.9182795352439078,-0.8346045217973501,-0.3494098440157533,-0.5395320247890681,0.9570321297000866,-0.0214014122651786,-1.1214468787239311,-1.293862122886107
5,1,-1.416296120927654,-1.648925550924001,1.3388443137759412,-1.3776223191355477,1.4275086135387989,2.01582817075385,0.764002167883378,-0.3296935070599248,1.2753967299668871,-0.3613711574923347,-0.1983011556652653,-2.0648449042909496,-0.3864704730387912,1.668660072886518,1.3281136728169922,1.4265306386304764,-0.4922624832631472,-0.2565978639956326,1.6163755954469627,-1.3404654167017946,-0.6612904511229971,1.269211288836346,1.3378451600398067,1.4367328357336349,-0.7162111282313858,1.537250029880668,-1.2389688126992626,-0.3662019432015119,0.9677949504615206,0.5705851597820725
6,1,-1.168108155788738,-1.6489255509240013,0.5193470924180831,-1.1122085548102296,1.4275086135387989,0.9697355215368906,0.615661691805848,-0.3296934977962451,0.4795736662192037,-0.3613711573464699,-0.1993102952301617,-1.321605356920643,-0.3864704722152902,1.641056703507001,0.5143577272971346,0.5648800647443283,-0.4636745537441319,-0.2565978637516878,1.6360018653032296,-0.9184890416168916,-0.5221861521573119,0.4876906701241706,0.5282838814843609,0.5458663473114842,-0.7162111282313858,0.8470190848395195,-0.72936561171377,-0.3662019432016458,0.9809094573564556,0.5705851597820725
7,1,-0.6441557849399149,0.2053155316316673,-1.227857933472102,-0.5927196375579755,0.3590374359084704,-0.8966508421859625,-0.3517301271854732,-0.3296934079620451,-1.3705055298721218,-0.3613710803442266,-0.1996817978523276,0.085396462002542,-0.3864704069444706,-0.8391872216231234,-1.3142593920236465,-1.1380991355306642,-0.3800123469867441,-0.2565976277941286,-1.096956212181961,1.4002280806608671,-0.4175252535806829,-1.400385373027417,-1.2414612531506053,-1.1285524385804964,-0.7162111282313858,-1.0535337923729016,1.235369621001402,-0.2282817308269135,-1.5925603187189123,-1.4395220668445656
8,1,-0.8316810906009874,-1.5420270978415849,-1.2258784715847644,-0.7734040769063271,1.4275086135387989,0.6359457919640138,-0.1935002860361079,-0.3296934577151429,-1.0659984944276144,-0.3613711505655543,-0.199241585676834,-0.5170340304948755,-0.3864704580015298,0.2730661916103531,-1.1550548088175785,-1.3088034945081088,-0.4816904038282252,-0.2565978142578507,0.4805052275155054,1.0105458159140943,-0.5438796145766547,-1.0753505673001793,-1.2366312081009736,-1.2851936163356898,-0.7162111282313858,-0.5577996834279361,0.201837024625194,0.1165188001095536,-0.5928313700357726,-0.0339036076455011
9,1,-0.8096144283658591,-1.506928105131628,-1.2186204446645266,-0.7564807763117266,1.6945529634057128,0.326154016804873,-0.3220620319699673,-0.3296934463770874,-1.040448385538873,-0.3613711492212566,-0.1984832206217733,-0.4676782793023162,-0.3864704553569535,0.2860560124948316,-1.1401972934245448,-1.3016908128840472,-0.3540072775421179,-0.2565978001607255,0.5173044834960062,0.4895341691255915,-0.3137927485455378,-1.0394234431300686,-1.2208081987667847,-1.2902648784935224,-0.7162111282313858,-0.2039085709730029,0.4904075119302343,0.8750799681698351,-0.1217179300407911,0.2792652718651693
10,1,-0.4786971415139709,0.4902446169387317,1.2919970491089467,-0.4120069927086329,-0.7091399635591878,2.0114649063149894,0.764002167883378,-0.3296930864869571,1.2020972372532843,-0.3613711369812133,-0.1994225242472218,-1.744032521539313,-0.3864701904105854,1.6702838004970777,1.2525026114013469,1.3960477173845074,-0.4945405337635402,-0.2565978171511472,1.6163755954469627,-1.172536042943517,-0.6556581969713275,1.2210266752434913,1.289796734486907,1.3997396096355148,-0.7162111282313858,1.1120792297956432,-1.148918447866484,-0.2972418370142222,0.9677949504615206,0.5705851597820725
