f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var.cov_init,disp.diff_mean_05,ela_level.qda_mda_25,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_50,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.adj_r2,ic.m0,ela_meta.quad_simple.cond,ela_level.qda_mda_50,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,nbc.nn_nb.sd_ratio,disp.ratio_median_25,ela_level.mmce_lda_25,ela_level.lda_mda_50,disp.ratio_mean_05,disp.diff_mean_25,ela_level.mmce_qda_50
1,1,1.392441960055271,1.4738687650331397,-0.7091399635591878,0.0530258002460852,0.8421080554243514,-1.383494744360117,1.1134670780558609,-0.1969106654921077,1.2116330140992655,-0.7509185538671712,1.055937107522583,1.4097648120448196,-0.3236088301018454,1.055909500664719,0.6483608019142079,-0.9244608119181078,0.1648526060175079,0.3525405659277721,-0.2220881992415811,0.8490716790743118,-0.4609095958409708,-1.7282405590203789,0.0504526903678844,0.2753219202394599,-0.0783388025975525,-0.7620823184970971,0.0269639356641858,0.0528011522337779,-0.0552703262839862,-0.7014608624035684
2,1,1.5532600211119163,1.6501425124181532,-0.7091399635591878,-1.568775531619622,-0.5892716804419779,-0.2622708134384278,0.7148183710975808,-0.199188646743052,0.4793158843874299,-0.5962240466411753,1.004210458674348,-0.2649351448206862,-0.7356181211095606,0.966363036416068,1.2505911390973126,-0.6595222538955683,-0.3786234019936045,-0.2996486035142016,-0.2720791559202287,4.67313988761166,-0.4911426706121432,-0.2576588807789167,5.2399065401802645,1.7365478336030162,-1.526326840485576,-0.592554275867268,-0.3405174723157455,-1.5686627829537785,-1.5439962917784604,-0.3642112199523891
3,1,1.3591759436362167,1.399933772373908,-0.7091399635591878,1.165884931907032,0.1044986630965396,-1.0124774960813658,-0.8797764567354841,-0.1959489877250761,0.5782910560249276,1.3691803608338042,-1.2933148610014054,-0.6155738212739114,0.729303802473427,-1.1883025062281285,-0.5951248842160097,-0.284650684245419,0.4054691790985352,1.4729074503137822,-0.1699946186339603,-0.2699307062928774,0.6476364791020017,-1.4168912744657,0.0191845843839445,-0.8550216133047821,1.1187343406383945,0.9781962919560258,2.346308549137279,1.1661813236957874,1.1431980556028718,-0.7474334983672567
4,1,-0.0437857529845451,-0.0387167762968868,-0.7091399635591878,-0.9488217303380472,-0.2295131372028464,-0.8351410580274251,-0.0824790428190899,-0.1957042417062064,0.3674524600158342,-0.5324214733843713,0.6141053152772453,-0.4904570531969244,-0.3693876402138137,0.4770027100985427,0.6536754922322636,-0.7584619643604184,-0.4191483207768236,-0.3315877345449149,-0.1982605047461914,-0.3580784605367427,-1.599688745555116,-0.3391437510071965,-0.2600050871313066,0.9555832104269943,-0.8310834865537792,-1.1890418332685186,-0.2916022515249087,-0.94886504158033,-0.8106138793329177,-0.4287834719929896
5,1,-1.4190211528230638,-1.380737726417276,1.4275086135387989,1.378871098229117,0.7749577664058294,1.6663651027242443,-0.4146862986174999,-0.1986090390163563,-1.7693537496938812,1.534211597805315,-1.340730955778954,-0.5283265360232594,-0.7356181211095606,-1.2284504044553128,-1.532028863141818,2.0217438997018324,-0.4616322154069348,-0.2268326422343039,-0.4334601400431075,-0.3580824877551101,0.6476364791020017,1.425444148193061,-0.2600129303001927,-1.249614265014772,1.4919702464333535,0.9781962919560258,-0.4905337689200916,1.3788675503715986,1.4796199405572537,2.216573244757259
6,1,-1.1694844817828782,-1.1134583253710335,1.4275086135387989,0.5485894564365661,0.6288276037748476,1.6385796700337651,-0.414686298617629,-0.1996182323284739,-1.1926870568476928,0.8473537281636243,-0.9182966568517046,-0.4797309406650794,-0.7356181211095606,-0.9181830066350898,-1.0130113915099843,0.9674863181930544,-0.510588729290882,-0.5152048787832134,-0.3540447085566722,-0.3580824876093669,0.6476364791020017,1.4458153657501314,-0.2600129300561732,-0.7378769198283829,0.5813582745918636,0.9918003941423698,-0.4619638169537622,0.5485319280463371,0.5999815781022422,1.0276015604444646
7,1,-0.6426848429202642,-0.5903178356293021,0.3590374359084704,-1.3171630857088528,-0.3241498139543396,-0.8580231790666433,-0.2818033962980732,-0.1999897547370343,0.9608077878125856,-1.0439113763090342,1.4029367102128234,-0.5975938022201256,-0.7356181211095606,1.6895802445730457,1.4000098611820768,-0.913467510755348,-0.5627757843216327,-0.3014887180591811,-0.2946133995438594,-0.3580824106713521,-1.710543353049413,-0.2827099726396376,-0.2600126940264082,1.2350863387215705,-1.1321813601362722,-1.6777430425779645,-0.3783542212722761,-1.3178434196770017,-1.1413466894165454,-0.5933725274660417
8,1,-0.8312292007591525,-0.7722723354276261,1.4275086135387989,-1.154725387461636,-0.1682776404812928,0.261566314637959,0.0504038595004658,-0.1995495191156448,0.2921057517241832,-0.5505998601782095,1.0128315668157208,-0.7058577888959529,-0.7356181211095606,1.065900221882544,1.0199335792936977,0.6310913026125691,-0.5736151430221628,-0.5819747494153221,-0.3216716561691875,-0.3580824808341075,-0.1585788481292517,0.7132773938668413,-0.2600128805471904,0.1972254579218578,-1.2921396054769694,-0.6406918682189479,-0.4799683377496028,-1.154569144653147,-1.3153102374997192,-0.0578439589119319
9,1,-0.8090426236137213,-0.7552300781876956,1.6945529634057128,-1.1395661467317817,-0.2949237814281435,0.274641812374655,0.7812598222573034,-0.1987911136697247,0.2000704084819694,-0.1984381709171861,0.4912545242626885,-0.711777852623657,-0.7356181211095606,0.3184462641045468,0.6403128422897235,0.3188815495901577,-0.5672346271674885,-0.4197817959507118,-0.2914931791944503,-0.358082479490931,0.0564119057990828,0.5687518639011422,-0.2600128664457513,0.4870044365213816,-1.2973669991155536,-0.1519906589095018,-0.3523655051457778,-1.139530724585161,-1.3087850161782195,-0.1259255724764781
10,1,-0.4763270622268072,-0.4083349320689115,-0.7091399635591878,1.3017245329038658,0.7749577664058294,1.6679995399413312,-0.3482448474577958,-0.1997304673229012,-1.6574903253222852,1.1111185561526498,-1.1726193470221915,-0.5522485189497601,-0.7356181211095606,-1.106156576214903,-1.3710696706521328,2.0173465792367287,-0.529971207041021,-0.2720468853395112,-0.359169471252362,-0.3580824672610973,0.6476364791020017,1.425444148193061,-0.2600128834413722,-1.1591867823312323,1.4543330122355465,0.9781962919560258,-0.4928103868657812,1.302064190738667,1.4492235578184085,1.7873783303787028
11,1,-0.4707873425899954,-0.4083349320689115,-0.7091399635591878,1.0949665653322092,0.778437055992281,1.6679995399413312,0.9141427245765826,-0.1997314913648211,-1.6632735156516882,1.1677923502746157,-1.192016840340279,-0.3941439343324086,-0.7356181211095606,-1.123732845024039,-1.4298349607403482,1.9920619865623763,-0.4899204573232157,-0.2507541313190357,-0.3585871118551245,-0.3580824656912092,0.6476364791020017,1.425444148193061,-0.2600128961880879,-1.3585382782472168,1.196099766489452,0.9781962919560258,-0.4917843055381465,1.0952859148038512,1.1903378611421735,1.841071561695072
