f_id,i_id,ic.eps.s,disp.diff_median_25,ic.eps.ratio,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_level.qda_mda_25,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ic.h.max,nbc.nb_fitness.cor,disp.diff_mean_05,ela_level.lda_qda_25,nbc.nn_nb.mean_ratio,disp.diff_mean_25,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_level.mmce_mda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,disp.ratio_median_02,ela_level.lda_qda_50,ela_level.lda_qda_10,ela_level.lda_mda_25,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max
1,1,1.312168140756524,-0.0831629199765927,1.3926774764133911,-0.7091399635591877,0.5800180798422361,-0.232548733516458,0.8885546311476857,-0.0258229687971817,0.6896971470282732,0.0385858127658403,0.9949819152277968,0.2629944450137018,0.2900560284067412,0.2065650861567894,0.2412518226820622,0.0485013559717131,0.9922176667482678,0.419625235225922,-0.0599294337063716,1.1694269403672444,0.7559982885549299,-0.3770756470337446,-0.6398331381166696,-0.681093296300435,0.0883302548850406,0.0542119359389312,2.907738422246096,1.689022167756034,-0.76469553422439,0.8458810899733483
2,1,1.4701362579388155,-1.521745870687593,1.5656376970527124,-0.7091399635591877,5.014641585874502,-0.2826491342832916,-0.5563715457943439,-1.57972011616756,0.6896971470282732,-1.5552102817118398,0.9426104856733426,1.7535613668766776,1.66082035394149,0.6278502972474651,-0.1695374903844169,-1.5653327899813494,-0.2160690361075086,1.3277259595320938,-1.5392865321527345,0.4074486008624992,4.610042653179953,-0.406497693035481,-0.4764936780899287,-0.5250925642306029,-1.5598856277898103,-0.3449516349472614,0.0955164583736968,-0.3831197673645728,-0.2852918678539397,4.67482806694433
3,1,1.2794916494137871,1.1058570698379138,1.3201322855780462,-0.7091399635591877,-0.010426307691781,-0.1803411055929078,0.143964573997199,1.1616646963189068,0.6896971470282732,1.137533587259019,-1.3835538437036594,-0.8900460711953514,-0.9935943026080424,-0.6334623669435299,0.4038243460266378,1.155893507539403,1.8154026875476967,-0.3807840570311254,1.13099673343344,0.5104325867296794,0.1002408980818139,0.701732706363245,1.03691699783685,1.4569075201773574,1.1755237123069768,2.499727847331954,1.277441336761422,2.0994584691736606,-0.9183047566828808,-0.2745489251371344
4,1,-0.098607403875957,-0.8306858882366025,-0.0914750581830901,-0.7091399635591877,-0.3303062628549607,-0.2086688735801389,-0.1932082820709455,-0.913764195865969,0.6896971470282732,-0.9650620293395564,0.5476426211168346,0.9569151920413318,0.7819938798136041,-0.0689232309548186,0.0013720854393675,-0.9484245449556564,-0.0831066770603405,0.9086025483138602,-0.8105194501822959,0.2910543463849018,-0.3870866496792429,-1.4853060464324706,-1.051206592998832,-0.4607512484690829,-1.0341396126096165,-0.2306216204653821,0.3264154137579028,-0.1097554678261602,-0.3292312500920659,-0.3628091387978953
5,1,-1.4494715130906968,1.4761310379990598,-1.4082692097729452,1.4275086135387989,-0.3303102476740316,-0.4443834262008467,0.8207688382089863,1.3783009595495446,-1.6491050364604272,1.366325314565267,-1.431560987461909,-1.2925620332174208,-1.498343035561959,1.283936320153264,-2.2556953948410308,1.3678333679110808,-1.022482885006101,-1.999066117012645,1.4653014443845018,-1.932299418614052,-0.3870915780719229,0.701732706363245,1.03691699783685,1.623332264297938,1.3140792506648935,-0.6639912444648526,-1.1928881387876966,-0.8715264907840293,2.324278760190873,-0.3628131711542112
6,1,-1.2043570164156596,0.5713487133063223,-1.146014025078132,1.4275086135387989,-0.3303102384086893,-0.3647941322787953,0.6732557136791727,0.5558855158036047,-1.6491050364604274,0.5347331899931156,-1.003860979433867,-0.7705491449700537,-0.5605865063176264,1.2059519350016712,-1.4795916004128489,0.5416305291568818,-0.9865900360516574,-0.8522978946516391,0.5911988319998682,-1.3322758615581944,-0.3870915772482529,0.701732706363245,1.0500244853698597,0.9306746359602274,0.506546971891759,-0.5247193162545417,-1.2014528118194918,-0.85663414018168,1.387976964693891,-0.3628131710082821
7,1,-0.6868930789905814,-1.1292254370265598,-0.632707330953895,0.3590374359084706,-0.3303101485583649,-0.3052327116246626,-0.2887405912902536,-1.241393112480205,0.1973247344010992,-1.294812365566835,1.3463069218222596,1.2420306651402977,0.8742322269523908,0.5507135684562138,-0.0103755794176992,-1.3149564036884371,-0.3750140061677164,1.2171239482383922,-1.1391708888127878,0.9084424820260434,-0.3870915119640339,-1.5931868817721695,-1.5220678759154245,-0.9765601206354628,-1.370753067761365,-0.4199322948513667,0.2127598878494868,-0.447757247204089,-0.5260653932888752,-0.3628130939721093
8,1,-0.8720961402478773,-1.2883134381960382,-0.8112415193869421,1.4275086135387989,-0.3303101983203929,-0.3323502062886483,-0.1313932584584528,-1.2373813298277858,-1.5426569116252404,-1.1443886837704642,0.951339057265752,0.1833298275301673,-0.345363696327124,1.1432253643362582,-0.6394440846671056,-1.1533166893346416,-0.7373729626918674,0.419625235225922,-1.312039647531777,0.2126558529701536,-0.3870915630315745,-0.0828551870163844,-0.522874018591349,-0.4790831317307452,-1.0617657168834351,-0.5464389206317226,-0.7344466539371503,-0.7803010970418894,0.1948262600163175,-0.3628131642243787
9,1,-0.8503027434406062,-1.2934639163248278,-0.7945196160057638,1.6945529634057133,-0.3303101869803023,-0.3021056602463281,-0.2592379663842911,-1.2213341992181093,-1.5077057795008284,-1.132005599276642,0.4232604759250065,0.4789274871401246,0.25162338376558,1.0321823811312705,-0.5879059420683593,-1.138231919186859,-0.5108350876979822,0.5971705691447573,-1.3055554908067428,0.1168927809701215,-0.3870915603864554,0.1263682512181838,-0.0520127356747561,-0.123947824622463,-1.0358396805649293,-0.3160747857610524,-0.6288928457615136,-0.5744591829570612,0.0333579610599512,-0.3628131628794886
10,1,-0.5234834145405568,1.4385599568753074,-0.4541452726818792,-0.7091399635591877,-0.3303098270255755,-0.3699301145033291,0.8207688382089863,1.3294909372784434,0.4810535065897676,1.2973155260858598,-1.2613538414099332,-1.2003187919206963,-1.4342886278266906,1.335643358134212,-1.9206974679491784,1.2910657892202535,-1.022482885006101,-2.0543671226594955,1.435096352504568,-1.8159051641364543,-0.3870912953856965,0.701732706363245,1.03691699783685,1.1966666676000337,1.2397012776199992,-0.6583522031001637,-1.1928881387876966,-0.8719163428940384,1.929538781547544,-0.362813150634052
