f_id,i_id,disp.ratio_mean_10,disp.diff_median_25,ic.eps.ratio,disp.diff_median_05,disp.diff_mean_10,nbc.nn_nb.cor,ic.eps.max,ic.eps.s,disp.ratio_median_25,ela_distr.number_of_peaks,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_mean_05,ic.m0,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_level.lda_qda_25,ela_level.lda_qda_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_level.lda_mda_10,ela_level.lda_qda_50,pca.expl_var_PC1.cor_init,disp.ratio_median_10,ela_level.qda_mda_50,ic.h.max,disp.ratio_median_02,disp.ratio_median_05
1,1,-0.0446345017209794,-0.1023931927807675,1.3961337530056592,0.0192299968265223,-0.0447371750397047,0.3118413864826549,0.7559982813542857,1.315978671350712,-0.1024394948844272,-0.3439272437304981,-0.6840033437553611,1.1560865481081453,1.4046369984168825,0.0290882127219004,-0.8610062732265416,0.4345535537740587,-1.360139920251778,0.2783611942404085,0.9922226931308102,2.9084717301070766,0.6131654994300664,0.9927428954340412,3.07559215023773,0.0587777081543158,0.9937920940218304,-0.0605922515502512,0.3519667800198129,0.2003671784943976,0.0688664772384383,0.019516327840688
2,1,-1.573961841826281,-1.5153921789748594,1.5725452707664551,-1.550753543224643,-1.574129275453482,1.64138772099169,4.610042661165938,1.4773153682663542,-1.51489480282571,-0.7595059965715167,-0.529857950203015,0.413521843099974,-0.275737746254983,-1.5606134801714924,-0.5952945743887132,1.3034685934530923,-0.1897082930489368,1.7350945607487789,-0.2145115759960221,0.0952548136634336,1.225931417558208,0.9030933494657072,0.8295576979458652,-0.3392748442385487,0.9419809106930516,-1.5625980008608715,-0.300452590214517,0.6190236214691373,-1.556498006117092,-1.5507054363665345
3,1,1.1240769251409024,1.0654810958322374,1.3221409749309974,1.1017586360346494,1.124341686432183,-0.9332104146183297,0.1002408882971972,1.2826053725226574,1.0652582145688352,0.7181073468632162,1.4285699300910786,0.5138820096838853,-0.6275645758919576,1.1206588021117665,-0.2193290586057279,-0.3313170741481711,-0.9728396587721208,-0.8485070920881479,1.814350067439196,1.2775978522148572,-0.6520740627361846,-1.2540525438136714,-0.8196422584444218,2.497486852593998,-1.3592991488268624,1.1044842010537292,1.4727291161498863,-0.634418606189639,1.1409867321181304,1.1015399598696938
4,1,-0.9185358389240084,-0.8366221058831752,-0.1176339806900679,-0.969422565174978,-0.91847067283059,0.788986986904589,-0.3870866613841446,-0.1248808547377969,-0.8367122903484857,-0.3901026607128335,-0.4662818547056195,0.3000930738557206,-0.502023844640586,-0.9529567217750116,-0.6945230096393558,0.9024308828319996,-0.7877203707961613,0.9565310174672303,-0.0817200499559349,0.3262354601489496,0.6185731663827858,0.4131696943288398,1.6091974616318665,-0.2252630520837967,0.5512382364218466,-0.9243444603285272,-0.3324029946818572,-0.0734021252617191,-1.0380411041287494,-0.9694921595214248
5,1,1.3372877935548944,1.4291700588963276,-1.4607038149089049,1.327132036819899,1.3372030459884765,-1.4227816817179182,-0.387091589776844,-1.5045513683205802,1.429335142319761,-0.7595059965715167,1.5930153614614375,-1.866614228753862,-0.5400216497245858,1.329178798927197,2.0937960209036643,-1.8797682346018412,1.823570599224172,-1.2418865665882983,-1.019889326379619,-1.193605615748478,-1.605368494115568,-1.2942466584317054,-0.8196422584444218,-0.6574264496091401,-1.4067927335449095,1.3365763976109446,-0.2276109273548197,1.2710157479529354,1.2776212915750418,1.326983446096231
7,1,-1.2409843744883786,-1.1298523847284545,-0.6696661551848574,-1.2942461746674,-1.241587789986768,0.8784517869837015,-0.3870915236689547,-0.7257113853457917,-1.130421408534111,-0.7595059965715167,-0.975956139838376,0.9017514347953286,-0.6095236308242513,-1.3147073223108714,-0.849980891532027,1.1976391975947474,-0.8116067305349948,1.2351748119048371,-0.3732523300104982,0.2125397233826457,1.3779641113146608,1.6271430915942569,1.297934438107038,-0.4140468054890909,1.34135878218572,-1.2283061154787436,-0.3022933542579029,0.5423682164174236,-1.3699876412142518,-1.2947824112096014
8,1,-1.2370360250733052,-1.2861111421793316,-0.8517628652679481,-1.1460699397823524,-1.2367587104141975,-0.3044716807290104,-0.3870915747364956,-0.9148637959391052,-1.2864543775702226,-0.7595059965715167,-0.4843957143166094,0.2236920121491035,-0.7181544743504279,-1.1546313651596325,0.6990852365474285,0.4345535537740587,0.3571187281150728,0.2005048399122538,-0.7351457196582087,-0.7350019361850048,0.991238671810188,1.0027451175048885,0.051894207425101,-0.5402013169708938,0.9506161079145148,-1.2263280569853583,-0.5828783877282898,1.131182811265196,-1.06528419113703,-1.1460632816009522
9,1,-1.2212426274130097,-1.291170023469978,-0.8347072883010648,-1.133871868211136,-1.2209388639392356,0.2745643864496913,-0.3870915720913764,-0.8926056674118178,-1.2915534942053892,-0.7595059965715167,-0.1334840810684107,0.130368785459223,-0.7240945984509274,-1.139887527000966,0.385964396423183,0.6044375839677164,0.3707680765372632,0.4893928914983019,-0.5088989055832202,-0.6294107835059121,0.6049767466159484,0.2544307255378019,0.1092061292169725,-0.3104783699056955,0.4281866760159978,-1.2190751758429463,-0.420628185618422,1.020832722674268,-1.039717601790798,-1.133976567887174
10,1,1.289249542338161,1.392267147241605,-0.4875410191401552,1.2591533083047008,1.2891642248289568,-1.360653348329646,-0.3870913070906165,-0.5588171032797657,1.3926215025465625,-0.7595059965715167,1.1714241583585931,-1.7531854595096084,-0.5640246932473197,1.253879911188292,2.0893858682258584,-1.9326829325310135,1.8252767677769457,-1.151737103682014,-1.019889326379619,-1.193605615748478,-1.4415934378332105,-1.17181205123115,-0.8196422584444218,-0.6518031037630251,-1.2384063877263791,1.289762346600825,-0.2728411295637292,1.3224001403502372,1.2042745188604418,1.259192747440699
11,1,1.0852514892260088,1.1410468794318362,-0.4875410191401552,1.052564647851156,1.0853609612756503,-1.397930348362609,-0.3870912937444837,-0.5532595181293818,1.1407251407693089,-0.7595059965715167,1.227896779498738,-1.7590495760879672,-0.4053843649194378,1.0511521365066236,2.06402749032847,-1.7405190295250694,1.8252767677769457,-1.3504756923617771,-1.021158237283012,-1.193605615748478,-1.5013867838532786,-1.1894085530224552,-0.8196422584444218,-0.6553254192930092,-1.257835581474671,1.0866816746132617,-0.2515408599188358,1.3358780137659234,1.0102199144783863,1.0526675957226814
