f_id,i_id,disp.diff_median_25,pca.expl_var.cov_init,ic.eps.s,disp.diff_mean_10,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.max,pca.expl_var_PC1.cov_init,ela_distr.skewness,disp.ratio_mean_10,ela_level.qda_mda_25,disp.diff_median_05,nbc.nn_nb.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_qda_50,pca.expl_var_PC1.cor_x,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_50,disp.diff_mean_05,disp.ratio_median_10,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor,ela_level.mmce_mda_25,ela_level.lda_qda_25,ela_level.mmce_mda_50,disp.ratio_median_02,disp.ratio_mean_02
1,1,-0.0740542376384784,-0.6548570506842823,1.3232475621342037,-0.0172897722507145,1.4042645199271566,0.5800180676213872,0.7559982813341949,0.6463304788836871,-0.2353849365178887,-0.0171838900690492,0.8883450370671792,0.0487782028663374,0.2895529149532368,1.174047532256689,1.4041755360906587,0.0541418922678473,1.1121513268365713,0.6101489473808984,0.1668379599813873,0.9968479302307154,-0.664093306803384,0.0589546133953136,-0.0332495734819122,0.418679295312189,0.2359633663050901,-1.3616063195310268,0.9922170047186368,-0.7729899394857483,0.0987795513576877,0.0899067795826444
2,1,-1.5324587226427602,-0.6548570506842823,1.4865466098468747,-1.588756962268442,1.5828834872587287,5.014641595797137,4.610042661188221,0.6463304788836871,-0.2855383324266823,-1.588588849490557,-0.5564372330956804,-1.5642287467703646,1.6621204296185133,0.4065605792136452,-0.2776603616946681,-0.3450409061556452,0.713152706486953,1.2385634062293611,-0.376060774276902,0.9441030496285728,-0.2943920150332735,-1.574595280941664,-1.5768429138628846,1.335699451202926,-0.1843530651980169,-0.189050592814136,-0.2160155418637826,-0.2806295063448914,-1.5679790240043785,-1.5530888056128664
3,1,1.1313486798979624,-0.6548570506842823,1.289468341275968,1.183951605188926,1.329345865082799,-0.0104263228609063,0.1002408882698969,0.6463304788836871,-0.1831220844721588,1.1836832389897265,0.1438291370318699,1.160972167757565,-0.9957860099949944,0.5102890730928835,-0.6297931188452246,2.499775603109099,-0.8828417749114651,-0.6874017342908261,0.4071989529998425,-1.3986487304499071,-0.7144896327366664,1.1798754569152596,1.1640855592894572,-0.3895916754248439,0.4023063082929436,-0.9736031854716476,1.8153651297772584,-0.9307507340092728,1.198204109319566,1.228865470665157
4,1,-0.8318769610450776,-0.6548570506842823,-0.1351372504729971,-0.9150605428897972,-0.1284450945279232,-0.3303062796213483,-0.3870866614168027,0.6463304788836871,-0.2114798169719071,-0.9151295811670532,-0.1933101384558167,-0.966967129872998,0.7821378921789061,0.2893248691030541,-0.5041432249020692,-0.2307053844462074,-0.0848445342123945,0.6156947129027585,-0.4165426479733022,0.5463187417540842,-0.365177694206739,-0.950150445018208,-0.9209173855534986,0.9124593792533549,-0.0094797159287351,-0.7881479429807108,-0.0830591422845501,-0.3257564312899922,-1.0363182819407175,-1.0291158004687426
6,1,0.58947559287669,1.5470030867191007,-1.2782024585492382,0.5710021561537757,-1.2174854564183577,-0.3303102551750966,-0.3870915889858322,-1.8069335369896615,-0.3677702216598494,0.571078723827986,0.6730675621984792,0.5509059030687204,-0.56220860816615,-1.345740972646138,-0.4933714081203298,-0.5248172467947126,-0.4173433845037154,-1.1234573547524924,-0.5078859295728243,-1.0162483460843768,1.2313471349774003,0.5581082040980243,0.5610135342942575,-0.8657367563681126,-1.5247902457388307,1.798824494899776,-0.9865020065061676,1.4378624972555365,0.5217012734196458,0.5285012222673863
7,1,-1.134529940973167,0.4459216458094205,-0.7432757295710627,-1.247066931576303,-0.6873848859522119,-0.3303101653247719,-0.3870915237016128,0.1298611806956788,-0.308145798197464,-1.2464499039366477,-0.2888329331773285,-1.3006921187988565,0.8744975754087189,0.9111763240618922,-0.6117364864535217,-0.4200251778458457,-0.2843438443870468,1.394478642615364,-0.5600175521343173,1.3506781709367524,-0.5456042351434527,-1.321160118227517,-1.233295142320674,1.2240110988828994,-0.0214998352798382,-0.8120776516892187,-0.3749533878968642,-0.5279103796212979,-1.3767186923808297,-1.4074685163420426
8,1,-1.2958099382797277,1.5470030867191007,-0.934728815651006,-1.242104999247618,-0.8717601848123558,-0.3303102150868,-0.3870915747691537,-1.69527580207776,-0.3352919771724995,-1.2423929203925304,-0.1315012712830746,-1.148455301951214,-0.3467026806299199,0.2103596049812968,-0.7204617888471263,-0.5465378973958823,0.0481550059042741,0.9978771825806432,-0.5708453973969347,0.9528938630622636,0.0414552562625707,-1.1575456978947714,-1.2312623152701283,0.418679295312189,-0.6651578392421618,0.3587688101199214,-0.737296103233674,0.2124646979332844,-1.064255184312697,-1.0741887471478069
9,1,-1.301031382339822,1.8221977608425264,-0.912199959774697,-1.225849933146652,-0.8544911902266414,-0.3303102037467095,-0.3870915721240346,-1.6586141487920794,-0.3050154390904651,-1.2261649862160606,-0.259333246572156,-1.1359229576847911,0.2510697136074813,0.1139042275343261,-0.726407078123341,-0.3161626659840474,0.779652476545232,0.6017510738763677,-0.5644716588503258,0.421049650323997,-0.0331774706920614,-1.1422766414413554,-1.2238086160847954,0.5979684924574938,-0.6124244124115138,0.3724429293819258,-0.51076838182921,0.046632420899255,-1.03803747593284,-1.0373502811120334
10,1,1.4686357180832796,-0.6548570506842823,-0.5743514993674285,1.3533085746645046,-0.5029808054344252,-0.3303098437919808,-0.3870913071232746,0.4274757425395109,-0.3729116366175137,1.3534003839186406,0.8205659952243425,1.322680041586045,-1.43706005209299,-1.832866604169171,-0.5661979857288396,-0.6584565706789417,-0.3508436144453257,-1.497083500482365,-0.5272478194855889,-1.2755773423782424,2.064232979599969,1.3166990995496397,1.3544936930238969,-2.07961279605682,-1.9761263400834952,1.829591263239286,-1.022393246717475,1.9940610193431207,1.2631036825221629,1.2804393231152391
11,1,1.209342704516024,-0.6548570506842823,-0.5687263168764648,1.1438984817224085,-0.5029808054344252,-0.3303098260455983,-0.3870912937771418,0.4295667113580859,-0.372327384917779,1.143789567472571,0.8240778626773388,1.110430080661713,-1.4755432534387452,-1.8389275345293936,-0.4074197132843898,-0.6619888876098025,0.9126520166616238,-1.5584038221097871,-0.4872396111978599,-1.2953566726040453,2.1230928106518188,1.1084433474770576,1.1457901158345472,-1.87681026158098,-2.003268545069859,1.829591263239286,-1.0236637330966365,2.04065548656286,1.0641069779340666,1.0685097949800233
12,1,1.4918605685491495,1.5470030867191007,-1.1261537758184943,1.3716695926790436,-1.0676769283872851,-0.3303101986715777,-0.3870915868295578,-1.8079093224383296,-0.3065898436708025,1.3716568098671704,0.8205659952243425,1.3203207868259934,-1.837285346088846,-1.9482130026263988,-0.5788101988210426,-0.6627015480432218,-0.6833424647366652,-1.6650409705729778,-0.4898071235732486,-1.4535913144104722,2.5285716467867783,1.3266642354003029,1.3748219635293522,-2.041403622894704,-1.6698071695231127,1.827881998331536,-1.022393246717475,2.391031204632546,1.3060835323252074,1.3086099147896553
13,1,-1.250330704313883,1.5470030867191007,-1.2612987851638926,-1.4114566304420464,-1.2232417879469293,-0.3303101893819127,-0.3870915889858322,-1.8049819660923248,-0.3004951759398872,-1.4114339013974264,-0.1100788798197945,-1.4480210900816304,2.22910626277931,0.9414809758630052,0.0813405801987254,-0.4443176030545718,0.4471536262538925,1.4651475404082066,-0.5603396676616252,1.445179415348923,-0.5883064655144019,-1.466016510180559,-1.3945660883306266,1.235767767548164,0.0486821518991861,-0.8924131023534955,-0.4004901641180068,-0.5378162899751006,-1.490185495860868,-1.5127831898325497
14,1,-1.6019300565987926,1.8221977608425264,-0.9290755072475876,-1.6139242887489025,-0.8717601848123558,-0.3303101636290904,-0.3870915747691537,-1.6410500107160502,-0.3072540456031323,-1.614283078603301,-0.7899764187199638,-1.5654328389202197,2.2521961835867628,0.3206685375373478,-0.5573391851796228,-0.2656567309199868,-0.3508436144453257,1.1221023302703044,-0.5634123463082246,0.7199373070694691,-0.2593838802246574,-1.5906009930343512,-1.5917503122335523,1.4121177975271526,-0.3654303470356096,-0.0685474168177208,-0.1674194378608618,-0.1276382242139395,-1.5602426510398304,-1.5730249166439916
15,1,-1.1062495382362447,-0.6548570506842823,1.1148908026689153,-1.281787112174228,0.8683788362747966,-0.3140984694077388,-0.3825659710706537,0.6463304788836871,0.4387984748505567,-1.2816104279856677,-0.2653034212422506,-1.3488834606198157,0.6128118062575824,-0.7779183826127128,0.4774183494985005,-0.2846196954961862,-1.281840395261065,-0.4657295638599139,0.0388929810522808,-0.3569373385575994,-0.0470268427042611,-1.3660726246519548,-1.2583666759440717,0.918337713585987,1.3503447538880518,0.5245675061717264,-0.2641669756339968,0.0037068093661102,-1.391331841313865,-1.4113690598046544
16,1,0.9940193096343302,1.5470030867191007,-1.537213986345653,0.9102659380633564,-1.5747521727391454,-0.3303101618560236,-0.3870915898697707,-1.8105578829418576,-0.3694922266695934,0.9098368497617964,0.8363693987628285,0.872075146643972,-1.285692793466352,-1.952180347546124,-0.6245619946310861,-0.6608114486328489,-2.1463374060185623,-1.665516321903423,-0.4552187923481621,-1.497545381578924,2.518184617777629,0.8862082201282185,0.9032060878027696,-1.635798553943029,-1.8272319584440184,1.8355736904164133,-1.029063300208072,2.392131861338524,0.8182622370606526,0.8245091317077804
17,1,0.8839210765419301,-0.6548570506842823,1.3007187062578949,0.7260925692566675,1.329345865082799,-0.0069385258471211,0.089010399464434,0.6463304788836871,-0.1079873158862936,0.7259202624284695,0.3141547085022119,0.644920822465429,-0.3697926014373727,0.9721319665418452,-0.41053697531014,3.153657043389389,-0.6833424647366652,-1.0491440967595709,0.2810543251962328,-1.3107405961130036,-0.8391339808464643,0.6566791343337257,0.7290605704726947,-0.2044241439469068,0.5434457742220312,-0.987277304733652,1.6284765834026278,-1.0496216582549036,0.7146807990353152,0.7100931901378478
18,1,-0.1143617950809402,-0.6548570506842823,1.3119690712398222,0.1739194511113347,1.4157771829842996,0.3230845102373568,0.8099256258419698,0.6463304788836871,-0.2533368387444698,0.1741705004284921,0.1385613358523754,0.3223687875520049,-0.7443624278693922,-0.4920156390490698,1.2151666275205553,0.8386570885175105,-1.148840855144544,0.5569095983710437,1.8072240560132429,-0.8338389673353018,-0.4109575628026216,0.3210801774191241,0.1754540037074389,0.3745917878174403,-0.4360000800001543,0.00922413648493,0.1031306365815418,0.2187017526004934,0.50665832598858,0.501197418029107
19,1,-0.2359065616172332,-0.6548570506842823,-0.309686663167595,-0.1760289005194554,-0.3359032828176386,-0.33030945723635,-0.3870905618157523,0.644936499671304,-0.1882880995013908,-0.1760824122136513,1.0439207652349356,-0.1420597660292147,0.1766688576723538,0.4328823339208978,2.543109876215602,-0.4160590676076864,0.8461522466034924,1.2141620379331777,4.16829629706384,1.0078364470228236,-0.4440421737206543,-0.1560057726115048,-0.1755474670201048,0.3158084444911107,0.4503867856973579,-1.4000647799554162,0.3656766468352297,-0.7091518505390203,-0.0782974298308561,-0.0882180385432731
20,1,0.7604727017263812,-0.6548570506842823,1.4583925714796024,0.906190160405528,1.5137499456005856,1.0122726614137283,1.7924273974763918,0.6463304788836871,-0.1712894500480609,0.9057798662176778,1.5889625939400291,0.9615842936495274,-0.7264036005747119,0.3921875157879745,0.7778917839222697,1.2575774824230934,-0.6833424647366652,-0.1016104447389438,0.9276560117968536,-0.5217650904392986,-0.6517827539036516,0.9538054497747362,0.9140478320723466,-0.2867208246037656,0.3856332395156064,-1.026590397611917,1.159540060854183,-1.0382482056264637,0.916686093109624,0.9090209067310264
21,1,0.4307959493633622,-0.6548570506842823,1.3288727446251671,0.6649692500921167,1.3610488609764062,0.2380210377106072,0.255515445414061,0.6463304788836871,-0.17761781845887,0.6650655092667079,-3.629672441213129,0.783387164956162,-0.2979572922586294,1.164350043680333,2.1622806306642586,-0.6535299181174782,-0.9493415449697256,0.9119970422135564,0.7073301435887271,1.1616756821124048,-0.7141049279585505,0.766464312156246,0.6653653228889316,-0.2132416454458552,0.7578691936142992,0.1374190045662228,3.3850510512310747,-0.7307980990899223,0.7275747539762282,0.7239617891160218
22,1,-0.293089461299985,-0.6548570506842823,0.6250217854433573,0.0128581705424558,0.335400100044365,-0.3299729666158294,-0.387075250540196,0.6463304788836871,0.1560329522148107,0.012567322587812,1.6627118104529606,0.1595993554500664,-0.613519543293824,-0.4069894445670904,2.6367538881670014,-0.4309009957645485,-1.348340165319344,0.233670693668355,1.327528537106884,0.1990816111233155,-0.3070872727111234,0.1615611353939793,0.0243471929502148,0.2775992713289942,1.1801243540450037,-1.029154294973541,0.6486774877934147,-0.5616638519379589,0.2823035100166875,0.2758326846337848
23,1,-0.8328142496531646,-0.6548570506842823,-0.4335813075310664,-0.5624590655275851,-0.4107931560043533,-0.3303096581046973,-0.3870910750023503,0.6376878077669108,-0.2309630736535819,-0.5621720128288317,0.2298698896302908,-0.4870513133042455,0.7077370362437786,0.1570234178113381,-0.2347830698852066,-0.2660285537548143,1.4446501771279108,1.0037398489894669,-0.5299292343700376,0.6540062063167914,-0.3305542641762396,-0.4759790890386083,-0.5794024410618348,0.8771893732575544,0.0323968289073675,-0.2779323680171658,0.033063312770795,-0.3866594356874455,-0.4578095035917383,-0.4457678559493129
24,1,-1.187490894624802,-0.6548570506842823,-0.5912270468403189,-1.184563666734544,-0.7853288669108553,-0.3303100218779136,-0.387091570403033,0.4840712985622723,-0.0422067245140734,-1.1849189868508665,-1.2236920491650611,-1.1920004648759128,0.6743849284107907,0.999665907321142,-0.5062396583091633,-0.5051106365488583,1.8436487974775104,0.1791637411106471,-0.5270227035654905,0.8144385514816399,-0.6429345440069676,-1.135388377405735,-1.2427816685565554,0.8419193672617605,1.1235134693591609,0.3912448433671819,-0.1575731684223616,-0.5495566281722,-1.0921920866846755,-1.0373502811120334
25,1,0.1750239890185208,1.2718084125956748,-0.7151216912037903,0.270390198908905,-0.7219516567812835,-0.3303100280375045,-0.3870915491215427,-0.1303947382562808,-0.1344446928574316,0.2708619415632921,-1.0783007366109958,0.2789172289640437,0.0022116782382625,0.8462377844880785,-0.6557445741921858,2.33189759318451,0.5801531663702844,-1.0382110161593323,-0.3533670919153089,-1.3612877733567232,-0.6890991173809669,0.2984829987802619,0.2459253414596868,0.4921584744700993,0.2382898410182071,-0.0078685125925757,0.7285275567237041,-0.3430000530169821,0.3076616214004838,0.3399749549078386
26,1,0.1512309591751827,-0.6548570506842823,-0.523668605123847,-0.0537742547686291,-0.62400767582264,-0.3303099825962343,-0.3870915121300536,0.5558612280000118,-0.0541992594033619,-0.0536967419661071,-0.1455487410950616,-0.3949169901274517,0.1330545628138315,0.0397877077007466,-0.4089629903708867,-0.0741679709838551,-0.4838431545618652,-0.2212405295676347,-0.5466842358292393,0.1990816111233155,-0.0697244246131439,-0.3858871719726058,-0.0684852423580353,0.2305725966679292,0.678769053368327,0.7595914309874299,-0.6825381402918208,0.0121451774452756,-0.7449149002760763,-0.7543441832136766
27,1,0.375661813275278,-0.6548570506842823,-0.3265903365529403,0.1115629890011934,-0.3589286089319244,-0.3303094506865184,-0.3870909109379978,0.6443789079863504,-0.0953244290467834,0.11196341941869,0.4107310634596226,-0.0247458762699427,-0.2286875298362694,0.5527155856144419,-0.7439993579848503,-0.2574146580813118,1.9101485675357897,-0.1882828373234391,-0.2680713996880552,0.1858953909727801,-0.2601532897808909,0.0072648750895805,0.0799111323317949,0.0130742263605145,0.4930388221044999,-0.6804642537924249,-0.5946840071728154,-0.3712502418037525,0.107805319816327,0.1341129388255738
28,1,1.0495474387213888,-0.6548570506842823,-0.3885235957784487,1.2535868136467412,-0.4050368244757818,-0.3303093519033323,-0.3870910252741102,0.6459122851199722,5.212965114097373,1.2540042870877628,-0.4865510707810443,1.4012757738764845,-0.2979572922586344,-1.4444475527983345,-0.7355385146085159,-0.4657903717658565,0.0481550059042741,-1.3246894179742643,-0.5503160547859124,-0.9810850923496156,-0.6856367743779169,1.3489667517834565,1.2968969265917711,-0.4748275232480188,1.8943520909718703,-0.2958796495485467,-0.5781041599247602,-0.6412780203370393,1.508088826399516,1.4152247694343651
29,1,1.3697434753406617,-0.6548570506842823,1.0980152551960245,1.2842899376794847,1.0988623506787978,-0.2468856669663142,-0.304499351714552,0.6463304788836871,-0.0827660925114362,1.2844316636686437,-0.2916424271397256,1.2539659489353154,0.8360143740629634,0.827362315651957,-0.2058807558767558,-0.4380895705712122,-0.3508436144453257,0.2606072690602459,-0.5216347115222476,0.8693811354422046,-0.5063643477755533,1.233608613907319,1.2955417085580745,-1.0920526281744825,0.5298746717288499,-0.6437150582757877,-0.6674828766987592,-0.420046022435447,1.0765711343769502,1.080211425367857
30,1,0.7108544676239411,-0.6548570506842823,0.951619880868699,0.582167171178462,0.9058525545257968,-0.314140468308846,-0.3713800586267561,0.6463304788836871,-0.0085538266093625,0.5818973466122996,-0.9455521468877188,0.5271963500472846,-0.2646051844256414,0.7771431783815412,-0.6985488311086052,-0.6067731966379276,1.4446501771279108,0.1797975428845739,-0.4559045123436837,0.8342178817074434,-0.4436574689425376,0.5388120968165921,0.6003148572714729,-0.7364134010501889,0.9505788490174764,-0.2403285400466531,-0.3411584502111731,-0.4446273555356239,0.4800108191106924,0.5050979614917188
