f_id,i_id,pca.expl_var.cov_init,ic.eps.s,ela_distr.skewness,ic.eps.max,nbc.nn_nb.cor,ic.eps.ratio,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,disp.diff_median_25,ela_level.qda_mda_25,nbc.nn_nb.mean_ratio,ela_level.lda_qda_50,disp.ratio_mean_25,ela_meta.quad_simple.cond,disp.diff_mean_05,disp.ratio_median_10,ela_level.lda_qda_25,ela_meta.quad_simple.adj_r2,nbc.nb_fitness.cor,ela_level.mmce_mda_25,disp.ratio_median_02,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_10,ela_level.lda_qda_10,disp.ratio_mean_02
1,1,-0.6684606875586628,1.3109747694203326,-0.2301669075894091,0.755998282946679,0.3634518028328074,1.391209489511054,-0.1082153633067639,0.6776101004751783,-0.0440933663721218,1.4037249001688763,0.58001807038437,-0.703195399828354,1.1149566604039434,-0.1630577459970133,0.8421777257626152,0.5113439740531062,0.0622768506707755,-0.1395698468672562,0.1636456957949921,-0.034718716556192,-0.1237025860584856,0.9993198741082246,0.7094986408283404,0.2902571183783555,-1.3951026647747031,0.0051897548592455,1.217490921589778,-1.566378406645666,2.8916395867622087,-0.0045202293295562
2,1,-0.6684606875586628,1.4695026524670594,-0.2802301130671992,4.610042659399868,1.7063798144905802,1.5647546758694673,-1.6749785481451498,0.6776101004751783,-1.6571782109992876,-0.2804482675312,5.014641593553749,-0.3657056878042375,0.7165943217791308,-1.6031431478114522,-0.5891572944635243,1.3949651117980395,-0.3351111484505998,-1.6217331900290886,-0.3802226234284403,-1.6698307759512196,-1.6618242198239244,-0.1907838189388726,1.3325118999230936,-0.0968180427526843,-0.268990013105956,-1.671966023819827,0.4833042650253236,-0.4630276874505457,0.1408421171444102,-1.661018536870328
3,1,-0.6684606875586628,1.2781824877222416,-0.1779980393919523,0.100240890461026,-0.894131251074752,1.318418944862174,1.0891045232134475,0.6776101004751783,1.0681543083548313,-0.6330703882994374,-0.0104263194313541,-0.749200761196886,-0.8768550327200635,1.0272040522198689,0.1045913760106911,-0.2674887595361829,2.4969145424080303,1.053189217295057,0.4044359593022724,1.0872740644544037,1.0693882510194477,1.8101171219791123,-0.5768996392339222,0.4434446129588135,-1.0224677202720711,1.1114724990214595,0.5825321096286875,-0.9295451056337152,1.2969514166644105,1.1437988295512538
4,1,-0.6684606875586628,-0.1047999105209124,-0.2063047764193086,-0.3870866587956523,0.8453997995398959,-0.0979625712599085,-1.0035086117858412,0.6776101004751783,-1.0598877512702376,-0.5072458770126449,-0.3303062758306745,-0.4303239052989696,-0.0801303554706045,-0.9113614246831776,-0.2294099899147079,0.9871399713003776,-0.22128970028186,-0.8920209722660106,-0.4207767953521525,-1.0447887829364857,-1.008223806529392,-0.0598223557660244,0.7149967406942801,0.0642252207806175,-0.8443580661816062,-1.136988793746074,0.3711552653650947,-1.085050911694772,0.3666977822974067,-1.1327393351249329
5,1,1.4559663208162656,-1.4604508566576635,-0.4418443310203936,-0.3870915871883474,-1.388629976862754,-1.4192102291816489,1.3075345025110534,-1.6535047563858452,1.299714963555664,-0.5453295746859674,-0.3303102606497609,2.216915896197169,-0.4120989709911249,1.3978647332443663,0.77502953448803,-1.8421469409021616,-0.6527315960911187,1.3880713115659264,-0.4632913572204872,1.3020082875647798,1.307061128581095,-0.9850622773794536,-1.5461361013152706,-2.0625456829984183,1.6680550728548624,1.2524608393642591,-1.7711059807295635,1.620256444542022,-1.1194211733233372,1.2456094614839883
6,1,1.4559663208162656,-1.2144677877000405,-0.3623141253840025,-0.3870915863646774,-0.4699166081398668,-1.1560680758409028,0.4783095811034746,-1.6535047563858456,0.4580585824749602,-0.496459090492583,-0.3303102513844184,1.0270978479789523,-0.4120989709912538,0.4921374569925726,0.6289039368956676,-0.7262920425960535,-0.5140791815874642,0.5115897808816677,-0.5122832106392614,0.4649122151207362,0.4684539867300532,-0.949709565151714,-1.0092073772643713,-1.331245009570033,1.6401484911079691,0.430749653317267,-1.192967119851868,1.640003213565648,-1.1277987769430475,0.4376787385499637
8,1,1.4559663208162656,-0.8810295328315206,-0.3298942862511748,-0.387091572147999,-0.2590643595805157,-0.820163341948337,-1.3298052475267097,-1.5474065121477816,-1.2413846877368753,-0.7238650617686719,-0.3303102112961219,-0.059120340668906,0.0526570907377952,-1.3694669192874185,-0.1681764061617185,0.5113439740531062,-0.5357021721474335,-1.3943441136723218,-0.5753551203416883,-1.2523823680576731,-1.3174686301749443,-0.7042428570642397,1.0938943657413158,-0.5395977473675272,0.2571311310045882,-1.1650999659003138,0.2956162050326507,0.4774121872996537,-0.6709929579493928,-1.178182707318085
9,1,1.7214831846431335,-0.8591589103168069,-0.2996721942135096,-0.3870915695028799,0.3257996155900661,-0.803384883711945,-1.3136252490602205,-1.5125702596701154,-1.228851738261134,-0.7298186132931702,-0.3303101999560313,-0.1272504178100909,0.7829880448832756,-1.374622776557914,-0.2948185907417659,0.684103234958366,-0.3063627501597422,-1.3871090066973322,-0.5689699986757671,-1.2370987097934747,-1.310041352751144,-0.4811140574109303,0.7011729467456318,-0.4910348120226736,0.2702636400619496,-1.1387187120324893,0.203345905459907,0.5144373792189529,-0.5677446538794518,-1.1410414896602203
10,1,-0.6684606875586628,-0.531181485039976,-0.3674462945782922,-0.3870913045021202,-1.3258763314581856,-0.4618593663101881,1.2583203405088146,0.4696522434792236,1.2298699913457531,-0.5693868761732137,-0.3303098400013031,1.7874154614359885,-0.3457052478869987,1.3602544130122511,0.77502953448803,-1.895957202495604,-0.6471176384849642,1.3570637102445526,-0.531679679739951,1.2242285516466265,1.2591214288456496,-0.9850622773794536,-1.3796222196611003,-1.7468866032568688,1.6696966364870325,1.1767769143336149,-1.658956981069334,1.620256444542022,-1.1194211733233372,1.1957965342722636
11,1,-0.6684606875586628,-0.5257206554482872,-0.3668630935334865,-0.3870912911559874,-1.3635285187009267,-0.4618593663101881,1.0493286936499944,0.4716391019855544,1.0176097804911983,-0.4103879474329927,-0.3303098222549206,1.841146914026717,0.9157754910913988,1.1042183904477825,0.778508715383086,-1.7005409893404702,-0.6506340734690391,1.0997006192771224,-0.4916000191632587,1.0157736444333576,1.051157660979208,-0.9863137008211436,-1.4404154953216324,-1.771882231743191,1.6696966364870325,0.9765388726811108,-1.6647549352615174,1.620256444542022,-1.1194211733233372,0.9821252938640768
