f_id,i_id,ic.eps.ratio,pca.expl_var.cov_init,ela_level.qda_mda_25,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,ic.eps.max,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_05,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,pca.expl_var_PC1.cor_x,ela_meta.quad_simple.cond,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_init,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_25,disp.diff_median_05,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_level.mmce_qda_25,ela_distr.skewness
1,1,1.394926763591835,-0.7091399635591878,0.8667896450086737,1.316033097546384,0.3081017525824199,3.1044446570636515,0.7559982978930341,-0.1970051592573674,1.1945780400489885,0.0107786866624708,1.4035459575714129,-0.3063956664568299,0.6996749960282974,-0.7979771107964092,1.2756521368603513,0.1730112594672424,-1.3859080916886677,0.2909432679779201,0.8458811078165024,1.0191531059931684,-0.0763959985816112,0.4586580325159137,0.6326745130706768,-0.7371903427718369,-9.022833535484789e-05,0.0677357383012427,1.0108515853335978,0.5800180903058809,-1.0374936681869558,-0.2225271849647457
2,1,1.567570063475566,-0.7091399635591878,-0.5657246282619289,1.4734972478222306,-0.0808736166617956,0.8710890036027209,4.610042642823409,-0.1992831789243585,0.4671436782793818,-1.572316745509376,-0.2859092893447854,-0.7186083929786474,0.6996749960282974,-0.3456134040147472,0.8487993064493793,-0.3686045719757348,-0.2637111941326276,1.7368240205536536,4.674828049024363,0.9681111140689224,-1.5717656158552136,1.3189270785780982,1.2340946719776271,-0.5707725718650045,-1.5634979967078688,-0.328931022091126,0.922610870046409,5.0146415773786455,-0.41160710423864,-0.2725197911318566
3,1,1.322514499718591,-0.7091399635591878,0.1285956101682077,1.2834608542667956,0.4620412667943837,-0.7688012672403469,0.1002409107709201,-0.1960434652725297,0.5654589270835323,1.0970783297614537,-0.6396373403172181,0.7470368568767037,0.6996749960282974,-0.9429222627458248,-0.858612015194449,0.412804264801851,-1.014568885062981,-0.827529888022999,-0.2745488968289425,-1.299004027232996,1.083532936327281,-0.2995919279555677,-0.6091383163012386,0.9711599845001532,1.0779043116383291,2.497954688158363,-1.2006357626697086,-0.0104262947037886,-0.8453287428809984,-0.1704318854910352
4,1,-0.0865063090327766,-0.7091399635591878,-0.2056809339104935,-0.0902416389508922,0.08096023161232,1.646327723611816,-0.3870866344998322,-0.1957987151262448,0.3560261099314524,-0.9671587574854136,-0.5134182050994112,-0.3521970805148096,0.6996749960282974,-0.3870744591072542,-0.0049063543726828,-0.4089907845359837,-0.8370785594291176,0.9640607491348366,-0.3628091096653356,0.5831694249735684,-0.93633199446766,0.9218798265493972,0.6379820535552314,-1.1563165806112667,-0.9846018848105312,-0.2153161539821576,0.4403862999335693,-0.3303062484993744,-0.7411429400042752,-0.198698704257013
5,1,-1.4008876549732427,1.4275086135387989,0.7995861314595185,-1.436796075946375,-2.056251299032098,-0.7688012672403469,-0.3870915628924871,-0.1987035614231146,-1.766532817506398,1.304981369668567,-0.5516213448300064,-0.7186083929786474,-1.648915742287462,2.1167687703817064,-0.3606170463816583,-0.4513292678799495,1.6665983381066245,-1.2179786988451378,-0.3628131420216139,-1.3457925198302216,1.3145997077409362,-1.8326354843997248,-1.54478188172128,0.9711599845001532,1.302333750918125,-0.6459750049957463,-1.240198232126981,-0.3303102333184283,1.8202843173871608,-0.4339061001392585
6,1,-1.1391130091617845,1.4275086135387989,0.6533401434250864,-1.19246356994653,-1.3213605645190412,-0.7688012672403469,-0.3870915620688171,-0.199712771754344,-1.1937110840732013,0.4945152239626462,-0.5025975879365276,-0.7186083929786474,-1.6489157422874623,1.233277506987715,-0.3606170463817965,-0.5001182163909232,1.6387887939980927,-0.7116153973101804,-0.3628131418756848,-0.928949585782214,0.4993016108779809,-0.7462700864878571,-1.026462642401069,0.9845144969803308,0.4865972886578254,-0.5075742374754718,-0.9344550925885192,-0.3303102240530859,1.7238159813901954,-0.3544880482821252
7,1,-0.6267468639380394,0.3590374359084704,-0.3003926213994594,-0.6766505017246349,0.0698363972520154,1.336821770756475,-0.3870914967845984,-0.2000843004282862,0.9454252058508246,-1.3267092805428171,-0.6214989045899451,-0.7186083929786474,0.2052418642901367,-0.5728065026517368,-0.218332769578001,-0.5521266487492887,-0.8599805369302612,1.2406286568005185,-0.3628130648395127,1.3615598018183177,-1.238950692256566,1.2141507204038566,1.383312381600532,-1.6360517597068889,-1.308064992210181,-0.4034426700108291,1.6352822668596756,-0.330310134202762,-0.8059696617942361,-0.2950547782894654
8,1,-0.8049539182492191,1.4275086135387989,-0.1443969008293987,-0.8612627082226865,-0.5258269910739981,0.0978154007546119,-0.3870915478521388,-0.1996440573827301,0.2811817802908971,-1.1681483193109945,-0.7307167734933901,-0.7186083929786474,-1.5420221016606692,0.107424466264354,0.1373779224311126,-0.5629289071532627,0.2605805050899827,0.2136669408360385,-0.3628131350917815,0.9766181127229636,-1.236981373182018,0.4586580325159137,1.0037474149479604,-0.6180270006410186,-1.160509383633594,-0.5291579834224601,1.0206966238160529,-0.3303101839647897,0.1579419514874447,-0.3221139277219151
9,1,-0.7882626549668733,1.6945529634057128,-0.2711434237925731,-0.839538839057865,-0.4770256532352406,0.1548037984232126,-0.3870915452070197,-0.1988856391470036,0.1897600881641665,-1.153350868918585,-0.7366889971659626,-0.7186083929786474,-1.5069246890703492,-0.0449364841568913,0.919941444851218,-0.5565702301395135,0.2736673493763505,0.5004027862835468,-0.3628131337468914,0.4619446941534849,-1.229760536575342,0.6268516601114054,0.6246373803369226,-0.1382918215453965,-1.1483624028741766,-0.3002348006608935,0.2841418929064602,-0.3303101726246992,0.1270720839684173,-0.2919344549860859
10,1,-0.4485119908547222,-0.7091399635591878,0.7995861314595185,-0.513762164391405,-1.7390426030801729,-0.7688012672403469,-0.3870912802062621,-0.1998250086415107,-1.6554152491584684,1.2296759837532316,-0.5757540973306157,-0.7186083929786474,0.4901581223902644,1.744293438046582,-0.2894749079798395,-0.5194343529771254,1.6682341936424203,-1.1285008463650643,-0.3628131215014549,-1.1799060460764228,1.267992489643296,-1.8850236634868451,-1.3840392270462,0.9711599845001532,1.2346397467878116,-0.6403712364331903,-1.1196876684806345,-0.3303098126699739,1.8218278107631125,-0.3596129800731375
11,1,-0.4485119908547222,-0.7091399635591878,0.8030681787936713,-0.5083379773340214,-1.7641609387324748,-0.7688012672403469,-0.3870912668601294,-0.1998260327007002,-1.6611598797229847,1.0278525004469992,-0.4162564995978045,-0.7186083929786474,0.4921598759600545,1.7871028201339678,1.0622257216547173,-0.4795206865253026,1.6682341936424203,-1.325758839332499,-0.3628131199295639,-1.1990467930480144,1.0658090646563476,-1.6947718552230888,-1.4427254604039887,0.9711599845001532,1.0289163692037273,-0.6438812892690771,-1.1370076435886571,-0.3303097949235916,1.823371304139064,-0.3590306014605224
12,1,-0.9943163001874336,1.4275086135387989,0.7995861314595185,-1.045847793785451,-1.4555642435756244,-0.7688012672403469,-0.3870915599125428,-0.1999298723025131,-1.7647421027440178,1.239333332513038,-0.5884234484913953,-0.7186083929786474,-1.649849893953364,2.109015890161156,-0.6451855999889728,-0.4820821317123799,1.6665983381066245,-1.3969344038052849,-0.3628131419783756,-1.3521727688207523,1.2876856803887775,-1.8491791199009189,-1.54478188172128,0.9711599845001532,1.232353037967205,-0.6445894578236859,-1.240562863181887,-0.3303101675495675,1.8202843173871608,-0.2935038120895538
13,1,-1.144676763589233,1.4275086135387989,-0.1231564120910646,-1.176163887839092,0.1347852365815385,1.5952346774261734,-0.3870915620688171,-0.1995995108079879,0.9741483586734062,-1.4670915812100591,0.0747180618303932,-0.7186083929786474,-1.6470474389556575,-0.5819077098671652,0.5642307528420845,-0.552448003097963,-0.936865747112672,2.023559866001161,-0.3628131410073164,1.4530100373492574,-1.3951833388373904,1.225179810737986,1.450945611775141,-1.7387787787851805,-1.4508636690923224,-0.4275819807418403,1.7450362143863032,-0.3303101582599025,-0.8121436352980437,-0.2874286836148013
14,1,-0.8049539182492191,1.6945529634057128,-0.797280775983113,-0.8558114002300158,-0.2484487987992939,0.9703274202325288,-0.3870915478521388,-0.1990142609812019,0.3857340565650935,-1.5878280989063134,-0.5668551630832454,-0.7186083929786474,-1.4901099590841125,-0.2050503147986867,-0.2894749079798395,-0.5555134208175466,-0.1483833788590113,2.1923476331794824,-0.3628131342035955,0.7511826483908779,-1.586207289068567,1.3906161657499454,1.1226363218019824,-0.46701828259593,-1.5646650636081965,-0.2500472030951431,0.6938048830930579,-0.3303101325070805,-0.3761067565917579,-0.2941658846175793
15,1,0.876969045168504,-0.7091399635591878,-0.2770629042606335,1.1151212089408948,1.3393888477926377,0.0074200113492433,-0.3825659441946478,-0.072740492098468,-0.655521266328946,-1.370234601694256,0.4725902123841573,2.395887762963974,0.6996749960282974,-0.0843750487570809,-1.285464845605401,0.0453686223254997,0.4192584920621922,0.884750834436586,-0.313424164296852,-0.2909246867291406,-1.2632389608426622,0.927394371716462,-0.3969883409329021,0.687633411844068,-1.3547744736467937,-0.2688906446351671,-0.5007264527781428,-0.3140984384359895,0.234344873597043,0.4494948218846967
