f_id,i_id,ic.eps.ratio,pca.expl_var.cov_init,nbc.nb_fitness.cor,disp.diff_mean_05,ic.eps.s,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_25,ela_level.qda_mda_25,ic.m0,ela_level.lda_mda_50,disp.diff_median_02,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,ela_level.qda_mda_10,ela_level.lda_qda_25,nbc.nn_nb.cor,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_25,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio,disp.ratio_median_02,ela_distr.skewness,ela_level.mmce_lda_25,ela_meta.quad_simple.cond
1,1,1.3915340626254245,-0.7091399635591878,0.3152171192222029,-0.0023669171217339,1.3126938969331592,1.1708817168306829,1.1110097035873798,-0.1969201384921494,1.4057163550982208,0.6954252190278101,-1.3370402182194832,0.8460353340093618,-0.8868376824563866,0.0333211775605581,0.0260411397450251,1.0123514078537166,0.6316883972764233,-0.0813698421110957,-1.7340381695228004,0.9941214227852224,0.3337889111666698,-0.3154330870825202,0.4278905741379332,-1.003186998802852,0.580018075478175,0.3073720761836727,0.0264529185987804,-0.2210943359288048,-0.6593861411091871,0.1640641560893391
2,1,1.5648552050108384,-0.7091399635591878,-0.075230312113515,-1.5904020318099292,1.4705445020238523,0.4477287723645927,0.7115971241985245,-0.1991981235695497,-0.2724751666010424,0.6954252190278101,-0.2159697652972904,-0.5835470181890484,-0.625600703501329,-0.3333943861187181,-1.610048371755264,0.9241027082876218,1.2332052442197066,-1.577044441316195,-0.2386794055932002,-0.2022991490482827,1.6582735548369674,-0.7270732657252091,-0.4018290495959353,-0.3775849670681037,5.014641589417868,1.7523572195560249,-1.609932192213114,-0.2710825816032625,-0.4988702547455954,-0.3796645379825515
3,1,1.318837489369022,-0.7091399635591878,0.4697392115128148,1.0873222723340152,1.2800417135514988,0.5454653729366117,-0.8860531933568414,-0.1959584591097324,-0.6238448860491875,0.6954252190278101,-0.9660737563924604,0.1093521578643376,-0.2559666378429279,2.34783219451717,1.1055239419776963,-1.199336042015562,-0.6103240736309257,1.0787956613109462,-1.4174431186047214,1.8092222519029173,-0.9065228766442072,0.7365362583376845,0.5141485548231381,-0.8111094329558075,-0.0104263131086701,-0.8104082738230697,1.105842581687183,-0.169003580350443,0.988378791129413,0.4047926024694883
4,1,-0.0957155015786453,-0.7091399635591878,0.0872159900381537,-0.9833557884904732,-0.0970321752615714,0.3372652021020606,-0.087228034579297,-0.1957137126797487,-0.4984672633004487,0.6954252190278101,-0.7887615929200728,-0.2242402237862389,-0.7231580815343392,-0.2845811063846108,-1.0880235246274994,0.4418345050803472,0.6369967910341175,-0.941481222689972,-0.3215371731190631,-0.070642563514764,0.8091179795492812,-0.3611708847094856,-1.588903164739936,-0.7069709936411455,-0.3303062688422313,0.980072614096821,-1.087959943096478,-0.1972679336067182,-1.0636483734323072,-0.4202082985949217
5,1,-1.4152574505676954,1.4275086135387989,-2.0580837341643714,1.2958740255091066,-1.4468913800071626,-1.7728011060738142,-0.4200718507365193,-0.1986185148692536,-0.5364156998247085,-1.6486902313717149,1.7124021508079388,0.7789693656150275,2.0182042411932155,-0.4830980434350213,1.2433808777012638,-1.2389020912011868,-1.5461180589158618,1.3099095589932086,1.472781373640342,-1.0007935096610332,-1.3942303061826156,-0.7270732657252091,0.5141485548231381,1.853291821805988,-0.3303102536613093,-1.2006152323708776,1.2434035786249542,-0.4324548140527747,0.988378791129413,-0.462711945868797
6,1,-1.1524550094064407,1.4275086135387989,-1.3204118343714286,0.4828790079685018,-1.2019592233998506,-1.203350795562385,-0.4200718507366487,-0.1996277098765712,-0.4877187880061485,-1.648690231371715,1.6846205215081176,0.6330226986429,0.9786761797081518,-0.454587632262888,0.4418697434919736,-0.933131287126102,-1.027715491378761,0.4944451813756794,1.493495815521808,-0.96525315092886,-0.4881342695782626,-0.7270732657252091,0.5141485548231381,1.7568673409590785,-0.3303102443959669,-0.6945655830041931,0.441667706901747,-0.3530436892566252,1.0012596955906885,-0.5116912218038014
7,1,-0.6380771814247204,0.3590374359084704,0.0760500579612102,-1.3440282056525512,-0.684880226117748,0.9231953066999238,-0.2869343242735676,-0.1999992329091992,-0.6058273806373342,0.2019342397829529,-0.8116405817552195,-0.3187580652539027,-0.8759979737860535,-0.3711522819471327,-1.4220011834221826,1.6368385897005655,1.3824469430074502,-1.24416163982498,-0.264152570609597,-0.3596831801065071,0.8982421798710207,-0.7270732657252091,-1.753204080330809,-0.7717682447702684,-0.3303101545456424,1.2564692097348518,-1.4221572117305723,-0.2936156031972914,-1.5263700952335255,-0.5639025409072342
8,1,-0.8169839229846564,1.4275086135387989,-0.5218675951912739,-1.1849724916774285,-0.8699455152759201,0.2628613792959826,0.0459094918837841,-0.1995589965483206,-0.7143170857931138,-1.5420002787738387,0.3077956576787484,-0.1630816204836336,0.6469810943959216,-0.4725546309981887,-1.1154496014476445,1.0221973371441488,1.0028209551357812,-1.2421919191060973,0.7486156824599077,-0.7184835450769759,-0.2801778021608704,-0.7270732657252091,-0.167700244878952,0.1917051678520467,-0.3303102043076704,0.2301436156377524,-1.1153877492343778,-0.3206723924562805,-0.5444488397624176,-0.5747469393055817
9,1,-0.8002271254610906,1.6945529634057128,-0.4728815705956489,-1.1701288692694196,-0.8481683305226225,0.1719777624034711,0.7781658874300097,-0.1988005898284633,-0.720249492201213,-1.5069697450244737,0.3208693655845465,-0.2895687318594774,0.3391333681584266,-0.3452177272277005,-1.0902430816446484,0.2855759606007123,0.6236499724433435,-1.2349696098035272,0.601655115057617,-0.4941704136806417,0.2966538276992783,-0.7270732657252091,0.1855467236414077,0.1608493339810375,-0.3303101929675799,0.516701850821299,-1.0896478080895802,-0.2904955520570954,-0.081727117961199,-0.568363456866563
10,1,-0.4591425118689118,-0.7091399635591878,-1.739674574292808,1.2203336665841638,-0.5215921217128735,-1.662337535811282,-0.3535030875050527,-0.1997399450595261,-0.5603875574490603,0.4863075840981405,1.7140363642961634,0.7789693656150275,2.0138683577250824,-0.485369916828087,1.169816278946356,-1.1183806234053426,-1.3853495622542684,1.2632928353129802,1.472781373640342,-1.0007935096610332,-1.33233850040363,-0.7270732657252091,0.5141485548231381,1.8548346134995384,-0.3303098330128524,-1.1111928043703383,1.1695594851767637,-0.3581681740369866,0.988378791129413,-0.5310827113260861
