f_id,i_id,ic.eps.max,disp.diff_median_25,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,disp.diff_mean_10,ela_distr.skewness,disp.ratio_mean_10,ic.eps.ratio,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ela_level.mmce_qda_10,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,disp.diff_median_05,ic.m0,nbc.nn_nb.cor,ela_level.lda_mda_50,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_25,disp.ratio_mean_02,disp.diff_mean_25,pca.expl_var_PC1.cor_init,ela_level.lda_qda_25
1,1,0.7710553020741628,-0.0855567783945128,1.4106223379395004,0.6997709232301093,-0.7091399635591878,-0.0245937125180848,-0.2256322824099885,-0.0245007635038727,1.4969369349792463,0.8556649633858158,0.5899767033961963,-1.5504031372056375,0.6200812355198588,-1.854340416544531,0.1839135374201161,1.1922248980310084,-1.4076049665701271,0.040385395600664,-0.8895284959960531,0.3005555516281549,0.1362502086726362,0.4463143522703603,1.4036479131520914,1.1078655157211157,0.2752134613388747,-1.056839174531904,0.0860427480735274,-0.0614303513768339,0.9961562843869484,1.140932305339923
2,1,4.616384489550246,-1.519797321192622,1.5727829619756162,0.6997709232301093,-0.7091399635591878,-1.5809967295358038,-0.2756442384277232,-1.5808188192125563,1.6750219215066549,-0.5735099508198148,5.016558203666429,-0.4539560085860679,1.2252867516142665,-0.3308508898118257,-0.2658212806534613,0.4653797715165932,-0.2757404850541466,-1.556475459240136,-0.628159848114256,1.6443939906802616,-0.272773013755936,1.30790007007326,-0.2811812553390548,0.7045839263163559,1.736616077704118,-0.4260773477589287,-1.5496919364250707,-1.5380384893406618,0.9435360070696046,-0.1236751112697633
4,1,-0.3694447702917196,-0.830823325048222,-0.0375954845752539,0.6997709232301093,-0.7091399635591878,-0.913758401980821,-0.2017945787875563,-0.9138253667659774,-0.0311906492205748,-0.214305560618399,-0.3186968038694623,-1.0720872757272992,0.6254221818293153,-0.4152673817460973,-0.137006448805949,0.3543522104492968,-0.8540473374905189,-0.9651923923338592,-0.7257663971157582,0.7828302811571353,-0.2183281879791559,0.910245123394998,-0.5080672045554426,-0.1019792524932753,0.9555570141052536,-0.7581800604988298,-1.0280345284697012,-0.8106256117819998,0.5466914156346403,0.0154848951952245
5,1,-0.3694496875397912,1.4690304016937124,-1.4243118096515783,-1.648925550924001,1.4275086135387989,1.3817532463582427,-0.4370930126917186,1.3818107326184306,-1.3870010655027214,0.7886181091219158,-0.3187007814622292,1.6162931559663098,-1.5710801375511434,1.412805973992698,-0.6252809889282133,-1.7664874050932158,1.6711984190112428,1.3706780492190482,2.0169776298264206,-1.4527140380136594,-0.4397478530851166,-1.848486069185452,-0.5461657361759387,-0.4380472436637498,-1.2499071312673289,1.82319910480265,1.3205025033756876,1.4609663229812035,-1.441916564649959,-0.967677558506533
6,1,-0.3694496867179838,0.566979190924053,-1.1726919229927142,-1.6489255509240013,1.4275086135387989,0.558058816323826,-0.3576442217401855,0.5581139991753671,-1.1169753285992543,0.6427130376667953,-0.3187007722136891,1.63591637079619,-1.0494985808162254,1.433910096976266,-0.4683642764202004,-1.194129667833444,1.6431492992069108,0.5374868301388216,0.9769256243548704,-0.5333778348490407,-0.4079482203305372,-0.7604579511907582,-0.4972762164837672,-0.4380472436638804,-0.738107902751235,1.725979341120009,0.5226989075862103,0.5884879793695724,-1.0121842998916553,-0.9301116704737004
7,1,-0.3694496215813924,-1.1284617228142944,-0.6414943844906675,0.2053155316316673,0.3590374359084704,-1.2425821587243555,-0.2981879478478572,-1.241964715861181,-0.5884594920117889,-0.3087964640369535,-0.3187006825263047,-1.0966162942646496,1.3754436421429843,-0.3568032572645914,-0.3503014684775752,0.9432738822257551,-0.877146612623498,-1.2955768157970753,-0.8786833238847764,0.8732567929438189,-0.3148870055072308,1.202963348033162,-0.6158519567026004,-0.3036200471954966,1.2350939421301104,-0.8235117416935643,-1.4047151878121638,-1.138666346061073,1.3491506447241264,-0.2900288313726779
8,1,-0.3694496725334537,-1.2870695118453048,-0.8316127737111014,-1.5420270978415849,1.4275086135387989,-1.2376677917584653,-0.3252575706390627,-1.2379466830151178,-0.7722836015339577,-0.1531643878181587,-0.3187007321980912,0.4805995976869842,0.9934896817838564,0.6750172421212056,-0.4928356035543755,0.2795685060967305,0.2530679206686985,-1.1448638795978097,0.6450633577497674,-0.3223826406801119,-0.4279880562359203,0.4463143522703603,-0.7247707644572601,0.0324479439751084,0.1971075549789883,0.1479081370233813,-1.0729082839927435,-1.311213877818105,0.952306053289162,-0.6692780797607775
9,1,-0.369449669894316,-1.2922044430937631,-0.809240975596577,-1.506928105131628,1.6945529634057128,-1.2215685476367475,-0.2950664168100856,-1.2218745516308631,-0.7550662325496771,-0.2796154497459296,-0.3187007208785654,0.5173931254930099,0.6119935168226818,0.5252920452783252,-0.2332859355906209,0.1882208672274777,0.2662675064589722,-1.132456983283478,0.3370604697894756,0.2628778383837032,-0.2859604035458541,0.6147654060715686,-0.730726634944312,0.7717975245504919,0.4869215759459353,0.1167978126449379,-1.0362326184210264,-1.3047417700369115,0.4217182570059503,-0.4321808112208122
10,1,-0.3694494054928051,1.4315727300607974,-0.4737477933847581,0.4902446169387317,-0.7091399635591878,1.3328660014415057,-0.3627711371578221,1.3329246663246548,-0.4046066868746463,0.7886181091219158,-0.3187003615766016,1.6162931559663098,-1.4093257636076053,1.412805973992698,-0.6189275202571436,-1.655459844025919,1.672848367235027,1.3015355596587868,2.01263956098191,-1.389917849272907,-0.4422818305548979,-1.9009544302055008,-0.5702324082012681,-0.3708336454296325,-1.159468713376934,1.824754621021572,1.2713139636677369,1.430817358593433,-1.2709006633685933,-0.967677558506533
11,1,-0.3694493921768521,1.1765758781268385,-0.4681618263149643,0.4922464606294137,-0.7091399635591878,1.1254633254458568,-0.3621885331330906,1.125326302611363,-0.4046066868746463,0.7920920393946563,-0.3187003438624015,1.6162931559663098,-1.4683813699435952,1.412805973992698,-0.6229071654686927,-1.6611998213336818,1.672848367235027,1.091410207056993,1.9876956651259687,-1.4275955625173584,-0.4411397562023205,-1.710411434922163,-0.411171547929876,0.906224721018596,-1.358844316453486,1.8263101372404944,1.060321017025739,1.1740389216111822,-1.2906332673625966,-0.969007324454598
