f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var_PC1.cov_init,disp.diff_median_25,disp.diff_mean_05,disp.ratio_median_10,ic.m0,ic.eps.max,pca.expl_var.cov_init,ela_level.qda_mda_25,disp.ratio_mean_10,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_init,disp.ratio_median_02,ela_level.mmce_mda_25,ela_level.mmce_qda_10,disp.diff_mean_10,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,disp.diff_median_02,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_x,nbc.nb_fitness.cor,ela_level.lda_mda_50,ela_level.lda_qda_50,ela_level.qda_mda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10
1,1,1.3119388809057175,1.391082433122992,0.6921215851505006,-0.1652301125445228,-0.028070087875647,-0.1240821257463766,-0.908700111332773,0.7559982818075519,-0.7091399635591878,0.8318574958272967,-0.1058088127652581,0.0464140221258855,1.0523149252763746,0.0148680549338759,-1.3409232630144596,-1.4887160384840177,-0.1058975764858417,1.0466231396551078,-0.1969569158423436,0.4918458460872513,0.0144774751351318,1.686895437864453,0.8458810913330652,1.266712993932495,0.3339671535534708,0.025573974105127,0.0594348515558162,0.350954046069456,0.6451955183507232,3.0642278535299954
2,1,1.4699697916075818,1.5650220408389297,0.6921215851505006,-1.6085393621003432,-1.6495162584682908,-1.6628681950268738,-0.6456900033232993,4.610042660663236,-0.7091399635591878,-0.6376638024013762,-1.6682739190595506,5.240166846128844,1.000674849975496,-1.6406677806834384,-0.2267169563395924,-0.4032654503256086,-1.6684068389021849,0.9574542126380934,-0.1992349158276146,1.3634128682959112,-1.6407107414154862,-0.3701062496115333,4.674828065578756,0.8420346491458759,-0.061817790995535,-0.3421364034299098,-0.3384806488601719,-0.3019007832408997,1.2469838351749072,0.8415625724170719
3,1,1.2792494004108952,1.3181264552169998,0.6921215851505006,1.0276962657069872,1.084545336705909,1.069524100951885,-0.273547070413629,0.1002408889131193,-0.7091399635591878,0.0745932390833039,1.0882264836111022,0.015120013458445,-1.2930051613051807,1.1068898877108455,-0.9722281731963914,-0.8622143567281553,1.088496293503917,-1.1881270353787454,-0.1959952301663858,-0.2763622664364121,1.1065614972288351,2.094332858201357,-0.2745489229799406,-0.8566787300005422,0.4906016011655775,2.34636372001962,2.497304333224181,1.472464438056854,-0.5973774837857472,-0.7904780585452991
4,1,-0.0993974576600872,-0.101474113718265,0.6921215851505006,-0.9152089815502056,-1.029698222016216,-1.0089854403896827,-0.7439095457334775,-0.3870866606473442,-0.7091399635591878,-0.2683188771781263,-0.9986460163619962,-0.2643009404281031,0.6112226154147056,-1.1125868552944185,-0.7960016655080197,-1.015197325529004,-0.9985507311688874,0.4701570804893266,-0.1957504821347024,0.9611511657380678,-1.1125920965375642,-0.0987393051394226,-0.3628091365778814,-0.0073220404274804,0.1028491923915515,-0.2931907046445428,-0.2245081116766746,-0.3338725130922532,0.6505063078335388,1.6130904680607567
5,1,-1.4507985455601144,-1.4257246108762789,-1.648820424808982,1.399186726408325,1.2974848607935292,1.307299648092681,2.0160595959924934,-0.3870915890400425,1.4275086135387989,0.7629178724539054,1.3060572471392218,-0.2643087900943165,-1.3403418969976526,1.2460607702305064,1.6898478277367093,1.6462206713873515,1.3059669119458852,-1.2281056658801752,-0.1986553033341719,-1.8295393957569808,1.2460276902308218,-0.8549443956963305,-0.3628131689341944,-0.3612206610828295,-2.071777311052987,-0.4922461718778544,-0.6565227126483759,-0.2290105020160032,-1.533593801184944,-0.7904780585452991
6,1,-1.2055866140215177,-1.1619844064600726,-1.6488204248089822,0.4914318434394762,0.4673850439132573,0.4683302459652115,0.969475805199608,-0.3870915882163724,1.4275086135387989,0.6128938215895293,0.4791071263380263,-0.2643087898500948,-0.9186146153738132,0.4349421297784963,1.6622363011864574,1.6656470801239671,0.479040876557151,-0.9191463877654372,-0.1996645049459878,-0.728906681813987,0.4351602068491806,-0.8401608570784832,-0.3628131687882653,-0.3612206610829671,-1.3240212534548654,-0.4636584186049852,-0.5176862479763379,-0.5176770670113516,-1.0149572739774149,-0.7904780585452991
7,1,-0.6879169807733679,-0.6457711136930497,0.1992986891393702,-1.2147293476951035,-1.3979589136323896,-1.320390347298509,-0.8977868288427545,-0.3870915229321532,0.3590374359084704,-0.3654773101188654,-1.3280814303397075,-0.2643085536248015,1.3987337637530997,-1.450695256998625,-0.8187405697258741,-1.0394803364497738,-1.3286645641520716,1.6776222616246832,-0.2000360304099825,1.2572604745653684,-1.450468405591835,-0.434271451256536,-0.3628130917520926,-0.2196612128206231,0.0915306192540804,-0.3799967276296692,-0.4132268656580213,-0.3037427759072329,1.396292888063207,1.3050660230319104
8,1,-0.8731936616461875,-0.8253162517897784,-1.5422749080195308,-1.3743400141970052,-1.235556787917128,-1.3183638511581048,0.6355293610050071,-0.387091573999694,1.4275086135387989,-0.2054516558635312,-1.3240475273114096,-0.2643087403000986,1.0092815291923092,-1.14033565088883,0.2938415295048606,0.521917265755716,-1.323730916620451,1.0565717389503948,-0.1995957911680549,0.4918458460872513,-1.1403383285498263,-0.7643855465712965,-0.362813162004362,0.1342374078348634,-0.5145607164943979,-0.4816741576203792,-0.5393379413545578,-0.5845150866182968,1.0164955716207125,0.0719903875354748
9,1,-0.8513916017990993,-0.8084996606474061,-1.5072917982621956,-1.3795074136293726,-1.2204008669374369,-1.3109333653099555,0.3255921382884492,-0.3870915713545749,1.6945529634057128,-0.3354724999459904,-1.307911915198216,-0.2643087261869777,0.48857743657512,-1.1142944734848446,0.3068351890579202,0.5583417821368705,-1.307568510236604,0.3122691250067205,-0.1988373794849389,0.662248372865227,-1.1148375633014085,-0.5600476305968611,-0.3628131606594718,0.9128143732769888,-0.4649050407945229,-0.3539918185077159,-0.3096940893330665,-0.4221565901715052,0.6371534657053167,0.1287059996360227
10,1,-0.5244423597476366,-0.4661979479444171,0.4832870516181187,1.3614922098182851,1.2203551899372953,1.2593392394364415,2.011694282996486,-0.387091306353815,-0.7091399635591878,0.7629178724539054,1.256978093628256,-0.2643087431966779,-1.1725116522697985,1.1713524743994,1.6914720351808417,1.6462206713873515,1.2568878674045905,-1.1063274411730544,-0.199776740863446,-1.8826155926222523,1.171604343489395,-0.85533139932507,-0.3628131484140353,-0.2904409369517362,-1.7490154190037976,-0.4945242083339417,-0.6509013029553146,-0.2742708932459029,-1.372752748276816,-0.7904780585452991
