f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ic.eps.ratio,ic.eps.s,ela_distr.skewness,disp.ratio_mean_25,disp.diff_median_10,ela_level.lda_qda_25,ela_level.mmce_mda_25,disp.diff_median_25
1,1,0.7559982817010547,0.6458456485147371,1.3913523999139823,1.3112325914284797,-0.2311697420731954,-0.1467133260803273,-0.1241714568815863,0.9935385847444046,-1.3415467185838474,-0.1697585667230428
2,1,4.610042660781348,0.6458456485147371,1.5656894955812108,1.4705706046020393,-0.2812477742096867,-1.6406458379256876,-1.6611457251173494,-0.2044336934422476,-0.2277062937473607,-1.6201762159310544
3,1,0.1002408887684054,0.6458456485147371,1.3182297025208478,1.2782727302811416,-0.1789854236064998,1.0555168821969032,1.0693808380021794,1.80969656480448,-0.9729727004528236,1.0290430579144116
4,1,-0.3870866608204591,0.6458456485147371,-0.1046149470997005,-0.1117771672824081,-0.2073005439230371,-0.9051393153574696,-1.008375303251974,-0.0726063549435798,-0.796804061830726,-0.9234311344514572
5,1,-0.3870915892131575,-1.7910611655063096,-1.4318916303232276,-1.4743559399429726,-0.4429098556352256,1.3930581191828797,1.3071134354963283,-1.0039636671173982,1.6882291308984907,1.4023631352848414
6,1,-0.3870915883894876,-1.7910611655063098,-1.1675487250334085,-1.227115815816104,-0.3633560964288192,0.5096168569479709,0.4691638205174551,-0.9683772140587514,1.6606266713908808,0.4901374956182462
7,1,-0.3870915231052683,0.132819922851462,-0.6501557782079146,-0.7051644426593814,-0.3038212685240634,-1.2364297886955626,-1.3205514632887698,-0.3620218448630154,-0.8195354990722871,-1.2244266594836024
9,1,-0.38709157152769,-1.6437307007004458,-0.8132561935227597,-0.8699911920772938,-0.3006956132993579,-1.404158613247236,-1.3098019033018184,-0.4966835026318413,0.30567064438498,-1.3900162689917357
10,1,-0.3870913065269301,0.4284501318369121,-0.4701722506636135,-0.5403376932414691,-0.3684897855601627,1.3618043009434402,1.258989137123664,-1.0039636671173982,1.6898528049871735,1.3644829705471848
11,1,-0.3870912931807973,0.4305271590663181,-0.4701722506636135,-0.5348489569971163,-0.3679064117952373,1.1023976095560666,1.0510446051414877,-1.0052233645708015,1.6898528049871735,1.1066099544797827
12,1,-0.3870915862332132,-1.7920304448800322,-1.0213314219480194,-1.0787552751312497,-0.30226765207642,1.3743058282392182,1.2797061807213816,-1.0039636671173982,1.6882291308984907,1.3875806319725854
13,1,-0.3870915883894876,-1.789122606758864,-1.1731670652096,-1.210622163401824,-0.2961821425917771,-1.3614450616533336,-1.4799168157407043,-0.3873417636764242,-0.8958481812403845,-1.339593249183607
14,1,-0.3870915741728091,-1.6262836719734357,-0.8301112140513348,-0.886457400810352,-0.3029308559354931,-1.71148782593509,-1.6760291173784216,-0.1562502658495667,-0.1132372704952144,-1.689267095669783
15,1,-0.3825659704752177,0.6458456485147371,0.8683130212114164,1.1079298009376548,0.4420005972154108,-1.2124685280453211,-1.343561533540472,-0.2521762269262373,0.4501776382777602,-1.1963011321157802
16,1,-0.3870915892734261,-1.7946613460372798,-1.516251008068746,-1.4798446761873252,-0.3650755138412309,0.8909134394691712,0.8095027104680971,-1.010577078747766,1.695535664297564,0.8924657609895403
17,1,0.0890103999651971,0.6458456485147371,1.3182297025208478,1.289250202769847,-0.1039635574370928,0.7658981665114004,0.636041362378732,1.6243950694088372,-0.9859620931622868,0.7829704720859506
18,1,0.8099256261980031,0.6458456485147371,1.402589080266366,1.3002276752585529,-0.2490946685975876,-0.1935940534394908,0.0845365306106753,0.1120023068526912,-0.0393600994601414,-0.2098453830433044
19,1,-0.3870905612194079,0.6444609636951334,-0.3070999270496494,-0.2820926529446733,-0.184143675843735,-0.3300690597517228,-0.2648707211304931,0.3723187855985082,-1.3780793855792148,-0.3307245193636985
20,1,1.7924273976351797,0.6458456485147371,1.4982132300651485,1.4430994796990542,-0.1671705696726421,0.6554680087320368,0.8200341403093098,1.159440739357635,-1.0233065972019957,0.6601981524451533
21,1,0.2555154458813968,0.6458456485147371,1.3491727110412233,1.3167213276728322,-0.1734894286632552,0.3252193293352585,0.5724484445247208,3.366052768484405,0.082415457191078,0.3323268485115962
22,1,-0.3870752499438547,0.6458456485147371,0.3481109042978267,0.6299432050981975,0.1596599765444609,-0.3832005507587764,-0.0663510075184646,0.6529163933441199,-1.0257421083350184,-0.3875942614589519
23,1,-0.3870910744060057,0.6372606026331925,-0.3801945327419034,-0.4029820687265421,-0.2267545237891811,-0.8926377880616917,-0.6678954267437207,0.0425299922974928,-0.3121373463588729,-0.924363290073268
24,1,-0.3870915698066884,0.4846683355128336,-0.7457518363058164,-0.5568039019745272,-0.0382818122829652,-1.2520566978152825,-1.3288962714251384,-0.1464876105856903,0.323531059360492,-1.27709757669831
25,1,-0.3870915485251981,-0.125700732968601,-0.6838939109659458,-0.6776933177563961,-0.1303811778235043,0.1106097774244191,0.1538832960894764,0.732088378290525,-0.0555968403469706,0.0779556028995804
26,1,-0.3870915115337091,0.5559796037224388,-0.588297852868044,-0.490884179679851,-0.0502563264051182,0.0710216076544581,-0.1590031169828339,-0.6669945983319834,0.6734328254716626,0.0542928736857373
27,1,-0.3870909103416534,0.6439070897672915,-0.3295732877544162,-0.2985863053589532,-0.0913196986793938,0.2804221898587242,-0.010882107531355,-0.579886519429137,-0.6945125942437018,0.2774946501206547
28,1,-0.3870910246777657,0.645430243068856,-0.3745761925657117,-0.3590172914092767,5.208993261479805,0.9190418758846688,1.201612928423205,-0.5634474676622224,-0.3291859242900436,0.947689794708234
29,1,-0.3044993511347885,0.6458456485147371,1.093271361866132,1.0914635922045963,-0.078780233121734,1.2492905552814473,1.200099318021677,-0.6520671835091529,-0.6596036013370189,1.266132303281351
30,1,-0.3713800580335658,0.6458456485147371,0.9048884157584244,0.9486192314453168,-0.0046794834232619,0.6054618995489272,0.5078952220047137,-0.3285138926024845,-0.2764165164078485,0.6108516486427445
