f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ela_level.qda_mda_10
1,1,0.6997709232301089,1.4129053123445876,0.0507161154489949,-0.7091399635591878,0.805022869517905,1.5064889864312028,0.602652839372689,0.3068878736396829,0.4717537169208912,-1.7357402535016575
2,1,0.6997709232301089,1.5752397131797504,5.239980275497771,-0.7091399635591878,4.696521899593417,1.685355287933638,5.038041176448034,1.6413512591552843,1.3345852573899009,-0.2685282636507281
3,1,0.6997709232301089,1.3793256334945998,0.0194491524060665,-0.7091399635591878,0.1428926479735396,1.431466591521303,0.0121066190232854,-0.9427684929833384,-0.2887548524027599,-1.4251043941753
4,1,0.6997709232301089,-0.0368644692787085,-0.2597303139075733,-0.7091399635591878,-0.3491708832218889,-0.0283429752041807,-0.3078285052245831,0.7857980979742538,0.9363553156349728,-0.3498264195840626
5,1,-1.648925550924001,-1.4250668463827094,-0.2597381567897685,1.4275086135387989,-0.3491758595100475,-1.3901017591853384,-0.3078324907309081,-1.434150337743289,-1.8263649052898487,1.4107181058641705
6,1,-1.6489255509240013,-1.1731773153589442,-0.2597381565457579,1.4275086135387989,-0.3491758586783728,-1.1188913342517397,-0.3078324814639678,-0.521227722605513,-0.7367635368770548,1.4310426448475044
7,1,0.205315531631667,-0.6414105276421065,-0.2597379205246206,0.3590374359084704,-0.3491757927597037,-0.5880567320809603,-0.3078323915981472,0.8755937650369857,1.2294968005379052,-0.2935219534815841
8,1,-1.5420270978415849,-0.8317326541465765,-0.2597381070385848,1.4275086135387989,-0.3491758443235329,-0.7726873359199229,-0.3078324413687574,-0.3117044994591384,0.4717537169208912,0.7001832092441109
9,1,-1.506928105131628,-0.8093368816579499,-0.2597380929376612,1.6945529634057128,-0.3491758416527077,-0.7553944289103416,-0.3078324300267111,0.2694730123635445,0.6404483450254096,0.555988844835325
10,1,0.4902446169387313,-0.473484173626263,-0.2597381099326609,-0.7091399635591878,-0.3491755740765984,-0.4033973067303153,-0.3078320700099036,-1.371792235616392,-1.878909133715847,1.4107181058641705
11,1,0.4922464606294134,-0.4678922204455822,-0.2597381226789106,-0.7091399635591878,-0.3491755606007642,-0.4033973067303153,-0.3078320522604605,-1.40920709689253,-1.6880906199582737,1.4107181058641705
12,1,-1.6498597446463192,-1.022026820885143,-0.2597381566689101,1.4275086135387989,-0.3491758565011432,-0.9688753659436222,-0.307832424950704,-1.7609067928882307,-1.842957819529636,1.4107181058641705
13,1,-1.6470571634793645,-1.1563734960509984,-0.2597381561763014,1.4275086135387989,-0.3491758586783728,-1.1246556365882665,-0.3078324156594369,2.1925968819570563,1.2405587433644296,-0.2781412212779801
14,1,-1.4901126181298996,-0.8261127411999922,-0.259738138688693,1.6945529634057128,-0.3491758443235329,-0.7726873359199229,-0.3078323899021732,2.215045798722739,1.4064878857623169,-0.2330976483959973
15,1,0.6997709232301089,1.205779366532172,-0.2373917703941518,-0.7091399635591878,-0.3446062595789259,0.9698612604122142,-0.2916178997618582,0.6211727083592452,0.9418862870482352,0.4101465448332946
16,1,-1.6523954133211831,-1.4306587995633904,-0.2597381567901179,1.4275086135387989,-0.3491758595709017,-1.4766527587682927,-0.3078323881288007,-1.2246271145969143,-1.4613207920144948,1.4107181058641705
17,1,0.6997709232301089,1.390509539855961,-0.0578414680797102,-0.7091399635591878,0.1315530182271411,1.431466591521303,0.0155950175533389,-0.334153416224821,-0.1145292528849793,-0.6871039043345192
19,1,0.6984363607696544,-0.2103827764752328,-0.2597378196014157,-0.7091399635591878,-0.3491748215259751,-0.2360884314126167,-0.3078316833876062,0.1971376138963433,0.3749617171887888,-0.5297260551797867
20,1,0.6997709232301089,1.5472519875104431,0.3276106111935023,-0.7091399635591878,1.851524285353221,1.6161260168719478,1.034981981130178,-0.6808644640503753,-0.1919628526706575,-0.9996623551863276
21,1,0.6997709232301089,1.418497265525268,0.0382292504897093,-0.7091399635591878,0.2996762054438368,1.4632134866397255,0.2605968275955907,-0.2643123418426962,-0.1228257100048727,-1.8335177653674253
22,1,0.6997709232301089,0.718804123792587,-0.2594916753555137,-0.7091399635591878,-0.3491593614512837,0.4361445070731716,-0.3074951347348716,-0.5711142043070309,0.3390104030025778,-0.2394147348367631
23,1,0.6914966359752902,-0.3335455452797267,-0.2597375255756053,-0.7091399635591878,-0.3491753396998598,-0.3110820048108341,-0.3078318842905958,0.7134626995070527,0.903169487155393,-1.188900292477097
24,1,0.5444278528331894,-0.4902600331683053,-0.2597380066695648,-0.7091399635591878,-0.3491758399149809,-0.6861363363369687,-0.3078322481265496,0.6810364864010662,0.8699836586758193,-0.0688534009360839
25,1,-0.0438472797352129,-0.6134228019727993,-0.2597381357330409,1.1604642636718838,-0.3491758184266714,-0.6226713676118054,-0.3078322542872028,0.0275235761111827,0.540890859586676,-0.4981406229759575
26,1,0.6131578195466032,-0.4231006754683292,-0.2597380079626626,-0.7091399635591878,-0.349175781075689,-0.5245917633557972,-0.3078322088380957,0.1547341044500537,0.2947626316964733,1.0237278973842077
27,1,0.6979025357854723,-0.2271865957831785,-0.2597306959871865,-0.7091399635591878,-0.3491751740410854,-0.259145640758725,-0.307831676836645,-0.1969655915456469,0.09011668940575,0.6683231211080747
28,1,0.6993705544919725,-0.2887540003024738,-0.2597332970842084,-0.7091399635591878,-0.3491752894883472,-0.305317702474307,-0.3078315780364224,-0.264312341842701,-0.3689539378950693,-0.1246085551741486
29,1,0.6997709232301089,1.1890035069901292,-0.1415068326025632,-0.7091399635591878,-0.2657809676093896,1.2006639259667584,-0.2243935055924894,0.8381789037608474,-0.9497059362876776,0.3601591651715825
30,1,0.6997709232301089,1.0434729254629125,-0.0447505813108611,-0.7091399635591878,-0.3333116393992834,1.0073868686230054,-0.291659905906226,-0.2318861287367097,-0.615082165785272,-1.4492741162095348
