f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_05
1,1,0.7559982813341949,1.4042645199271566,0.5800180676213872,-0.2353849365178887,1.3232475621342037,0.6463304788836871,-0.6548570506842823,0.845881089445346,0.0464140170084082,0.0587236885433464
2,1,4.610042661188221,1.5828834872587287,5.014641595797137,-0.2855383324266823,1.4865466098468747,0.6463304788836871,-0.6548570506842823,4.674828067474608,5.240166848123658,-1.5744775997853535
3,1,0.1002408882698969,1.329345865082799,-0.0104263228609063,-0.1831220844721588,1.289468341275968,0.6463304788836871,-0.6548570506842823,-0.2745489259748117,0.0151200082981139,1.180163327730295
4,1,-0.3870866614168027,-0.1284450945279232,-0.3303062796213483,-0.2114798169719071,-0.1351372504729971,0.6463304788836871,-0.6548570506842823,-0.3628091396599667,-0.2643009459710714,-0.950193304743512
6,1,-0.3870915889858322,-1.2174854564183577,-0.3303102551750966,-0.3677702216598494,-1.2782024585492382,-1.8069335369896615,1.5470030867191007,-0.3628131718703547,-0.2643087953930739,0.5580429297249934
7,1,-0.3870915237016128,-0.6873848859522119,-0.3303101653247719,-0.308145798197464,-0.7432757295710627,0.1298611806956788,0.4459216458094205,-0.3628130948341819,-0.2643085591677802,-1.3218426207692875
8,1,-0.3870915747691537,-0.8717601848123558,-0.3303102150868,-0.3352919771724995,-0.934728815651006,-1.69527580207776,1.5470030867191007,-0.3628131650864513,-0.2643087458430775,-1.157386445992234
9,1,-0.3870915721240346,-0.8544911902266414,-0.3303102037467095,-0.3050154390904651,-0.912199959774697,-1.6586141487920794,1.8221977608425264,-0.3628131637415612,-0.2643087317299567,-1.142239166736453
10,1,-0.3870913071232746,-0.5029808054344252,-0.3303098437919808,-0.3729116366175137,-0.5743514993674285,0.4274757425395109,-0.6548570506842823,-0.3628131514961246,-0.2643087487396569,1.317029815291462
11,1,-0.3870912937771418,-0.5029808054344252,-0.3303098260455983,-0.372327384917779,-0.5687263168764648,0.4295667113580859,-0.6548570506842823,-0.3628131499242336,-0.2643087614969321,1.10875472552447
12,1,-0.3870915868295578,-1.0676769283872851,-0.3303101986715777,-0.3065898436708025,-1.1261537758184943,-1.8079093224383296,1.5470030867191007,-0.3628131719730456,-0.2643087955163326,1.326767351955893
13,1,-0.3870915889858322,-1.2232417879469293,-0.3303101893819127,-0.3004951759398872,-1.2612987851638926,-1.8049819660923248,1.5470030867191007,-0.3628131710019862,-0.2643087950232978,-1.4657417736992095
14,1,-0.3870915747691537,-0.8717601848123558,-0.3303101636290904,-0.3072540456031323,-0.9290755072475876,-1.6410500107160502,1.8221977608425264,-0.3628131641982653,-0.2643087775205628,-1.5901658533002694
15,1,-0.3825659710706537,0.8683788362747966,-0.3140984694077388,0.4387984748505567,1.1148908026689153,0.6463304788836871,-0.6548570506842823,-0.3134241938165685,-0.2419430798001703,-1.3656615357592263
16,1,-0.3870915898697707,-1.5747521727391454,-0.3303101618560236,-0.3694922266695934,-1.537213986345653,-1.8105578829418576,1.5470030867191007,-0.3628131720162838,-0.2643087956376453,0.8858733307608305
17,1,0.089010399464434,1.329345865082799,-0.0069385258471211,-0.1079873158862936,1.3007187062578949,0.6463304788836871,-0.6548570506842823,-0.2163340020240882,-0.0622374679423872,0.6565002448875715
18,1,0.8099256258419698,1.4157771829842996,0.3230845102373568,-0.2533368387444698,1.3119690712398222,0.6463304788836871,-0.6548570506842823,0.08931928676786,-0.1382757391305264,0.3210962042238445
19,1,-0.3870905618157523,-0.3359032828176386,-0.33030945723635,-0.1882880995013908,-0.309686663167595,0.644936499671304,-0.6548570506842823,-0.3628111732888182,-0.2643084581572776,-0.1555021180741305
