f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min
1,1,1.4969369349792463,0.5900969244462478,-0.7091399635591878,0.6997709232301089,1.4117598652658565,0.8497010212785514,-0.2229711169690294,0.7706358733271338,1.2219517280003007,0.053322657018042
2,1,1.6750219215066549,5.016679702143708,-0.7091399635591878,0.6997709232301089,1.5740069463337314,4.673108524175176,-0.2729656695035644,4.615800173385357,0.4862900251065514,5.241302367095567
3,1,1.4222422492024422,0.0007231132329743,-0.7091399635591878,0.6997709232301089,1.378198248944376,-0.2691080277913553,-0.170873789263514,0.1163894068124979,0.5857172272801426,0.0220634331937279
4,1,-0.0311906492205748,-0.3185768450453021,-0.7091399635591878,0.6997709232301089,-0.03723008436064,-0.3572405522549788,-0.1991417085445368,-0.3698152944839414,0.3739157081257149,-0.2570469304405298
5,1,-1.3870010655027214,-0.3185808226392168,1.4275086135387989,-1.648925550924001,-1.424685746610034,-0.3572445787775412,-0.434358261781206,-0.3698202115211618,-1.772649531455054,-0.2570547713814499
6,1,-1.1169753285992543,-0.3185808133906741,1.4275086135387989,-1.6489255509240013,-1.1729317071094338,-0.3572445786318231,-0.3549371179326591,-0.3698202106993897,-1.1933491381565011,-0.2570547711374997
7,1,-0.5884594920117889,-0.3185807237032638,0.3590374359084704,0.205315531631667,-0.6414509570526117,-0.3572445017071013,-0.2955015340182119,-0.3698201455655913,0.9699809552131368,-0.2570545351747824
8,1,-0.7722836015339577,-0.3185807733750646,1.4275086135387989,-1.5420270978415849,-0.8316707091761085,-0.3572445718577343,-0.3225617369473887,-0.3698201965154678,0.2982248830987405,-0.2570547216425807
9,1,-0.7550662325496771,-0.3185807620555356,1.6945529634057128,-1.506928105131628,-0.809286983386345,-0.3572445705147898,-0.2923810892309552,-0.3698201938764432,0.2057692042828973,-0.2570547075451473
10,1,-0.4046066868746463,-0.3185804027534681,-0.7091399635591878,0.4902446169387313,-0.4736149307188784,-0.3572445582870692,-0.3600622492531828,-0.3698199294862699,-1.660275214474217,-0.2570547245359403
11,1,-0.4046066868746463,-0.3185803850392629,-0.7091399635591878,0.4922464606294134,-0.4680259854530198,-0.3572445567174523,-0.3594798479667596,-0.3698199161708879,-1.66608481727234,-0.2570547372790352
12,1,-0.9676146526606209,-0.318580756989606,1.4275086135387989,-1.6498597446463192,-1.0218625165732762,-0.3572445787343654,-0.2939505074343692,-0.3698202085480835,-1.7708385635647208,-0.2570547712606214
13,1,-1.1227144515940146,-0.3185807477167847,1.4275086135387989,-1.6470571634793645,-1.1561369265855288,-0.3572445777647109,-0.2878751424359971,-0.3698202106993897,0.999028969203752,-0.2570547707681346
14,1,-0.7722836015339577,-0.3185807220106568,1.6945529634057128,-1.4901126181298996,-0.8260538191839207,-0.3572445709708332,-0.2946126057389345,-0.3698201965154678,0.4039596540245793,-0.2570547532848548
15,1,0.9626532797820468,-0.3023984224351497,-0.7091399635591878,0.6997709232301089,1.2047453326184547,-0.3079270533866878,0.4490770537842907,-0.3653050202324321,-0.6490723502980615,-0.2347139161776319
16,1,-1.4731739972690456,-0.3185807202408049,1.4275086135387989,-1.6523954133211831,-1.4302746918758924,-0.3572445787775412,-0.3566536690926431,-0.3698202115812915,-1.774641395271553,-0.2570547713817993
18,1,1.5084151809687665,0.3336292326788359,-0.7091399635591878,0.6997709232301089,1.4005540300078103,0.0942337637374393,-0.240866162811863,0.8244389641742845,-0.3750250868780299,-0.1311618070418722
19,1,-0.2380286419517319,-0.3185800168987304,-0.7091399635591878,0.6984363607696544,-0.2106550559602319,-0.3572425829417063,-0.1760234427434661,-0.369819185896006,0.511520300115543,-0.2570544342765582
20,1,1.606095054339585,1.021567764824191,-0.7091399635591878,0.6997709232301089,1.546034275278109,1.442332712573026,-0.1590786305784809,1.8046769595592072,0.4725129670424312,0.3301486156605386
21,1,1.4538504690960845,0.2487199951515308,-0.7091399635591878,0.6997709232301089,1.4173488105317151,1.214603480728775,-0.1653869560914222,0.271306196810828,1.212656363523304,0.0408388828155272
22,1,0.431267881697201,-0.3182441363947396,-0.7091399635591878,0.6997709232301089,0.7180320341411598,-0.3557255166047524,0.1672070922351984,-0.369803909899065,-0.293524659052933,-0.2568083509564367
23,1,-0.3126946321135619,-0.3185802174028682,-0.7091399635591878,0.6914966359752902,-0.3337515754407673,-0.3572439547059463,-0.2185632588117847,-0.3698196979001739,0.2471003784752581,-0.2570541403235253
24,1,-0.6861106697676335,-0.3185805805164998,-0.7091399635591878,0.5444278528331894,-0.4903817665164541,-0.3572444999081134,-0.0304047295181063,-0.369820192159407,1.0548011560657329,-0.257054621298404
25,1,-0.6229229255953238,-0.3185805866649222,1.1604642636718838,-0.0438472797352129,-0.6134782859969895,-0.3572445731916838,-0.1223505662946796,-0.3698201709269513,0.9077352109475328,-0.2570547503299342
