f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.max,ela_level.mmce_qda_50,disp.ratio_median_10,ela_distr.skewness
1,1,1.391082433122992,0.580018074383145,0.6921215851505006,-0.7091399635591878,0.0464140221258855,1.3119388809057175,0.7559982818075519,-0.7076502828824978,-0.1240821257463766,-0.2206790400704585
2,1,1.5650220408389297,5.014641590306968,0.6921215851505006,-0.7091399635591878,5.240166846128844,1.4699697916075818,4.610042660663236,-0.3694958319359721,-1.6628681950268738,-0.270666578580552
3,1,1.3181264552169998,-0.0104263144678756,0.6921215851505006,-0.7091399635591878,0.015120013458445,1.2792494004108952,0.1002408889131193,-0.7537462590260928,1.069524100951885,-0.1685890213998546
4,1,-0.101474113718265,-0.3303062703445569,0.6921215851505006,-0.7091399635591878,-0.2643009404281031,-0.0993974576600872,-0.3870866606473442,-0.4342413251452965,-1.0089854403896827,-0.1968529748112637
5,1,-1.4257246108762789,-0.3303102551636367,-1.648820424808982,1.4275086135387989,-0.2643087900943165,-1.4507985455601144,-0.3870915890400425,2.2182126303540897,1.307299648092681,-0.432036528159549
6,1,-1.1619844064600726,-0.3303102458982943,-1.6488204248089822,1.4275086135387989,-0.2643087898500948,-1.2055866140215177,-0.3870915882163724,1.026051048869356,0.4683302459652115,-0.3526265267618468
7,1,-0.6457711136930497,-0.3303101560479697,0.1992986891393702,0.3590374359084704,-0.2643085536248015,-0.6879169807733679,-0.3870915229321532,-0.5992719572929766,-1.320390347298509,-0.2931992814086456
8,1,-0.8253162517897784,-0.3303102058099978,-1.5422749080195308,1.4275086135387989,-0.2643087403000986,-0.8731936616461875,-0.387091573999694,-0.0623066168721669,-1.3183638511581048,-0.3202556879057091
9,1,-0.8084996606474061,-0.3303101944699073,-1.5072917982621956,1.6945529634057128,-0.2643087261869777,-0.8513916017990993,-0.3870915713545749,-0.1305708868863459,-1.3109333653099555,-0.2900792744066054
10,1,-0.4661979479444171,-0.3303098345151796,0.4832870516181187,-0.7091399635591878,-0.2643087431966779,-0.5244423597476366,-0.387091306353815,1.7878662271203736,1.2593392394364415,-0.3577509390481054
11,1,-0.4661979479444171,-0.3303098167687971,0.485282286014925,-0.7091399635591878,-0.2643087559539531,-0.5189986494237694,-0.3870912930076822,1.8417035122346488,1.0512856356882447,-0.3571686194701214
12,1,-1.0161004782999927,-0.3303101893947755,-1.649751534194158,1.4275086135387989,-0.2643087899733536,-1.0584431239673875,-0.3870915860600981,2.212582587466322,1.279604200840486,-0.2916484724272779
13,1,-1.1675899368408635,-0.3303101801051105,-1.6469582060386292,1.4275086135387989,-0.2643087894803188,-1.1892282644982966,-0.3870915882163724,-0.6383303798268625,-1.4811590411039344,-0.2855739597769404
14,1,-0.8253162517897784,-0.3303101543522883,-1.4905318293290235,1.6945529634057128,-0.2643087719775838,-0.8677227327707009,-0.387091573999694,-0.3374749630117953,-1.6777291667231735,-0.292310477842249
15,1,0.8692355823232744,-0.3140984601757262,0.6921215851505006,-0.7091399635591878,-0.2419430742878187,1.1103038505096776,-0.3825659703023663,-0.1432384833838224,-1.3453837996968332,0.4512748451646091
16,1,-1.5098916495438526,-0.3303101525792215,-1.652278831096779,1.4275086135387989,-0.2643087900946663,-1.4562422558839818,-0.387091589100311,2.2030818900932143,0.8094570962666386,-0.3543428370969573
17,1,1.3181264552169998,-0.0069385174637264,0.6921215851505006,-0.7091399635591878,-0.0622374626761233,1.2901368210586297,0.0890104001105656,-0.8677546275033813,0.6358539269053178,-0.0937027236711223
18,1,1.4022934938845732,0.3230845177089677,0.6921215851505006,-0.7091399635591878,-0.1382757337601362,1.301024241706364,0.8099256263013576,-0.476114769123066,0.0839714780018216,-0.2385715753139855
19,1,-0.3034974286419648,-0.3303094479595498,0.6907914288859633,-0.7091399635591878,-0.264308452614299,-0.2683157890096858,-0.3870905610462929,-0.5063762496448155,-0.2659368555746922,-0.1737379524051862
20,1,1.4976996209656326,1.012272666981258,0.6921215851505006,-0.7091399635591878,0.3235480289655746,1.4427240214366266,1.792427397681275,-0.6963901971069637,0.8202650756821297,-0.1567955175257382
21,1,1.3489989137892051,0.2380210454172305,0.6921215851505006,-0.7091399635591878,0.0339163561476279,1.3173825912295845,0.2555154460170616,-0.753394381345608,0.5723570478393091,-0.1631029580072693
22,1,0.3502195243658559,-0.3299729573399589,0.6921215851505006,-0.7091399635591878,-0.2640620954559743,0.636238336955704,-0.3870752497707405,-0.3811077953919923,-0.0666647351015807,0.1694444287799276
23,1,-0.3764253788960528,-0.3303096488278966,0.6838746163103684,-0.7091399635591878,-0.2643081583341591,-0.3882135088928604,-0.3870910742328907,-0.4025723339016052,-0.6685340888017238,-0.2162718003170854
25,1,-0.6794323236296983,-0.3303100187607027,-0.049041485449774,1.1604642636718838,-0.264308769019375,-0.6606712106024127,-0.3870915483520831,-0.7305223321140525,0.1542233442025113,-0.1200726060341416
26,1,-0.5840542242005433,-0.3303099733194327,0.6057944435820193,-0.7091399635591878,-0.2643086411384766,-0.4753945297295933,-0.387091511360594,-0.1639992665324643,-0.1592080588467207,-0.040092544417992
27,1,-0.3259195501651278,-0.3303094414097183,0.6902593663801481,-0.7091399635591878,-0.2643013228382115,-0.2846741385329066,-0.3870909101685383,-0.3381787183727664,-0.0112738405971907,-0.0810817130282919
28,1,-0.370819848515262,-0.3303093426265325,0.6917225382711394,-0.7091399635591878,-0.2643039261851575,-0.3446093891986843,-0.3870910245046506,-0.7273554329896834,1.2019218487916472,5.209653304061962
29,1,1.0936810187701371,-0.2468856579199964,0.6921215851505006,-0.7091399635591878,-0.1459751969404974,1.093972719538076,-0.3044993509664868,-0.5633804338834597,1.2005708513647109,-0.0685649069415217
30,1,0.9057275851022222,-0.3141404590767174,0.6921215851505006,-0.7091399635591878,-0.0491352524152038,0.9523001583594324,-0.3713800578613663,-0.5060243719643299,0.5075091713463658,0.0054019388219727
