f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,pca.expl_var.cov_init,ela_level.mmce_qda_50
1,1,0.7559982885549299,1.3926774764133911,0.5800180798422361,-0.232548733516458,0.04641401817122,0.6896971470282732,0.8458810899733483,1.312168140756524,-0.7091399635591877,-0.6569812968846634
2,1,4.610042653179953,1.5656376970527124,5.014641585874502,-0.2826491342832916,5.240166847670388,0.6896971470282732,4.67482806694433,1.4701362579388155,-0.7091399635591877,-0.2988930184845014
3,1,0.1002408980818139,1.3201322855780462,-0.010426307691781,-0.1803411055929078,0.015120009470663,0.6896971470282732,-0.2745489251371344,1.2794916494137871,-0.7091399635591877,-0.7057945793720944
4,1,-0.3870866496792429,-0.0914750581830901,-0.3303062628549607,-0.2086688735801389,-0.2643009447115779,0.6896971470282732,-0.3628091387978953,-0.098607403875957,-0.7091399635591877,-0.3674551862531069
5,1,-0.3870915780719229,-1.4082692097729452,-0.3303102476740316,-0.4443834262008467,-0.2643087943777997,-1.6491050364604272,-0.3628131711542112,-1.4494715130906968,1.4275086135387989,2.4413579693976954
6,1,-0.3870915772482529,-1.146014025078132,-0.3303102384086893,-0.3647941322787953,-0.264308794133578,-1.6491050364604274,-0.3628131710082821,-1.2043570164156596,1.4275086135387989,1.1789197933105475
7,1,-0.3870915119640339,-0.632707330953895,-0.3303101485583649,-0.3052327116246626,-0.2643085579082844,0.1973247344010992,-0.3628130939721093,-0.6868930789905814,0.3590374359084706,-0.54221418996765
8,1,-0.3870915630315745,-0.8112415193869421,-0.3303101983203929,-0.3323502062886483,-0.2643087445835817,-1.5426569116252404,-0.3628131642243787,-0.8720961402478773,1.4275086135387989,0.026404657939371
9,1,-0.3870915603864554,-0.7945196160057638,-0.3303101869803023,-0.3021056602463281,-0.2643087304704608,-1.5077057795008284,-0.3628131628794886,-0.8503027434406062,1.6945529634057133,-0.0458837145992674
10,1,-0.3870912953856965,-0.4541452726818792,-0.3303098270255755,-0.3699301145033291,-0.2643087474801611,0.4810535065897676,-0.362813150634052,-0.5234834145405568,-0.7091399635591877,1.9856431260226712
12,1,-0.3870915750919785,-1.0009515132464102,-0.3303101819051706,-0.3036784012146064,-0.2643087942568367,-1.6500352947298982,-0.362813171110973,-1.0572719937688342,1.4275086135387989,2.435396041765643
13,1,-0.3870915772482529,-1.1515879928718582,-0.3303101726155056,-0.2975901734819354,-0.264308793763802,-1.647244519921485,-0.3628131701399136,-1.1880051668761216,1.4275086135387989,-0.5835750629150153
14,1,-0.3870915630315745,-0.8112415193869421,-0.3303101468626834,-0.3043419013105988,-0.2643087762610669,-1.4909611306503496,-0.3628131633361927,-0.8666273852438054,1.6945529634057133,-0.264984555077202
15,1,-0.3825659593509571,0.8737689446564598,-0.314098452722282,0.440922294474051,-0.2419430785476337,0.6896971470282732,-0.3134241929681465,1.1106132299596905,-0.7091399635591877,-0.0592980517713858
16,1,-0.3870915781321914,-1.4919623361957428,-0.3303101450896167,-0.3665143177128497,-0.2643087943781494,-1.6525602814613196,-0.3628131711542112,-1.45491306035843,1.4275086135387989,2.4253352888865543
17,1,0.0890104093207276,1.3201322855780462,-0.0069385106954115,-0.1052857289934711,-0.0622374667457676,0.6896971470282732,-0.216334001202501,1.290374743949253,-0.7091399635591877,-0.8265236139211605
18,1,0.8099256328496144,1.4038254120008438,0.3230845237411566,-0.2504816666664749,-0.1382757379102468,0.6896971470282732,0.089319287504968,1.301257838484719,-0.7091399635591877,-0.4117970230164984
19,1,-0.3870905500781771,-0.2923608574689789,-0.3303094404699466,-0.1855016618950709,-0.2643084568977819,0.6883682066433148,-0.3628111724267462,-0.2674586155937148,-0.7091399635591877,-0.4438423840387814
20,1,1.792427400601745,1.498694343850062,1.0122726714761927,-0.1685209742531913,0.3235480253041818,0.6896971470282732,1.4393714048613273,1.4429013138638118,-0.7091399635591877,-0.6450574416205589
21,1,0.2555154546124208,1.3508309132019929,0.238021051639156,-0.1748426557233411,0.033916352179737,0.6896971470282732,1.2113122316820717,1.317609688024257,-0.7091399635591877,-0.705421958895092
22,1,-0.3870752388026813,0.3576752666353595,-0.3299729498511062,0.1584555591635083,-0.2640620997391965,0.6896971470282732,-0.3612919081159597,0.636736086149154,-0.7091399635591877,-0.31118949422561
23,1,-0.387091063264773,-0.3648781784653556,-0.3303096413382929,-0.2281315430625827,-0.2643081626176417,0.6814577166415298,-0.3628125461784416,-0.3873086941655361,-0.7091399635591877,-0.3339193433228107
24,1,-0.3870915586654538,-0.7275483929641446,-0.3303100051115074,-0.039574645412594,-0.2643086441277433,0.5350084862190881,-0.362813092170515,-0.5398080563437561,-0.7091399635591877,-0.6364871706494825
25,1,-0.3870915373839637,-0.6661790075552202,-0.3303100112710982,-0.1317151494838351,-0.2643087733028582,-0.0507884354706776,-0.3628131655602609,-0.6596581349155773,1.1604642636718838,-0.6812016278898774
26,1,-0.3870915003924747,-0.5713379455449704,-0.3303099658298283,-0.0515545082569013,-0.2643086454219596,0.6034489160444579,-0.3628130728231937,-0.4744550736582816,-0.7091399635591877,-0.0812826599145798
27,1,-0.3870908992004213,-0.3146567286438833,-0.3303094339201151,-0.0926362225337641,-0.2643013271216868,0.6878366304893311,-0.3628124024904857,-0.2838104651332527,-0.7091399635591877,-0.2657297960312086
28,1,-0.3870910135365332,-0.3593042106716295,-0.3303093351369294,5.210044257598691,-0.2643039304686355,0.6892984649127857,-0.3628126205401478,-0.3437219005509941,-0.7091399635591877,-0.6778480435968477
29,1,-0.3044993403033305,1.096950615117253,-0.2468856506164723,-0.0800911559039819,-0.1459752010987558,0.6896971470282732,-0.2388717983073703,1.0942885881564908,-0.7091399635591877,-0.5042069013133144
30,1,-0.37138004695126,0.9100554749936166,-0.3141404516231796,-0.0059573072156457,-0.0491352564709829,0.6896971470282732,-0.3256124546334344,0.9526723205137372,-0.7091399635591877,-0.443469763561778
