f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ela_distr.skewness,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_25
1,1,1.4969369349792463,0.5899767033961963,1.4106223379395004,-0.2256322824099885,0.6997709232301093,-0.7091399635591878,0.848106398212836,0.7710553020741628,0.0559849177694014,-0.060947286576763
2,1,1.6750219215066549,5.016558203666429,1.5727829619756162,-0.2756442384277232,0.6997709232301093,-0.7091399635591878,4.673362620780675,4.616384489550246,5.243753969177551,-1.537960025260504
4,1,-0.0311906492205748,-0.3186968038694623,-0.0375954845752539,-0.2017945787875563,0.6997709232301093,-0.7091399635591878,-0.3594187638153306,-0.3694447702917196,-0.2543720670870087,-0.8107836002181599
5,1,-1.3870010655027214,-0.3187007814622292,-1.4243118096515783,-0.4370930126917186,-1.648925550924001,1.4275086135387989,-0.3594227922848242,-0.3694496875397912,-0.2543799077095462,1.4613852293050815
6,1,-1.1169753285992543,-0.3187007722136891,-1.1726919229927142,-0.3576442217401855,-1.6489255509240013,1.4275086135387989,-0.3594227921390358,-0.3694496867179838,-0.2543799074656059,0.587949523305217
7,1,-0.5884594920117889,-0.3187006825263047,-0.6414943844906675,-0.2981879478478572,0.2053155316316673,0.3590374359084704,-0.3594227151771187,-0.3694496215813924,-0.25437967151247,-1.1383219899681114
8,1,-0.7722836015339577,-0.3187007321980912,-0.8316127737111014,-0.3252575706390627,-1.5420270978415849,1.4275086135387989,-0.3594227853616714,-0.3694496725334537,-0.2543798579726967,-1.3113611392699716
9,1,-0.7550662325496771,-0.3187007208785654,-0.809240975596577,-0.2950664168100856,-1.506928105131628,1.6945529634057128,-0.3594227840180777,-0.369449669894316,-0.2543798438758357,-1.3041511747157255
10,1,-0.4046066868746463,-0.3187003615766016,-0.4737477933847581,-0.3627711371578221,0.4902446169387317,-0.7091399635591878,-0.3594227717844446,-0.3694494054928051,-0.2543798608659389,1.430485381215467
11,1,-0.4046066868746463,-0.3187003438624015,-0.4681618263149643,-0.3621885331330906,0.4922464606294137,-0.7091399635591878,-0.3594227702140687,-0.3694493921768521,-0.2543798736085162,1.1740166420716385
12,1,-0.9676146526606209,-0.3187007158126372,-1.0217032330961862,-0.2966363813398882,-1.6498597446463192,1.4275086135387989,-0.3594227922416276,-0.3694496845665854,-0.2543799075887227,1.442845320451315
13,1,-1.1227144515940146,-0.3187007065398187,-1.1559060919479838,-0.2905589014608478,-1.6470571634793645,1.4275086135387989,-0.3594227912715043,-0.3694496867179838,-0.2543799070962559,-1.2619213823265836
