f_id,i_id,ic.eps.s,disp.ratio_mean_10,ic.eps.ratio,ela_level.mmce_qda_25,nbc.nn_nb.cor,ic.m0,nbc.nb_fitness.cor,ic.eps.max,disp.ratio_mean_05,disp.diff_median_25
1,1,1.3156112013308403,-0.1148155173353765,1.396265168581061,-1.054657639315156,0.4433185195566686,-0.9231895995137878,0.2925422504475569,0.7559982813542857,-0.0402402364332922,-0.1678428911842382
2,1,1.4768322956639346,-1.694343299808348,1.572718068655112,-0.4245102161245156,1.8983823720892887,-0.6584199285793273,-0.0946076268391909,4.610042661165938,-1.68730565951468,-1.6151905460311675
3,1,1.2822618154724104,1.0922590703031754,1.3222550334065923,-0.8611845093836267,-0.9192739853383652,-0.2837873236471654,0.4457593144291206,0.1002408882971972,1.0907192276434614,1.0284213165721523
4,1,-0.1242159056894134,-1.0174028216056454,-0.117857662170378,-0.7562894389388224,0.9655096591571604,-0.7572965691772598,0.0664667224747606,-0.3870866613841445,-1.0577218575153684,-0.9199202145812752
5,1,-1.5028978439667338,1.3124686234534515,-1.4612425514225138,1.8225752929597352,-1.4550638525326198,2.021137031624609,-2.0607147066026115,-0.3870915897768439,1.3067635825756347,1.4009512142774132
6,1,-1.2527357980062024,0.476487912419995,-1.1936915057092017,1.7254502277330646,-0.4596369926691822,0.967551494586652,-1.3292728720239588,-0.3870915889531739,0.4633176918555857,0.490656416786753
7,1,-0.7246159232006363,-1.350435787789705,-0.6700193314320712,-0.8215574827711449,1.0634204978322526,-0.9122033061140188,0.0553950931427599,-0.3870915236689546,-1.4325260793295167,-1.2202786441085054
8,1,-0.9136328004182338,-1.3463578331017374,-0.8521587574511447,0.148916168973746,-0.2311783690939672,0.6313709165536862,-0.5374728001192348,-0.3870915747364955,-1.266673847260374,-1.3803359041317314
9,1,-0.8913906205076572,-1.3300460143498654,-0.8350991796160769,0.1178361481012131,0.4025223367753802,0.3193601840002145,-0.4889004907917463,-0.3870915720913764,-1.251397983780322,-1.3855177620408354
10,1,-0.5578412258936154,1.2628535080831729,-0.4878514727832727,1.8241292940033615,-1.387070214563806,2.0167425142647013,-1.7449946959739349,-0.3870913070906164,1.2287475655167948,1.363151227750636
11,1,-0.5522876229196887,1.0521591825381558,-0.4878514727832727,1.8256832950469883,-1.4278663973450942,1.991474039445228,-1.7699951493042605,-0.3870912937444836,1.0187044426660712,1.1058240328855853
12,1,-1.1026219096209615,1.2812043041790302,-1.0456996679899886,1.8225752929597352,-1.8113505154892056,2.021137031624609,-1.4628467226745523,-0.3870915867968996,1.2385677634682573,1.3862000000230612
14,1,-0.9080514294294376,-1.7201703461654791,-0.8521587574511447,-0.3887681921211022,2.5239238414023784,-0.6012912029005241,-0.2613963654857876,-0.3870915747364955,-1.7031270895475912,-1.6841351860910587
15,1,1.109905747176593,-1.3857780617520972,0.8668780357291835,0.2258392206332705,0.7860064549194915,-0.2848859529871448,1.3189894343240458,-0.3825659710380452,-1.4767169701110976,-1.1922126480146364
16,1,-1.5084514469406602,0.81699712886533,-1.546625738487028,1.842777306526881,-1.2266052289574048,1.9123727269668844,-1.6078493519904375,-0.3870915898371125,0.7939310228881533,0.8921331029548649
17,1,1.2933690214202638,0.6321298496774429,1.3222550334065923,-0.8036864707694376,-0.2556560787627399,-0.3101544278066158,0.5757616717468109,0.0890103994918578,0.5626108044759278,0.7828695748269957
18,1,1.3044762273681174,0.0775280121137845,1.4076382204711064,-0.0025989327798585,-0.652738924500614,-0.3683817828253959,-0.3263975441446335,0.8099256258614677,0.2243595417033348,-0.2078448586334701
19,1,-0.2965442059703611,-0.2745354092807936,-0.3228000572289921,-1.0826296581004355,0.3236497167315555,-0.5925021681807064,0.4900458317571249,-0.3870905617830941,-0.2562845913654643,-0.3284681388098916
20,1,1.4490365127794311,0.8129191741773609,1.5044228920553906,-0.6327463559704973,-0.6337007058693519,-0.2541243314677869,0.4304018930976354,1.7924273974850875,0.862126841995532,0.6603571184946738
21,1,1.321164804304767,0.5709605293579224,1.353573575048804,-1.1875247285452395,-0.1795032042376682,-0.5826145041209144,0.7732652530563789,0.2555154454396541,0.6733608147063093,0.3331797960876007
22,1,0.6262702321921803,-0.0849105162902775,0.3403625984795421,-0.6032203361415895,-0.5140319030442335,-0.4749488288031692,1.1622008770095786,-0.387075250507538,0.0634174086099227,-0.3852175088263551
23,1,-0.4188623114710981,-0.6626207637524222,-0.3967817597737359,-0.2582321044564556,0.8866370391133358,-0.4804419755030512,0.1050388504701189,-0.3870910749696921,-0.5798055572108654,-0.9208503971765554
24,1,-0.5745020348153957,-1.2885868083555232,-0.7667755703866306,-0.2450230955856283,0.8512803473695526,-0.6803925153788676,1.1100570743491864,-0.3870915703703748,-1.2448511851460131,-1.2728380765940177
25,1,-0.6968201403161328,0.174719265510357,-0.7041669197319318,-0.4291722192553958,0.1387070214563812,-0.561740546661351,0.2946851464472992,-0.3870915490888845,0.2014457464832559,0.0793469597331369
26,1,-0.5078032630985353,-0.1515171095270897,-0.6074106807773726,0.4535003735245864,0.2774140429127625,-0.217869563248547,0.700406789065146,-0.3870915120973954,-0.4886959428834077,0.0557343157104758
27,1,-0.3132327829070109,0.0149993735649399,-0.3455461610090823,-0.5348442902220134,-0.1060700752313488,-0.7100555075582486,0.5293322584190643,-0.3870909109053396,-0.0926146255077574,0.2784636570537402
28,1,-0.3743779516499447,1.1629436182279551,-0.3910952338287133,-0.4944402630877184,-0.1795032042376735,-0.6232637897000644,1.8200699489304184,-0.387091025241452,1.2609359921354772,0.9472402479469182
29,1,1.0932449382548126,1.1935282783877157,1.094566534567888,-0.6840283904101794,1.022624315050964,-0.9440635569733536,0.5632614450816485,-0.3044993516828018,1.1447303163765048,1.2650087322442125
30,1,0.9487124208583684,0.4873624582545768,0.9038973196312804,-0.5441682964837739,-0.144146512493885,-0.6595185579193042,0.9507684717016868,-0.3713800585942707,0.4442228625055208,0.6111150628755143
