f_id,i_id,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_10,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,ic.eps.s,disp.ratio_median_10,nbc.nb_fitness.cor,disp.diff_mean_05
1,1,-0.1800897002619789,1.1867777112635909,-0.1222803787349802,-0.0539364967817181,0.6989456907139603,-0.6926829731996982,1.4317259605214463,-0.1379663170288275,0.2851216142684185,-0.0440667792717404
3,1,1.0336436520887975,0.5592573104780056,1.0972923061929891,1.0741060888187028,-0.5779114554785536,-0.7385159892266189,1.3978424957991795,1.0767773227492103,0.4383284558489225,1.0934282971800966
4,1,-0.9431496706557212,0.3503567022331827,-1.0337514034276627,-1.0841560696481287,0.7044030115244059,-0.4208337102003288,-0.0311594789281776,-1.0385402661568577,0.0590611696985846,-1.068092732757901
5,1,1.4116136345232926,-1.766808396373441,1.3193473859201574,1.308955112243454,-1.5399591526342271,2.2164889982800404,-1.4319205309353105,1.3187636052630007,-2.067978337185985,1.3111294496899686
6,1,0.4880257272515531,-1.1954423126944185,0.4749890627946991,0.4553464584564764,-1.007012794631295,1.0311282479044113,-1.1777522264532911,0.4649370061660451,-1.336585303253884,0.4624674288304264
7,1,-1.247894259027739,0.9382580221447496,-1.3708243102290156,-1.4226365966704222,1.4707667767626775,-0.5849229049837319,-0.6411746947690281,-1.3554598009263383,0.0479902790482456,-1.44458825341068
8,1,-1.4102888483805545,0.2757025663713963,-1.365786657309147,-1.268230424796268,1.0804903770899623,-0.0510207488228081,-0.8332186118085558,-1.3533974178367325,-0.5448380590021892,-1.2785545868579289
9,1,-1.4155463773868082,0.1845131942770654,-1.3492835339729443,-1.2555194962386649,0.6906817477724285,-0.1188955969848129,-0.8106202310903743,-1.3458353465081772,-0.4962689903426357,-1.263059758085466
10,1,1.3732616516849814,-1.655973199052324,1.2692337143509629,1.2381182790154597,-1.374680293803593,1.7885975585783302,-0.4717291584476819,1.2699538721423222,-1.7522793908988867,1.2322750504888134
11,1,1.1121766866333624,-1.6617032314101363,1.0566279599231931,1.02284378349337,-1.435022669621947,1.8421277223349624,-0.4660866164456391,1.0582158749427553,-1.7772781762383631,1.020939973623396
12,1,1.3966470070741956,-1.7650222321603006,1.2878749270652057,1.2357254051790345,-1.5399591526342271,2.210891072658432,-1.0252343161380733,1.2905777030383832,-1.470150242067656,1.2423875334815533
13,1,-1.364495311380889,0.9669081839338126,-1.5377226457221824,-1.572064986812716,1.5403086362329257,-0.6237585139836418,-1.1607963877371523,-1.5190755260350952,0.1126299954260339,-1.5915865304002812
14,1,-1.7185245362356762,0.3799891552835844,-1.7432800218580855,-1.691149837945407,1.2027343632439411,-0.3246193635789302,-0.8275478570965028,-1.7191266857268952,-0.2687800437534021,-1.7180131524652902
15,1,-1.2194184128850514,-0.6586201383724948,-1.4060743313057522,-1.4715146589035557,-0.359774546512462,-0.1314909296334324,1.2227262047657803,-1.380895859031483,1.3115003152063391,-1.4901648480687668
16,1,0.8953652104811097,-1.7687729788961193,0.8194301128392598,0.7810923223745478,-1.5404269229894083,2.2014445731719667,-1.4375630729373532,0.8121048262497512,-1.6151431970366177,0.7954188187306658
17,1,0.7845060980672756,0.995885776143322,0.6324462026058739,0.5507010783420916,-0.933884695771326,-0.8518739830641937,1.409127579803265,0.6354273415734886,0.5683221396141984,0.5624958549878821
18,1,-0.2206758197312241,-0.3883263262939659,0.0718467553266863,0.2235527184874318,0.6465554109336836,-0.462468282011043,1.4204126638073509,0.0737716801707409,-0.3337768856360408,0.2219346428741218
19,1,-0.3430605715868854,0.4860766115082284,-0.2834419142112765,-0.2474938821472511,1.293325888697336,-0.4925571322271894,-0.2062475572515667,-0.2823331333012591,0.4826120184502801,-0.2622056265672421
20,1,0.6602045822609628,0.4476035371057726,0.8152921375790987,0.8718769631929412,-0.0014624544437848,-0.6814871219564815,1.5672880321205258,0.8231042027276512,0.4229720591403872,0.8640155589458278
21,1,0.3282494625110663,1.1776096594910908,0.5703901230658016,0.6911405483738823,0.9959798662539212,-0.7381661188752691,1.4373685025234892,0.5708060047658279,0.76581254379606,0.6739043455717082
22,1,-0.4006386573201865,-0.3079421580743673,-0.0916723691976388,0.0584638429485864,0.328471569410576,-0.3680032871463972,0.7313454345178801,-0.0795321294899846,1.154722218577339,0.0600569099789826
23,1,-0.9440934367839288,0.225278281622646,-0.6757691206555148,-0.5974015145236559,1.0862595448038623,-0.3893453785787801,-0.33052454484656,-0.6920599071030199,0.0976307242223475,-0.5869101533283412
24,1,-1.3012212212277867,1.0219164945688128,-1.3073672266224712,-1.3123961006824636,0.2748339020164838,-0.6734401038754184,-0.4886567844538104,-1.3650842553445024,1.1025818948692885,-1.2560696423506086
25,1,0.0707098843747049,0.8768648183110438,0.1697896759737098,0.1794819807877127,-0.9231259776021618,-0.7154245460374833,-0.6129337720488037,0.1452676272770881,0.2872643672975166,0.1990033363576943
26,1,0.0467524229697188,0.1144430843015289,-0.1593216255137247,-0.5039542891118008,-0.1191846604976797,-0.1521332803631141,-0.420889855009276,-0.1737142905820003,0.6929589408067296,-0.4954861132784858
27,1,0.2727342991995993,0.5993675369826937,0.0085387147059366,-0.1285082845731497,-0.086752582538461,-0.3253191042816314,-0.2232033959677054,-0.0231603250407493,0.5218958239837427,-0.0965208157594731
28,1,0.9512770896429292,-1.2887599825216516,1.1679901690366987,1.3178339903650864,-1.2050355783246025,-0.7122757128753284,-0.285327783410197,1.2115196846034808,1.8125473985104108,1.265019820787996
29,1,1.2736859732464432,0.8590198603967134,1.199161832047592,1.168425019397299,0.3549785562041685,-0.5492361291459769,1.2057985787596517,1.2101447625437436,0.5558227469444605,1.1479559668848962
30,1,0.6102434408544343,0.8115424494319811,0.486324459332521,0.4312990473591265,0.2754575958233917,-0.4922072618758388,1.058951423156487,0.5048097458984314,0.9433039197063404,0.4428860041881743
