f_id,i_id,disp.ratio_mean_10,disp.diff_median_25,ic.eps.ratio,disp.diff_median_05,disp.diff_mean_10,nbc.nn_nb.cor,ic.eps.max,ic.eps.s,disp.ratio_median_25,ela_distr.number_of_peaks
1,1,-0.0446345017209794,-0.1023931927807675,1.3961337530056592,0.0192299968265223,-0.0447371750397047,0.3118413864826549,0.7559982813542857,1.315978671350712,-0.1024394948844272,-0.3439272437304981
2,1,-1.573961841826281,-1.5153921789748594,1.5725452707664551,-1.550753543224643,-1.574129275453482,1.64138772099169,4.610042661165938,1.4773153682663542,-1.51489480282571,-0.7595059965715167
3,1,1.1240769251409024,1.0654810958322374,1.3221409749309974,1.1017586360346494,1.124341686432183,-0.9332104146183297,0.1002408882971972,1.2826053725226574,1.0652582145688352,0.7181073468632162
4,1,-0.9185358389240084,-0.8366221058831752,-0.1176339806900679,-0.969422565174978,-0.91847067283059,0.788986986904589,-0.3870866613841446,-0.1248808547377969,-0.8367122903484857,-0.3901026607128335
5,1,1.3372877935548944,1.4291700588963276,-1.4607038149089049,1.327132036819899,1.3372030459884765,-1.4227816817179182,-0.387091589776844,-1.5045513683205802,1.429335142319761,-0.7595059965715167
7,1,-1.2409843744883786,-1.1298523847284545,-0.6696661551848574,-1.2942461746674,-1.241587789986768,0.8784517869837015,-0.3870915236689547,-0.7257113853457917,-1.130421408534111,-0.7595059965715167
8,1,-1.2370360250733052,-1.2861111421793316,-0.8517628652679481,-1.1460699397823524,-1.2367587104141975,-0.3044716807290104,-0.3870915747364956,-0.9148637959391052,-1.2864543775702226,-0.7595059965715167
9,1,-1.2212426274130097,-1.291170023469978,-0.8347072883010648,-1.133871868211136,-1.2209388639392356,0.2745643864496913,-0.3870915720913764,-0.8926056674118178,-1.2915534942053892,-0.7595059965715167
10,1,1.289249542338161,1.392267147241605,-0.4875410191401552,1.2591533083047008,1.2891642248289568,-1.360653348329646,-0.3870913070906165,-0.5588171032797657,1.3926215025465625,-0.7595059965715167
11,1,1.0852514892260088,1.1410468794318362,-0.4875410191401552,1.052564647851156,1.0853609612756503,-1.397930348362609,-0.3870912937444837,-0.5532595181293818,1.1407251407693089,-0.7595059965715167
12,1,1.3070171147059946,1.4147689226408262,-1.045258385957239,1.2568569814718238,1.3070336376206255,-1.748334148672467,-0.3870915867968996,-1.1039884186066664,1.4140377924142638,-0.7595059965715167
13,1,-1.4015505840347195,-1.2420478441386422,-1.1989007084672465,-1.4376454699641272,-1.401576053459091,2.190602188144021,-0.387091588953174,-1.2375094018446378,-1.2415821511807528,-0.7595059965715167
14,1,-1.598968054788416,-1.5827006146377798,-0.8517628652679481,-1.5519255188670311,-1.5986227618923028,2.2129683881637985,-0.3870915747364956,-0.9092784228629692,-1.582203142409915,-0.7595059965715167
15,1,-1.2752034027523549,-1.1024524550057242,0.8668707737616592,-1.3411521185313904,-1.275378358615062,0.6249681867595492,-0.3825659710380453,1.1101257173804957,-1.1028861787042077,2.3804223582272903
16,1,0.8575633396234126,0.9324272942618071,-1.5460669776281557,0.8205673069952356,0.8579837885663043,-1.2140304815333225,-0.3870915898371125,-1.5101089534709642,0.9326811820544898,-0.1592255758011565
17,1,0.6785714994733938,0.8257568243469635,1.3221409749309974,0.5994718243675368,0.6787415510262602,-0.3268378807487882,0.0890103994918578,1.2937205428234249,0.8266195560430148,0.5334056789338746
18,1,0.1415959790233406,-0.1414458276209514,1.4075041376502484,0.2855231549348716,0.141352536278336,-0.6896673477363007,0.8099256258614678,1.3048357131241926,-0.1422126046387307,-0.1592255758011565
19,1,-0.1992781871447087,-0.2592064582682684,-0.3225283119855592,-0.1665177893502792,-0.199226158546922,0.2024955197192946,-0.3870905617830941,-0.2973327219542069,-0.2584724639205387,0.810458180827887
20,1,0.8536149902083376,0.7061518517517463,1.5042661109756994,0.9076889945455549,0.8540171374058334,-0.6722714143875897,1.792427397485088,1.4494996545886836,0.7062804034530714,0.810458180827887
21,1,0.6193462582472856,0.3867391499598022,1.3534521716460337,0.7342448819854851,0.6192547719988982,-0.2572541473539229,0.2555154454396541,1.3215362565010955,0.3870757020916131,0.7181073468632162
22,1,-0.0156799393437709,-0.3146090438404935,0.3404788166404175,0.1270952391214427,-0.0153964252967329,-0.5629255476242246,-0.387075250507538,0.6261434145593204,-0.3155825702344105,3.719509450715017
23,1,-0.5750294398125768,-0.8375302132475011,-0.3964926640986098,-0.5023074465495699,-0.5753098881209127,0.7169181201741923,-0.3870910749696921,-0.4197385348914105,-0.8367122903484857,-0.4824534946775043
24,1,-1.1811010750264248,-1.1811644689870355,-0.7663997025486972,-1.188453631344265,-1.1807580124983954,0.6846113868122907,-0.3870915703703748,-0.5754898587309171,-1.181412574885781,-0.2515764097658273
25,1,0.2356983067492691,0.1389303120275222,-0.7038057350802354,0.2432305710200703,0.2352403377799057,0.0335064529031929,-0.3870915490888846,-0.6978956716681207,0.1382388102954597,-0.2054009927834919
26,1,-0.0801696464566452,0.1158780467658559,-0.6070721877163957,-0.4126306036234435,-0.0802448074643777,0.1602482530152697,-0.3870915120973955,-0.5087432610748074,0.1158026971007247,-0.0206993248541503
27,1,0.0810546213255398,0.3333215424317224,-0.345269081274737,-0.0523329893511737,0.0806656309666665,-0.1901555472945881,-0.3870909109053396,-0.3140332653311102,0.3340448890858745,0.2563531770398621
28,1,1.1925149816688505,0.9862266283368376,-0.3908074717763154,1.335652672453163,1.1921124540323946,-0.2572541473539277,-0.387091025241452,-0.3752222778368361,0.9867318183872618,-0.4362780776951689
29,1,1.2221276022819043,1.2964537839568857,1.0945058743463283,1.1922720128115265,1.2219935203708987,0.8411747869507379,-0.3044993516828019,1.093452961929344,1.2957382864783868,-0.2515764097658273
30,1,0.5384050952382703,0.6580784158809817,0.903881375779796,0.4848873930981474,0.5386696689863731,-0.2249474139920211,-0.3713800585942707,0.948816808390605,0.6583487070825015,0.3487040110045329
