f_id,i_id,pca.expl_var_PC1.cov_init,disp.diff_median_25,ela_meta.lin_simple.intercept,disp.ratio_mean_10,ic.eps.s,pca.expl_var.cov_init,disp.diff_mean_10,disp.diff_median_05,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2
1,1,0.6997709232301093,-0.151117435435084,0.5800181787037489,-0.0955665168679881,1.320891668586144,-0.7091399635591878,-0.0956654385770389,-0.0321366073440536,1.400522418242257,1.1811341007425311
2,1,0.6997709232301093,-1.5757878915577708,5.014641505605954,-1.6419773141872716,1.4781763297096515,-0.7091399635591878,-1.642140170132846,-1.6230217046943896,1.5729089378946026,0.456665663717309
3,1,0.6997709232301093,1.02640357605112,-0.0104261849801399,1.0862000821161104,1.288356553531144,-0.7091399635591878,1.0864715150355526,1.064803988297492,1.3282178564222349,0.5545800576203118
5,1,-1.648925550924001,1.393096635252036,-0.3303101120411515,1.3017926373361823,-1.4287996289264766,1.4275086135387989,1.3017104415275638,1.2931778377690182,-1.391133658390099,-1.7679035960923144
6,1,-1.6489255509240013,0.4970644345543508,-0.3303101027758095,0.4833394184451681,-1.1847456309826805,1.4275086135387989,0.4832703532962352,0.4631045789376846,-1.1297483619143378,-1.197417394553951
7,1,0.2053155316316673,-1.187063511788807,-0.3303100129254889,-1.30528029893617,-0.669520524212444,0.3590374359084704,-1.3058843438282828,-1.3630993936713267,-0.618144282159761,0.9329971225375928
8,1,-1.5420270978415849,-1.3446129774471829,-0.3303100626875148,-1.3012878442098728,-0.8539222962185957,1.4275086135387989,-1.301001325579639,-1.2129504539872693,-0.7960862810145671,0.2714619770860868
9,1,-1.506928105131628,-1.349713645449237,-0.3303100513474247,-1.2853180253046823,-0.8322231895083081,1.6945529634057128,-1.2850047784391103,-1.200589986642224,-0.779419843407186,0.1804130331729442
10,1,0.4902446169387317,1.355888902979702,-0.3303096913927124,1.2532177714995607,-0.5068178589165799,-0.7091399635591878,1.2531350480514063,1.2242940925750212,-0.4401745059089426,-1.6572390807795714
11,1,0.4922464606294137,1.1025935382803786,-0.3303096736463307,1.0469409439741837,-0.5013998547442234,-0.7091399635591878,1.0470553924754913,1.0149550690675506,-0.4401745059089426,-1.6629602891044548
12,1,-1.6498597446463192,1.3785765446091742,-0.3303100462722931,1.271183817767901,-1.0382969782038856,1.4275086135387989,1.2712040542549692,1.221967194207061,-0.9851670156703064,-1.7661201825044497
13,1,-1.6470571634793645,-1.3001857134991843,-0.3303100369826285,-1.467640124472275,-1.1684645284447497,1.4275086135387989,-1.467659605213837,-1.5084077972553978,-1.1353038411167984,0.9616031641620096
14,1,-1.4901126181298996,-1.6436522995819285,-0.3303100112298074,-1.667262860787157,-0.8484772020253775,1.6945529634057128,-1.6669072379469747,-1.6242092831220412,-0.7960862810145671,0.3755879685989626
15,1,0.6997709232301093,-1.1594372567403484,-0.3140983177442534,-1.3398815732307514,1.1202087940420615,-0.7091399635591878,-1.340052338114654,-1.4106298073137156,0.8833350818892075,-0.6614219060598842
16,1,-1.652395413321183,0.8922507408231375,-0.3303100094567407,0.8167093880910204,-1.4342176330988332,1.4275086135387989,0.8171385176384433,0.779869093465181,-1.4745491786150418,-1.769865153232274
17,1,0.6997709232301093,0.7846991654057106,-0.0069383881246547,0.6357181071655271,1.2991925618758564,-0.7091399635591878,0.6358942238381765,0.5558301150740934,1.3282178564222349,0.9905361319764194
18,1,0.6997709232301093,-0.1904926477559477,0.3230846329811206,0.09274426438905,1.3100285702205696,-0.7091399635591878,0.0925028122449738,0.2377017737303894,1.4116333766471776,-0.3915443362203891
19,1,0.6984363607696548,-0.3092259894050428,-0.3303093048370991,-0.2519376603146459,-0.251900762607209,-0.7091399635591878,-0.2518799954804094,-0.2203572971513238,-0.2789267220575299,0.4815120541568023
20,1,0.6997709232301093,0.6641062474159143,1.0122727528774202,0.8127169333647217,1.451059218827008,-0.7091399635591878,0.8131275607445866,0.8681506523758548,1.5061876326730534,0.4430982268325857
21,1,0.6997709232301093,0.342055174485561,0.2380211643151333,0.5758312862710633,1.3263096727585004,-0.7091399635591878,0.5757430038844642,0.6923974378638245,1.3588146581297855,1.171980167422718
22,1,0.6997709232301093,-0.3650862041884639,-0.3299728142318508,-0.0662885155418057,0.6483819006924001,-0.7091399635591878,-0.065996965678472,0.0771646700970331,0.3689532625334003,-0.3112839565770265
23,1,0.6914966359752905,-0.8923267388345073,-0.3303095057054373,-0.6318862684339699,-0.3712323045033597,-0.7091399635591878,-0.6321644134384274,-0.5606174004294258,-0.3512035064815395,0.2211153438271139
24,1,0.5444278528331898,-1.2387994374331563,-0.330309869478637,-1.2447280689206566,-0.5230718714336492,-0.7091399635591878,-1.244375124716664,-1.2558984095272,-0.7126707607896244,1.016526764080889
25,1,-0.0438472797352126,0.0921994183118484,-0.3303098756382276,0.1878977686991434,-0.6424034133298,1.1604642636718838,0.1874392988295601,0.1948461387749406,-0.6515049347705356,0.8716984619138431
26,1,0.6131578195466036,0.0689567397353698,-0.3303098301969596,-0.1314986094046673,-0.4580016413236483,-0.7091399635591878,-0.1315696755005016,-0.4697466687630593,-0.5569784561406722,0.110450828514371
