f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,ela_distr.skewness,pca.expl_var.cov_init,ic.eps.ratio,disp.ratio_mean_10,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,ic.eps.max
1,1,1.393957368860775,0.6997709232301089,-0.2048934834612357,-0.7091399635591878,1.454044903922291,-0.1096034903334407,0.1833729065699162,0.3445970670807331,0.5804726397813397,0.7561089397738081
2,1,1.5548842186820353,0.6997709232301089,-0.2550636821603602,-0.7091399635591878,1.628878124763499,-1.678933601765885,-0.3576577978204546,-0.0549733434813982,5.014298307112623,4.609921933646593
3,1,1.3606688489442522,0.6997709232301089,-0.1526131218983712,-0.7091399635591878,1.380714115354829,1.0896780406063262,0.4229068549008304,0.5027296373124256,-0.0098655201591711,0.1003909165384208
4,1,-0.0432419106659179,0.6997709232301089,-0.1809803550316224,-0.7091399635591878,-0.0461796383685364,-1.0063635540091227,-0.3980003797034791,0.1112685893262783,-0.329687925316685,-0.3869073753732882
5,1,-1.4194076174564048,-1.648925550924001,-0.4170232960111449,1.4275086135387989,-1.3772334602031184,1.3084658874669597,-0.440293123261913,-2.084157024426541,-0.3296919094188421,-0.3869123034701008
6,1,-1.1697021420792546,-1.6489255509240013,-0.3373231213763004,1.4275086135387989,-1.112138292926971,0.4778823947552963,-0.4890293633179549,-1.329249090080374,-0.3296919001551667,-0.3869123026464802
7,1,-0.6425461385052715,0.205315531631667,-0.2776787220644657,0.3590374359084704,-0.5932729591446028,-1.3372464088292155,-0.5409816090972548,0.0998417602419373,-0.3296918103210075,-0.3869122373661804
8,1,-0.831218041146215,-1.5420270978415849,-0.3048339957686883,1.4275086135387989,-0.7737405087270683,-1.3331947820355006,-0.5517721974331575,-0.5120465068550544,-0.3296918600740826,-0.3869122884306553
9,1,-0.8090164554233715,-1.506928105131628,-0.2745473141996154,1.6945529634057128,-0.7568375225032969,-1.3169882748606392,-0.5454203899267668,-0.4619159018398794,-0.3296918487360323,-0.386912285785695
10,1,-0.4760758215871716,0.4902446169387313,-0.3424662588517717,-0.7091399635591878,-0.4127772379184309,1.2591710948100878,-0.5083246319874303,-1.7583080918279022,-0.3296914888460653,-0.3869120208008449
11,1,-0.4705323544903317,0.4922464606294134,-0.3418818114113771,-0.7091399635591878,-0.4127772379184309,1.0498370438014577,-0.468454085704284,-1.784110609115125,-0.3296914711028757,-0.3869120074555134
12,1,-1.019862226451674,-1.6498597446463192,-0.2761222462495205,1.4275086135387989,-0.9655048874357544,1.277403415381808,-0.4710127636700474,-1.4671082538721052,-0.3296918436618136,-0.3869123004903353
13,1,-1.1530440234532513,-1.6470571634793645,-0.2700255366344583,1.4275086135387989,-1.117772621668228,-1.5020125651069778,-0.5413026162752741,0.1665596977988985,-0.32969183437382,-0.3869123026464802
14,1,-0.8256468567138909,-1.4901126181298996,-0.2767866707080742,1.6945529634057128,-0.7737405087270683,-1.7045939047927494,-0.5443647223139004,-0.2271129945261537,-0.329691808625631,-0.3869122884306553
16,1,-1.4249510845532447,-1.6523954133211831,-0.339045703305884,1.4275086135387989,-1.461832906253094,0.816193232030535,-0.4365434454979167,-1.6167628541379957,-0.3296918068528833,-0.3869123035303657
17,1,1.3717557831379317,0.6997709232301089,-0.0774531810636437,-0.7091399635591878,1.380714115354829,0.632519484048768,0.2971962710865414,0.6369027272059827,-0.0063783506567526,0.0891611019799089
18,1,1.3828427173316111,0.6997709232301089,-0.2228514000771455,-0.7091399635591878,1.4653135614048047,0.0814982401034703,1.818114689898608,-0.2941995394729331,0.3235853089199811,0.8100330466355429
19,1,-0.2152556946808577,0.6984363607696544,-0.1577808676871223,-0.7091399635591878,-0.249240846203443,-0.2682922064206289,4.171062849627442,0.5484369536497912,-0.3296911023599821,-0.3869112755380688
20,1,1.527139165862352,0.6997709232301089,-0.1407765232108034,-0.7091399635591878,1.561209836581001,0.8121416052368184,0.9415731021349264,0.4868795195502747,1.012649463947232,1.7924758316278575
21,1,1.3995008359576149,0.6997709232301089,-0.1471070118020234,-0.7091399635591878,1.411745180897303,0.5717450821430373,0.7220053408747744,0.8407426137750407,0.2385371406943953,0.2556561514350378
22,1,0.7058745154655318,0.6997709232301089,0.1866555412114527,-0.7091399635591878,0.4078345716019623,-0.0798915605128611,1.340069728454034,1.2421560612862597,-0.3293546722795929,-0.3868959651817584
23,1,-0.3373505574887549,0.6914966359752902,-0.2004701391491976,-0.7091399635591878,-0.3225434631271981,-0.6538720229558801,-0.5109968205414855,0.1510781874265642,-0.32969130319219,-0.3869117886938564
24,1,-0.492706222877691,0.5444278528331894,-0.0116505513535474,-0.7091399635591878,-0.6891410626770926,-1.275796735791199,-0.5081002906561013,1.1883393823729098,-0.3296916668999575,-0.3869122840647968
25,1,-0.6148010856855882,-0.0438472797352129,-0.1039194219960328,1.1604642636718838,-0.6271071032358517,0.1780620120203546,-0.3350422008803028,0.3468087114196381,-0.3296916730584402,-0.3869122627845842
26,1,-0.4261291830446447,0.6131578195466032,-0.0236471040774337,-0.7091399635591878,-0.5312389997033619,-0.14606813147688,-0.5276941706539668,0.765546706252278,-0.3296916276253457,-0.3869122257953159
27,1,-0.2319138133068614,0.6979025357854723,-0.0647860518028838,-0.7091399635591878,-0.2717781611684715,0.0193732959331664,-0.2500399978263163,0.5889837665297123,-0.329691095811329,-0.3869116246393539
28,1,-0.2929473860430679,0.6993705544919725,5.245281916801662,-0.7091399635591878,-0.316909134385941,1.15990623836406,-0.5313134930880699,1.9211308733300296,-0.3296909970459156,-0.3869117389686019
29,1,1.1719969463033086,0.6997709232301089,-0.0522235078735628,-0.7091399635591878,1.1551155925548944,1.1902934393169256,-0.5027308378531067,0.6240014685623716,-0.2462823213856241,-0.3043250239807532
30,1,1.027728215108052,0.6997709232301089,0.0220136212131734,-0.7091399635591878,0.9661965498605428,0.4886867328718711,-0.4372268060378864,1.0239404865143205,-0.3135250224963656,-0.3712017155634827
