f_id,i_id,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_10,ela_level.qda_mda_25,ela_level.mmce_qda_10,ela_meta.quad_simple.cond
1,1,0.5800180930595971,-0.7091399635591878,1.3941021767571409,1.314801868764038,1.1578808268806815,1.403530576132938,-0.0367146937121676,0.837833926630899,-1.4980001928518891,0.1639500899026576
2,1,5.0146415751427975,-0.7091399635591878,1.5668337144916298,1.4723652560171547,0.4120390867473733,-0.285553457781978,-1.5727793523652494,-0.597631205136546,-0.4166070592583562,-0.3798162827428884
3,1,-0.0104262912857408,-0.7091399635591878,1.3216529030344737,1.2822090978217382,0.512842155867376,-0.6392037863929105,1.1547805880437572,0.0981192743832123,-0.873840397623405,0.4046952179562163
4,1,-0.3303062447214174,-0.7091399635591878,-0.0880880551111717,-0.0923591294875314,0.2981097415149165,-0.5130123844838663,-0.9200530180473464,-0.2368458511629095,-1.0262515104117549,-0.4203628529017975
5,1,-0.3303102295404667,1.4275086135387989,-1.4031411802931149,-1.4397621913403127,-1.8781595236935544,-0.5512071300873108,1.3921356187048122,0.7704919795158978,1.6252180073030265,-0.4628694455357796
6,1,-0.3303102202751244,1.4275086135387989,-1.141232741672177,-1.1952757022319198,-1.290842810456811,-0.5021941448647385,0.5546499707473382,0.6239447370894691,1.644571799403134,-0.5118521155702237
7,1,-0.3303101304248006,0.3590374359084704,-0.6286047265265403,-0.679137558558646,0.9024232994613762,-0.6210693361060197,-1.2309071917256025,-0.3317526367343112,-1.0504437505368895,-0.5640670527428405
8,1,-0.3303101801868282,1.4275086135387989,-0.8069028623188602,-0.863866111268251,0.2213715119344135,-0.7302632072782533,-1.2288842795324688,-0.175435578146121,0.5051172895092823,-0.5749122026216015
9,1,-0.3303101688467378,1.6945529634057128,-0.7902030681453679,-0.8421285512975746,0.1276364376441943,-0.7362341187130035,-1.2214669348243117,-0.3024431882490256,0.5414056496969846,-0.5685282778286737
10,1,-0.3303098088920129,-0.7091399635591878,-0.4502787577439313,-0.5161465658197174,-1.764230178461097,-0.5753345800553427,1.3442600301339749,0.7704919795158978,1.6252180073030265,-0.5312449488576512
11,1,-0.3303097911456306,-0.7091399635591878,-0.4502787577439313,-0.5107189603339056,-1.7701201741525832,-0.415872027691185,1.1365743783055515,0.7739811995736695,1.6252180073030265,-0.4911728010999524
12,1,-0.330310163771606,1.4275086135387989,-0.9963620272171309,-1.0485675259504266,-1.8763234957511743,-0.5880011474620825,1.3644891520653142,0.7704919795158978,1.6252180073030265,-0.4937444167678265
13,1,-0.3303101544819411,1.4275086135387989,-1.1467993397300076,-1.1789657477470552,0.931873277918806,0.0749946550933886,-1.3913915590475667,-0.1541513357937111,-1.0504437505368895,-0.5643896830619116
