f_id,i_id,ic.eps.s,ic.eps.ratio,disp.diff_median_25,ic.m0,nbc.nb_fitness.cor,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond
1,1,1.3234475723806776,1.40773083840433,-0.0897841611613973,-0.8730415314808259,0.244503689639281,-1.0157384119573256,1.174140048835863,-0.0335332922458972,1.403668515762891,0.1669578056218024
2,1,1.4867952476736022,1.5871715551835548,-1.5171940026002393,-0.5929806115047156,-0.1618305241215802,-0.3507840137269534,0.4065457677289459,-1.5751497753321957,-0.2809685035194085,-0.3759087385052193
3,1,1.2896582926654172,1.332467514882525,1.090001011664341,-0.1967118409161113,0.4053130786645668,-0.8115785535610697,0.5102887673641092,1.1445694934517203,-0.6336877427620298,0.4073045468996868
4,1,-0.1353715215374631,-0.13203011722636,-0.8315013079331925,-0.6975676770559613,0.0072255002383354,-0.7008894737076787,0.2892936629659987,-0.9144569968666388,-0.5078285771417267,-0.416388211907152
5,1,-1.5322389135963168,-1.4981620840946837,1.457399155734248,2.241328864934009,-2.225363593082413,2.020422052465688,-1.9504466897584272,1.3594936503019617,-0.5459227637503686,-0.4588244643248179
6,1,-1.2787771143000788,-1.2260806878825494,0.559644046104996,1.1268955775601923,-1.4576768128404909,1.917932163712548,-1.3460008321178265,0.543577869666787,-0.4970388197466442,-0.5077260774833172
7,1,-0.7436910935635765,-0.6935413514919976,-1.127722175691206,-0.8614207464195778,-0.0043947586422791,-0.7697626789497886,0.9112320798105248,-1.239496616794472,-0.6156010367934563,-0.5598546090009976
8,1,-0.9352011910005276,-0.8787648822183455,-1.285574580665083,0.7712995546859616,-0.6266408793461821,0.2543162894715821,0.2103173560651063,-1.2355165398157644,-0.7245074227173868,-0.5706818122474555
9,1,-0.9126656264277352,-0.8614164403769766,-1.2906850563352668,0.4412692589464793,-0.5756616790957421,0.2215195250705791,0.1138484899602886,-1.219596231900932,-0.7304626139570566,-0.5643084516193562
10,1,-0.574716560699418,-0.5082889066959142,1.4201198796778791,2.2366805509095102,-1.8939987914545515,2.022061890685738,-1.83319458499548,1.311069380394345,-0.5699866910511434,-0.5270868193702374
11,1,-0.5690897031281839,-0.5082889066959142,1.166337473501893,2.2099527452686343,-1.920238085701102,2.023701728905788,-1.839256362937434,1.1054320698277569,-0.4109439711461643,-0.4870809832919009
12,1,-1.1266831541496225,-1.0755829549086748,1.4428511455659092,2.241328864934009,-1.5978696135292003,2.020422052465688,-1.948557113897104,1.3289797267985328,-0.5826199099627986,-0.4896483434316051
13,1,-1.2618684072985205,-1.2318635018296722,-1.2410618910707725,-0.8742036099869507,0.0634525593380861,-0.7763220318299913,0.9415409695202972,-1.4013530805952723,0.0786303595249697,-0.5601767054290878
14,1,-0.9295461991414372,-0.8787648822183455,-1.5851889016878091,-0.5325525291862202,-0.3368841014521354,-0.3130677346657994,0.320641714608677,-1.600356929530681,-0.5611131360442005,-0.5632492018871449
15,1,1.1150287679421682,0.8693797739969199,-1.1000428003179068,-0.1978739194222387,1.3218141419904952,0.3354882813640703,-0.7780988357844372,-1.2739906172766118,0.4753678019566595,0.0390204129429612
17,1,1.300912007807885,1.332467514882525,0.8478318468643645,-0.2246017250631119,0.5417574087466273,-0.7509045394192109,0.9721962465410384,0.6954841410208149,-0.4140664250159486,0.2811673985980016
18,1,1.3121657229503536,1.419296466298576,-0.1292350849409979,-0.286191885887732,-0.4051062664931664,0.0944320630166857,-0.4921561105796717,0.1541936719165046,1.2143448101798258,1.807246638130226
19,1,-0.3099729119728557,-0.3404427318806708,-0.2481967294732291,-0.5232559011372192,0.4517941141870268,-1.0452554999182284,0.4328712033625768,-0.1894196405786343,2.5444997671548406,4.168178883965186
20,1,1.458632825529576,1.5177199596786082,0.7270070503602395,-0.1653357212507388,0.3891946550559718,-0.5705223352136849,0.3921706943237397,0.8719342204102102,0.7763416791391674,0.9277307462012072
21,1,1.3290744299519115,1.3643163626963044,0.4043367310796542,-0.5127971945820959,0.7490478332943731,-1.155944579771619,1.164441204128736,0.6357829863401931,2.1630362451037537,0.7074179417896448
22,1,0.6250138763512506,0.3339490306328066,-0.3041643534132571,-0.3989135009818541,1.1572562823585597,-0.5393654090327304,-0.4071180257368253,-0.0043460610687042,2.638299744533833,1.3275795618426238
23,1,-0.4339044499792857,-0.4156771413327403,-0.8324186768779596,-0.4047238935124756,0.0477089827901553,-0.1753213241815781,0.1569737101759073,-0.5681902997190279,-0.2380197989734382,-0.5297680752653724
24,1,-0.5915971334131201,-0.7919359308022945,-1.17955758022516,-0.6162221816272143,1.1025286115014694,-0.161382699311151,0.9997340377630596,-1.1791321159507324,-0.5099285021883389,-0.5268617167979525
25,1,-0.7155286714195501,-0.7282671492444709,0.1540005471784782,-0.4907177029657219,0.2467527720032712,-0.355703528387104,0.84628445900387,0.2490521732423825,-0.6596824206252577,-0.3532164017216651
26,1,-0.5240185739825991,-0.629872569934174,0.1307131771071161,-0.1269871305486175,0.6725790329187129,0.5757245806014298,0.0397216054129597,-0.0693539850542712,-0.4124898185824965,-0.5465220832691426
27,1,-0.326881618974414,-0.3635739876691626,0.35037432952332,-0.6475983012925893,0.493027290860177,-0.4672125273505201,0.5527212129577908,0.0931658249096454,-0.7480841940097235,-0.2679257669376435
28,1,-0.388833320833701,-0.4098943273856174,1.009938245883001,-0.555794099308719,1.847724568103492,-0.4245767336292139,-1.4447212157439415,1.2135574944159953,-0.7396092589789686,-0.5501536868841292
29,1,1.098148195228466,1.1009236444397223,1.3233293376957231,-0.8951210230972024,0.5286377616233524,-0.6246369964753427,0.827406350556069,1.2434080717563063,-0.2090693477518456,-0.5214740442252852
30,1,0.9517092269370996,0.90702589279269,0.6784433244523126,-0.5941426900108404,0.9353468224448788,-0.4770515566708215,0.7771801904655895,0.5541914082766758,-0.7025579686375376,-0.4557477423918545
