f_id,i_id,pca.expl_var.cov_init,ic.eps.s,ela_distr.skewness,ic.eps.max,nbc.nn_nb.cor,ic.eps.ratio,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05,ela_meta.lin_simple.coef.max_by_min
1,1,-0.6684606875586628,1.3109747694203326,-0.2301669075894091,0.755998282946679,0.3634518028328074,1.391209489511054,-0.1082153633067639,0.6776101004751783,-0.0440933663721218,1.4037249001688763
2,1,-0.6684606875586628,1.4695026524670594,-0.2802301130671992,4.610042659399868,1.7063798144905802,1.5647546758694673,-1.6749785481451498,0.6776101004751783,-1.6571782109992876,-0.2804482675312
3,1,-0.6684606875586628,1.2781824877222416,-0.1779980393919523,0.100240890461026,-0.894131251074752,1.318418944862174,1.0891045232134475,0.6776101004751783,1.0681543083548313,-0.6330703882994374
4,1,-0.6684606875586628,-0.1047999105209124,-0.2063047764193086,-0.3870866587956523,0.8453997995398959,-0.0979625712599085,-1.0035086117858412,0.6776101004751783,-1.0598877512702376,-0.5072458770126449
5,1,1.4559663208162656,-1.4604508566576635,-0.4418443310203936,-0.3870915871883474,-1.388629976862754,-1.4192102291816489,1.3075345025110534,-1.6535047563858452,1.299714963555664,-0.5453295746859674
6,1,1.4559663208162656,-1.2144677877000405,-0.3623141253840025,-0.3870915863646774,-0.4699166081398668,-1.1560680758409028,0.4783095811034746,-1.6535047563858456,0.4580585824749602,-0.496459090492583
8,1,1.4559663208162656,-0.8810295328315206,-0.3298942862511748,-0.387091572147999,-0.2590643595805157,-0.820163341948337,-1.3298052475267097,-1.5474065121477816,-1.2413846877368753,-0.7238650617686719
9,1,1.7214831846431335,-0.8591589103168069,-0.2996721942135096,-0.3870915695028799,0.3257996155900661,-0.803384883711945,-1.3136252490602205,-1.5125702596701154,-1.228851738261134,-0.7298186132931702
10,1,-0.6684606875586628,-0.531181485039976,-0.3674462945782922,-0.3870913045021202,-1.3258763314581856,-0.4618593663101881,1.2583203405088146,0.4696522434792236,1.2298699913457531,-0.5693868761732137
11,1,-0.6684606875586628,-0.5257206554482872,-0.3668630935334865,-0.3870912911559874,-1.3635285187009267,-0.4618593663101881,1.0493286936499944,0.4716391019855544,1.0176097804911983,-0.4103879474329927
12,1,1.4559663208162656,-1.0668615638366914,-0.3012437675553016,-0.3870915842084031,-1.7174590787826949,-1.0105149506402031,1.276522838783616,-1.6544319570221329,1.22751062265307,-0.5820166166271871
13,1,1.4559663208162656,-1.1980579947770156,-0.2951600598142238,-0.3870915863646774,2.2611220398669687,-1.1616608952530334,-1.4983468982193078,-1.6516503551132695,-1.5409649424349745,0.0790515827883718
14,1,1.7214831846431335,-0.8755413990918735,-0.3019067750588701,-0.387091572147999,2.283713352212613,-0.820163341948337,-1.700596879050425,-1.495880648216937,-1.658382361296906,-0.5605157644300023
15,1,-0.6684606875586628,1.1087056413441787,0.4428041254077435,-0.3825659684534924,0.6797301756718342,0.870545966338753,-1.368906910487394,0.6776101004751783,-1.4418225254397248,0.4756797866788846
16,1,1.4559663208162656,-1.4659116862493524,-0.3640330337265876,-0.387091587248616,-1.1777777283034032,-1.5031864126547902,0.8160670490914399,-1.656948644463485,0.7792433358873957,-0.6278319943217852
17,1,-0.6684606875586628,1.289104146905619,-0.102998385029946,0.0890104016654729,-0.2816556719261601,1.318418944862174,0.6326937331378932,0.6776101004751783,0.5520780420202722,-0.4135095415596089
18,1,-0.6684606875586628,1.3000258060889969,-0.2480865270608584,0.809925627406868,-0.6481369610888421,1.4023951283353155,0.0825737852772562,0.6776101004751783,0.2295104304921973,1.2144533233823305
19,1,-0.6684606875586628,-0.2742494527510167,-0.1831547644197075,-0.3870905591945985,0.2530053869207659,-0.2995277828730965,-0.2666445149578059,0.6762855281376247,-0.234940551174506,2.544242032629002
20,1,-0.6684606875586628,1.442171200360657,-0.1661866834950464,1.7924273981743235,-0.6305659403755682,1.4975849147297786,0.8120220494748165,0.6776101004751783,0.8687568054497474,0.7765707930663542
21,1,-0.6684606875586628,1.3164355990120211,-0.1725036716540465,0.2555154474681747,-0.2113715890730431,1.3492213977744831,0.5720187388885589,0.6776101004751783,0.6905510712983315,2.162883543564985
22,1,-0.6684606875586628,0.633149296351957,0.1605470976385428,-0.3870752479190557,-0.5201195244635219,0.3527068169695778,-0.078552032784867,0.6776101004751783,0.0667331379632692,2.638016182920366
23,1,-0.6684606875586628,-0.3945242245079631,-0.2257529965239853,-0.387091072381196,0.7726055708705957,-0.372290363424916,-0.6515936451396978,0.6693977519823445,-0.5799487587083728,-0.2375113885739649
