f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,disp.ratio_median_10,ic.eps.ratio,pca.expl_var.cov_init,ic.m0,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,disp.ratio_median_02,ela_meta.lin_simple.coef.max
1,1,1.3799714823058085,0.6997709232301093,-0.0593155993136747,1.4570587359610307,-0.7091399635591878,-0.907559003283114,0.8321681485570998,0.5804714553077299,0.0674210900467189,0.846790750844863
2,1,1.5399203473958905,0.6997709232301093,-1.5623869924321954,1.632102075111182,-0.7091399635591878,-0.6446723208417303,-0.6208621337832779,5.014299135365776,-1.556895668486712,4.674051320696284
3,1,1.346885263398956,0.6997709232301093,1.1065874523283037,1.3836398168814557,-0.7091399635591878,-0.2727040274288179,0.0834019359752815,-0.0098669726156702,1.1388502463975478,-0.2731457862504327
4,1,-0.0484936490498445,0.6997709232301093,-0.9236806234511912,-0.0449688083127386,-0.7091399635591878,-0.7428457707161072,-0.2556620093447866,-0.3296895229559591,-1.0387729685625613,-0.3613671269120147
5,1,-1.416296120927654,-1.648925550924001,1.3388443137759412,-1.3776223191355477,1.4275086135387989,2.01582817075385,0.764002167883378,-0.3296935070599248,1.2753967299668871,-0.3613711574923347
6,1,-1.168108155788738,-1.6489255509240013,0.5193470924180831,-1.1122085548102296,1.4275086135387989,0.9697355215368906,0.615661691805848,-0.3296934977962451,0.4795736662192037,-0.3613711573464699
7,1,-0.6441557849399149,0.2053155316316673,-1.227857933472102,-0.5927196375579755,0.3590374359084704,-0.8966508421859625,-0.3517301271854732,-0.3296934079620451,-1.3705055298721218,-0.3613710803442266
8,1,-0.8316810906009874,-1.5420270978415849,-1.2258784715847644,-0.7734040769063271,1.4275086135387989,0.6359457919640138,-0.1935002860361079,-0.3296934577151429,-1.0659984944276144,-0.3613711505655543
9,1,-0.8096144283658591,-1.506928105131628,-1.2186204446645266,-0.7564807763117266,1.6945529634057128,0.326154016804873,-0.3220620319699673,-0.3296934463770874,-1.040448385538873,-0.3613711492212566
10,1,-0.4786971415139709,0.4902446169387317,1.2919970491089467,-0.4120069927086329,-0.7091399635591878,2.0114649063149894,0.764002167883378,-0.3296930864869571,1.2020972372532843,-0.3613711369812133
11,1,-0.4731873631781086,0.4922464606294137,1.0887722953422638,-0.4120069927086329,-0.7091399635591878,1.986376135791536,0.7675340839804617,-0.3296930687437595,1.0081677222452965,-0.3613711354100147
12,1,-1.019178847370381,-1.6498597446463192,1.3117916679823245,-0.96539892215207,1.4275086135387989,2.01582817075385,0.764002167883378,-0.3296934413028665,1.2439826616610572,-0.3613711574491155
13,1,-1.1515512718894718,-1.6470571634793645,-1.384895243200903,-1.1178496550084298,1.4275086135387989,-0.9086498193928292,-0.1719555978438953,-0.3296934320148685,-1.481083050308643,-0.3613711564784839
14,1,-0.8261437633734459,-1.4901126181298996,-1.5769030462726727,-0.7734040769063271,1.6945529634057128,-0.5879498831365368,-0.8557345542393672,-0.3296934062666679,-1.5493562920933126,-0.3613711496777596
15,1,1.17588929274547,0.6997709232301093,-1.2522712967492702,0.9319005130095857,-0.7091399635591878,-0.2737948435385354,-0.3280662893350103,-0.3134846214346363,-1.384746574170765,-0.3120039320035369
16,1,-1.4218058992635163,-1.652395413321183,0.8525565101199499,-1.4623234386115231,1.4275086135387989,1.9078373758920368,0.7798957903202569,-0.3296934044939194,0.768583094632836,-0.3613711574923347
17,1,1.35790482007068,0.6997709232301093,0.6829826084380093,1.3836398168814557,-0.7091399635591878,-0.2988836140619866,0.2546998666838578,-0.0063798015302577,0.6676392218101034,-0.2149565022796792
18,1,1.3689243767424049,0.6997709232301093,0.1439091544530095,1.4683409363574311,-0.7091399635591878,-0.3566968678768952,0.078104061829656,0.3235840078328541,0.4649137676764829,0.0905621656337976
19,1,-0.2194620708116509,0.6984363607696548,-0.1978779314273218,-0.2482740594558729,-0.7091399635591878,-0.5792233542588131,0.988632031657924,-0.3296927000006985,-0.1051468585133056,-0.3613691596451818
20,1,1.5123439068248998,0.6997709232301093,0.863113640185752,1.564352461730798,-0.7091399635591878,-0.243251992466506,1.5367854099253675,1.0126484756594727,0.8645007165266354,1.4400196710730473
21,1,1.3854812606416709,0.6997709232301093,0.6209594693014236,1.414708176223043,-0.7091399635591878,-0.5694060092713766,-3.711641910341529,0.2385358009998135,0.6802048491324348,1.2120609434250675
22,1,0.6960702463669037,0.6997709232301093,-0.0032308458391019,0.4095910456582314,-0.7091399635591878,-0.4625060305192808,1.6109556479641325,-0.3293562697675874,0.2462718522679087,-0.3598505644734994
23,1,-0.3408149386590174,0.6914966359752905,-0.5911310263784367,-0.3216647730344572,-0.7091399635591878,-0.4679601110678542,0.1699338803538414,-0.3296929008329974,-0.4749951560339389,-0.3613705327918272
24,1,-0.4952264765215576,0.5444278528331898,-1.2370954222796804,-0.6887029574303515,-0.7091399635591878,-0.666488643036036,-1.291926192229247,-0.3296932645409302,-1.0932240202926666,-0.3613710785434258
25,1,-0.6165793443689243,-0.0438472797352126,0.2125304998807204,-0.6265944442481675,1.1604642636718838,-0.5486805031867861,-1.1457048658099669,-0.3296932706994156,0.2709842526684947,-0.3613711519008482
26,1,-0.4290540387078518,0.6131578195466036,-0.0936262720275295,-0.5306111243757916,-0.7091399635591878,-0.2072550608459031,-0.2076279504244441,-0.3296932252663005,-0.7547897910778621,-0.3613710592046257
27,1,-0.236018954710917,0.6979025357854727,0.0508744457481317,-0.2708384602486735,-0.7091399635591878,-0.6959406779983504,0.3518275593536695,-0.3296926934520424,0.0762170291723511,-0.3613703891671566
