f_id,i_id,disp.diff_median_25,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.mmce_lda_25,ic.eps.max,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_distr.skewness,ela_level.qda_mda_25,pca.expl_var_PC1.cor_init
1,1,-0.0970280345606846,0.6371469620514552,1.4285545079694797,-0.6398331381166696,0.8816496569121399,1.5179495947567847,0.6997709232301093,-0.2252100713652802,0.9458769021270632,0.998367969282
2,1,-1.5151089416187962,5.148473183171,1.5921059017653028,-0.4764936780899287,4.969840848589457,1.697772800618176,0.6997709232301093,-0.2752186211249903,-0.5479187122110334,0.9471809264370442
3,1,1.075046571796242,0.0364900530778388,1.3947230880678638,1.03691699783685,0.1860526855289812,1.442525842765615,0.6997709232301093,-0.1730981577100973,0.176103761048608,-1.326376893259732
4,1,-0.8338976383280671,-0.2889226516027773,-0.0320839472666565,-1.051206592998832,-0.3308817344546089,-0.0250934574083252,0.6997709232301093,-0.2013739913020069,-0.1724727556661636,0.5611453116480042
5,1,1.4400435602357695,-0.2889267053445971,-1.4306934377872569,1.03691699783685,-0.3308869622645761,-1.3941374197897332,-1.648925550924001,-0.436656399294718,0.8757984982458645,-1.3732983492009414
6,1,0.5481557903603574,-0.2889266959189983,-1.1769155344619782,1.0500244853698597,-0.3308869613908652,-1.121476065107862,-1.6489255509240013,-0.3572130195108989,0.7232962721831516,-0.9552708326338042
7,1,-1.1281825343999583,-0.288926604514593,-0.6411621829975009,-1.5220678759154245,-0.330886892140399,-0.5878015878994982,0.2053155316316673,-0.2977607951184538,-0.2712361020686828,1.341747715033577
8,1,-1.2850032842141952,-0.2889266551373214,-0.8329111216072438,-0.522874018591349,-0.3308869463104734,-0.7734199341366997,-1.5420270978415849,-0.324828574228124,-0.1085670609351227,0.955712100244537
9,1,-1.2900803600220567,-0.2889266436010889,-0.8103474518810201,-0.0520127356747561,-0.3308869435046539,-0.756034513009269,-1.506928105131628,-0.2946394766846473,-0.2407356568561404,0.4395760848912351
10,1,1.403007925430844,-0.2889262774204661,-0.4719769141139818,1.03691699783685,-0.3308866624041616,-0.4021542659604176,0.4902446169387317,-0.3623395857400979,0.8757984982458645,-1.206940459954836
11,1,1.1508841314806313,-0.2889262593671364,-0.4663430390262855,1.03691699783685,-0.3308866482472041,-0.4021542659604176,0.4922464606294137,-0.3617570213958707,0.8794295036283097,-1.2261356010216935
12,1,1.425590629580189,-0.288926638438176,-1.024631890841548,1.03691699783685,-0.3308869591035896,-0.9706575368274007,-1.6498597446463192,-0.2962093342859331,0.8757984982458645,-1.3796967295565608
13,1,-1.2407815103388884,-0.2889266289878339,-1.159985739823451,-1.6228947030924252,-0.3308869613908652,-1.1272712054836722,-1.6470571634793645,-0.2901322683372056,-0.0864179281022049,1.4334578334641217
14,1,-1.582659455405524,-0.2889266027895825,-0.8272490771441089,-0.3746585826411582,-0.3308869463104734,-0.7734199341366997,-1.4901126181298996,-0.2968716179614755,-0.789380570143662,0.7296359943459834
15,1,-1.1006840594723903,-0.2724345058246702,1.21987577472121,0.7586349548283282,-0.3260863961990263,0.978451001470732,0.6997709232301093,0.4470262560790737,-0.2469083660062979,-0.3154327970718591
16,1,0.9415142356360175,-0.2889266009858481,-1.4363273128749534,1.03691699783685,-0.3308869623285062,-1.4811514525325238,-1.652395413321183,-0.3589300512623053,0.8921380224668701,-1.4223525985940235
17,1,0.8344601200909,0.0400381761647842,1.4059908382432562,1.03691699783685,0.1741399048529935,1.442525842765615,0.6997709232301093,-0.0981803830424848,0.3522075220972168,-1.241065155184806
18,1,-0.1362211241370208,0.3757693981731257,1.417258588418649,1.03691699783685,0.938853278115792,1.529539875508405,0.6997709232301093,-0.2431101273736915,0.1706572529749402,-0.7782489761283329
19,1,-0.2544052867271727,-0.2889258841788432,-0.206903091237872,-1.3234390263767333,-0.3308858718165742,-0.2339503165525258,0.6984363607696548,-0.1782492529643163,1.1067304405694014,1.0090319365413611
21,1,0.3938634968856997,0.2892346401195445,1.4341883830571758,1.0974130941430502,0.3507607205808274,1.4744425783853896,0.6997709232301093,-0.1676097883618519,-3.725411522389128,1.1583274781724815
22,1,-0.3100071304434525,-0.2885835735069518,0.7292497627091796,0.345244963402626,-0.3308696303269355,0.4418789540744628,0.6997709232301093,0.1650773779856398,1.746513588956305,0.2241639462520472
23,1,-0.8348090117455229,-0.2889260885214748,-0.3309891900443824,0.2595421603021755,-0.330886416181071,-0.3093450928418168,0.6914966359752905,-0.2208009791179189,0.2650633929185245,0.6656521907897888
24,1,-1.179679165111947,-0.2889264585866311,-0.4888785393770706,-0.0600788818489163,-0.3308869416790954,-0.6864059013939092,0.5444278528331898,-0.032589770138762,-1.2378097348756865,0.821346112776528
25,1,0.1451634021895571,-0.2889264648527603,-0.612964638183581,1.03691699783685,-0.3308869191046795,-0.6226014058562386,-0.0438472797352126,-0.1245613494515925,-1.0874861120424406,-1.2901194045778883
26,1,0.1220282283137015,-0.2889264186255231,-0.4212156995738383,0.1335086263309246,-0.3308868798658267,-0.5239970923618276,0.6131578195466036,-0.0445476698360563,-0.1230910824649048,0.2241639462520472
27,1,0.3402537702854512,-0.2889258775157236,-0.2238328858763992,-1.390993000585324,-0.3308862421492295,-0.2571308780557667,0.6979025357854727,-0.0855540674133931,0.4520601701144695,0.2113671855408085
28,1,0.9955070616816566,-0.2889257770239513,-0.2858618505919353,-1.255885052168143,-0.3308863634316646,-0.3035499524660066,0.6993705544919729,5.207404803009374,-0.4756617051003662,-0.921146137403834
29,1,1.3068499646377851,-0.2040591688603485,1.2029741494581212,-1.7015396282904858,-0.2432769539196592,1.210488422118173,0.6997709232301093,-0.0730320001406367,-0.2741409063746389,0.8746659490733568
30,1,0.6661786479208711,-0.2724772311524505,1.0563525503008253,-0.9826443505184712,-0.3142209000560505,1.0161773653172563,0.6997709232301093,0.0009659360887221,-0.9502341085859988,0.8405412538433866
