f_id,i_id,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,pca.expl_var.cov_init,disp.diff_median_25,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio
2,1,1.5764844214390774,0.4967191985669989,1.2692972719650375,0.7814538635797494,-0.5552114333351833,-0.7091399635591878,-1.5305206186439424,-0.0887698115538577,5.068443386994181,1.757163733247611
3,1,1.3804636461892623,0.5969038141398482,-0.5868822715262585,-0.8469649659157077,0.1464595244417265,-0.7091399635591878,1.038536411675459,0.4522710304448347,0.0210574189638656,-0.8078099439490949
4,1,-0.0364977191851338,0.3834888400647974,0.6689976598330519,-0.0327555511681203,-0.1913559818099447,-0.7091399635591878,-0.854858219692199,0.0725054162990242,-0.300243234349089,0.984213695710142
5,1,-1.4254561166666992,-1.7794284363760784,-1.5290976383169863,-0.3720094739795256,0.8245537750114886,1.4275086135387989,1.4005602648145516,-2.0573288566317176,-0.3002472368661275,-1.1983531208101317
6,1,-1.1734294056312224,-1.1957150668447871,-1.0071378127593351,-0.3720094739796574,0.6767594910263821,1.4275086135387989,0.5159374946422314,-1.324974828599119,-0.3002472275596345,-0.6918674383184785
7,1,-0.641373015667438,0.9840947741584553,1.419563061417562,-0.2363079048548995,-0.2870703752479187,0.3590374359084704,-1.1467459759503162,0.0614199793512656,-0.3002471373102536,1.2608484459867098
8,1,-0.8317987923372671,0.307221419862428,1.0373320949544838,0.1029460179566376,-0.1294231389971388,1.4275086135387989,-1.302289319862913,-0.5321872894642203,-0.300247187293292,0.233638527680337
9,1,-0.8093908230244226,0.2140614350976921,0.6555592558982731,0.849304648142072,-0.2575115184508976,1.6945529634057128,-1.307325039621861,-0.4835544047901807,-0.3002471759028362,0.520443673187661
10,1,-0.4733552083104536,-1.6661980778738763,-1.367225954557153,-0.3041586894172219,0.8245537750114886,-0.7091399635591878,1.363826309082879,-1.7412151062504588,-0.3002468143494252,-1.1088536427794773
11,1,-0.4677602097304674,-1.6720519368806372,-1.4263243900430544,0.9850062172665476,0.8280726865349431,-0.7091399635591878,1.1137562256443,-1.7662467380679796,-0.300246796524225,-1.306159310256147
12,1,-1.0221965940141964,-1.777603672951769,-1.5290976383169863,-0.6434126122287779,0.8245537750114886,1.4275086135387989,1.3862250625778016,-1.458715261452728,-0.300247170805164,-1.3773520768714402
13,1,-1.156616434898364,1.0133640691922594,1.48767133590519,0.510050725330516,-0.1079577787040638,1.4275086135387989,-1.258427760786963,0.1261446273365686,-0.3002471614742404,2.0439688787549346
14,1,-0.8261758187643811,0.4137616537854743,1.1570560572825117,-0.3041586894172219,-0.7892190496449351,1.6945529634057128,-1.597520890035629,-0.2557665552507437,-0.3002471356070411,2.2127974395854872
15,1,1.2068228652593918,-0.6472921044685398,-0.3732421907904033,-1.2540696732895673,-0.263493668040771,-0.7091399635591878,-1.1194714937928385,1.3265901703567995,-0.2839634396937925,0.9048846129102402
16,1,-1.4310511152466854,-1.7814354737498246,-1.5295557657238537,-2.136129872599628,0.8403888768670363,1.4275086135387989,0.9060917823045008,-1.6038987259943465,-0.3002471338260995,-1.0986832475487212
17,1,1.3916536433492346,1.0429678704550212,-0.9355172281523902,-0.6434126122287779,0.3171267333292897,-0.7091399635591878,0.7999096914063394,0.5824355158959411,0.0245607064799115,-0.4355734785034191
18,1,1.402843640509207,-0.371157212463909,0.6123425705171102,-1.11836810416496,0.1411811571565447,-0.7091399635591878,-0.1628647295762109,-0.3208487979762977,0.3560494880095352,-0.313528735734345
19,1,-0.2101105251221045,0.5221416719677888,1.2457800650791748,0.9171554327043756,1.0483565479032215,-0.7091399635591878,-0.2800862061254414,0.4966127782358708,-0.3002464260769683,-0.0836778035192555
20,1,1.548481453546247,0.4828371900652519,-0.0223165971299345,-0.6434126122287779,1.5944916163434233,-0.7091399635591878,0.6808523170260073,0.4368944566140722,1.0482985600398576,-0.8159462601336998
21,1,1.419656611242065,1.2286188275265777,0.9545637434470976,-0.9148157504780112,-3.634610907510577,-0.7091399635591878,0.3629020111655842,0.7801854072543528,0.270608219438959,-0.2809834709959254
22,1,0.7195824139212964,-0.2890359332547793,0.3008159338472423,-1.3219204578518895,1.668388758335976,-0.7091399635591878,-0.3352351370518681,1.1696060793869212,-0.2999084409862428,-0.2219951786575394
23,1,-0.3333403688462997,0.2557074606029331,1.042982332972516,1.5278124937651838,0.2326728567663725,-0.7091399635591878,-0.8557621693868156,0.1111256482460555,-0.3002466278374408,0.9699751423870832
24,1,-0.490140204050412,1.0695611156571627,0.2482839911931081,1.9349172011390436,-1.2238046227916166,-0.7091399635591878,-1.197823133473559,1.1173972473103786,-0.3002469932262986,0.8438622415257071
25,1,-0.6133700477746074,0.9213748562288752,-0.9249802977944388,0.6457522944549915,-1.0781216857205829,1.1604642636718838,0.1162277387479315,0.301008455318961,-0.3002469994132464,0.2478770810033913
26,1,-0.4229442711047781,0.1424771021007312,-0.1376119945249098,-0.4398602585418481,-0.1434987850909584,-0.7091399635591878,0.0932810157478656,0.7072360802432933,-0.300246953770156,0.2153318162649757
27,1,-0.2269234958549629,0.6378808271871741,-0.1058484943154332,2.002767985701366,0.4138968002243001,-0.7091399635591878,0.3097289702796022,0.535948199663403,-0.3002464194980467,-0.2667449176728667
28,1,-0.2885244302206106,-1.291049342097749,-1.20107841499989,0.1029460179566376,-0.4851850940184296,-0.7091399635591878,0.9596448020444144,1.82829559092796,-0.3002463202761306,-0.7366171773338016
29,1,1.1900378695194331,0.9031442667506774,0.3267764869030648,-0.3041586894172219,-0.2898855044666824,-0.7091399635591878,1.2684516167460176,0.5699196999871811,-0.2164521221541408,-0.8037417858567922
30,1,1.0444280314752932,0.8546408635518024,0.2488948277355979,1.5278124937651838,-0.945106830133987,-0.7091399635591878,0.6329989800950696,0.957909993158748,-0.2840056251264181,-0.6471176993031473
