f_id,i_id,disp.diff_median_25,ic.eps.ratio,ela_level.mmce_lda_25,ic.eps.s,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,ela_level.qda_mda_25,ic.eps.max,ela_meta.quad_simple.cond,pca.expl_var.cov_init
1,1,-0.0931888926751091,1.4969369349792463,-0.6398331381166696,1.4117598652658565,0.5900969244462478,0.9951310066303638,0.8625094101140063,0.7706358733271338,0.19198346170201,-0.7091399635591878
2,1,-1.515849738133219,1.6750219215066549,-0.4764936780899287,1.5740069463337314,5.016679702143708,0.9427239863053988,-0.5683818877106712,4.615800173385357,-0.3498626116298196,-0.7091399635591878
3,1,1.0826711320388371,1.4222422492024422,1.03691699783685,1.378198248944376,0.0007231132329743,-1.3850211664617793,0.1251517165339586,0.1163894068124979,0.4318784034854384,-0.7091399635591878
4,1,-0.8324383447129876,-0.0311906492205748,-1.051206592998832,-0.03723008436064,-0.3185768450453021,0.5474877080212907,-0.208746106973987,-0.3698152944839414,-0.3902659924435125,-0.7091399635591878
5,1,1.4488469415984555,-1.3870010655027214,1.03691699783685,-1.424685746610034,-0.3185808226392168,-1.433060935092997,0.7953820351795967,-0.3698202115211618,-0.4326224739548329,1.4275086135387989
6,1,0.5540786653814025,-1.1169753285992543,1.0500244853698597,-1.1729317071094338,-0.3185808133906741,-1.005070269105786,0.6493017373948702,-0.3698202106993897,-0.4814321627378005,1.4275086135387989
7,1,-1.12767368493045,-0.5884594920117889,-1.5220678759154245,-0.6414509570526117,-0.3185807237032638,1.3466947679770014,-0.3033504903012388,-0.3698201455655913,-0.533462703976681,0.3590374359084704
8,1,-1.2850009145727526,-0.7722836015339577,-0.522874018591349,-0.8316707091761085,-0.3185807733750646,0.9514584896928932,-0.1475315059975308,-0.3698201965154678,-0.5442695544406253,1.4275086135387989
9,1,-1.2900943876780722,-0.7550662325496771,-0.0520127356747561,-0.809286983386345,-0.3185807620555356,0.4230210347495001,-0.2741344307442936,-0.3698201938764432,-0.5379081743415501,1.6945529634057128
10,1,1.4116916937833224,-0.4046066868746463,1.03691699783685,-0.4736149307188784,-0.3185804027534681,-1.262738119036862,0.7953820351795967,-0.3698199294862699,-0.5007565106492903,-0.7091399635591878
11,1,1.1587536222839807,-0.4046066868746463,1.03691699783685,-0.4680259854530198,-0.3185803850392629,-1.2823907516587234,0.7988601375078042,-0.3698199161708879,-0.4608258768242458,-0.7091399635591878
12,1,1.4343473326949892,-0.9676146526606209,1.03691699783685,-1.0218625165732762,-0.318580756989606,-1.4396118126336177,0.7953820351795967,-0.3698202085480835,-0.4633884108863963,1.4275086135387989
13,1,-1.2406363188039422,-1.1227144515940146,-1.6228947030924252,-1.1561369265855288,-0.3185807477167847,1.4405906793925625,-0.1263150817954634,-0.3698202106993897,-0.5337841949336817,1.4275086135387989
14,1,-1.583618418027742,-0.7722836015339577,-0.3746585826411582,-0.8260538191839207,-0.3185807220106568,0.7199941499242996,-0.7996756925364882,-0.3698201965154678,-0.5368509157679915,1.6945529634057128
15,1,-1.1000863989056902,0.9626532797820468,0.7586349548283282,1.2047453326184547,-0.3023984224351497,-0.3499825150437277,-0.280047204702247,-0.3653050202324321,0.0642865634398061,-0.7091399635591878
16,1,0.948707530024191,-1.4731739972690456,1.03691699783685,-1.4302746918758924,-0.3185807202408049,-1.483284329571088,0.8110334956565323,-0.3698202115812915,-0.4288671451792314,1.4275086135387989
18,1,-0.1325085631362677,1.5084151809687665,1.03691699783685,1.4005540300078103,0.3336292326788359,-0.8238293238152833,0.1199345630416475,0.8244389641742845,1.829188908676064,-0.7091399635591878
19,1,-0.2510744219905921,-0.2380286419517319,-1.3234390263767333,-0.2106550559602319,-0.3185800168987304,1.0060491358647266,1.0165893432536115,-0.369819185896006,4.185683116410561,-0.7091399635591878
20,1,0.7208848525183541,1.606095054339585,1.03691699783685,1.546034275278109,1.021567764824191,-0.5137544535592471,1.5563908245914568,1.8046769595592072,0.9513263149495786,-0.7091399635591878
21,1,0.3992880581672455,1.4538504690960845,1.0974130941430502,1.4173488105317151,0.2487199951515308,1.1589029451458734,-3.612069235125293,0.271306196810828,0.7314276505971912,-0.7091399635591878
22,1,-0.3068558415109599,0.431267881697201,0.345244963402626,0.7180320341411598,-0.3182441363947396,0.202474824215274,1.62943097348382,-0.369803909899065,1.350423501957276,-0.7091399635591878
23,1,-0.8333526615690658,-0.3126946321135619,0.2595421603021755,-0.3337515754407673,-0.3185802174028682,0.6544853745180937,0.2103652235750497,-0.3698196979001739,-0.5034327263676729,-0.7091399635591878
24,1,-1.1793366329486614,-0.6861106697676335,-0.0600788818489163,-0.4903817665164541,-0.3185805805164998,0.8138900613398605,-1.2292213300701478,-0.369820192159407,-0.5005318312207844,-0.7091399635591878
25,1,0.1497847433529046,-0.6229229255953238,1.03691699783685,-0.6134782859969895,-0.3185805866649222,-1.3478995270649292,-1.0852278936823456,-0.3698201709269513,-0.3272129314940415,1.1604642636718838
26,1,0.1265748504178633,-0.5252717478394793,0.1335086263309246,-0.4232585338734925,-0.3185805413060451,0.202474824215274,-0.1614439153103619,-0.3698201340206941,-0.5201552404876235,-0.7091399635591878
27,1,0.3455051896508709,-0.2609851339307726,-1.390993000585324,-0.2274498364841369,-0.3185800103607749,0.1893730691340331,0.3894874934777496,-0.3698195342138411,-0.2420826245158907,-0.7091399635591878
28,1,1.0028747352721026,-0.3069555091188017,-1.255885052168143,-0.28898412386124,-0.3185799117567,-0.9701322555558096,-0.4991676513793357,-0.3698196482865123,-0.5237800174792552,-0.7091399635591878
29,1,1.3152231741674842,1.1924477644922449,-1.7015396282904858,1.1879784968208789,-0.2353074885965376,0.8684807075116987,-0.3061329721638047,-0.2874182736906899,-0.4951542862984097,-0.7091399635591878
30,1,0.6724826982435005,1.0000149704779355,-0.9826443505184712,1.0425261962769092,-0.3024403451848809,0.8335426939617225,-0.9537556256760916,-0.3541448811801462,-0.4295515355885886,-0.7091399635591878
