f_id,i_id,disp.diff_median_25,pca.expl_var.cov_init,ic.eps.s,disp.diff_mean_10,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.max,pca.expl_var_PC1.cov_init,ela_distr.skewness,disp.ratio_mean_10
1,1,-0.0740542376384784,-0.6548570506842823,1.3232475621342037,-0.0172897722507145,1.4042645199271566,0.5800180676213872,0.7559982813341949,0.6463304788836871,-0.2353849365178887,-0.0171838900690492
2,1,-1.5324587226427602,-0.6548570506842823,1.4865466098468747,-1.588756962268442,1.5828834872587287,5.014641595797137,4.610042661188221,0.6463304788836871,-0.2855383324266823,-1.588588849490557
3,1,1.1313486798979624,-0.6548570506842823,1.289468341275968,1.183951605188926,1.329345865082799,-0.0104263228609063,0.1002408882698969,0.6463304788836871,-0.1831220844721588,1.1836832389897265
4,1,-0.8318769610450776,-0.6548570506842823,-0.1351372504729971,-0.9150605428897972,-0.1284450945279232,-0.3303062796213483,-0.3870866614168027,0.6463304788836871,-0.2114798169719071,-0.9151295811670532
6,1,0.58947559287669,1.5470030867191007,-1.2782024585492382,0.5710021561537757,-1.2174854564183577,-0.3303102551750966,-0.3870915889858322,-1.8069335369896615,-0.3677702216598494,0.571078723827986
7,1,-1.134529940973167,0.4459216458094205,-0.7432757295710627,-1.247066931576303,-0.6873848859522119,-0.3303101653247719,-0.3870915237016128,0.1298611806956788,-0.308145798197464,-1.2464499039366477
8,1,-1.2958099382797277,1.5470030867191007,-0.934728815651006,-1.242104999247618,-0.8717601848123558,-0.3303102150868,-0.3870915747691537,-1.69527580207776,-0.3352919771724995,-1.2423929203925304
9,1,-1.301031382339822,1.8221977608425264,-0.912199959774697,-1.225849933146652,-0.8544911902266414,-0.3303102037467095,-0.3870915721240346,-1.6586141487920794,-0.3050154390904651,-1.2261649862160606
10,1,1.4686357180832796,-0.6548570506842823,-0.5743514993674285,1.3533085746645046,-0.5029808054344252,-0.3303098437919808,-0.3870913071232746,0.4274757425395109,-0.3729116366175137,1.3534003839186406
11,1,1.209342704516024,-0.6548570506842823,-0.5687263168764648,1.1438984817224085,-0.5029808054344252,-0.3303098260455983,-0.3870912937771418,0.4295667113580859,-0.372327384917779,1.143789567472571
12,1,1.4918605685491495,1.5470030867191007,-1.1261537758184943,1.3716695926790436,-1.0676769283872851,-0.3303101986715777,-0.3870915868295578,-1.8079093224383296,-0.3065898436708025,1.3716568098671704
13,1,-1.250330704313883,1.5470030867191007,-1.2612987851638926,-1.4114566304420464,-1.2232417879469293,-0.3303101893819127,-0.3870915889858322,-1.8049819660923248,-0.3004951759398872,-1.4114339013974264
14,1,-1.6019300565987926,1.8221977608425264,-0.9290755072475876,-1.6139242887489025,-0.8717601848123558,-0.3303101636290904,-0.3870915747691537,-1.6410500107160502,-0.3072540456031323,-1.614283078603301
15,1,-1.1062495382362447,-0.6548570506842823,1.1148908026689153,-1.281787112174228,0.8683788362747966,-0.3140984694077388,-0.3825659710706537,0.6463304788836871,0.4387984748505567,-1.2816104279856677
16,1,0.9940193096343302,1.5470030867191007,-1.537213986345653,0.9102659380633564,-1.5747521727391454,-0.3303101618560236,-0.3870915898697707,-1.8105578829418576,-0.3694922266695934,0.9098368497617964
17,1,0.8839210765419301,-0.6548570506842823,1.3007187062578949,0.7260925692566675,1.329345865082799,-0.0069385258471211,0.089010399464434,0.6463304788836871,-0.1079873158862936,0.7259202624284695
18,1,-0.1143617950809402,-0.6548570506842823,1.3119690712398222,0.1739194511113347,1.4157771829842996,0.3230845102373568,0.8099256258419698,0.6463304788836871,-0.2533368387444698,0.1741705004284921
19,1,-0.2359065616172332,-0.6548570506842823,-0.309686663167595,-0.1760289005194554,-0.3359032828176386,-0.33030945723635,-0.3870905618157523,0.644936499671304,-0.1882880995013908,-0.1760824122136513
20,1,0.7604727017263812,-0.6548570506842823,1.4583925714796024,0.906190160405528,1.5137499456005856,1.0122726614137283,1.7924273974763918,0.6463304788836871,-0.1712894500480609,0.9057798662176778
21,1,0.4307959493633622,-0.6548570506842823,1.3288727446251671,0.6649692500921167,1.3610488609764062,0.2380210377106072,0.255515445414061,0.6463304788836871,-0.17761781845887,0.6650655092667079
22,1,-0.293089461299985,-0.6548570506842823,0.6250217854433573,0.0128581705424558,0.335400100044365,-0.3299729666158294,-0.387075250540196,0.6463304788836871,0.1560329522148107,0.012567322587812
23,1,-0.8328142496531646,-0.6548570506842823,-0.4335813075310664,-0.5624590655275851,-0.4107931560043533,-0.3303096581046973,-0.3870910750023503,0.6376878077669108,-0.2309630736535819,-0.5621720128288317
24,1,-1.187490894624802,-0.6548570506842823,-0.5912270468403189,-1.184563666734544,-0.7853288669108553,-0.3303100218779136,-0.387091570403033,0.4840712985622723,-0.0422067245140734,-1.1849189868508665
25,1,0.1750239890185208,1.2718084125956748,-0.7151216912037903,0.270390198908905,-0.7219516567812835,-0.3303100280375045,-0.3870915491215427,-0.1303947382562808,-0.1344446928574316,0.2708619415632921
26,1,0.1512309591751827,-0.6548570506842823,-0.523668605123847,-0.0537742547686291,-0.62400767582264,-0.3303099825962343,-0.3870915121300536,0.5558612280000118,-0.0541992594033619,-0.0536967419661071
27,1,0.375661813275278,-0.6548570506842823,-0.3265903365529403,0.1115629890011934,-0.3589286089319244,-0.3303094506865184,-0.3870909109379978,0.6443789079863504,-0.0953244290467834,0.11196341941869
28,1,1.0495474387213888,-0.6548570506842823,-0.3885235957784487,1.2535868136467412,-0.4050368244757818,-0.3303093519033323,-0.3870910252741102,0.6459122851199722,5.212965114097373,1.2540042870877628
29,1,1.3697434753406617,-0.6548570506842823,1.0980152551960245,1.2842899376794847,1.0988623506787978,-0.2468856669663142,-0.304499351714552,0.6463304788836871,-0.0827660925114362,1.2844316636686437
30,1,0.7108544676239411,-0.6548570506842823,0.951619880868699,0.582167171178462,0.9058525545257968,-0.314140468308846,-0.3713800586267561,0.6463304788836871,-0.0085538266093625,0.5818973466122996
