f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_distr.skewness,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio
1,1,-0.2367027873148275,-0.1808968564764615,-0.7391317846350022,-0.3983674898455285,-0.1685170108452869,2.1572698945674875,2.01836203224347,-1.3041943082516565,-0.4357974415756634,1.2009466686198305
1,2,-0.2367024794035585,-0.1808962382780125,-0.6957302249728189,-0.433871891324702,-0.1685170009646587,1.34933203426873,1.3191456341474923,-0.9473205047131732,0.0328186228207614,0.869330216608875
1,3,-0.2367025467871009,-0.180897303645555,-0.7044452234664241,-0.4308855397984164,-0.1685170009279124,1.3198631761423365,1.3413109954704194,-0.9745627797924468,0.0063013872658616,0.9006147875533084
1,4,-0.2367026726094675,-0.1808971932789608,-0.7217885040507132,-0.4193926111972565,-0.1685170017458376,1.1602401946243457,1.1962286304476233,-1.1216710652205235,-0.139326053896292,1.022624614236579
1,5,-0.2367026726094675,-0.1808969876177619,-0.7217885040507132,-0.4089403808552569,-0.1685170047567169,2.0271157711758945,1.9055201927812904,-1.138016430268088,-0.1410648890146468,1.0476522709921268
2,1,-0.0371694604010453,-0.1537842849422721,1.569822517752853,-0.2582201242786294,-0.1443835948994178,-0.8681995397427398,-0.546774782673473,0.1532674084894785,0.73530801063581,-0.0692069117240234
2,2,-0.0324627585173689,-0.1597573186539025,1.5784941580449978,-0.2286130129346967,-0.1527073018544831,-0.6078912929595497,-0.3875871877179044,0.1614400910132604,0.4053640469281232,-0.0879776542906793
2,3,0.0145530013350376,-0.1440171649058363,1.621895717707181,-0.2826840746606258,-0.1363277825309438,-0.4409010969099595,-0.3714669249375937,0.2104761861559527,0.7057478136237905,-0.1630606245573098
2,4,0.0264065063279313,-0.1584908566836631,1.6132240774150366,-0.3737979613792695,-0.160271064514005,-0.0528944649123828,-0.1719786730312488,0.1151282233784952,-0.4753559405182188,-0.0441792549684753
2,5,-0.0277560566336925,-0.144374461702007,1.6045524371228923,-0.2407997403752967,-0.1361998051428691,-0.5047502895171562,-0.4077375161932928,0.1614400910132604,0.7087907750809103,-0.1067483968573352
3,1,-0.2366971274380236,-0.1808968576739587,-0.3919193073375364,-0.1929879507877945,-0.1685168570378426,0.4431646468819878,0.5272377250647285,-0.7348307590948396,-0.2949517969889829,0.6941366193200659
3,2,-0.2366909185259097,-0.1808930706749544,-0.1749115090266202,-0.136307602122232,-0.1685130438253346,0.1091842547828074,0.261253389189602,-0.4814776008575956,0.8609388479368925,0.4250893091979704
3,3,-0.2366711480156982,-0.1808925046638188,-0.0534218285336758,-0.2408299055422288,-0.1685145915563314,-0.0528944649123828,-0.0470466364838405,-0.4460626432545401,0.1662742181544369,0.4188323950090851
3,4,-0.2366920684758943,-0.1808951420937188,-0.2183130686888034,-0.0845441756666145,-0.1685159398233178,0.4677220286539864,0.7307560426661514,-0.5686528811112764,0.2553895179700834,0.5283283933145917
3,5,-0.2366933617543364,-0.1808955583828334,-0.2964445477210254,-0.2304832532844917,-0.1685166275572898,0.8851975187779622,0.7045606156481465,-0.7811426267296046,-0.3575498612497297,0.7379350186422698
4,1,-0.2366867583801584,-0.180894627282534,-0.0534218285336758,0.018258713238248,-0.1685149710864469,0.6543581301211759,0.8133723894152436,-0.4896502833813775,0.2862538413208683,0.4782730798035023
4,2,-0.2366321007863032,-0.1808883916863958,0.1115127698229126,-0.1349501696102841,-0.1685103822938299,0.3031875707815964,0.5796285791007382,-0.3834054105722103,0.4114499698423623,0.3562632531202252
4,3,-0.2366875340575852,-0.1808944724542227,-0.1836265075202254,-0.1087668047131535,-0.1685156697620629,0.4038728360467903,0.5272377250647285,-0.5523075160637065,0.2510424301741982,0.5220714791257064
4,4,-0.2366863522686639,-0.1808920982435248,0.0030305497681849,-0.1074395373681377,-0.1685130180523411,0.4087843124011902,0.4365612469254807,-0.4433384157466176,0.4640497321725733,0.4125754808201998
4,5,-0.2366920684758943,-0.1808924902168549,-0.0273635494557815,-0.0133694642901406,-0.1685129194565143,0.6887384646019735,0.5010422980467198,-0.4624080083021039,0.7113990277584421,0.437603137575741
5,1,-0.2367029873783536,-0.1808968446004052,-0.7825333442971855,-0.5305512513423325,-0.1685169906304841,0.4112400505783898,-0.5225943885030069,0.5155896670438108,0.290166220337166,-0.4978055336627148
5,2,-0.2367029873783536,-0.1808957606034992,-0.7825333442971855,-0.5277157256507078,-0.1685169906304841,0.3252892143763948,-0.7079774104765842,0.5128654395358891,0.3075545715207068,-0.4790347910960519
5,3,-0.2367029873783536,-0.1808967208826585,-0.7825333442971855,-0.5329041343630424,-0.1685169906304841,0.1214629456688067,-0.5709551768439387,0.5046927570121071,0.2645184023414432,-0.469649419812724
5,4,-0.2367029873783536,-0.1808952950649602,-0.7825333442971855,-0.5340504107064652,-0.1685169906304841,-0.0209698686087848,-0.8308944141764494,0.5074169845200343,0.2875579676596342,-0.4884201623793799
5,5,-0.2367029873783536,-0.1808968906197567,-0.7825333442971855,-0.5357698252215993,-0.1685169906304841,-0.1732256355951754,-0.8308944141764494,0.5074169845200343,0.2879926764392226,-0.4915486194738295
6,1,-0.2294833203832796,-0.1798554834068286,0.9361424034043938,-0.2825935791598293,-0.1681075601658615,-0.2100617082531733,-0.3674368592425159,-0.2826089927788986,0.3610237514100947,0.28743719704248
6,2,-0.230119266832893,-0.1800061158200173,0.9101274825279604,-0.2657312508447418,-0.168265354886605,0.1239186838460022,0.0637801701307912,-0.4950987383972324,0.2588671882067916,0.5064291936534862
6,3,-0.2298086212488595,-0.1797628514975777,0.9361424034043938,-0.3067558778725038,-0.1682421102845074,-0.0823633230387805,0.0033291847046265,-0.4487868707624671,0.2266987385172413,0.4563738801424038
6,4,-0.2271826651817773,-0.1793051265096799,0.9795439630665772,-0.3420792883500844,-0.1680781479276445,0.0183219422264132,-0.0127910780756801,-0.3725085005405013,0.2788637920678637,0.3906762811590943
6,5,-0.2323553061156069,-0.1804541947962636,0.8319960034957384,-0.205793064150504,-0.1683623699423997,0.2663514981235986,-0.1619035087935546,-0.4079234581435568,0.1775766464237386,0.4438600517646263
7,1,-0.2366832722402059,-0.1808943592142708,-0.1836265075202254,-0.1711182047619655,-0.168516100153092,-0.0185141304315845,-0.0933923919772338,-0.2362971251441334,0.437967205397262,0.2530241690036039
7,2,-0.2366875340575852,-0.1808951679096951,-0.2270280671824087,-0.1610882867570162,-0.1685163826669553,0.0134104658720134,-0.0430165707887627,-0.3534389079850096,0.3240735051450697,0.3750339956868811
7,3,-0.2366882747228301,-0.1808953272633512,-0.2270280671824087,-0.0608494370413887,-0.1685166687732137,-0.2444420427339716,-0.0430165707887627,-0.3834054105722103,0.2288722824151846,0.4063185666313145
7,4,-0.2366926049034113,-0.1808956252634218,-0.3051161880131699,-0.2346762114880645,-0.168516713138008,0.5929646756911795,0.6239593017465929,-0.5550317435716337,0.0332533316003498,0.5533560500701329
7,5,-0.2366909185259097,-0.1808954013985872,-0.2791012671367364,-0.2256266614084111,-0.1685164694911356,0.3473908579711938,0.1887122066782033,-0.4433384157466123,0.2584324794272031,0.4595023372368464
8,1,-0.2319353147188524,-0.1804484409799593,0.8450034639339553,-0.2492007393659082,-0.1683168912424498,0.5413941739699821,0.8980037690118711,-0.8356271768881517,-0.2419173258791835,0.7942472463422445
8,2,-0.2305575604431012,-0.1802945951875758,0.8927408437422107,-0.2742679930865482,-0.1682782203678334,0.8802860424235622,0.9987554113888132,-0.7947637642692413,-0.1810580967367906,0.7379350186422698
8,3,-0.2298086212488595,-0.1802291272570937,0.9144633026740324,-0.3080228148836553,-0.1683223444159443,1.2633811980667398,1.2304841888557831,-0.7620730341741129,-0.3066889340378732,0.7129073618867288
8,4,-0.2314747608574723,-0.1804096836025413,0.8667259228657771,-0.2937999386751334,-0.1683509356156074,0.9932499985747556,1.125702480783764,-0.8356271768881517,-0.3705911246373853,0.7848618750589166
8,5,-0.2314747608574723,-0.1803921598664648,0.8667259228657771,-0.2711157331421355,-0.1683672316301009,0.7452204426775701,1.047116199729749,-0.8192818118405875,-0.2727816492299684,0.7754765037755886
9,1,-0.2332505006495489,-0.1805993775422774,0.8059377244178441,0.120081234217815,-0.1684866765813569,1.2093549581683427,1.2727998786540986,-1.0590138325381948,-0.2388743644220637,1.006982328764365
9,2,-0.2332505006495489,-0.1806062852929247,0.7972660841256998,0.1200510690508827,-0.1684780228058698,0.8409942315883601,1.0874168566805258,-1.0644622875540493,-0.2445255785567148,1.00072541457548
9,3,-0.2330875767000604,-0.1805983205167202,0.8059377244178441,0.1137767143289897,-0.1684812974222505,1.4058140123443317,1.6496110211438615,-1.0263231024430663,-0.2054017883937479,0.9725693007254964
9,4,-0.2332505006495489,-0.1806082374321862,0.7972660841256998,0.109086030871036,-0.1684863964791265,0.8090696352847668,1.0874168566805258,-1.0644622875540493,-0.2536544629280727,0.9975969574810374
