f_id,i_id,ic.eps.max,ic.eps.ratio,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,ela_level.mmce_lda_10,ela_level.mmce_mda_10,nbc.nn_nb.mean_ratio,ic.eps.s
1,1,-0.2367745182952778,-0.7722706540660224,-0.3982633991320353,0.7234166767407978,-0.1685198223631386,-0.1809046265022407,0.4214158065464607,0.240939169069269,1.180815904114649,-0.848593566802997
1,2,-0.2367742103790733,-0.7291596699502685,-0.4337699794452938,0.7234166767407978,-0.1685198124825058,-0.1809040083029507,-1.6356707764363003,-1.659673208297538,0.8513550235662979,-0.807686440920811
1,3,-0.2367742777636958,-0.737816321106379,-0.4307834446525899,0.7234166767407978,-0.1685198124457596,-0.1809050736719425,-1.339551115179976,-1.3818913992977735,0.8824362387123724,-0.8158596928453237
1,4,-0.2367744035880792,-0.7550434875862007,-0.4192898107533958,0.7234166767407978,-0.1685198132636851,-0.1809049633051982,-0.6496553086359849,-0.8000116099193262,1.003652977782043,-0.8322470629539717
1,5,-0.2367744035880792,-0.7550434875862007,-0.4088369389789318,0.7234166767407978,-0.1685198162745658,-0.1809047576437195,-0.6276038444998754,-0.7444552481193681,1.028517949898904,-0.8322470629539717
2,1,-0.0372379930256031,1.5212250873088429,-0.2581074330017046,0.7208501031051714,-0.1443863953008343,-0.1537920180835438,0.5726258463369306,1.1883213387105636,-0.0810814308158342,1.4340322306749018
2,2,-0.0325312156973484,1.529838670548754,-0.2284985047285837,0.7192459945829051,-0.1527101060900004,-0.1597650599210138,0.4749693623055896,0.6678459492162749,-0.0997301599034748,1.4094716086417411
2,3,0.0144852977792015,1.572949654664508,-0.2825728846873909,0.718283529469545,-0.1363305792216583,-0.1440248847597144,-0.3787373206780707,-0.6684307530247018,-0.174325076254044,1.4749393565570876
2,4,0.026338992774077,1.5643360714245969,-0.3736923628829707,0.7170002426517319,-0.1602738722335744,-0.1584985962278532,0.5033212447663011,-0.2210558395829705,-0.0562164586989732,1.3767786009436904
2,5,-0.0278244383690937,1.5557224881846865,-0.2406859800442647,0.7192459945829051,-0.1362026017746342,-0.144382182041959,-0.0952184960709509,-0.3760288488144178,-0.1183788889911154,1.4994999785902483
3,1,-0.2367688583277508,-0.4273827811399915,-0.1928712563428927,0.6555628862489268,-0.1685196685556234,-0.1809046276997395,0.6261794020960534,0.2994195499113246,0.6773002187482985,-0.4149616859479771
3,2,-0.2367626493161131,-0.2118278605612222,-0.1361874293177332,0.6996758706112544,-0.168515855341359,-0.1809008406955833,0.2702057667560031,-0.0397666589725978,0.4100017684920893,-0.0550116711924392
3,3,-0.2367428784889965,-0.0911515593700711,-0.2407161470623728,0.6903720411821089,-0.1685174030730687,-0.1809002746836777,-1.3994050892637009,-1.5163962752345015,0.4037855254628758,-0.1204385528481631
3,4,-0.2367637992845304,-0.2549388446769761,-0.0844208262441972,0.6836347853885898,-0.1685187513406761,-0.1809029121171658,0.2072015835099765,-0.0017544114252617,0.5125697784741263,-0.2104260565370476
3,5,-0.2367650925837028,-0.3325472296685728,-0.2303688598512872,0.6788224598217902,-0.1685194390749649,-0.1809033284068467,0.6324798204206553,0.5274930351953415,0.7208139199528001,-0.3740545600657913
4,1,-0.2367584891036781,-0.0911515593700711,0.0183883714682794,0.5902756693926822,-0.1685177826033591,-0.1809023973052806,0.4812697806301916,0.6795420253846864,0.4628398342404112,-0.0386243010837912
4,2,-0.2367038306337064,0.0726787938530336,-0.1348299135028677,0.7118670953804791,-0.1685131938086284,-0.1808961617006594,0.1158455178032375,-0.080702925562037,0.3416230951707337,0.0840970765627665
4,3,-0.2367592647935384,-0.2204845117173326,-0.1086449417850185,0.6579690490323266,-0.1685184812792969,-0.1809022424767587,0.4907204081170963,0.416380311595436,0.5063535354449128,-0.1940795526880223
4,4,-0.236758082985674,-0.0350771324782512,-0.1073175929882612,0.6752934210728041,-0.1685158295683536,-0.1808998682628309,0.6450806570698611,0.7000101586794052,0.3975692824336623,-0.005890427126118
4,5,-0.2367637992845304,-0.0652677417341388,-0.0132417470180855,0.6829931419796833,-0.1685157309724814,-0.1809002602366942,0.4749693623055896,0.6503018349636586,0.4224342545505164,0.0268025805719326
5,1,-0.2367747183620108,-0.8153816381817763,-0.530455272481822,0.7234166767407978,-0.1685198021483265,-0.1809046146261683,-3.535246901304001,-3.3146679861277115,-0.5068940783170091,-0.8976739446096955
5,2,-0.2367747183620108,-0.8153816381817763,-0.5276195727796587,0.7234166767407978,-0.1685198021483265,-0.1809035306277876,-3.585650247900823,-3.332212100380328,-0.4882453492293615,-0.8976739446096955
5,3,-0.2367747183620108,-0.8153816381817763,-0.5328082998942555,0.7234166767407978,-0.1685198021483265,-0.1809044909082532,-3.623452757848439,-3.332212100380328,-0.4789209846855412,-0.8976739446096955
5,4,-0.2367747183620108,-0.8153816381817763,-0.5339546465823641,0.7234166767407978,-0.1685198021483265,-0.1809030650886153,-3.636053594497644,-3.3175920051698142,-0.4975697137731818,-0.8976739446096955
5,5,-0.2367747183620108,-0.8153816381817763,-0.535674166614527,0.7234166767407978,-0.1685198021483265,-0.1809046606455824,-3.6770063136075617,-3.3439081765487395,-0.5006778352877955,-0.8976739446096955
6,1,-0.2295549356415849,0.8917874920523567,-0.2824823836330665,0.6451361808541949,-0.1681103714951103,-0.1798632520159022,-1.3616025793160853,-1.4696119705608572,0.273244421849378,0.7631717127109017
6,2,-0.2301908922848993,0.8659467423326243,-0.2656190205106268,0.6209141421679713,-0.1682681662885379,-0.1800138846340144,-1.0339808264367465,-1.080717437961194,0.4908129278718721,0.7467843426022539
6,3,-0.2298802417214714,0.8917874920523567,-0.3066461651376714,0.63053879330157,-0.1682449216757333,-0.1797706199806329,-1.2576456769601416,-1.3029428851609983,0.4410829836381639,0.7631717127109017
6,4,-0.227254243562463,0.9348984761681108,-0.3419717433422813,0.6728872582894043,-0.1680809592433454,-0.1793128943700365,-1.56321596570337,-1.6216609607502075,0.375812431831408,0.7999717795010199
6,5,-0.2324269674094926,0.7883383573410274,-0.2056771555297901,0.5026913440769338,-0.1683651813890201,-0.1804619642198366,-0.8166163942379552,-0.911124333519226,0.4286504975797299,0.6977039647955553
8,1,-0.2320069692806197,0.8012587322008937,-0.2490874945873764,0.7030444985080139,-0.1683197026681216,-0.1804562103957047,0.0874936353425261,-0.0222225447199814,0.7767601072157287,0.6977039647955553
8,2,-0.2306291929205953,0.8486765079366031,-0.274156286635225,0.7118670953804791,-0.1682810317756924,-0.1803023643940262,-0.2495787450237165,-0.4257371725301644,0.7208139199528001,0.738611090677741
8,3,-0.2298802417214714,0.8702535339525796,-0.3079131798982125,0.7128295604938393,-0.168325155844128,-0.1802368963744801,-0.3850377390026736,-0.4842175533722201,0.695948947835946,0.738611090677741
