f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.s,ela_level.mmce_lda_10,nbc.nn_nb.cor,nbc.nb_fitness.cor
1,1,-0.2367739875931902,-0.1809045025645146,0.7204860230271984,-0.7619323847166775,-0.1685196848834506,-0.3936475134914637,-0.8339557172763692,0.4070358698718439,2.115520672300312,-0.4278665655347627
1,2,-0.2367736796770224,-0.1809038843652381,0.7204860230271984,-0.7188823465224458,-0.168519675002818,-0.429135511427167,-0.7931313039759434,-1.6334420105037553,1.316982006413659,0.0424528007477739
1,3,-0.2367737470616368,-0.1809049497342068,0.7204860230271984,-0.7275267597862225,-0.1685196749660718,-0.4261505396381826,-0.8012880299100944,-1.3397131885201308,1.2878559760469774,0.0158391816909699
1,4,-0.2367738728860053,-0.1809048393674648,0.7204860230271984,-0.74472957225145,-0.1685196757839973,-0.4146629209351215,-0.8176422654080672,-0.6553875287923243,1.1300899782274267,-0.1303175787029531
1,5,-0.2367738728860053,-0.1809046337059906,0.7204860230271984,-0.74472957225145,-0.1685196787948779,-0.4042155196736762,-0.8176422654080672,-0.63351410587865,1.986880704847447,-0.1320627340509411
2,1,-0.0372374860616201,-0.1537918947344308,0.717922833803641,1.5283210458102154,-0.1443862583648223,-0.2535648980205397,1.444054701613319,0.5570250555656158,-0.8747517786794813,0.7474955613345818
2,2,-0.0325307092933128,-0.1597649364422264,0.7163208405389176,1.5369224520428295,-0.1527099689664725,-0.2239714655873257,1.419543740181195,0.4601570398050589,-0.6174718437737475,0.4163523340540205
2,3,0.0144857985898605,-0.1440247616226452,0.7153596445800834,1.579972490237061,-0.136330442467127,-0.2780175457060583,1.4848791149137444,-0.3866569044243274,-0.4524243383625254,0.7178279204188002
2,4,0.0263394921745468,-0.1584984727765606,0.7140780499683048,1.5713710840044472,-0.1602737349396505,-0.369089336500274,1.3869168364445912,0.4882800121226395,-0.068931605201157,-0.4675688497014703
2,5,-0.0278239325250056,-0.144382058897133,0.7163208405389176,1.5627696777718338,-0.136202465022986,-0.2361525625847974,1.5093900763458683,-0.1054271812485163,-0.5155307374903461,0.7208819422777778
3,1,-0.2367683276263365,-0.1809045037620134,0.6527217079293978,-0.417532079162824,-0.1685195310759389,-0.1883628627308554,-0.4012006228399884,0.6101462254988247,0.4213565726380613,-0.2865089823478037
3,2,-0.2367621186154375,-0.1809007167579394,0.6967765227092919,-0.2022818881916654,-0.1685157178617603,-0.1317087012005355,-0.041978412699979,0.2570466841780842,0.0912615618156172,0.8735830352266535
3,3,-0.236742347790673,-0.1809001507460462,0.6874849617738961,-0.0817761868727473,-0.1685172655934352,-0.2361827138149892,-0.1072730038028576,-1.399083907857246,-0.068931605201157,0.1763934737057873
3,4,-0.236763268583718,-0.180902788179477,0.6807565900620577,-0.2453319263858972,-0.1685186138610122,-0.0799691901914726,-0.19707855633786,0.1945511901390151,0.4456282646102999,0.2658326852901285
3,5,-0.2367645618827366,-0.1809032044691488,0.6759506102678873,-0.3228305965417468,-0.1685193015952855,-0.2258408418592149,-0.3603762095395628,0.6163957749027309,0.8582470281383554,-0.3493345748753409
5,1,-0.2367741876598994,-0.1809044906884425,0.7204860230271984,-0.8049824229109092,-0.1685196646686389,-0.5257702041917628,-0.8829368565109458,-3.517681155781688,0.3898033730741513,0.3007357922498725
5,2,-0.2367741876598994,-0.1809034066900853,0.7204860230271984,-0.8049824229109092,-0.1685196646686389,-0.5229359885537372,-0.8829368565109458,-3.5676775510129435,0.3048524511713164,0.318187345729744
5,3,-0.2367741876598994,-0.1809043669705301,0.7204860230271984,-0.8049824229109092,-0.1685196646686389,-0.5281220001467202,-0.8829368565109458,-3.605174847436385,0.1033974078017365,0.274994750867062
5,4,-0.2367741876598994,-0.1809029411509231,0.7204860230271984,-0.8049824229109092,-0.1685196646686389,-0.5292677468940071,-0.8829368565109458,-3.6176739462441994,-0.037378405637247,0.2981180592278911
5,5,-0.2367741876598994,-0.1809045367078556,0.7204860230271984,-0.8049824229109092,-0.1685196646686389,-0.5309863670149375,-0.8829368565109458,-3.658296017369593,-0.1878628958651255,0.2985543480648879
6,1,-0.2295544057983837,-0.1798631281007843,0.6423087517086956,0.8997732853619677,-0.1681102340246463,-0.277927092015483,0.7745506369382057,-1.361586611433805,-0.2242704338234833,0.3718508726803488
6,2,-0.2301903623660407,-0.1800137607156263,0.6181186534113717,0.8739690666641267,-0.1682680288145192,-0.2610725543382883,0.758196401440233,-1.0366100424306453,0.105824576998956,0.269322995986103
