f_id,i_id,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.skewness,ela_level.mmce_mda_10,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max,disp.diff_mean_25,nbc.nb_fitness.cor
1,1,-0.2367752195018592,-0.1809047077136384,0.6564117301433963,-0.8278255132058094,-0.4606223061659295,0.2502929574997709,0.408470661180105,-0.1685198480249801,-1.4463255691930943,-0.5816930584686232
1,2,-0.2367749115856063,-0.1809040895143396,0.6564117301433963,-0.7836175675455364,-0.4973942516593679,-1.6535839706683255,-1.6319806327279802,-0.1685198381443473,-0.7419068188497402,-0.0667987794574262
1,3,-0.2367749789702394,-0.1809051548833466,0.6564117301433963,-0.7924944877030937,-0.4943012842814152,-1.3753250350129882,-1.3382556378928188,-0.168519838107601,-0.8086457070997936,-0.0959347265999892
1,4,-0.2367751047946426,-0.1809050445166007,0.6564117301433963,-0.8101600004544516,-0.482398046190506,-0.7924457908507613,-0.653938894606644,-0.1685198389255265,-1.033974581076695,-0.2559436166452122
1,5,-0.2367751047946426,-0.1809048388551191,0.6564117301433963,-0.8101600004544516,-0.4715726603676713,-0.7367940037196886,-0.6320657566933872,-0.1685198419364073,-1.090498333370107,-0.2578541705562008
2,1,-0.0372386628630616,-0.1537920989092403,0.6537123007762282,1.5240283631643377,-0.3154715340652366,1.199302380155862,0.5584578925853,-0.1443864208611923,0.4867186583352308,0.7050650005816221
2,2,-0.0325318847948547,-0.1597651408316822,0.6520251574217484,1.5328611195400168,-0.2848074180908867,0.6779330059806049,0.461591138969449,-0.1527101316853604,0.4759076394477862,0.3425373959716979
2,3,0.0144846360731579,-0.1440249654464646,0.6510128714090602,1.57706906520029,-0.340808872888668,-0.6606389265929706,-0.3852117716723473,-0.1363306047481407,0.5912535496248551,0.6725855840948304
2,4,0.0263383329315519,-0.158498677120505,0.6496631567254764,1.5682363088246107,-0.4351756200109543,-0.2124955881164743,0.4897137448579214,-0.1602738978607408,0.3829499022423551,-0.6251581599435944
2,5,-0.0278251067266479,-0.1443822627337922,0.6520251574217484,1.559403552448932,-0.2974292243605122,-0.3677347837978729,-0.1039857127876177,-0.1362026273005784,0.5314098781455344,0.6759290534390591
3,1,-0.2367695595334424,-0.1809047089111372,0.5850455662488939,-0.4741619479236255,-0.247910504218541,0.3088737860587893,0.6115783703746379,-0.1685196942174643,-0.7971536791485722,-0.4269381916786161
3,2,-0.2367633505208286,-0.1809009219069271,0.631442008497093,-0.2531222196222605,-0.1892066082268919,-0.0308950195835171,0.2584834297749221,-0.1685158810031838,-0.3347485248446327,0.8431025206504869
3,3,-0.2367435796906039,-0.1809003558950135,0.6216565770411091,-0.1293753027989989,-0.297460466455239,-1.5100609406987302,-1.397625583657372,-0.1685174287349001,-0.2924408367575457,0.0798362332108828
3,4,-0.2367645004894267,-0.1809029933285391,0.6145705749522933,-0.2973301652825336,-0.1355951736757105,0.0071825189798446,0.19598875002276,-0.1685187770025131,-0.5216855128511589,0.1777521211490045
3,5,-0.2367657937888024,-0.1809034096182259,0.6095091448888532,-0.3769133002274006,-0.286744427963948,0.537339017438961,0.6178278383498534,-0.1685194647368048,-0.9615322419175172,-0.4957181324741747
4,1,-0.2367591903077396,-0.1809024785166466,0.5163788317215595,-0.1293753027989989,-0.0291221148467908,0.6896491716924089,0.4678406069446645,-0.168517808265192,-0.7826822365433316,0.211664453069037
4,2,-0.236704531829175,-0.1808962429119366,0.6442642979911404,0.0386237234664141,-0.1878007139641861,-0.0719015995748303,0.1053714643821246,-0.168513219470442,-0.3449636608012734,0.3492243346601548
4,3,-0.2367599659977218,-0.1809023236881225,0.5875762812806139,-0.2619991397798178,-0.1606825757413274,0.4260354431768261,0.4772148089074896,-0.1685185069411327,-0.6246881337472869,0.1729757363715352
4,4,-0.2367587841896716,-0.1808999494741608,0.6057974295089974,-0.071874058793329,-0.1593079235733484,0.7101524616880648,0.6303267743002862,-0.1685158552301783,-0.5765918686181034,0.4070185904675341
4,5,-0.2367645004894267,-0.1809003414480298,0.6138957176105014,-0.1028328698900837,-0.0618794511678361,0.6603587574128997,0.461591138969449,-0.1685157566343057,-0.6822333996363635,0.6787948843055415
5,1,-0.2367754195686237,-0.1809046958375658,0.6564117301433963,-0.8720334588660824,-0.5975251652587481,-3.311421418888545,-3.5161952272556665,-0.1685198278101679,0.8000679538051871,0.2159631993687605
5,2,-0.2367754195686237,-0.1809036118391697,0.6564117301433963,-0.8720334588660824,-0.5945884083544294,-3.32899566745625,-3.566190971057396,-0.1685198278101679,0.810027711362912,0.235068738478638
5,3,-0.2367754195686237,-0.180904572119649,0.6564117301433963,-0.8720334588660824,-0.5999620486474382,-3.32899566745625,-3.603687778908693,-0.1685198278101679,0.8109640988256039,0.1877825291816912
5,4,-0.2367754195686237,-0.1809031462999907,0.6564117301433963,-0.8720334588660824,-0.6011492482470564,-3.314350460316496,-3.6161867148591256,-0.1685198278101679,0.8188808291920007,0.2130973685022782
5,5,-0.2367754195686237,-0.1809047418569806,0.6564117301433963,-0.8720334588660824,-0.6029300476464838,-3.3407118331680543,-3.656808256698031,-0.1685198278101679,0.8446740474825186,0.213575006980025
6,1,-0.2295556357131762,-0.1798633332124854,0.5740791344447742,0.8785746910116007,-0.3407151466044876,-1.4631962778515155,-1.3601287758060756,-0.16811039715523,0.0363162887803442,0.293818271241511
6,2,-0.2301915924564693,-0.1800139658327404,0.5486032697921266,0.8520764218845641,-0.3232508156522088,-1.0736337679340502,-1.0351564410948322,-0.1682681919493212,-0.2446850761602494,0.1815732289709802
6,3,-0.2298809418442041,-0.1797707011758983,0.5587261299190064,0.8785746910116007,-0.3657400644806509,-1.2962409164583133,-1.2570125542150083,-0.1682449473364188,-0.121167057217868,0.1462279816177071
6,4,-0.2272549432723627,-0.1793129755587904,0.6032667144772773,0.9227826366718738,-0.4023245574057287,-1.6155064321049697,-1.5601117510129938,-0.1680809849033414,-0.0233571304330324,0.2035445989473394
