f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_10,ela_meta.lin_simple.coef.max,ic.eps.s,ela_level.mmce_lda_10,pca.expl_var_PC1.cov_init
1,1,-0.236775079552583,-0.7899151116698321,-0.1809046857662026,-0.4110442856281206,0.7013320126397528,0.247029393225707,-0.1685198469700708,-0.8699970665667002,0.4087617951139555,0.224234477661579
1,2,-0.2367747716363397,-0.7465557948058791,-0.1809040675669062,-0.4466725712742854,0.7013320126397528,-1.653490074005818,-0.168519837089438,-0.8287820652846382,-1.6319220902791287,0.3524624845230671
1,3,-0.2367748390209706,-0.7552623109793601,-0.1809051329359091,-0.4436757995844211,0.7013320126397528,-1.375721844179672,-0.1685198370526917,-0.8370168307755594,-1.3381636136681787,0.3418289424906513
1,4,-0.2367749648453699,-0.7725887113245961,-0.1809050225691636,-0.4321427691416099,0.7013320126397528,-0.7938704995964876,-0.1685198378706172,-0.8535275355848572,-0.6537688649681989,0.3003372784818119
1,5,-0.2367749648453699,-0.7725887113245961,-0.1809048169076828,-0.4216540682270848,0.7013320126397528,-0.7383168536312531,-0.168519840881498,-0.8535275355848572,-0.631893233731213,0.3013797826026369
2,1,-0.0372385291747136,1.5167918822922948,-0.1537920770660411,-0.2704079091522653,0.6987866190734877,1.1943652507380302,-0.1443864198104548,1.4298082397378564,0.558766123596149,0.4391988273757163
2,2,-0.032531751254193,1.525455082464913,-0.1597651189655191,-0.2406974908330548,0.6971957480945724,0.6739153043269419,-0.1527101306331841,1.4050627694376372,0.4618883281180699,0.4391988273757163
2,3,0.0144847681385658,1.568814399328866,-0.1440249436408158,-0.294957220672265,0.6962412255072228,-0.662296074941998,-0.1363306036987958,1.4710232410199182,-0.3850111097709466,0.4391988273757163
2,4,0.0263384646250223,1.5601511991562478,-0.1584986552592109,-0.3863890276342368,0.6949685287240905,-0.2149430311167254,-0.1602738968072569,1.3721237074739512,0.4900141397084795,0.4391988273757163
2,5,-0.0278249733336724,1.55148799898363,-0.1443822409267698,-0.2529267409613901,0.6971957480945724,-0.3699084645986806,-0.1362026262512556,1.4957687113201374,-0.103752993866845,0.4391988273757163
3,1,-0.2367694195843437,-0.443040576758208,-0.1809046869637015,-0.2049481235024511,0.6340381702316246,0.3055069152943694,-0.168519693162555,-0.43310158344586,0.6118926566002572,0.4346118092440859
3,2,-0.2367632105719248,-0.226243992438443,-0.1809008999595059,-0.1480700022372483,0.6777871221518026,-0.0336627127038719,-0.1685158799482752,-0.0704425112256771,0.2587574666317743,0.4391988273757163
3,3,-0.2367434397423204,-0.1048725580200651,-0.1809003339475945,-0.2529570113824998,0.6685600704740923,-1.510220144937595,-0.1685174276799912,-0.1363618089805037,-1.3975403270257107,0.4391988273757163
3,4,-0.2367643605404868,-0.269603309302396,-0.1809029713811099,-0.0961259596129332,0.661878412362647,0.0043476766407583,-0.168518775947604,-0.2270265770355495,0.1962556630975295,0.4387818257273864
3,5,-0.2367656538398219,-0.347658742857684,-0.1809033876707951,-0.2425742569418587,0.6571057994259001,0.5335692513621524,-0.1685194636818956,-0.3918865821637979,0.618142836953681,0.4371138191340664
4,1,-0.2367590503589663,-0.1048725580200651,-0.1809024565692193,0.007035635529063,0.5692897213897613,0.6856108087406747,-0.1685178072102831,-0.0539318064163794,0.4681385084714937,0.4391988273757163
4,2,-0.2367043918821167,0.0599015092631289,-0.1808962209645334,-0.14670783328731,0.6898777415915606,-0.0745969781519359,-0.1685132184155338,0.0697131974298068,0.1056280479728742,0.4391988273757163
4,3,-0.2367598260489241,-0.2349505086119241,-0.1809023017406958,-0.120433107764055,0.636424476699998,0.4224619594316941,-0.1685185058862236,-0.2105570460537065,0.4775137790016311,0.4387818257273864
4,4,-0.236758644240911,-0.048475124896322,-0.1808999275267434,-0.1191012092352264,0.6536058832722859,0.7060779414647059,-0.1685158541752697,-0.0209515706252389,0.6306431976605302,0.4391988273757163
4,5,-0.2367643605404868,-0.078839641501348,-0.1809003195006108,-0.0247029010045,0.6612420639710808,0.6563720477063435,-0.1685157555793971,0.0119874913384471,0.4618883281180699,0.4391988273757163
5,1,-0.2367752796193411,-0.8332744285337851,-0.18090467389013,-0.5436892709310044,0.7013320126397528,-3.3084039485489614,-0.1685198267552586,-0.9194468333396836,-3.516351466836608,0.293873752932696
5,2,-0.2367752796193411,-0.8332744285337851,-0.1809035898917381,-0.5408438513466888,0.7013320126397528,-3.32594720516956,-0.1685198267552586,-0.9194468333396836,-3.5663529096640034,0.2951247578776865
5,3,-0.2367752796193411,-0.8332744285337851,-0.1809045501722137,-0.5460503637775642,0.7013320126397528,-3.32594720516956,-0.1685198267552586,-0.9194468333396836,-3.60385399178455,0.292622747987706
5,4,-0.2367752796193411,-0.8332744285337851,-0.1809031243525609,-0.5472006397797343,0.7013320126397528,-3.3113278246523947,-0.1685198267552586,-0.9194468333396836,-3.616354352491399,0.294082253756861
5,5,-0.2367752796193411,-0.8332744285337851,-0.1809047199095446,-0.5489260537829895,0.7013320126397528,-3.337642709583293,-0.1685198267552586,-0.9194468333396836,-3.656980524788658,0.2947077562293565
6,1,-0.2295554959904314,0.8837285296782357,-0.1798633112690533,-0.2948664094089359,0.6236975088686735,-1.4634381272826655,-0.1681103961003915,0.7538986882430195,-1.3600392449051646,0.4391988273757163
6,2,-0.2301914527137698,0.8577389291603819,-0.1800139438887292,-0.2779452440085908,0.5996753570870483,-1.0745626055260673,-0.1682681908944553,0.737387983433722,-1.0350298665270914,0.4391988273757163
6,3,-0.229880802111252,0.8837285296782357,-0.1797706792328223,-0.3191130167178381,0.6092205829605417,-1.2967771893869775,-0.168244946281557,0.7538986882430195,-1.2569112690736608,0.4391988273757163
6,4,-0.2272548036218075,0.9270878465421888,-0.1793129536174741,-0.3545596798373445,0.6512195768039125,-1.6154796846611934,-0.1680809838485079,0.7909757198658935,-1.5600450162147472,0.4391988273757163
6,5,-0.2324275281197342,0.7796834956050939,-0.1804620234792031,-0.2177979172635359,0.4824281659409718,-0.9049777915269402,-0.1683652059953287,0.6879382166607385,-0.8193986443339473,0.4391988273757163
7,1,-0.2367555641626951,-0.2349505086119241,-0.1809021885005887,-0.183002068197889,0.6929003964515001,0.3288979241218341,-0.1685189362774527,-0.2847522831269091,0.752521714552301,0.4387818257273864
7,2,-0.2367598260489241,-0.2783098254758771,-0.1809029971971215,-0.1729371531789002,0.6898777415915606,0.9838461712908522,-0.1685192187914473,-0.3259672844089713,1.1212823554043512,0.4387818257273864
7,3,-0.2367605667261345,-0.2783098254758771,-0.1809031565509961,-0.0723485438312319,0.6886050448084282,0.7002301892578403,-0.1685195048978386,-0.3094565795996736,0.7556468047290199,0.4383648240790563
7,4,-0.2367648969766698,-0.356321943030302,-0.1809034545514752,-0.2467818454761127,0.6812870383054168,-0.1623132612549295,-0.1685195492626535,-0.4083972869730954,0.0618767854989034,0.4375308207823963
