f_id,i_id,ela_meta.quad_w_interact.adj_r2,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.coef.max,disp.diff_mean_05,disp.ratio_mean_02,ela_level.lda_qda_50,disp.ratio_median_02,disp.ratio_mean_10,ela_level.lda_mda_25,ela_level.lda_mda_50,disp.diff_median_10,ela_level.mmce_qda_50,disp.diff_mean_25,ela_level.mmce_mda_10,ela_meta.lin_simple.coef.min,ic.eps.s,disp.diff_median_05,nbc.nn_nb.cor,ic.m0,ela_level.qda_mda_10,disp.ratio_mean_05,ela_level.lda_qda_25,ela_level.qda_mda_50,disp.diff_median_25,disp.diff_mean_02,disp.ratio_median_25,disp.ratio_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25
1,1,0.6824244127959399,-0.236775145312735,-0.7965615744218395,-0.1685198480272413,-1.4718624727844822,-1.4104889913990213,-0.2610064978106086,-1.3009017871377748,-1.5015892761384988,-0.3208187431497026,-0.2605721066431323,-1.3921556820895618,0.0020531404685419,-1.5454644792919203,0.2502929574997709,-0.134109721942264,-0.8749707496553838,-1.3562378496166965,2.190575682703545,-0.3470550995362204,-0.121214517025602,-1.471672040715465,-0.1129842162786143,-0.5537858933968778,-1.4458461088111814,-1.4103232863706954,-1.4468698590744966,-1.3577471437110955,1.201240551632934,-0.080136576399948
1,2,0.6824244127959399,-0.2367748373964872,-0.7530781535144208,-0.1685198381466084,-0.9773615002826256,-1.0006946715617355,-0.4200878209166041,-0.921438676059158,-0.8993227019809628,-0.3225380079348326,-0.2758324810462718,-0.8274222111030011,-0.4716924650631095,-0.7528200281670792,-1.6535839706683255,-0.1341096813500131,-0.8336647270152615,-0.9042179190664172,1.3215985608073948,-0.7942097401611065,-0.1383138283128628,-0.9771922427351456,-0.3146210158710254,-0.1507245881034465,-0.7145720426842692,-1.0004477522917634,-0.7146457012379253,-0.9045734844650912,1.201240551632934,-0.8445770320629581
1,3,0.6824244127959399,-0.2367749047811192,-0.7618095896806457,-0.1685198381098621,-0.966982397245574,-1.0273646398114715,-0.413715717849215,-0.951855561441281,-0.9416570898196216,-0.3314057947212953,-0.2735726695057373,-0.8706960929497066,-0.4056828951605213,-0.8279177018446474,-1.3753250350129882,-0.1341097182429803,-0.8419176785917097,-0.8930892962002597,1.289903346634896,-0.728966536368863,-0.1554131396001243,-0.9669306645669412,-0.2934035842754961,-0.1236605196424964,-0.7737142761093977,-1.0278186760334764,-0.7754616611911276,-0.8926478618533542,1.201240551632934,-0.7571382030460111
1,4,0.6824244127959399,-0.2367750306055203,-0.7791855820512426,-0.1685198389277877,-1.1695521106662692,-1.1878973333146887,-0.3748635894244408,-1.0889808643934755,-1.1149884513477193,-0.3199138669470021,-0.2662349285035306,-1.0267179940698945,-0.2381201407924132,-1.0814681383555182,-0.7924457908507613,-0.1341097189074246,-0.8584648465024878,-1.0780222779627604,1.1182209365338338,-0.6096192123586637,-0.1084677577023702,-1.1702381820244794,-0.2363016374982667,-0.2522148448320079,-1.006832447405852,-1.1878333071388736,-1.0065623090133,-1.0778088445092706,1.201240551632934,-0.4939559850148051
1,5,0.6824244127959399,-0.2367750306055203,-0.7791855820512426,-0.1685198419386684,-1.2379023013980708,-1.2555980219486325,-0.3540215023081894,-1.155299647275809,-1.1812857002271313,-0.326971901328064,-0.2670059230291248,-1.096005873755581,-0.2365968430254303,-1.1450712701436625,-0.7367940037196886,-0.1341097127195318,-0.8584648465024878,-1.1404909476514578,2.050588486774986,-0.5220978414178481,-0.2119963151325161,-1.2375797887533164,-0.2419263928541286,-0.296193956081052,-1.063194900005488,-1.256017679300181,-1.0637293113693131,-1.139319950611914,1.201240551632934,-0.4731784414860255
2,1,0.6794273011125342,-0.0372385919929555,1.516747729856649,-0.1443864208634445,0.7197990504734654,0.732853264671079,-0.6851496082336869,0.7455063703742446,0.7644986162818337,0.3970195484523983,-0.2772149539887166,0.7767536269962458,-1.0647630623417472,0.6296859975833545,1.199302380155862,-0.1338550533366887,1.429913566615011,0.7352508015758972,-1.0634663056735136,-0.1942905248031613,-1.5342394224911011,0.7198162468315552,0.4497049176122127,1.0898729786690222,0.6442615084253267,0.73290911957617,0.643982844116644,0.735513456822732,1.1959657855007055,-0.594380778737239
2,2,0.677554106310406,-0.0325318140030395,1.5254357260419475,-0.1527101316876157,0.7188877145970411,0.7831158971417348,-0.4943847726537296,0.8008551290204036,0.727755562686018,1.148428747174678,-0.1380105630917844,0.7417992575849186,-0.0289205807934416,0.6175209407503813,0.6779330059806049,-0.1338750122586533,1.4051134471277844,0.7332723797330247,-0.7834919138163913,-0.0256129735354103,-0.0295000292121095,0.71853354956053,1.985903924676428,1.3172594824346824,0.6317045674549995,0.7831161394574184,0.6318196521260019,0.7336304637787737,1.1910206922517417,-0.2931063975699373
2,3,0.6764301894291287,0.0144847060829175,1.5689191469493664,-0.1363306047503899,0.781212962590262,0.763113420954433,-0.6490410241851493,0.7868932799925431,0.8387834855081618,0.7969748300459047,-0.2894976943619752,0.8595762358678456,-1.245527730690373,0.7473134762517905,-0.6606389265929706,-0.1338098834901833,1.4712195892551327,0.805682619182156,-0.6038857001722032,-0.7432882152500891,-1.72015557066896,0.7813857158407783,0.6774719098071712,0.7339321497138526,0.757657395203166,0.7629928419727566,0.7571005296296036,0.8058118637971821,1.195306439734177,-1.570925324589872
2,4,0.6749316335874261,0.0263384027441415,1.5602311507640678,-0.1602738978629989,0.7754917984771554,0.7092606004501594,0.5824121443035147,0.7190785847143679,0.7253592765819414,6.235914221616239,0.5508863385356614,0.739936680174013,-0.2101930150643951,0.5129206095566259,-0.2124955881164743,-0.1336693409354991,1.3721016408219924,0.7876789804120169,-0.1865653802342375,-0.1736036553080584,-0.9509974593110624,0.7756135781211643,1.4674296398487665,1.117420334066776,0.5163915904526828,0.7089393165360903,0.5150530090158532,0.7882372620535703,1.1943174210843843,-0.5251223003079741
2,5,0.677554106310406,-0.0278250360131235,1.5515431545787697,-0.1362026273028276,0.7343804244962496,0.7672164929928545,-0.6689095955549942,0.7873919174578238,0.6958050812983485,1.0526928449289925,-0.2902686888875694,0.7093283247214651,-1.1470211417588183,0.6799746183495833,-0.3677347837978729,-0.1337946199539367,1.496019708742359,0.760129456250018,-0.6725586642126286,-0.5809758545962149,-1.7503125378483118,0.7345672654483479,0.4466433419121868,0.888583969490709,0.6848079666730242,0.7669203265924993,0.6853376968848233,0.7599923663941935,1.195306439734177,-1.3423723457733
3,1,0.6031882726659062,-0.2367694853444123,-0.44869420716249,-0.1685196942197254,-0.780209172349562,-0.7801545494966158,0.0307827218169111,-0.7414305510928227,-0.806666305956726,0.1404871449868801,0.0461773704708485,-0.7794297998153354,-0.0065788802110271,-0.8149863422190453,0.3088737860587893,-0.1341096722454949,-0.4371104037669356,-0.7457463294523354,0.3469707250029089,-0.0256129735354103,-0.1013171366186065,-0.7802982116327356,0.0789694601695278,0.3796828250374909,-0.7860795080572768,-0.7793749066856215,-0.7876248531817669,-0.7470297331205669,0.9440957026867998,-0.0091466360099515
3,2,0.654701129724439,-0.2367632763319018,-0.2312771026253965,-0.1685158810054449,-0.6384458137947141,-0.7104023248434597,-0.6355445558826938,-0.6885749797730681,-0.564641409445143,-0.1531451827893474,-0.2872112968033168,-0.5214628284049179,-1.0033233857401074,-0.2946667460244667,-0.0308950195835171,-0.1341096729486646,-0.0736504163401663,-0.5901434515104182,-0.012241702285467,-0.5841584499031532,-0.4482777074655811,-0.6385601631844208,-0.2680565854566761,0.7303074976878323,-0.2516906079841957,-0.7100568276237691,-0.2512280863945138,-0.5894859817760411,1.1158552748674868,-0.5052104877595606
3,3,0.6438365998720939,-0.2367435055020059,-0.1095582760693655,-0.1685174287371612,-0.3642856043038212,-0.4467799463749196,-0.2825123456630463,-0.4223025733131702,-0.3306041332804778,0.0577814600600784,-0.0773944417692088,-0.3166413991190048,-0.3975586404032797,-0.2470601850324373,-1.5100609406987302,-0.1341096348796717,-0.1397152937096324,-0.3516446983521464,-0.1865653802342375,-0.620758295932948,-0.56797288647641,-0.3640629471849698,0.003569258627027,0.7049349335056914,-0.2561957700117177,-0.4472797638904618,-0.2560933631907696,-0.3516011938892893,1.0660746694945813,-0.840248377161129
3,4,0.6359691817031544,-0.2367644263004808,-0.2747605235328152,-0.1685187770047743,-0.6403191153184747,-0.6852710086081323,-0.1522824892232844,-0.6402071456408394,-0.6221522759429456,-0.0944187172341021,0.0132904660515388,-0.5922407700193278,-0.3843567264227632,-0.50501686260092,0.0071825189798446,-0.1341096535289535,-0.2305802905663248,-0.6136372108945282,0.3733834034799954,-0.2292990731794868,-0.3410183912091241,-0.6404842090909588,-0.2251233262214277,0.7597880008327955,-0.4846170702582021,-0.6851962548761188,-0.4847613726148141,-0.6133372269995152,0.9375022450215142,-0.1909501418867717
3,5,0.6303495972967688,-0.236765719599835,-0.3530393691623542,-0.1685194647390659,-0.8583309088674658,-0.8155435458279953,-0.2464922630460006,-0.7883024728292095,-0.920889276917638,-0.1849063375041262,-0.2050870868184764,-0.8888251797491874,0.1939886591083751,-0.9999526787896884,0.537339017438961,-0.1341096392087509,-0.3958043811268135,-0.8266143222797457,0.8223989375904658,0.2703683900098928,0.0954803914693274,-0.8585427451652881,-0.0516103034083256,-0.2328833673599009,-0.9646564624673486,-0.8161798914211492,-0.9652074562451234,-0.8267431053148082,0.9810190656123984,0.1752540628079658
