f_id,i_id,ic.eps.ratio,disp.ratio_mean_10,disp.diff_median_25,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_10,ela_level.lda_qda_50,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ic.eps.s,pca.expl_var.cor_init,disp.ratio_median_05,ela_meta.lin_simple.intercept,ic.eps.max,ela_meta.lin_simple.coef.max,disp.diff_mean_05,disp.diff_median_02,ela_level.lda_mda_25,disp.ratio_median_02,disp.diff_median_05,ela_level.mmce_qda_50,disp.diff_mean_02,nbc.nn_nb.sd_ratio,disp.ratio_mean_05,ela_level.lda_qda_10,ic.m0,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_10,ela_level.mmce_mda_50
1,1,-0.792067638175949,-1.4332224600018302,-1.3695955625954208,1.177296905841634,0.2055306319080099,-0.2333941025696933,-0.1341097202232762,0.225817212386493,-0.8616134810493047,-1.2939932784412664,-1.319675760505974,-0.1809047046084724,-0.2367751327027623,-0.1685198414594655,-1.4178910433909888,-1.2815960577036782,-0.2967913223262352,-1.282337186957154,-1.318312282822132,-0.1390149293509024,-1.376871682419658,1.9542380316888648,-1.4177250878287235,0.0487155854781552,-0.4373475115862147,-0.4185962484476492,1.1888925205761756,-0.0239175079352907,0.4474645310881894,-0.0203887196639339
1,2,-0.7486688872413153,-0.8987029393747333,-0.7251737200903723,0.8481473615144504,-1.6998910145168669,-0.3911356157793317,-0.1341096796310253,0.3541214159424485,-0.8205367410138246,-1.2939932784412664,-0.9143029413347128,-0.1809040864091739,-0.2367748247865154,-0.1685198315788326,-0.9765340816899314,-0.9401038780066104,-0.2985016215856187,-0.9401937277204568,-0.91397026807821,-0.5247301309207257,-1.0083273236618613,1.2679234352061266,-0.9763846099397636,0.1751689952743747,-0.808396497826555,0.0549137104005896,1.1888925205761756,-0.4248212626232003,1.3651195974786152,-0.5944454349025515
1,3,-0.7573833217446734,-0.9362752664214646,-0.7772917272768469,0.8791992053189053,-1.421406312347077,-0.3848171796452043,-0.1341097165239925,0.3434815551597597,-0.8287438818800544,-1.2939932784412664,-0.903635235567048,-0.1809051517781803,-0.2367748921711471,-0.1685198315420863,-0.9672704206733738,-0.9684109899038976,-0.3073231651340203,-0.9676191561218216,-0.904015464126204,-0.4709863193407931,-1.0329382084312253,1.2896798056998156,-0.967225793277995,0.2155426743056978,-0.754257677770135,0.0281195476086207,1.1888925205761756,-0.1906857832833692,1.0917048792657875,-0.5335771990645521
1,4,-0.7747254799603113,-1.0901091337637463,-0.9827228350199688,1.0003013961562597,-0.8380541467493127,-0.3462922704385111,-0.1341097171884368,0.3019652356351496,-0.8451991993168451,-1.2939932784412664,-1.0692654040650014,-0.1809050414114345,-0.2367750179955479,-0.1685198323600119,-1.1480699705623807,-1.091382185642929,-0.295891164821296,-1.0912583825214173,-1.0694421840219832,-0.3345597207148107,-1.176817227082891,1.1472744715593053,-1.14868484838928,0.0619195559789654,-0.6552232508376612,-0.119028723462028,1.1888925205761756,-0.1649499899681893,0.8747442121819217,-0.3644582683529854
1,5,-0.7747254799603113,-1.1489488157425929,-1.032391211398651,1.0251428711998247,-0.7823572063153494,-0.3256257189164695,-0.134109711000544,0.3030083592412955,-0.8451991993168451,-1.2939932784412664,-1.1242883074982195,-0.180904835749953,-0.2367750179955479,-0.1685198353708926,-1.209074567500686,-1.1512203733707382,-0.3029123933598195,-1.15105480838013,-1.1253218168725767,-0.3333194789091199,-1.2381259992006548,1.8434783273573527,-1.2087895827321342,0.1716140801395411,-0.5825980044205114,-0.1207857177434694,1.1888925205761756,-0.3200956597760483,0.8581400794969314,-0.3400380779269609
2,1,1.5167372404674575,0.5779604047449536,0.4722733947807204,-0.0834079526190939,1.1553100372028655,-0.653965007747547,-0.1338550516177585,0.4409092999737943,1.4304768200713482,-1.2939932784412664,0.5527873308183395,-0.153792095818822,-0.0372385799471157,-0.144386414321642,0.5382326545833507,0.5627238811561566,0.4173036263418003,0.5628096681117134,0.5525714501313082,-1.0075976072696575,0.5502406896169383,-0.5635673899898848,0.5382546955001701,1.001940686632789,-0.3105834451126449,0.7647394001025878,1.1840377334198342,4.573941268700897,-2.54460017874696,-1.1991185082872289
2,2,1.5254083195752768,0.5453504605157162,0.4612078211317281,-0.1020390589017627,0.633517647874213,-0.4648068259821086,-0.1338750105397186,0.4409092999737943,1.4058143617683276,-1.2939932784412664,0.5511029562234453,-0.1597651377380149,-0.0325318019705068,-0.1527101251368549,0.5374192599575065,0.6127130362088137,1.164794418443069,0.6127149558584596,0.550801707206507,-0.1642331793999476,0.5953849161169551,-0.4073170928079352,0.5371098434174493,-0.3022053228318353,-0.1706147883814131,0.431349735199236,1.1794863704607643,3.094680666184212,-1.065725427603875,-0.5569039481282164
2,3,1.5688070705099106,0.6438892050345034,0.5722014377330695,-0.1765634840324449,-0.7061403404583604,-0.6181605363208251,-0.1338098817712635,0.4409092999737943,1.471553560106828,-1.2939932784412664,0.6156706490277324,-0.1440249623613591,0.0144847179825244,-0.1363305982172574,0.5930464146471762,0.5998526086509721,0.8151732435247976,0.6001262346250457,0.6155742982542259,-1.1547729682116268,0.5772908188826741,-0.3914942779034342,0.5932075954707804,2.304055316020365,-0.7661418090020337,0.7348704973180976,1.1834308850252917,5.215475360217163,1.4304291860395797,-1.3106495272478744
2,4,1.5601359914020916,0.5432237250225036,0.359590377622281,-0.0585664775755286,-0.2576333990691142,0.6029211246280001,-0.1336693392166111,0.4409092999737943,1.3729857983034086,0.7728015412913031,0.5999498194753847,-0.1584986740275266,0.0263384146102354,-0.1602738913040977,0.5879401039404883,0.5393058574213542,6.225749958461089,0.5389810172056102,0.5994696376385363,-0.311821954277147,0.5286879621266078,-0.1956869434602323,0.5880557610985362,1.3198516686907538,-0.2934174777776814,-0.4585678683504227,1.1825206124334775,0.5166131327917107,3.1251576620875263,-0.6367251675804441
2,5,1.5514649122942727,0.5169939872728978,0.508004216563344,-0.1206701651844315,-0.412998548700681,-0.6378617712112641,-0.1337946182350203,0.4409092999737943,1.4962160184098487,-1.2939932784412664,0.5746842005519686,-0.1443822596484923,-0.0278250239938978,-0.1362026207698328,0.5512469685968558,0.6007383130282341,1.0695577544205328,0.6005758318119532,0.5748259674106815,-1.0745706647769584,0.580822262407272,-0.4270956114385618,0.5514204944514619,2.423018011782472,-0.6314549883738666,0.7379452373106188,1.1834308850252917,4.9704468465910425,1.2987030667386588,-1.2530616154969525
