f_id,i_id,disp.diff_median_25,ela_level.mmce_qda_50,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,disp.diff_mean_05,ela_level.qda_mda_10,ic.eps.max,ela_meta.lin_simple.coef.min,ela_level.lda_qda_25,ela_level.lda_mda_50,ic.eps.ratio,disp.diff_median_02,ela_level.qda_mda_50,ela_distr.kurtosis,pca.expl_var_PC1.cor_init,disp.ratio_mean_10,ic.h.max,disp.ratio_mean_05,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_10,ela_level.mmce_lda_25,ela_level.mmce_qda_10,ela_meta.quad_simple.cond,ic.eps.s,disp.ratio_median_05,ela_level.lda_mda_10,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_02
1,1,-1.3554219490457218,-0.1748230900739898,0.1438846622105681,-1.3149667508958776,-1.3896310268034118,-0.2209132202791428,-0.2367751825445878,-0.1341097201575491,-0.1486465160017968,-0.2669171225823545,-0.8060344273781329,-1.2419630057813793,-0.5555952058789715,-0.3160799239524248,0.7205226418024774,-1.411578166317673,0.8525792826065589,-1.389464225368202,0.0599772688805801,-0.0319117595421103,-1.3143919154075925,-0.2778144598650446,-0.1594739571455717,-0.2341694180493633,-0.8874399118950751,-1.288613500410949,0.4450517004371587,-0.1809046770674811,1.2775320398761922,-1.3397622785845136
1,2,-0.70193512877285,-0.5712313710919471,0.9697991901975316,-0.8092764473689092,-0.9456147875583998,-0.2375079485245767,-0.2367748746283374,-0.1341096795652983,-0.3581761672479299,-0.2822100132016762,-0.7623532025519372,-0.8997839114644482,-0.1531669415273761,-0.3181074089633847,1.361619400939961,-0.8723374212303733,0.6491321791352338,-0.9454620285740676,0.1874246535823911,-0.4336637912843536,-0.8081537090954373,-1.6608695433976126,-1.3268706387182416,-0.2341694180493633,-0.8458830198422405,-0.880883780697668,1.36168244406781,-0.1809040588681856,1.2775320398761922,-0.9703677424427352
1,3,-0.7547862715318436,-0.5159976341869799,0.9139002894246856,-0.8467088301718821,-0.9362953108464894,-0.2541026767700112,-0.2367749420129699,-0.1341097164582654,-0.3361282025334708,-0.2799453865420206,-0.7711243575869675,-0.9281479633743168,-0.1261453794126404,-0.3182053351101725,1.3285731762421524,-0.9102416115349172,0.6875886438157878,-0.9362479752035016,0.2281156860474272,-0.1990329018806182,-0.8469452690997878,-1.5161417387114051,-1.1957858418467335,-0.2341694180493633,-0.854186095177472,-0.870154051231529,1.0885729221416705,-0.1809051242371869,1.2775320398761922,-0.9950354008870546
1,4,-0.9631071454214258,-0.3757889174282169,0.6463132437132507,-0.986550562152804,-1.118184219745772,-0.2085426046780002,-0.2367750678373721,-0.1341097171227097,-0.2767910625972425,-0.2725920105647856,-0.7885793924825502,-1.051366516790031,-0.2544977994576335,-0.3178529389058867,1.1258896647622565,-1.0654342397629604,0.6975128927656075,-1.1188014076078348,0.0732850279257494,-0.1732426538922429,-0.986806374251772,-1.0774355807563398,-0.8050047492863941,-0.2341694180493633,-0.8708337612246116,-1.0367472192584235,0.87185443510716,-0.1809050138704416,1.2775320398761922,-1.1392463271769198
1,5,-1.0134741988124925,-0.3745142927304098,0.6537554050587475,-1.0487024430332148,-1.1795563834583518,-0.3090161411458122,-0.2367750678373721,-0.1341097109348169,-0.2826359928403375,-0.273364647895727,-0.7885793924825502,-1.1113250695757244,-0.2984078378940792,-0.3164447333302472,1.1148742565296583,-1.1247936321266832,0.724804577377617,-1.179268632852172,0.1838417953779224,-0.3287165982803181,-1.048917394287432,-1.023162653999012,-0.7975848551238509,-0.2341694180493633,-0.8708337612246116,-1.092090034399562,0.8552688366096204,-0.180904808208961,1.2775320398761922,-1.200696529573714
2,1,0.5123562808730052,-1.0674852534381143,0.9000082549130909,0.6301046121114864,0.5782787678559596,-1.5922412180154908,-0.03723862755916,-0.1338550515520337,0.4360684676840037,-0.2835954318640539,1.517798005858026,0.6060667993800262,1.0854821646963002,-0.322835448839283,1.326370094595632,0.6173687750784416,-0.4797511389068796,0.578312047583235,1.0206951045645114,4.575675681527074,0.6298611078233679,-0.3528920085460149,-0.7654319804195189,4.68319005801699,1.4314429677284404,0.5947363821981785,-2.543673148819377,-0.1537920684086326,1.2725204226790707,0.5917956569674732
2,2,0.5011350495903014,-0.2007404589293975,0.2996739063763114,0.5983224002976409,0.5774604723397917,-0.1319051324172674,-0.0325318495299537,-0.1338750104739936,2.0324003021778467,-0.1440944296292644,1.5265255233058177,0.6561565080719225,1.31251153924957,-0.3196211265140843,0.8945660918776022,0.5844707985877065,0.1442360138131006,0.5771602909119143,-0.2937020195891039,3.0932850937911898,0.5985273226261668,2.4105045121812543,0.211520750981342,3.5484236871135484,1.406492226346069,0.5930422143877357,-1.0664491759719,-0.1597651102990092,1.2678220315567696,0.6370440245280586
2,3,0.6136899954336037,-1.2187407175778708,1.1221154257353758,0.704263106343793,0.6334227934732627,-1.7726711723931226,0.0144846709484776,-0.133809881705539,0.6727511492999567,-0.295904343825947,1.5702067481320132,0.6432702116472887,0.7301003700980396,-0.3228713091183884,1.4673673199729484,0.683879901461889,-1.2463993702805312,0.6335963678066294,2.333044881172716,5.218567202708298,0.704104925679614,-2.250635347493907,-1.685498856574254,3.2704642187409423,1.472999859781275,0.6579853137880508,1.4269191314914684,-0.1440249349982902,1.2718939705294303,0.6189081868848239
2,4,0.3980881699483741,-0.352420797968423,-0.7913469468735883,0.5969098575503591,0.6282857160662096,-1.0262101236803116,0.0263383677086513,-0.1336693391508878,1.4936309093902969,0.5462703469001213,1.5614792306842218,0.5826016700778693,1.1129862547059428,-0.3235657572156798,-0.0968206490566547,0.5823252783817875,0.3762153330151628,0.6284134627856868,1.3411049954212726,0.5097625964390672,0.5968576715499393,1.0256403310901088,-0.9756623150247672,4.486432745901124,1.373279925005142,0.6421730808905834,3.1197558848069487,-0.1584986465946307,1.2709542923049704,0.5701932105191938
2,5,0.5485897223431093,-1.1363149871196891,0.9605378338564686,0.5693652739783592,0.5913714961146431,-1.8019382385714344,-0.0278250715007475,-0.1337946181692959,0.4328870499567497,-0.2966769811568883,1.5527517132364306,0.6441576976269469,0.8845092964679565,-0.321261734283157,1.3836502174051666,0.5558638625088029,-0.8717589724247976,0.5915572493034229,2.452942671800826,4.973020230316611,0.5694197388639353,-1.9023840674677224,-1.631086299382307,6.676958157187699,1.4979506011636463,0.6167605637339388,1.2953400500776562,-0.1443822322836997,1.2718939705294303,0.6224477769278695
3,1,-0.7658361863064141,-0.1820459633615623,-0.4288309986662545,-0.7661938935768056,-0.7685901908941142,-0.2016029910480914,-0.2367695225762179,-0.1341096704607801,0.0508209768511598,0.040485964465965,-0.456584628768568,-0.7364509917681933,0.3764074231319487,-0.2963602185482076,0.2843124757914068,-0.7893773066015574,0.6354863368292291,-0.7686673795263385,0.1002844236808515,-0.3075018555364864,-0.7651323663646444,0.1997872955994388,-0.1322676785495938,-0.2162329700618132,-0.446920249984356,-0.7391384072239381,0.9094484583682492,-0.1809046782649799,1.0332157015165262,-0.7711289627001575
3,2,-0.2882914198860104,-1.016075390626568,0.6183637933268274,-0.5345368830225519,-0.6412997772680228,-0.5383251132645417,-0.2367633135636555,-0.1341096711639497,-0.3097890232101575,-0.2936130744997073,-0.2381785046375898,-0.6890237410152711,0.7264814108862445,-0.3132021365542154,1.130295828055302,-0.5726797658038757,-1.4250358513773072,-0.6413982673453996,0.4959343368314531,3.553338848557453,-0.5338856923071464,-1.1045720441350035,-0.5997210107895043,-0.0490469361620806,-0.081252812220751,-0.597393033750207,1.074198736777136,-0.1809008912607901,1.19640648649779,-0.7086570229713495
3,3,-0.2923173578271332,-0.5091996357986762,0.5322001030822924,-0.3509063258758885,-0.3951292094875644,-0.6544882109825821,-0.2367435427335946,-0.1341096330949568,-0.0275306829898197,-0.0833491498173239,-0.1159059851940333,-0.4497220214602935,0.7011486964036796,-0.3129428391514531,1.0686095419527268,-0.3631339590259203,-0.6993251469216645,-0.3949223396827674,0.6967023555032814,0.9712282750548896,-0.3502797289580039,-1.341563824308668,-1.4431156472646731,-0.1222244294217991,-0.1477189302792809,-0.3833631670309098,1.7829566459053012,-0.1809003252488796,1.149109349199957,-0.4718329056582858
3,4,-0.4964409772674598,-0.4981528884176836,0.1533113999148651,-0.5973950352766034,-0.6429818291623677,-0.4342309088159081,-0.2367644635322441,-0.1341096517442386,-0.2651751885698263,0.0075289859013288,-0.2818597294637854,-0.6453949302552846,0.7559156124755099,-0.2919880229803554,0.7579750297933278,-0.6241722507458998,-0.6360580598665558,-0.6431259023523805,0.2668873301886407,0.3534321072738488,-0.597332433203788,-0.5962156301747006,-0.4290634450511211,-0.1789981195390597,-0.2391357897201823,-0.618852492682485,0.9547824275948582,-0.180902962682391,1.0269511800201243,-0.6862517829050596
3,5,-0.9254175136321922,-0.0142203781503157,-0.164055436129785,-0.863659343139268,-0.8387363009744924,-0.0106127550597289,-0.2367657568316091,-0.134109637424036,-0.0848701885391675,-0.2113138774211616,-0.3604946616683853,-0.7805767946767886,-0.2351966836613939,-0.3048715178697271,0.504620640443463,-0.8916471030836315,0.5895866854363103,-0.8389245364769006,-0.1677901455463513,-0.2221378115641441,-0.8631965395750683,0.2667239052668098,0.1768945782228308,-0.2165313191236385,-0.4053633579315213,-0.8108581778660244,0.1796821244765293,-0.1809033789720756,1.0682970218963757,-0.8042989353715864
4,1,-0.7543579802615112,0.1544549568594689,-0.4767915940039036,-0.7273489680265507,-0.7423592735147376,0.8239512145197515,-0.236759153350601,-0.1341096262813449,-0.2932160564449268,-0.188534397491684,-0.1159059851940333,-0.6348515968169478,-0.0629342251799557,-0.2794238224991722,0.2182200263957898,-0.7543338099049033,-1.2501209636367163,-0.7427528544216214,-0.8934468911728257,0.6627624880389728,-0.7276208721854016,0.8347805386601713,0.99802953221039,-0.1282658565157922,-0.0646051461736113,-0.7120317222568494,-1.0929861335679645,-0.1809024478705012,0.6502968250489726,-0.6628612961257571
4,2,-0.3319771294598954,-0.6098949869254242,0.2532017433077614,-0.5098173849451174,-0.5932021852621643,0.0180508664551123,-0.2367044948724893,-0.1341095365446699,-0.3064596325653568,0.2378814811881871,0.0500913966629579,-0.5269688011297239,1.407569534546049,-0.3028426536172631,0.8086459076632999,-0.5204721074598792,-1.786030406927036,-0.5930244871499286,-0.1308099305073712,1.3995137432060831,-0.5092861664507286,-0.5772201058096359,-0.1941001299040787,0.1564382499085474,0.0600655299848929,-0.5697216261796386,0.5943220869150058,-0.1808962122658248,1.1016555988647143,-0.5591549569264155
4,3,-0.5966611345251951,0.0197696137912025,0.1496730099237331,-0.6433026745632693,-0.7213563552664327,0.1245588495576271,-0.2367599290405767,-0.1341096860548407,-0.4119643227761566,-0.2193333200630011,-0.2469496596726201,-0.6874972651302594,0.3756836312895892,-0.2998655608307619,0.821864397542423,-0.6713736952760875,-0.1820236704122566,-0.7214453560021881,-0.2716930334759399,1.4430546575862495,-0.6428582525489226,-0.011877118754139,0.2164673470897009,-0.1757583541688519,-0.2225296390497188,-0.6871839277036857,0.0403630970972022,-0.180902293041978,1.026011501795664,-0.7111383850633816
4,4,-0.55323239971351,-0.2372797002665297,0.1147775422815124,-0.6899165852235777,-0.7355856050753493,0.2896009650167651,-0.2367587472325363,-0.1341095580433173,-0.1681049546591884,-0.1046632830846715,-0.0590898466089116,-0.6608726857405199,0.7764230480090138,-0.3008924061305303,0.7205226418024774,-0.7228661802181116,-1.94978051459908,-0.7352664360580375,-0.4898635062837582,0.8039941117336494,-0.6904989632572786,0.4801974171789656,0.5750955649457136,0.1550879995898036,-0.0313513294560083,-0.7013019927907104,-0.5489785028486857,-0.1808999188280291,1.003145998333798,-0.7087300042093505
