f_id,i_id,disp.ratio_median_05,disp.diff_median_02,disp.diff_median_25,ela_meta.lin_simple.coef.max,ic.eps.max,disp.diff_mean_10,ela_meta.lin_simple.intercept,ic.eps.s,disp.diff_mean_25,ela_level.lda_qda_50,ela_level.lda_mda_25,ela_level.mmce_mda_10,disp.diff_mean_05,disp.ratio_mean_10,disp.ratio_mean_05,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_50,disp.ratio_median_10,ela_meta.lin_simple.coef.min,pca.expl_var.cor_init,ic.m0,ela_level.lda_qda_10,disp.ratio_mean_25,nbc.nb_fitness.cor,ela_distr.skewness,disp.diff_median_05,pca.expl_var_PC1.cor_init
1,1,-1.357937590245884,-1.3009245971057426,-1.4458921765560084,-0.1685198480699464,-0.2367752097776092,-1.5016159514731156,-0.1809047202315976,-0.89846582234419,-1.5454198659212466,-0.2610231177677998,-0.320818743149703,0.2502929574997709,-1.4724635305636744,-1.5022129039036851,-1.4722680571101343,-1.4469606536345485,0.5071583298143233,0.0014097177326416,1.2012318568391642,-0.260550697391664,-1.392803121853169,-0.134109721958177,-1.22474487139159,-0.3471565189791965,-0.0287730159950871,-1.545274945808787,-0.5611698564703657,-0.4084481135296551,-1.3564296164757057,0.5766955705225122
1,2,-0.9046730349971772,-0.9218193295003682,-0.7145868002451163,-0.1685198381893136,-0.236774901861357,-0.8994946701567856,-0.1809041020322975,-0.8566649339469214,-0.7528064127895892,-0.4201058930736203,-0.322538007934833,-1.6535839706683255,-0.977684994687268,-0.89960979182548,-0.9775130028787864,-0.7146744878308314,1.370243528843668,-0.4712642326541597,1.2012318568391642,-0.2758109823281557,-0.8286772300246366,-0.1341096813659262,-1.22474487139159,-0.7951384258082268,0.1007428706698977,-0.7530142640615993,-0.0562912923546607,-0.4440433763835645,-0.9043182442083956,1.2164806614403276
1,3,-0.892745020385369,-0.9532442811360864,-0.7737315659003556,-0.1685198381525673,-0.2367749692459899,-0.9418949112806012,-0.1809051674013068,-0.8650167598005217,-0.8279011496180146,-0.4137337318374482,-0.3314057947212956,-1.3753250350129882,-0.9673000658601292,-0.9419678355126736,-0.9672457125186024,-0.7754955979474178,1.3108202235642754,-0.4054039823323117,1.2012318568391642,-0.2735511840361666,-0.8704351521851273,-0.1341097182588933,-1.22474487139159,-0.7297745176943822,0.1420943284605254,-0.8270233017133274,-0.0848604875411709,-0.4410493823117404,-0.8931873700689772,1.1835020485064196
1,4,-1.077943141989758,-1.0897599346124074,-1.0068597183696293,-0.1685198389704928,-0.2367750950703928,-1.1154078027843115,-0.1809050570345607,-0.8817621706369898,-1.0814416705170475,-0.3748812487446778,-0.3199138669470024,-0.7924457908507613,-1.1699834816522356,-1.115396052118736,-1.1706664027797409,-1.0066158163904502,1.0336249771606902,-0.2382202699768515,1.2012318568391642,-0.2662134860527662,-1.0264364462941356,-0.1341097189233376,-1.22474487139159,-0.6102063930958882,-0.0152492687931206,-1.0818085133012432,-0.2417568873359394,-0.4295270414898716,-1.0781577629902457,0.9812332225117794
1,5,-1.1394665857769788,-1.1561888999600036,-1.0632245841804568,-0.1685198419813736,-0.2367750950703928,-1.1814057971526315,-0.1809048513730786,-0.8817621706369898,-1.145042314973775,-0.3540389713680321,-0.3269719013280643,-0.7367940037196886,-1.2383720373431486,-1.1817303469496276,-1.2380454957684457,-1.0637876599000444,1.0351573833140273,-0.2367004180463472,1.2012318568391642,-0.2669844760582684,-1.095770354787029,-0.1341097127354448,-1.22474487139159,-0.5225231017236565,0.0971018618078296,-1.1448981847420618,-0.243630277184236,-0.4190480622384872,-1.140639069826181,0.9702403515338148
2,1,0.7357428692477953,0.746534892571669,0.6443049305955191,-0.1443864209059808,-0.0372386535738491,0.7652195587282663,-0.1537921113677472,1.4340321020492444,0.6296455472163582,-0.685170100050495,0.3970195484523979,1.199302380155862,0.720428172212806,0.7651412459184228,0.7204401404365802,0.6440691121737409,1.3012852519435132,-1.0629932509304556,1.195957154062442,-0.277193447165608,0.777033059844847,-0.1338550533526012,-1.22474487139159,-0.1941093194931201,0.947537503162247,0.62889219307477,0.7005582063568224,-0.2679420887044528,0.7354821340107228,1.181303474310826
2,2,0.7338594985196153,0.8020300199283639,0.6317474519880046,-0.1527101317302102,-0.0325318755159042,0.7289395905047638,-0.1597651533032867,1.408934865359176,0.6174809661229784,-0.4944035230425973,1.1484287471746777,0.6779330059806049,0.7195163248035936,0.7283776608314259,0.7191567291415574,0.631904890150422,0.6716365902724707,-0.0294939381876101,1.191012120209265,-0.1379898723790728,0.7415782202746184,-0.1338750122745658,-1.22474487139159,-0.0251197033939127,-0.3881926050934987,0.6167595639515345,0.3450824826427038,-0.238259208083287,0.7335033119414929,0.7503829319744281
2,3,0.8060553764331909,0.7877531019762164,0.7577056725244461,-0.1363306047928698,0.0144846452496011,0.8397985542764069,-0.1440249778835542,1.4758329904465126,0.7472684258200655,-0.6490611863788538,0.7969748300459043,-0.6606389265929706,0.7818765559558265,0.8394676244638787,0.7820438825976823,0.7571963769905952,1.5309759075936584,-1.2433490133502854,1.1952978162153518,-0.2894761155291258,0.8597610188420478,-0.1338098835060958,-1.22474487139159,-0.7441226926462037,2.2811870349253827,0.7465786955701416,0.6687105789357946,-0.2924686462019215,0.8059281996753087,1.3220122228288338
2,4,0.7884772496368427,0.7205375295789156,0.5164295377525868,-0.1602738979056463,0.0263383420821513,0.7264788622252564,-0.1584986895893324,1.3755275619447755,0.5128847255405289,0.58240322363107,6.235914221616239,-0.2124955881164743,0.77615218055355,0.7259800357170548,0.7762685317700796,0.5151283587265755,-0.4650682408026737,-0.2103563179176081,1.1943088094447163,0.550902990468272,0.7400024496270529,-0.1336693409514112,0.816496580927725,-0.1733841778960462,1.2731477242557423,0.5124189534917216,-0.6037894755190939,-0.3838157077569201,0.7879209188453162,-0.2389754560428162
2,5,0.7602266887141397,0.788736360788348,0.6848531248777981,-0.1362026273453066,-0.0278250974579593,0.6965715492897078,-0.1443822751716652,1.500930227136581,0.6799322013425361,-0.6689299391221956,1.052692844928992,-0.3677347837978729,0.7350177307602007,0.6964093259731637,0.7351993703293439,0.6854274670530214,1.3629220327777258,-1.1450652551776817,1.1952978162153518,-0.2902471055346279,0.7092749219995209,-0.1337946199698491,-1.22474487139159,-0.5815100431922486,2.4030307957738675,0.6798492353923531,0.6719890111703123,-0.2504771232854786,0.7603658215312893,1.2384664033962662
