f_id,i_id,ela_level.mmce_mda_50,ela_level.lda_mda_10,ela_level.mmce_mda_10,disp.ratio_mean_10,disp.diff_median_25,ic.eps.s,ela_meta.lin_simple.intercept,pca.expl_var.cor_init,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.min,ela_level.lda_qda_25,ela_level.mmce_qda_50,ela_meta.lin_simple.coef.max,disp.ratio_median_05,disp.ratio_median_02,disp.ratio_median_25,disp.diff_mean_05,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_25,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_25,disp.diff_median_02,ic.m0,ela_level.lda_qda_10,ela_distr.number_of_peaks,ic.eps.ratio,ela_level.mmce_lda_10,ic.eps.max,nbc.nn_nb.cor
1,1,-0.0002146421646212,0.3799737550414695,0.2225788050018181,-1.4350872647854385,-1.3747362815699358,-0.8748697712223972,-0.1809047091992221,-1.2472191289246497,0.6183816207324883,-0.1341097214906005,-0.0943626595396975,-0.1168737678143071,-0.1685198463610562,-1.3166074300596171,-1.2758744086559577,-1.3756614071601343,-1.4165704184508698,1.1749943297920389,-0.3105337603904886,-0.236145546007791,0.0869447251998021,-1.463131566338565,-1.2751159741006677,-0.3840052555191675,-0.0056353049925792,-0.6460714993192049,-0.8120901453229986,0.3886620377651569,-0.2367752001957401,2.086393035013552
1,2,-0.5719361431505978,1.280550473838159,-1.6876124319540826,-0.9003805294971925,-0.7297500515355557,-0.8335583675195853,-0.1809040909999232,-1.2472191289246497,1.2250344390314074,-0.1341096808983496,-0.2937788619852789,-0.5018543013124839,-0.1685198364804234,-0.9114771836197688,-0.93430563529691,-0.7298245584747295,-0.9753187012936216,1.1749943297920389,-0.3122473713796946,-0.8766769610205335,0.8778784058926147,-0.7632156270665665,-0.9341990720551908,-0.7541066552657055,0.1212504496467005,-0.6460714993192049,-0.7682625395986078,-1.6636954424383972,-0.2367748922794885,1.2816681743723486
1,3,-0.5113155141571641,1.0122242379602566,-1.4084306357836045,-0.9379660161951716,-0.781913703905619,-0.841812394233434,-0.1809051563689304,-1.2472191289246497,1.193763675201566,-0.1341097177913168,-0.2727950949200304,-0.4482128550587186,-0.1685198364436771,-0.900815861345036,-0.9616849982074251,-0.7834654927509247,-0.966057249259503,1.1749943297920389,-0.3210859964819176,-0.8052675763776562,0.8243470514524527,-0.8295279045758412,-0.962458497797937,-0.7001060951603384,0.1617621664893621,-0.6460714993192049,-0.777063087801008,-1.3682565402345157,-0.2367749596641213,1.2523165077228262
1,4,-0.3428845449778041,0.7993013949154404,-0.8236182417001884,-1.0918537636189778,-0.9875247291308924,-0.8583617177947002,-0.1809050460021845,-1.2472191289246497,1.0019696570452026,-0.1341097184557611,-0.2163220036907379,-0.3120461068760838,-0.1685198372616026,-1.0663469177158884,-1.0851165523122064,-0.98730104300047,-1.1468136862766167,1.1749943297920389,-0.3096318598698533,-0.6150817780825563,0.5680934080081255,-1.0534164231562615,-1.0852225362873915,-0.6013245827724738,0.007613809949675,-0.6460714993192049,-0.7945766165620033,-0.6799467574403661,-0.236775085488524,1.0933283133712215
1,5,-0.3185636938247491,0.7830062793762957,-0.7677818824660876,-1.150714054108269,-1.0372366052955555,-0.8583617177947002,-0.1809048403407028,-1.2472191289246497,0.9915460691019268,-0.1341097122678683,-0.2218848144228006,-0.3108082273471507,-0.1685198402724833,-1.121336895764511,-1.1448125402974272,-1.037723521220096,-1.2078037362573977,1.1749943297920389,-0.3166666839308061,-0.5935513103510355,0.5752203634809276,-1.1095788622712597,-1.144959920617178,-0.5288848070213708,0.1176833802391704,-0.6460714993192049,-0.7945766165620033,-0.6579459881273109,-0.236775085488524,1.9567565073114732
2,1,-1.1741494575224931,-2.5564060651122933,1.1747356677305991,0.5768000137460665,0.4687457928696574,1.4303148094212117,-0.1537921003877686,-1.2472191289246497,1.1916789576129103,-0.1338550528850403,0.4621296596437161,-0.9838020645770824,-0.1443864192038486,0.5547351902684887,0.5661732206022992,0.468513913255499,0.5390868286365634,1.1701173664115845,0.4049439226292364,-1.5024958897500702,0.8110434012365544,0.4575561858050653,0.566097023791584,-0.2575649196626974,0.9508488775693796,0.9139961630788752,1.519529722450213,0.539524455911826,-0.0372386444206468,-0.9270447410045574
2,2,-0.5345473719750069,-1.105054441092528,0.6516371443796051,0.5441786479327272,0.4576705279418157,1.4055114591460969,-0.1597651423117648,-1.2472191289246497,0.7830743102363189,-0.1338750118070037,1.981410727428272,-0.1420439849026123,-0.1527101300257472,0.553051823593531,0.6159946842591386,0.4577857264002586,0.5382736279701529,1.165545213242409,1.1538821149645186,-0.5687912724597873,0.2361356597638053,0.446814273504456,0.6160019671245196,-0.1179537154878464,-0.3577560136501787,0.5239792474793552,1.5282864868307109,0.4420924775254397,-0.0325318663728135,-0.6677716856003969
2,3,-1.285226777714054,1.3446445949587973,-0.6913742329878575,0.6427519054991268,0.5687613532485629,1.4716262131240232,-0.1440249669224512,-1.2472191289246497,1.3251008832868996,-0.1338098830385377,0.6873882866293851,-1.1306971020104704,-0.1363306030929936,0.6175808794669144,0.6034271078411967,0.5682860510092252,0.593887517989665,1.1695077459890275,0.803583952749895,-1.6209134622734351,1.023743427902643,0.5614228653731639,0.6031632042401428,-0.7119598766468841,2.2574154434132065,1.3040130786783952,1.5721140925551018,-0.4096515915942618,0.0144846542916857,-0.5014455745864107
2,4,-0.6140438854454386,3.007832720987431,-0.2417446033659241,0.542051167553595,0.3559640874212549,1.3724953522907029,-0.158498678600258,0.8017837257372707,-0.1550486046589206,-0.1336693404838619,1.4686463255184117,-0.2893516488456447,-0.1602738961990652,0.6018694571673086,0.5423845938111966,0.3547951325899633,0.5887824249171995,1.1685933153551926,6.224637412130532,0.4241221310921791,-0.8086760125490673,0.3544507441165379,0.5427184500544682,-0.2404427908487994,1.2698467988713436,0.0039566933466618,1.5633573281746038,0.4703791809279385,0.0263383510987704,-0.1149819637009725
2,5,-1.2278731287262543,1.215370011681585,-0.3974986580715591,0.5158122428776463,0.5045079078656651,1.496429563399138,-0.1443822642098717,-1.2472191289246497,1.245881614917968,-0.133794619502292,0.459101800637657,-1.0506475591394668,-0.1362026256454662,0.5766189570429416,0.6038759498561231,0.5049897485633134,0.5520980392991299,1.1695077459890275,1.0584610398813386,-1.5595516292386,0.8690093057486827,0.5019617287800261,0.6040474165600036,-0.5776170197993855,2.376784873229477,0.9139961630788752,1.5546005637941065,-0.1267845575692685,-0.0278250883249802,-0.5650408523270529
