f_id,i_id,ic.eps.max,disp.diff_mean_05,ela_level.mmce_lda_10,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,disp.ratio_mean_25,disp.ratio_median_02,disp.diff_median_25,disp.diff_median_05,ela_level.lda_mda_25,ela_level.lda_qda_50,ela_level.mmce_qda_50,disp.ratio_median_05,disp.diff_mean_02,disp.diff_mean_25,disp.ratio_mean_02,ela_level.mmce_lda_25,nbc.nb_fitness.cor,ela_level.lda_mda_10,disp.ratio_mean_10,disp.diff_median_02,ela_meta.lin_simple.coef.min,disp.ratio_median_25,ela_meta.quad_simple.adj_r2,ic.m0,ela_level.lda_qda_25,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,ic.eps.ratio
1,1,-0.2367027873148275,-1.4531259496215827,0.4457018253296704,-0.8155195462519023,-0.1685170108452869,0.2639600313461607,-1.5032474830529703,-1.3008554761502116,-1.413284330023998,-1.348530848988739,-0.2988246312500768,-0.2406198043754454,-0.1356513067400314,-1.349929717678061,-1.399962257158626,-1.503358435441732,-1.4001126501170622,-0.1147513729185542,-0.4357974415756634,0.3944442390030965,-1.4752219338928658,-1.3001043484317385,-0.1341093471817451,-1.4142135594908936,1.251473089014058,-0.4220053394686425,-0.0696129728193316,0.043924181246214,-0.1808968564764615,-0.7391317846350022
1,2,-0.2367024794035585,-1.007140350868934,-1.6405649934156967,-0.7744436576823667,-0.1685170009646587,-1.6572680449075423,-0.7972134483545392,-0.9566048608068348,-0.7624610364239767,-0.9404121347658816,-0.3005347498165735,-0.3984446179965935,-0.5207474029610052,-0.9407660281344832,-1.02868761230003,-0.7970189219251522,-1.0289138121758004,-1.24760790299177,0.0328186228207614,1.2865571049491813,-0.9345454192730224,-0.9565093915719312,-0.1341093065894963,-0.7625321733813434,1.251473089014058,-0.7902671348543732,-0.268242313872424,0.1700005055148881,-0.1808962382780125,-0.6957302249728189
1,3,-0.2367025467871009,-0.997779539182204,-1.3402448081751686,-0.7826506284255307,-0.1685170009279124,-1.3764731722243086,-0.8631676231119731,-0.9841991939683932,-0.8150967648485689,-0.9303643493735912,-0.309355361370085,-0.3921228452117686,-0.4670898547201406,-0.9299985626201784,-1.053480821815432,-0.8639397894293215,-1.0530719342946313,-1.1290617651162207,0.0063013872658616,1.020752668412774,-0.9725505323696416,-0.9849908077490224,-0.1341093434824616,-0.8166585343538962,1.251473089014058,-0.7365349867731809,-0.2473413450751705,0.2102537897693443,-0.180897303645555,-0.7044452234664241
1,4,-0.2367026726094675,-1.180475185809556,-0.6405626744764903,-0.7991056047655744,-0.1685170017458376,-0.7882818073404882,-1.0902229788342856,-1.1085998762541085,-1.0225685501461506,-1.0973362141814764,-0.297924568846657,-0.353577591704295,-0.3308822322625615,-1.0971776324475409,-1.1984257389823951,-1.0898830755052595,-1.1984852462791304,-0.7697187846809629,-0.139326053896292,0.8098309292988606,-1.1281563727841064,-1.1087192126935594,-0.1341093441469059,-1.0223387060496003,1.251473089014058,-0.6382444719905139,-0.1910910867684685,0.0570887773545899,-0.1808971932789608,-0.7217885040507132
1,5,-0.2367026726094675,-1.242119555453876,-0.6181984053628338,-0.7991056047655744,-0.1685170047567169,-0.7321228328038363,-1.14644620977505,-1.1687645698686533,-1.0727303140256643,-1.153737782850201,-0.3049450555933292,-0.3329001265539305,-0.3296439811493107,-1.152715086152902,-1.2601887046982767,-1.146560953085321,-1.259809710119238,-0.725263982977632,-0.1410648890146468,0.7936889594687135,-1.1876738140486265,-1.168925860907712,-0.1341093379590134,-1.0732174853638026,1.251473089014058,-0.5661647611498891,-0.1966319476241163,0.1664561911780176,-0.1808969876177619,-0.7217885040507132
2,1,-0.0371694604010453,0.5235121786475531,0.599056813537606,1.4765232428989232,-0.1443835948994178,1.221618333971077,0.4342915524441056,0.5556550696700532,0.4468810805079808,0.5398276092263564,0.4151948733826245,-0.6614128053653492,-1.0028398363866184,0.5400438344380476,0.5414267358572847,0.4349566911968778,0.5413641255481793,-0.1762471819414955,0.73530801063581,-2.5143387243892854,0.5591272331847168,0.555572201439393,-0.1338546785887426,0.4466507307455138,1.2465221201237564,-0.2961934805468255,0.4846835251829942,0.994306754147021,-0.1537842849422721,1.569822517752853
2,2,-0.0324627585173689,0.522690253718962,0.5000150503199852,1.4518612958157155,-0.1527073018544831,0.6954974146277617,0.4234793926478038,0.6058677087017421,0.4357055854940074,0.538041336267727,1.1626066931821897,-0.4721547326196554,-0.1608290793761293,0.5383437083042102,0.5869054041991459,0.4241161935271976,0.5868928941567445,2.087243138119769,0.4053640469281232,-1.0766272781842463,0.5261416633272749,0.6058691704329803,-0.1338746375097219,0.4358254585510018,1.241880586789099,-0.1572762196539873,1.997969776087485,-0.3059502768648451,-0.1597573186539025,1.5784941580449978
2,3,0.0145530013350376,0.5789007863353757,-0.3658016539372835,1.5175991314684585,-0.1363277825309438,-0.6552737097536941,0.5391695024682224,0.5932014574144687,0.5478017721227173,0.603418926553564,0.8130224556940502,-0.6255894262513417,-1.1497789684923705,0.6035152101013177,0.5686772605169643,0.5397766214202449,0.5687743025676216,-1.7306834148346322,0.7057478136237905,1.350048852947762,0.6258154505052023,0.5929295533212353,-0.1338095087444673,0.5473257621544652,1.2459032490124688,-0.7483298485471027,0.7090533210971334,2.2925384626806755,-0.1440171649058363,1.621895717707181
2,4,0.0264065063279313,0.5737409242836657,0.5287691106089715,1.4190334128430595,-0.160271064514005,-0.2030461779585858,0.3304948183996188,0.531679665447716,0.3330787114343895,0.5871638426300363,6.223027543927728,0.5961370656159544,-0.308180961852965,0.5876473661855008,0.5197143393585899,0.3309049852178193,0.519993479058445,0.9529047813231089,-0.4753559405182188,2.9976059069447003,0.5239904305104837,0.5320099785444525,-0.1336689661967216,0.3319028454836999,1.2449749423455374,-0.2791564579844952,1.4872286526593004,1.311269721987141,-0.1584908566836631,1.6132240774150366
2,5,-0.0277560566336925,0.536662977505008,-0.0782610510474155,1.5422610785516664,-0.1361998051428691,-0.3597001595608108,0.4797026235885682,0.5936538235318712,0.4829668392172231,0.5622899916811214,1.067380090900405,-0.6453010650040248,-1.0697053965021577,0.5621454741779374,0.5722348660243517,0.4797697721148483,0.57249093673975,-1.4454317705715938,0.7087907750809103,1.221989225628598,0.4974585591034087,0.5938207115245236,-0.1337942452089743,0.4834566562068512,1.2459032490124688,-0.614654748442673,0.4816676135780216,2.4111464103109443,-0.144374461702007,1.6045524371228923
3,1,-0.2366971274380236,-0.8293305913170949,0.6533700385279145,-0.3800987134733393,-0.1685168570378426,0.3230747413847362,-0.8523554633156737,-0.7933006924244964,-0.8261016416180538,-0.797331670779665,0.160027182013192,0.0488647077296588,-0.142668063048452,-0.7985221416034063,-0.8284347662140933,-0.8524164257647,-0.8291447254239344,0.2764508820707572,-0.2949517969889829,0.8464193942471931,-0.851364417023815,-0.7925006358387666,-0.1341092974849785,-0.8274838065484058,1.010113355611863,-0.1572762196539873,0.1194776710645439,0.0837977175360053,-0.1808968576739587,-0.3919193073375364
3,2,-0.2366909185259097,-0.7014756024251714,0.2923468371217472,-0.0186637219443994,-0.1685130438253346,-0.0197905768390015,-0.3885138080543742,-0.7453498839798213,-0.3505032851073552,-0.6568413025834606,-0.1320430678964401,-0.6121995602834838,-0.952897041485506,-0.6562782550723282,-0.7656448628259755,-0.3887504152001005,-0.7659619444977611,-0.7919461855326283,0.8609388479368925,1.0067629612266462,-0.6340899025280421,-0.7448771414550442,-0.1341092981881481,-0.3500893027704819,1.1713292801023034,-0.6172758288368773,-0.2223724024851631,0.4751912864504028,-0.1808930706749544,-0.1749115090266202
