f_id,i_id,ic.eps.max,ic.h.max,disp.ratio_median_05,ela_meta.lin_simple.adj_r2,ela_level.lda_qda_50,ic.eps.s,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_25,ela_level.lda_qda_25,ela_level.mmce_mda_10,disp.ratio_mean_05,nbc.nb_fitness.cor,disp.diff_mean_02,ela_level.lda_mda_50,ela_level.qda_mda_10,disp.ratio_median_02,ela_meta.lin_simple.coef.min,disp.diff_median_05,disp.ratio_mean_02,disp.diff_mean_25,disp.ratio_median_25,disp.ratio_mean_10,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,pca.expl_var.cor_init,ela_level.mmce_qda_10
1,1,-0.229630304393637,0.8018412116226329,-1.3232031484010207,0.5333410710526748,-0.1857577517910071,-0.8100154865712768,0.4099927691106588,-0.0275889363011761,-1.3816412198378896,0.1078109128726271,0.2516457461067982,-1.43139873391692,-0.4127545945740719,-1.3801088341422934,-0.4420984224024663,-0.264316691632821,-1.2750870583041043,-0.1340165045952231,-1.3217653382854575,-1.380265119192492,-1.4752319151601407,-1.3826059469553742,-1.4506556507837456,-0.1801586620552593,-0.0538842799248014,-1.247896903433653,-0.1682253996166665,-1.475125105051636,-1.247219128924647,-0.0867002390743754
1,2,-0.2296299968034469,0.5948252193541796,-0.8873549718341659,1.379642391677802,-0.4877795648374495,-0.7670568149501644,-1.6318141807112934,-0.4287489938321813,-0.6983456734005987,-0.1988562612778355,-1.6537958585815264,-0.9564388940042524,0.0644274694492394,-0.9831713847499536,-0.5128236270992036,-0.2816725501802131,-0.9072354924520524,-0.134016464003464,-0.8870197739594124,-0.9834078541467206,-0.7343730334537096,-0.6984186009387886,-0.8776936831907711,-0.1801580439328,-1.25079463371176,-0.8831825347100274,-0.1682253897364949,-0.7345745129839519,-1.247219128924647,-1.1411678565865553
1,3,-0.2296300641167241,0.6339562910634591,-0.8758852829771434,1.321374654274336,-0.4756818899894138,-0.7756399661232138,-1.337894037857903,-0.1944638287178404,-0.7536076149593626,-0.1665869046758445,-1.375308239434771,-0.946582399271953,0.0374255159191633,-1.0096783210128426,-0.502350382501255,-0.2990284087276059,-0.9367216232233734,-0.1340165008959841,-0.8763164418691006,-1.0092358613837424,-0.8045643764455942,-0.7552447924684041,-0.917968198154202,-0.1801591091693863,-1.1255456758269244,-0.9110233262156476,-0.1682253896997504,-0.8037530522123267,-1.247219128924647,-1.0227636537726872
1,4,-0.2296301898078877,0.6440546321497239,-1.0539672941782825,1.0495698505699156,-0.4019196780687531,-0.7928491842251779,-0.6531226412101099,-0.1687115821843534,-0.9714310215572772,-0.0797411865725002,-0.7919499635378897,-1.1418642011556313,-0.1108639010083029,-1.1646419483958834,-0.4683431412185023,-0.2513786879884004,-1.0696509012908042,-0.1340165015604204,-1.0541820360276608,-1.164700597252737,-1.0415496888174278,-0.9711843202809466,-1.0828657405516502,-0.1801589988163585,-0.7458847722385172,-1.0613636003459972,-0.1682253905176377,-1.041908679064108,-1.247219128924647,-0.6697850868936132
1,5,-0.2296301898078877,0.671825070136958,-1.1131267419671351,1.0510724569786012,-0.3623501999199703,-0.7928491842251779,-0.6312349709976232,-0.323956438582013,-1.0240955622972332,-0.0882958146649745,-0.7362524397085334,-1.2065474478363445,-0.1126345209119152,-1.2306740203880493,-0.4719163658460382,-0.3564605224662505,-1.133940333956143,-0.1340164953726026,-1.1142634068279451,-1.2302640002390208,-1.1009974589023908,-1.024600940318788,-1.1459371507774037,-0.1801587931804397,-0.6989164130317039,-1.0780680752493694,-0.1682253935283779,-1.1008805485702646,-1.247219128924647,-0.6630829622060311
2,1,-0.0303050436840755,-0.5538610792085833,0.690029079923715,1.3120251032869603,-0.9910092338633713,1.5870869730379622,0.5600796505677154,4.573209309628635,0.571335499268825,0.9635985814146836,1.201435099828357,0.6735789223497272,0.7797579105083033,0.6954705404190742,-0.5192307885003022,-1.6985417297764456,0.7087011496549294,-0.1337618390753003,0.689795109585332,0.6954126162596641,0.5578101979262206,0.5710785178328502,0.7051707445229779,-0.1530494232267232,-0.11885717682756,0.2415854421170309,-0.1440930990129248,0.5571362440835734,-1.247219128924647,-0.6340404218931956
2,2,-0.0256032497804868,0.0810721165903932,0.6882180764199748,0.694620825584905,-0.6288350931003079,1.5612946037629487,0.4631485396267038,3.093002997091351,0.5596024128114537,3.2999866285440547,0.679637245006022,0.6723468605081899,0.4437827837980128,0.7440927311971541,0.1259210787333563,-0.1712261776058968,0.7623562400748746,-0.1337817977554357,0.6878922949914987,0.744088476052512,0.5464399165997293,0.5597132795269256,0.6702155051207561,-0.1590217227268019,2.272615112786016,0.2499376795687168,-0.1524164212822479,0.5457954999477731,-1.247219128924647,0.2484059953045005
2,3,0.0213634837220745,-1.333957928122632,0.7576398773966903,1.5372491083221342,-0.9224557430578364,1.6300456446590743,-0.3842169785995611,5.215153542007081,0.6772915395670703,1.3100068759441077,-0.6600347755210063,0.7327178907435227,0.749657372146907,0.7246046434417462,-0.576155953256213,-1.8872472463462775,0.7488216226716446,-0.1337166697760884,0.7575353091257948,0.724717470624746,0.6677527606737129,0.6767752340779384,0.7758411198361704,-0.1432835037748989,-1.761184137092464,0.3000511042788332,-0.1360376589492635,0.6671414622008258,-1.247219128924647,-1.4651038831527985
2,4,0.0332046283046612,0.3171208394818637,0.7407371780284471,-0.4199792171243769,1.4155039329559158,1.526961999070751,0.4912898298999003,0.5132872725038955,0.451855061603686,2.511444833994736,-0.2115231362635947,0.727173612456605,-0.4530361973812346,0.6722573654669588,3.3186588907575265,-1.106549172778109,0.683082052427389,-0.1335761289242662,0.7402196963219125,0.6725647637038379,0.4486734031467477,0.4506069917900635,0.6679358155945226,-0.1577554164313926,1.0741391470254968,0.2026083340091622,-0.1599798343773669,0.4482651003799009,0.8017837257372732,-0.8239339547078897
2,5,-0.0209014558768982,-0.9527455521160896,0.7135721254723415,1.3724632721696386,-0.9601769653270584,1.6558380139340878,-0.102804075867591,4.969968378551799,0.6092217250052222,0.9589422648580208,-0.3668899132612581,0.6877476335274071,0.7527559569782273,0.7284081535268055,-0.5797291778837484,-1.9178566696025885,0.749305001864617,-0.13370140642478,0.7137230031027847,0.7286910101996731,0.6048133293940003,0.6097203280729905,0.6398196447709944,-0.1436407566517737,-1.4598038321820803,0.2499376795687168,-0.1359096874757503,0.6047673694539297,-1.247219128924647,-1.41595496877723
