f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.qda_mda_10,disp.diff_mean_25,ic.eps.max,disp.ratio_mean_25,disp.ratio_median_02,ela_level.lda_qda_25,ela_level.lda_mda_25,disp.ratio_median_10,ic.eps.ratio,disp.diff_median_02,disp.ratio_mean_05,disp.diff_mean_10,disp.diff_median_25,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,disp.diff_median_05,disp.ratio_mean_10,ela_level.mmce_lda_10,disp.diff_mean_05,disp.diff_mean_02,ela_level.mmce_qda_50,ela_level.lda_qda_10,disp.ratio_median_05,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,pca.expl_var_PC1.cor_init,ela_meta.quad_simple.cond
2,1,-0.1338550526862963,1.4305616752428436,-0.1443864192169295,-1.5337229431546608,0.4252836402541302,-0.0372386119602488,0.4246129493109823,0.5474902038278165,0.4701871155142202,0.4036738973063429,0.5655110976337039,1.5171270114854736,0.5474061015133569,0.5150779483979636,0.5520000935180924,0.4387276109594603,-0.6683802248144878,0.8307218858764207,0.5324085152495355,0.5519307707997567,0.5156045229540476,0.5150562325582669,0.5322669702982801,-0.9998666276610872,0.9735648486421148,0.5326423459609593,4.573855956727377,-0.2758470131139457,1.256577298941769,4.683228995081602
2,2,-0.1338750116082592,1.4056803038496588,-0.152710130038846,-0.0991952931938412,0.4142628406268953,-0.0325318339482748,0.4136210329660407,0.5985187197259609,1.9843476683286,1.1526246170741057,0.5332398297255119,1.5258341137421705,0.5985201985328029,0.5138995851436914,0.5188989099032858,0.427401887945866,-0.4787997716337329,0.2524078562138322,0.5305955146490602,0.5183878065801606,0.41668991689845,0.5142190288209667,0.5786584688558495,-0.1583132025220078,-0.3204669947894082,0.5309168038288732,3.0946240706140844,-0.1366924366583128,0.83934713692793,3.5482864631619653
2,3,-0.1338098828397949,1.4720030275965503,-0.1363306031060571,-1.7109641693275055,0.5318469626340101,0.0144846863580218,0.5312345378569039,0.5856466616615637,0.6946865411933637,0.8023205954486253,0.6408107227528191,1.569413160536937,0.5853703635093735,0.5716393846030399,0.6200446135749659,0.5410049416852765,-0.6324958244907819,1.0446821453356097,0.5969513366264565,0.619745894113293,-0.4480151876520995,0.5714744621885456,0.5600644569339849,-1.1467259508716323,2.2655810661492897,0.5970625855588484,5.215377594351659,-0.288125358095325,1.392815719191186,3.2702838443897133
2,4,-0.1336693402851227,1.3725603419286143,-0.1602738962121803,-0.977695283789682,0.3195013194226375,0.0263383830747973,0.3190905523995546,0.523125236777352,1.473311463953631,6.223464732380335,0.5318055511518145,1.5607060582802403,0.5234610851208312,0.5663367499588147,0.516653786145064,0.3233954392027071,0.59131174488227,-0.7985942522390873,0.5804530311621312,0.516200221957142,0.4454070605920101,0.5662186831710504,0.5101187709869245,-0.3055850519213468,1.2890103058026028,0.5809575256593768,0.5166065844053823,0.5519579424704799,-0.1185792554507858,4.486441138380581
2,5,-0.1337946193035496,1.4968843989897351,-0.1362026256585294,-1.7397140003287868,0.4708420639100236,-0.0278250559363008,0.4707789979597315,0.5861063780210063,0.4671694614647665,1.057201945889822,0.5038371189647144,1.551998956023544,0.586275999530271,0.5286291258220962,0.4893668973912926,0.4752984570262568,-0.652241039864978,0.8890312343217395,0.5552069978005124,0.4892200116065953,-0.1608437507164925,0.5284514923550684,0.5636934693211494,-1.0666958702456613,2.3836211593439294,0.5550743936780825,4.97035383738412,-0.2888960767196973,1.3119241571680942,6.677306606609577
3,1,-0.1341096715950808,-0.4425791711542283,-0.1685196925666732,-0.1676613855783346,-0.8835013989424052,-0.2367695062467934,-0.8834250957369186,-0.823383980030427,0.1047702635256925,0.1479808228191551,-0.8522732724662139,-0.4526371965357215,-0.8225676200184732,-0.8630178774736265,-0.8826915552614228,-0.8513673417798729,0.0431071683684007,-0.4493754222059206,-0.8247584092512666,-0.8823955470252359,0.5698480165974402,-0.8629346077189501,-0.8650898612543088,-0.1401620502150864,0.0674150190273421,-0.8259344927016541,-0.2989164273776208,0.0474295850538003,0.2496902242859231,-0.2169546189305903
3,2,-0.1341096722982504,-0.0779283904035286,-0.1685158793523938,-0.4984326370982265,-0.4121235755160971,-0.2367632972342538,-0.411871884538977,-0.774654045929497,-0.2372773140798541,-0.1446907915409589,-0.6170515863798341,-0.2347419625618882,-0.7741704310617192,-0.7328087378765245,-0.6614605141628083,-0.3693756944456158,-0.6190831503501812,0.5594081689300325,-0.6821659120238837,-0.6614495001004911,0.2092883235560671,-0.7327029152500464,-0.8010396632457939,-0.9499509588170536,0.4569347289076255,-0.6815641343170996,3.5536975354664198,-0.2858397787264969,1.0671207457824232,-0.0497426310879313
3,3,-0.1341096342292576,-0.1442097141980189,-0.1685174270841096,-0.6125427910723825,-0.3689949344551852,-0.2367435264042653,-0.3690034107937096,-0.5291655099870747,0.0304517603077457,0.0655457363707286,-0.4305953717991683,-0.1127554599455685,-0.5299747343869597,-0.4806390014622278,-0.4469072770630067,-0.3734391217863712,-0.2682427756166941,0.4764049707332808,-0.4636086896365857,-0.4477954019191381,-1.4818323606202832,-0.4808441242789349,-0.5582325457952905,-0.4578072155862096,0.6545920461140173,-0.4635706449635314,0.9770889645573088,-0.0760980068800769,1.007516436923304,-0.122931484414273
3,4,-0.1341096528785393,-0.2353724093856939,-0.1685187753517223,-0.3961780835369698,-0.6026879533224617,-0.2367644472028381,-0.6031312289409395,-0.7300615590635513,-0.1949599793863489,-0.0861564686689363,-0.6808769829093712,-0.2783210093566549,-0.7296493642744056,-0.734576282757933,-0.7137891679121291,-0.5794635335527448,-0.1388214641550933,0.1114139398911349,-0.7036952941545277,-0.7139515310529064,0.1454724486814878,-0.7344238340433855,-0.7780683889600298,-0.4470815346775751,0.2314365786211746,-0.7034210013235263,0.3606092067519827,0.0145544492486784,0.7073661673113079,-0.1797139880734226
3,5,-0.1341096385583368,-0.4011378188005214,-0.1685194630860138,0.0199534909557971,-1.0510696200462717,-0.2367657405021984,-1.0516014158145042,-0.8665973178180446,-0.0239361905835754,-0.176348029334611,-0.9512384940513392,-0.3567720006894915,-0.8675958429774897,-0.9348980359842424,-0.9868307572773988,-1.0124346850953387,-0.2324463272545661,-0.1943118515475723,-0.8988648087956944,-0.986670414055726,0.5762296040848974,-0.934701572533064,-0.8990978226969137,0.0227857943584117,-0.1965060004419961,-0.8989824429599738,-0.2137342784783026,-0.2037449569787027,0.4625627559256369,-0.2172530143080937
