f_id,i_id,ic.eps.s,disp.diff_median_02,ic.eps.max,disp.ratio_mean_25,ela_level.lda_mda_25,ela_level.mmce_mda_10,disp.diff_mean_05,disp.diff_mean_10,disp.diff_median_05,ela_level.lda_qda_50,disp.ratio_median_05,disp.diff_mean_02,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_init,ela_level.mmce_lda_25,ela_meta.lin_simple.intercept,disp.diff_median_25,nbc.nn_nb.cor,ela_level.mmce_qda_10,ela_level.mmce_lda_10,disp.ratio_mean_02,ela_meta.lin_simple.coef.min,ela_level.lda_mda_50,ic.m0,disp.ratio_mean_05,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,pca.expl_var.cor_init,ela_level.mmce_qda_25
1,1,-0.9061200929950478,-1.2434435923458562,-0.2367752253329674,-1.4484988242322134,-0.3150059936670169,0.2500560257420526,-1.3911810781832616,-1.4123658039601654,-1.288639545603296,-0.2408313710285117,-1.2900000481691931,-1.3414096493044747,-0.1685198480225557,0.656098097745949,0.5820718993480747,-0.078427221385704,-0.1809047051959524,-1.3596738074693222,2.087397690375053,0.00424371879749,0.4090545888009675,-1.3415492104584916,-0.1341097219444291,-0.2570810945872618,-0.3861426600941455,-1.3910152880638,1.173511922938216,0.5125826674198128,-1.22474487139159,-0.1128126127430937
1,2,-0.8641397660867499,-0.8956936427517894,-0.236774917416714,-0.7467471439269467,-0.3167213833340324,-1.6535683682103228,-0.9438384857697298,-0.8726510705499961,-0.8783274800608115,-0.3986777532108753,-0.8786462857998643,-0.9671106324440568,-0.1685198381419229,0.656098097745949,1.2009255056412291,-1.22656230358997,-0.1809040869966539,-0.7128053801906902,1.277214148978453,-1.067147240867575,-1.6318698910348544,-0.967330932479066,-0.1341096813521782,-0.2723286807977971,-0.7540575103401084,-0.9436913369105238,1.173511922938216,1.3599076520568352,-1.22474487139159,-0.8324731706647874
1,3,-0.8725274437907053,-0.9245194763160236,-0.2367749848013472,-0.8123012825159533,-0.3255691826691668,-1.3753463414018985,-0.934449192082336,-0.910656760673818,-0.8682256948822297,-0.3923551164836817,-0.867821186790145,-0.9921058053569922,-0.1685198381051766,0.656098097745949,1.169025835213747,-1.106417363660158,-0.1809051523656604,-0.7651212564039443,1.247663381511105,-0.9468427475153534,-1.3380767806143832,-0.9916855638369264,-0.1341097182451453,-0.2700707629791639,-0.7003759841476366,-0.9344083495973556,1.173511922938216,1.3015694355174152,-1.22474487139159,-0.7501563911063602
1,4,-0.8893447375871365,-1.0497440924630317,-0.2367751106257506,-1.03797946454368,-0.3141031570001662,-0.7925444115611,-1.1177007240006878,-1.0661859985317208,-1.0360949161387512,-0.3538045953275998,-1.0358950924673642,-1.1382314316172282,-0.1685198389231021,0.656098097745949,0.9733745232585186,-0.7422280144979155,-0.1809050419989145,-0.9713322952218276,1.0875967243962756,-0.5881991635596778,-0.6536013425071145,-1.1382817102794298,-0.1341097189095897,-0.2627391710033662,-0.6021780703809219,-1.1183275357394944,1.173511922938216,1.0294358638091743,-1.22474487139159,-0.502391034811689
1,5,-0.8893447375871365,-1.1106788019623968,-0.2367751106257506,-1.093861681045785,-0.3211452830015996,-0.73690000619941,-1.1795326580396217,-1.1253436650042177,-1.092799603607857,-0.333124304365738,-1.0917298136753897,-1.2004975132524092,-0.1685198419339829,0.656098097745949,0.9627412997826958,-0.697173662024236,-0.180904836337433,-1.0211892404623355,1.9568818007275768,-0.5813894752567172,-0.6317231321566538,-1.200105005264766,-0.1341097127216968,-0.2635095194356059,-0.5301662669519954,-1.1792471399821582,1.173511922938216,1.030940287731395,-1.22474487139159,-0.4828306119463201
2,1,1.43639053616568,0.6346731081384179,-0.0372386684333009,0.4772883290710631,0.4012143341454334,1.1989395698044614,0.5914713371333106,0.6195247155019694,0.6098675124478585,-0.6616818781823238,0.6100896990630934,0.6157937350156386,-0.1443864208587775,0.6534574654664461,1.1668991905185817,-0.1407524089742942,-0.1537920964035113,0.489187911866183,-0.9464811029398612,-0.5518808259439083,0.5590766026327036,0.6157201057818268,-0.1338550533388536,-0.2737099952280199,-0.2604493304727473,0.5914826900046123,1.168472952223928,1.292208575556935,-1.22474487139159,-0.5969330786609715
2,2,1.4111855646652935,0.685578303581641,-0.0325318903589406,0.4665417489745034,1.1509299022980346,0.677639351152894,0.5906469113461247,0.5870049657680447,0.6080716395272218,-0.4723979411619707,0.6083804729036641,0.6616428687612596,-0.1527101316829423,0.6518070702917571,0.7500768302661479,2.153265037810553,-0.159765138323319,0.4780803271272262,-0.6854493236449042,0.3447281339452916,0.4621873853663782,0.6616192187254859,-0.1338750122608183,-0.1346222576002085,-0.121662945682455,0.5903223165904664,1.1637489171792832,0.6740575017380936,-1.22474487139159,-0.313306947113124
2,3,1.4783708630739778,0.6724822114867509,0.0144846305705402,0.5815301560076807,0.8002681408933258,-0.6607550304413209,0.6470284749031083,0.6863740097376211,0.6738005884225274,-0.6258536033948944,0.6739008090151227,0.6432662401551518,-0.1363306047457291,0.6508168331869433,1.3030044510091727,-1.7161529338039538,-0.144024962945043,0.5894953374095859,-0.5179949746632372,-1.396282175510446,-0.3848119010585982,0.6433532452070909,-0.1338098834923483,-0.2859824426657679,-0.7121597337996443,0.6471806138836198,1.167843080884642,1.5177050056763557,-1.22474487139159,-1.5162729533333046
2,4,1.377634853849471,0.610825954213563,0.0263383274444314,0.3741211601441013,6.226948494331235,-0.2126711346340634,0.6418529130168863,0.5847992783947871,0.6574581448447329,0.5960398513347286,0.657948031527116,0.5939044711628908,-0.1602738978583197,0.6494965170471921,-0.2069132825583216,1.0036281438571648,-0.1584986746127002,0.3760770871198605,-0.128909869676423,-0.7448219945276601,0.4903165129598271,0.5941756241960279,-0.133669340937664,0.5536973484753929,-0.243428358753182,0.6419589335199635,1.1668982738757132,-0.4418907321219895,0.816496580927725,-0.5317316691097421
2,5,1.5035758345743646,0.67338414620403,-0.0278251122845802,0.5224239654766085,1.055409782945259,-0.3678897390640264,0.6046621497282831,0.5579916933967339,0.6324506144248658,-0.6455679359678795,0.6323096391356762,0.6468528256175106,-0.1362026272981669,0.6518070702917571,1.222191952592884,-1.4270541720978454,-0.144382260232213,0.5250543877789975,-0.5820216375091691,-1.346344461288769,-0.1035206251241041,0.6471001115698393,-0.1337946199561017,-0.2867527910980075,-0.5786105710769096,0.6048269842672909,1.167843080884642,1.352719848872895,-1.22474487139159,-1.3011083018142495
