f_id,i_id,disp.diff_mean_05,ic.eps.max,disp.ratio_mean_05,disp.diff_median_02,pca.expl_var_PC1.cor_init,disp.ratio_mean_10,ela_meta.quad_simple.adj_r2,ic.eps.s,ela_meta.lin_simple.coef.max,ela_level.lda_mda_25,disp.diff_mean_10,nbc.nn_nb.cor,ela_level.lda_qda_50,ela_level.mmce_mda_10,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_02,disp.ratio_median_25,ic.m0,disp.diff_median_25,disp.diff_mean_02,ela_meta.lin_simple.intercept,disp.ratio_mean_25,nbc.nn_nb.mean_ratio,disp.ratio_median_05,ela_level.mmce_lda_10,ela_distr.skewness,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,ela_level.mmce_lda_25,ela_level.mmce_mda_25
1,1,-1.3940133635091392,-0.2367752195018592,-1.3938457183921895,-1.2471050528048315,0.57762207153857,-1.4135952977879187,1.174666594809635,-0.8991872760109842,-0.1685198480249801,-0.3208158700492172,-1.4130525470448811,2.118641163252982,-0.2453950644022478,0.2502929574997709,0.6564117301433963,-1.3462659403380068,-1.3574493186460974,-0.368769140468779,-1.3565222289023782,-1.346116892904821,-0.1809047077136384,-1.4462099107399284,1.1443384105114995,-1.2919343273736663,0.408470661180105,-0.4606223061659295,-0.1207265819969238,-0.1341097219413259,-0.0757737964215899,0.184392583894609
1,2,-0.9421276438586031,-0.2367749115856063,-0.9419764885578088,-0.8951137557310288,1.2086037142360826,-0.869593521307713,1.174666594809635,-0.857369790677814,-0.1685198381443473,-0.3225351363043062,-0.8694865969581561,1.2877218265506185,-0.4034150333137969,-1.6535839706683255,0.6564117301433963,-0.9672501857238252,-0.7072928518963933,-0.742628741229514,-0.7072291044191297,-0.9670248243322018,-0.1809040895143396,-0.7421012163051132,0.8135467286491509,-0.8763969678878107,-1.6319806327279802,-0.4973942516593679,-0.1378421876617493,-0.134109681349075,-1.2261524437873637,-0.8964789292615435
1,3,-0.932642994270361,-0.2367749789702394,-0.9325991763952274,-0.9242911648359112,1.1760788872929118,-0.9078323729701138,1.174666594809635,-0.8657249326025231,-0.168519838107601,-0.331402930672662,-0.9077634824719648,1.257414738281844,-0.3970854434603161,-1.3753250350129882,0.6564117301433963,-0.9919170433457748,-0.7612925584370652,-0.6880798315099758,-0.7597410794887541,-0.992340070638148,-0.1809051548833466,-0.8078755353870791,0.8447534910889988,-0.8654617742171302,-1.3382556378928188,-0.4943012842814152,-0.1549577933265754,-0.1341097182420421,-1.1057727292167137,-0.7734210412517423
1,4,-1.117755594282831,-0.2367751047946426,-1.1183871736163675,-1.0510430884942965,0.97659328204146,-1.0643952184557968,1.174666594809635,-0.8824769921615655,-0.1685198389255265,-0.3199109930728541,-1.0644025228930585,1.0932513434926243,-0.3584925275481215,-0.7924457908507613,0.6564117301433963,-1.1403925517240463,-0.966491443291622,-0.5882952405596031,-0.9667250719836104,-1.1403368951959854,-0.1809050445166007,-1.0343117158331905,0.9664598646043854,-1.0352450443671686,-0.653938894606644,-0.482398046190506,-0.1079676759558711,-0.1341097189064864,-0.7408717194244312,-0.4332482807660494
1,5,-1.1802154818151565,-0.2367751047946426,-1.1799257846833064,-1.1127209908449192,0.965751673060408,-1.124278703134654,1.174666594809635,-0.8824769921615655,-0.1685198419364073,-0.3269690334884841,-1.123982317904136,1.9847848567325408,-0.3377894940690285,-0.7367940037196886,0.6564117301433963,-1.2030084210720704,-1.0172511674398563,-0.5151198738626608,-1.0167688991164128,-1.2034003194255898,-0.1809048388551191,-1.0903816271817528,0.9914252745562652,-1.0916476222475202,-0.6320657566933872,-0.4715726603676713,-0.2115948884356357,-0.1341097127185936,-0.6957293264604374,-0.4167883084844837
2,1,0.6087744968607187,-0.0372386628630616,0.6087965103290549,0.6539181802139478,1.1739105654967006,0.633265497801398,1.1696143244190371,1.4342367607218436,-0.1443864208611923,0.3970230352994048,0.633336836667345,-0.9928865656750042,-0.6667083890245559,1.199302380155862,0.6537123007762282,0.6360955597028684,0.4990605922222446,-0.2410448640522986,0.4992696939390468,0.636149279747008,-0.1537920989092403,0.4860454957335645,-0.1226561445461808,0.6274799300852354,0.5584578925853,-0.3154715340652366,-1.5350979955720845,-0.1338550533357505,-0.1382207733551148,-0.5625766344069235
2,2,0.6079416983602876,-0.0325318847948547,0.6076243463087323,0.7054442431012944,0.7489194934392696,0.6000770605095042,1.164877820927852,1.409129559238092,-0.1527101316853604,1.1484328764710872,0.6005850373065713,-0.7251739526341172,-0.4772162927859779,0.6779330059806049,0.6520251574217484,0.6825830990673112,0.4882606509141087,-0.100015975509103,0.4881204739485755,0.6825855303673823,-0.1597651408316822,0.4752628204742246,-0.1413802020100854,0.625753320558286,0.461591138969449,-0.2848074180908867,-0.0289246970674027,-0.1338750122577151,2.1602794017282325,0.2549353222441767
2,3,0.6648958624730972,0.0144846360731579,0.6650603833045423,0.6921884239460097,1.3126831604542295,0.7003638601524055,1.1689827906202126,1.4760542460550137,-0.1363306047481407,0.7969786588517696,0.7006631442228844,-0.5534337857777026,-0.6308407131881653,-0.6606389265929706,0.6510128714090602,0.6640829558508492,0.5995000463878974,-0.7000539824240224,0.5999531080514707,0.6639735815300225,-0.1440249654464646,0.5906374457491502,-0.2162764318657106,0.6919400190913519,-0.3852117716723473,-0.340808872888668,-1.7211913080732828,-0.1338098834892452,-1.7166997806627622,-1.7813983914466751
2,4,0.6596677385537246,0.0263383329315519,0.659785645213091,0.6297801734325614,-0.2268253148558568,0.5979125972078574,1.1680354899219756,1.3757089915392546,-0.1602738978607408,6.235922700675746,0.5983636109151448,-0.1543904569054458,0.5923964814820706,-0.2124955881164743,0.6496631567254764,0.6142748779603753,0.3845812143560183,-0.2237488682875659,0.3857348888452399,0.6139797149347004,-0.158498677120505,0.3825318132439125,-0.0976907345943012,0.6758249968398234,0.4897137448579214,-0.4351756200109543,-0.9513002459863856,-0.133669340934561,1.0083960079303258,-1.6269881752815103
2,5,0.6220992728676148,-0.0278251067266479,0.6222763965627651,0.6931013591495419,1.2302869321981964,0.5712175498208975,1.1689827906202126,1.5011614475387651,-0.1362026273005784,1.0526968923719011,0.5713647363116544,-0.619099143693391,-0.6505767259951989,-0.3677347837978729,0.6520251574217484,0.6678778570234575,0.5357803926699031,-0.5643469387315129,0.5352706103968282,0.6676060946833904,-0.1443822627337922,0.5313327318227867,-0.16010425947399,0.6499258539355807,-0.1039857127876177,-0.2974292243605122,-1.7513770126094304,-0.1337946199529986,-1.4270360924771373,-1.6583405034368737
