f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_25,nbc.dist_ratio.coeff_var,ela_level.lda_qda_50,disp.diff_mean_02,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_50,ela_level.qda_mda_50,nbc.nb_fitness.cor,ela_level.lda_mda_50,ela_distr.kurtosis,ela_level.qda_mda_10,disp.ratio_mean_10,disp.diff_median_10,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_02,disp.ratio_median_05,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_10,disp.diff_mean_05,disp.ratio_median_25,ela_level.mmce_mda_25,ela_level.mmce_lda_25,ic.h.max,ela_level.lda_qda_25,ela_distr.number_of_peaks,disp.ratio_median_02
1,1,-0.2366137365105274,-0.1341091243897864,-0.7357886019737772,-1.484917124368295,-1.3344516416536052,-0.2134272296288479,-1.4094716237701996,0.6815471173013756,-0.1782194715507449,-0.6856855366303736,-0.4548734088130726,-0.2563927512007334,-0.3103019298129026,-0.1409026014268038,-1.5094163594571877,-1.4180120516522046,0.0249439225484076,-1.4096223358946864,-1.3792724777335004,0.4084706611801042,0.5787194028958335,0.2502929574997709,-1.47220322716995,-1.485829749033245,0.1834374018816083,-0.0761216299281208,0.8405416672358911,-0.0909754179865333,-0.6595249381103859,-1.3215288883345793
1,2,-0.2366134286053406,-0.1341090837975387,-0.692160068028267,-0.81441281122519,-0.9730791338519916,-0.3718111414177031,-1.0368654657383374,0.6815471173013756,-0.8381635866870157,-0.2622697070535113,0.0139236157492832,-0.2716381263355231,-0.3123266295452017,-0.1575020715980587,-0.9614557289054958,-0.9020762658216736,0.840470744749022,-1.0370921768896,-0.9652159600653404,-1.631980632727981,1.204526260358886,-1.6535839706683255,-1.0229405052132647,-0.8144551127364877,-0.8962649466836901,-1.2261213548539096,0.6378383472339869,-0.2900634227294439,-0.6595249381103859,-0.974427163046311
1,3,-0.2366134959875519,-0.1341091206905029,-0.7009206427765663,-0.8686402540367376,-1.0006648214704352,-0.3654669736019603,-1.0617475918698736,0.6815471173013756,-0.7645899850555771,-0.2338389079452325,-0.0126038596665829,-0.2693805359409986,-0.3124244211649249,-0.1741015417693143,-0.9999728554562104,-0.9416109231132171,0.7852748965504224,-1.0613369431827977,-0.9543197359161784,-1.33825563789282,1.1722681749226462,-1.3753250350129882,-1.0135109098409782,-0.8702171257179447,-0.7733401687832174,-1.1057812920755403,0.67615421869776,-0.2691141905919482,-0.6595249381103859,-1.002250034587158
1,4,-0.2366136218074331,-0.1341091213549472,-0.7183546223751717,-1.0823860253782018,-1.1496275346100318,-0.3267851726143068,-1.2072123292542376,0.6815471173013756,-0.568640191765816,-0.3688852037095554,-0.1582875361307652,-0.262050007130542,-0.3120725090685968,-0.1285284509355037,-1.157675052843104,-1.084151229818596,0.5210533510316813,-1.2072717864476186,-1.1234979529689588,-0.6539388946066451,0.9744185842470376,-0.7924457908507613,-1.1975490126922836,-1.082112775047485,-0.4335353687271335,-0.7410004767786097,0.6860421855271202,-0.2127340423561381,-0.6595249381103859,-1.127681012845074
1,5,-0.2366136218074331,-0.1341091151670548,-0.7183546223751717,-1.13406469048872,-1.1661789471810982,-0.3060344570503149,-1.26919679730972,0.6815471173013756,-0.5464571962990507,-0.4150852522605086,-0.1600270427154129,-0.2628202438533799,-0.3106662380300408,-0.2290306976087411,-1.2179943264979998,-1.1474520584231336,0.528401910703092,-1.268816193191887,-1.179699530159374,-0.6320657566933882,0.9636658891016292,-0.7367940037196886,-1.2596463480707545,-1.1345290672500574,-0.4170932009824843,-0.6958729532367213,0.713234094307866,-0.2182876978556757,-0.6595249381103859,-1.1883439950570838
2,1,-0.0370843509950282,-0.1338544558042578,1.5852406869375566,0.4315000401467661,0.1413826459331376,-0.6357108998642238,0.5388798296626335,0.6790060716294327,-1.4829493215876637,1.040977816356328,0.716684275946655,-0.2730192404592323,-0.3170481742270528,-1.512622454669634,0.552340018361315,0.5634853914220882,0.7715575851637881,0.5388176321682067,0.533301603185214,0.5584578925852992,1.170117635893564,1.199302380155862,0.5189593312472702,0.4312682572692905,-0.5627238295779489,-0.1385480374943999,-0.4869178796058518,0.4646010302773156,0.905641724989068,0.5503574199217356
2,2,-0.0323777420832227,-0.1338744147246513,1.5939576767368595,0.4199865960490144,0.1496583522186705,-0.4457823758804256,0.5845215994897115,0.6774179180844686,-0.5209467515122711,1.2798472981499909,0.3866129015098944,-0.1339516721565156,-0.3138382676106426,-0.0518690795991611,0.518910059468243,0.5315513712568961,0.1787737716699496,0.5845096917207704,0.5315811467406097,0.4615911389694482,0.7486119861933636,0.6779330059806049,0.5181313667755573,0.4201158546729976,0.2539038350729621,2.159195036180083,0.1347880347902336,1.9813816765813537,0.5143500592142046,0.600985923873113
2,3,0.0146370890629971,-0.1338092859613081,1.6375862106823695,0.5354725925714996,0.1993125899318693,-0.5997606155750149,0.5662280836799874,0.6764650259574898,-1.604955796654874,0.6670620387983444,0.6871126640076566,-0.2852899082506485,-0.3170839852427261,-1.693103966713465,0.6199266743842697,0.6391514356500926,0.9908712660239052,0.5663261170008725,0.5975319771171175,-0.3852117716723482,1.307752133754854,-0.6606389265929706,0.5747549370354816,0.5349856014148038,-1.7802272030507835,-1.7165071106757632,-1.250763317174003,0.6894889282902289,1.2969333907639315,0.5882147697232155
2,4,0.0264903599126279,-0.133668743417687,1.6288692208830666,0.3142562658994333,0.1027626832673159,0.6262938715382114,0.5170895653580931,0.6751945031215185,0.5020590560967276,1.069916308305827,-0.4944471836137909,0.5542681196425668,-0.3177774793347074,-0.9464296175555416,0.5167298447578237,0.5298497360793547,-0.8985250761589358,0.5173703389088403,0.5814743836341423,0.4897137448579207,-0.219130576893835,-0.2124955881164743,0.5695571600741725,0.3130527897485997,-1.625984010398598,1.0076910604695644,0.3659192594265537,1.46946117851007,-0.0073721618189467,0.5261834495665743
2,5,-0.0276711331714173,-0.133794022426263,1.6201522310837642,0.4686770390272921,0.1496583522186705,-0.6195420832782683,0.5697984479325893,0.6774179180844686,-1.5417342595745918,0.8295237479885076,0.6901568005307889,-0.2860601449734863,-0.3154766215776968,-1.7223793959245883,0.489840529996003,0.501886197995092,0.831325870491266,0.5700560810459805,0.5556675369650744,-0.1039857127876186,1.2260316506497126,-0.3677347837978729,0.5322067627946774,0.4691864260966829,-1.657302425150311,-1.4269388346153145,-0.8774925693656174,0.4615781544990865,0.905641724989068,0.5886708823714261
