f_id,i_id,disp.ratio_mean_10,disp.diff_mean_10,disp.diff_median_25,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_level.mmce_mda_10,ela_level.lda_mda_10,ic.eps.s,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,nbc.nb_fitness.cor,disp.diff_median_10,ic.eps.max,ela_level.lda_qda_25,disp.diff_median_02,ela_distr.kurtosis,disp.ratio_mean_05,disp.diff_mean_05,ela_level.lda_mda_25,disp.ratio_median_05,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,disp.ratio_median_25,ela_level.mmce_mda_50,ic.m0
1,1,-1.4709435718780786,-1.4704265664573395,-1.4081770885575104,-0.3661060121643477,-0.134109701142869,0.2176026966299681,0.4218952760432283,-0.8437631869316776,-0.2456250246644039,-0.1314315733957133,-0.2414475031800836,-0.4174437574100265,-1.3731740434119146,-0.2367747224794083,-0.0734897652114739,-1.3056872085737428,-0.2886934496318126,-1.4518232731888137,-1.4519965621487936,-0.3035116777996092,-1.3496521861992117,0.6978093828289011,1.186406028653249,-0.0199142430065755,-1.3064405568653912,0.6282877888973805,-0.1706338480490587,-1.4090804820183944,-0.0090819592191307,-0.4288940829213676
1,2,-0.9309769442266316,-0.930889473112892,-0.7581601226274391,-0.4023831627004273,-0.1341096605506183,-1.678399351754474,1.3257466500113244,-0.8028936183652333,-0.8868484062137162,-0.5161106608638124,-0.3993584963163576,0.0586111664322374,-0.8664798373377008,-0.2367744145631897,-0.2720623045090234,-0.9613458214353656,-0.2907403384247785,-1.0059960942278772,-1.0061517018795256,-0.3052223989164521,-0.9404919601890296,0.6978093828289011,1.186406028653249,-0.4207459607687343,-0.9614422003857248,1.2351061921832132,-0.8757292374908159,-0.7582134984041669,-0.5802520507347649,-0.7984075810978591
1,3,-0.9689321581066394,-0.9688826541594672,-0.8107306388128965,-0.399331813589916,-0.1341096974435853,-1.4012913600675168,1.0564447327976711,-0.8110593663305569,-0.8153618779625602,-0.4625112167364245,-0.3930332715565179,0.0316729935617568,-0.9053063392763252,-0.2367744819478153,-0.2511673127326568,-0.9898891110217912,-0.2908392017610374,-0.996744168335043,-0.99679384415912,-0.3140461183612233,-0.9297245858203406,0.6978093828289011,1.186406028653249,-0.186652552374719,-0.9890964707474328,1.2038268930447682,-0.7950784624810564,-0.8122722179734537,-0.5196898886502501,-0.7444928002251323
1,4,-1.1243336941813933,-1.12436070159709,-1.0179453800819924,-0.3875887427706753,-0.1341096981080296,-0.8208230406390548,0.8427476648872388,-0.8274316910010305,-0.6249706218162658,-0.3264510893361322,-0.3544669705902737,-0.1162661525302262,-1.0452934258929152,-0.2367746077722045,-0.1949331402338451,-1.113886305207631,-0.290483432994641,-1.1800479500868162,-1.1794318380095696,-0.3026112982644282,-1.0969022404920912,0.6978093828289011,1.186406028653249,-0.1609213834298787,-1.1137673617223456,1.0119805249956346,-0.5523276149269295,-1.017695352336747,-0.3514213664513592,-0.6458682010677071
1,5,-1.1837729913897106,-1.1834988970951816,-1.0680449968033032,-0.3769090208838854,-0.1341096919201368,-0.7654014423016582,0.8263932974451134,-0.8274316910010305,-0.6034168947053646,-0.3252141790870386,-0.333778214604965,-0.1180325900955044,-1.1074603931289335,-0.2367746077722045,-0.2004724165772445,-1.174223747149401,-0.2890617503704109,-1.240763713758539,-1.2410567547049225,-0.3096342586388377,-1.1524392240779608,0.6978093828289011,1.186406028653249,-0.3160391756811775,-1.1740627380847573,1.001554091949491,-0.533163074330551,-1.0685105487318791,-0.3271239720821219,-0.5735434950189263
2,1,0.5607345748688128,0.5607951827395551,0.4496836981911074,-0.2229083559276219,-0.1338550325379915,1.1626867945938992,-2.525161737027678,1.4367669048238776,-1.5133434075705792,-0.997681051177574,-0.6624702762569088,0.7722519428043138,0.5728302876123353,-0.0372381880755618,0.4806482213946457,0.5540206378470094,-0.2955136273923208,0.5240411502995392,0.5240178037093077,0.4107594074592526,0.5403053674627765,0.6952654186188068,1.181550387317279,4.577118361244264,0.5541024851747582,1.2017416064355386,-0.6449562278094254,0.449458296773728,-1.181884547131233,-0.30265459599986
2,2,0.5277923137654109,0.5282861364571435,0.4385220488875498,-0.1926568493420975,-0.1338749914599014,0.6434739259593967,-1.0685327435157546,1.4122288321880805,-0.5786301085278289,-0.1565820817939491,-0.4731088600092099,0.437070414792924,0.5414682781554553,-0.0325314105318452,1.9935017199412288,0.6044268726485708,-0.2922685428127242,0.5228846595629352,0.5231961381533696,1.1584345734733186,0.538605255720352,0.6936754409874979,1.176998223564807,3.0981235616414797,0.6044241902591779,0.7930254310265243,-0.3670703891619379,0.4386465528598692,-0.5428993399880282,-0.1632651625240301
2,3,0.6273352331865649,0.6276224744018354,0.5504793556423163,-0.2479047612672656,-0.13380986269161,-0.6895613603662865,1.3900738286170204,1.4776364733903216,-1.6318889066805369,-1.144461067403344,-0.6266273359511508,0.7422225041945976,0.6471409814231314,0.0144851050969768,0.704953854591277,0.5914591453395937,-0.2955498308675706,0.5795527056565434,0.5793889325622434,0.808727162009129,0.6037762058466278,0.6927214544087122,1.1809434321502827,5.218537177851836,0.591730426814459,1.3351999494262377,-1.545689635839212,0.5500075151726046,-1.2928547363399845,-0.7563277521240253
2,4,0.5256439054325789,0.5260811750571189,0.3360223228403779,-0.3410017308460495,-0.1336693201373109,-0.2432716474388657,3.0593095988765637,1.379565840326786,0.4153559400699012,-0.3037744014360835,0.5957662740598003,-0.4576302120200877,0.5397971231222289,0.0263388006344782,1.4829066524395496,0.5304072280639961,-0.2962509250901953,0.5743484973418248,0.57423069879441,6.220638434119855,0.5879084962506657,0.6914494723036652,1.1800329993997885,0.5205192717514701,0.5300750043686847,-0.1453535431268289,-0.5810744258214972,0.3348538112868381,-0.6223191812844886,-0.2855596654792382
2,5,0.4991468693276667,0.4992824134260523,0.485724748995724,-0.2051088194496389,-0.1337945991554052,-0.3978687375379048,1.2603291802428271,1.5021745460261189,-1.5704607844144671,-1.0644742046286269,-0.6463497381537064,0.7453137699338331,0.5123344754095434,-0.0278246329881287,0.477633172245707,0.5923522395068787,-0.2939248518053997,0.5373407937704879,0.5371644526043163,1.063174418651199,0.5624068201142973,0.6936754409874979,1.1809434321502827,4.973552692500922,0.5921837755089131,1.2559590582755098,-1.3348796892790509,0.4862182260808446,-1.2355564033498447,-0.6221982972699243
3,1,-0.8479051553571776,-0.8482316893478723,-0.8217218812568573,-0.1562564119732699,-0.1341096514461001,0.2759412211956433,0.8798175644227226,-0.4105294286314377,0.0783993395694783,-0.1384407314739101,0.0481950806142392,-0.2743623146225558,-0.823419742648237,-0.2367690625116222,0.1155468046847802,-0.796980770888247,-0.2687850193478465,-0.8284747661591259,-0.8283980532782631,0.1555018092355197,-0.7982492777395072,0.6305533290245298,0.9496935135247196,-0.2948730306363951,-0.7977833216877486,0.2154010402699072,-0.1051550010114323,-0.8230839618873101,-0.3340142779480248,-0.1632651625240301
3,2,-0.6309159137412776,-0.6309581852377696,-0.346712760132182,-0.0983424222899277,-0.1341096521492697,-0.0624222212852724,1.042270947681162,-0.0509098882385896,-1.4576629458674175,-0.947792337797467,-0.6132301585084352,0.8998770568956074,-0.5919647705463948,-0.2367628534997003,-0.2262055104763264,-0.7492538185885407,-0.2857881207430212,-0.7006825397643567,-0.7005834112434569,-0.136671349930622,-0.6560065952899835,0.6742777138855279,1.1078053345272372,3.5571234476811413,-0.7497283600756007,1.0161510982140982,-0.5627084077499679,-0.3462860552861922,-1.123135623432482,-0.6248282865807887
3,3,-0.4210880332348141,-0.4202430278559446,-0.3507173213326951,-0.2051396411578259,-0.134109614080277,-1.5354699665685694,1.7411475830412964,-0.1162767007010044,-0.6975348364229675,-0.4559143620745921,-0.2627951367445423,0.1941852495672789,-0.408193422059276,-0.2367430826716787,0.0412924547144045,-0.5084399073218329,-0.2855263417681385,-0.4531935221310484,-0.4533990231654306,0.0732071197200026,-0.4412258118303463,0.6650558436239355,1.0619802194190218,0.980927847274328,-0.5076401572370426,0.9577630731556682,-0.8717366248665703,-0.3506107528517348,-0.6828813433690027,-0.6550731636557326
3,4,-0.682477713729215,-0.682350747099878,-0.5537570945416816,-0.0454523710410638,-0.1341096327295587,-0.0245021803175837,0.9245195020978664,-0.2061815857992165,-0.5678532449723783,-0.4451944732491154,-0.13352335571532,0.2847151747877464,-0.6554686618089937,-0.2367640034681702,-0.1839247049691153,-0.7053493093248134,-0.26437098025009,-0.7024172758692628,-0.7022723904417741,-0.0782367180973938,-0.6775413440273617,0.6583779375724377,0.9436239618547572,0.3645468968540707,-0.7057535367135405,0.6637376612542855,-0.2728447312297438,-0.5538715384322568,-0.6926728306521278,-0.3315844784193717
3,5,-0.9503126192221072,-0.9505079758259304,-0.9804558709708072,-0.1945677952496905,-0.1341096184093561,0.5034614670017764,0.1602253969692253,-0.3696598600649936,-0.0473307352441123,0.024419117990076,-0.2270400467826713,-0.3379540669725427,-0.9215722482663948,-0.2367652967674018,-0.0130485473885618,-0.8413854128856543,-0.2773777749542361,-0.8990207010919835,-0.8988330506567295,-0.1682746716154654,-0.8702206748354806,0.6536080046785104,0.9836830028765084,-0.2097045344568632,-0.8403980989664462,0.4239297011928739,0.0649302967814262,-0.9809354230296328,0.0337104666848976,0.0813238433863917
4,1,-0.8128144859209436,-0.81283923200389,-0.8103046216639056,0.0595880104601761,-0.1341096072666651,0.655141630872532,-1.094699731423156,-0.0345375635681158,0.1488081814650889,0.1881035742867913,-0.2283578019409711,0.3160694415714205,-0.7858744595684194,-0.2367586932870748,-0.2104992079330176,-0.6947393506174685,-0.2516865357198023,-0.8024537245855293,-0.802059107401805,-0.2292303661471997,-0.7710474898607131,0.5658412394302529,0.5786921676982743,0.6731686786541852,-0.6948731680466381,0.1528424419930172,0.6414635597224777,-0.8090286947992944,0.1385156453820514,0.3587877156826192
4,2,-0.5786379776423968,-0.5793394734884787,-0.390166509329238,-0.0969554454215135,-0.1341095175299902,-0.1032591884812454,0.569084583022348,0.0880711421312169,-0.5786301085278289,-0.5536302717529838,0.0350614542031832,0.4432529462713948,-0.5673430863901935,-0.236704034814601,-0.2230502264832511,-0.5861748236423128,-0.2753294937199144,-0.6521099288269773,-0.6522877357888769,-0.078326756050912,-0.6282381034970493,0.6863615438834761,1.0160033655190577,1.4082322199420785,-0.5860694813776244,0.7116992532665671,-0.2488890554842708,-0.3895330309416226,-0.868194306394075,-0.2237549166739181
4,3,-0.7297426970514898,-0.7291072362747562,-0.6534451074055152,-0.0702022027152117,-0.1341096670401607,0.3926182703269936,0.0228487104553769,-0.1898500898685695,-0.2768779289752107,0.0574033912992378,-0.4156547351073334,0.2802990808745528,-0.7010354890482975,-0.2367594689769706,-0.3230376703527091,-0.7477176966208107,-0.2723239090535083,-0.7810586459583506,-0.7809696914660621,-0.2517398545267175,-0.7461125176384863,0.6329382954714934,0.9427135291042628,1.4516733929169905,-0.7483683139922381,0.7242109729219449,0.2254333242760958,-0.655501931222519,-0.1454374858285774,0.0747488701092277
4,4,-0.7813044970394271,-0.7814609351573878,-0.6102469684978542,-0.0688460475549844,-0.1341095390286376,0.6755601144705177,-0.5582764793214614,-0.0018337429669952,-0.4378124247366067,-0.192040175601298,-0.3205128126780789,0.4966876826210366,-0.7487191126630214,-0.2367582871690521,-0.0919306472154483,-0.7209248716022628,-0.273360581642871,-0.7949365347976025,-0.7952575425220957,-0.0963343467545264,-0.7602801154920241,0.6501100538896307,0.9205596655089004,0.8140767758264132,-0.7216207410194376,0.6282877888973805,0.2661579730433999,-0.6100926067843173,-0.4703698045574715,0.0208340892365009
4,5,-0.7519429164907394,-0.7525702870698878,-0.7086569299147151,0.0272714494261238,-0.1341096102994663,0.6259723685896944,-1.0140181853753394,0.0308292488942989,-0.2998685712268394,-0.1334930904775359,-0.2737764297303751,0.74796342628175,-0.7178584497161088,-0.2367640034681702,-0.0777669279576429,-0.6874517022124237,-0.2609706384593263,-0.7613983034360793,-0.7611584219506671,-0.2201365328418749,-0.7183440258455508,0.6577419465199141,0.8706376030234607,1.8458946428810443,-0.686712891546463,0.5469616111374245,0.7277039924061792,-0.7084794764004202,-0.3670152165689281,0.1431285921917119
5,1,0.6481031804039292,0.6475236644738509,0.7467028544674513,-0.5011667374397097,-0.1341096642050622,-3.32937959696308,1.4227825635012668,-0.8927985034634454,-1.7256476196129564,-1.2038327593598352,-0.8511728149254576,0.3200439260932957,0.6644095834331365,-0.2367749225461504,-1.4711403392997675,0.5625586180862534,-0.294379483908055,0.5807091963931474,0.5806670789825916,-1.4520358128761293,0.5930088314779388,0.6978093828289011,1.186406028653249,-0.4032199898065386,0.5627161103693886,1.5583256166138113,-1.753305492299979,0.7467812544048127,-1.3414495250784575,-1.2783806303306746
5,2,0.5600184387578694,0.5594948208882586,0.7569272660432289,-0.4982694968701333,-0.1341096642050622,-3.3468811543327828,1.2243495718701491,-0.8927985034634454,-1.7091230954945988,-1.1865160158725252,-0.8131336160225332,0.3377083017460699,0.5706577860691413,-0.2367749225461504,-1.4876179334858288,0.4395259656010816,-0.2943606859497523,0.4928159004112255,0.4924749759785752,-1.4418615241285873,0.5023362052152947,0.6978093828289011,1.186406028653249,-0.4032199898065386,0.4389519167833839,1.5896049157522565,-1.7509099247254314,0.7575929983186691,-1.3240424365751242,-1.2678606730872168
5,3,0.5965413804159919,0.5965268649143108,0.7582905209199994,-0.5035708306782944,-0.1341096642050622,-3.3468811543327828,1.4369563486177757,-0.8927985034634454,-1.721336874190776,-1.200534332028919,-0.8450232908533915,0.2939889720054537,0.6043037074047641,-0.2367749225461504,-1.4991171907050371,0.5206903635239358,-0.2939380799982793,0.5587358723976666,0.5585734051451463,-1.4561775587379608,0.5737408983971266,0.6978093828289011,1.186406028653249,-0.4032199898065386,0.520554681785146,1.5353874639122853,-1.7229616363557128,0.7586741727100548,-1.3374604006297777,-1.3283504272371047
5,4,0.6044188776363718,0.6044986484374761,0.7662996433210253,-0.5047420555893999,-0.1341096642050622,-3.332296523191364,0.7435311690716802,-0.8927985034634454,-1.7141522984871425,-1.1873406227052543,-0.8373803109352517,0.3173942697453789,0.6049164642502805,-0.2367749225461504,-1.534806958537824,0.4853952820328355,-0.294408725176526,0.5639400807123864,0.5637772869994206,-1.5045279397771651,0.5641069318567205,0.6978093828289011,1.186406028653249,-0.4032199898065386,0.4851934836177151,1.606287208626093,-1.7357379967533,0.7662423934497543,-1.3374604006297777,-1.3336104058588336
5,5,0.6695872637322354,0.669629815945891,0.7940759614352215,-0.506498892956058,-0.1341096642050622,-3.358548859245918,0.5123894425563117,-0.8927985034634454,-1.7141522984871425,-1.1894021397870769,-0.8572784138255806,0.3178358791366982,0.678837221886657,-0.2367749225461504,-1.4988367210167637,0.5050076299464126,-0.2941803647941814,0.5731920066052207,0.57286125620118,-1.4185416941674065,0.5811080492809668,0.6978093828289011,1.186406028653249,-0.4032199898065386,0.5046874774792468,1.6104577818445531,-1.743723222001791,0.7932717532344,-1.336372457598319,-1.3888401813869926
6,1,-0.1203108666385151,-0.12008559009364,-0.028222339546705,-0.2478122961427047,-0.1339235084182185,-1.4887991469160295,1.4380466397805816,0.7665223118301222,-1.0161707688791235,-0.6591799463423023,-0.3584641612371166,0.3920262568783504,-0.1191393064789005,-0.229555139495225,-0.1372966192936668,-0.2197918724553438,-0.2813183839910344,-0.1461452315626203,-0.1457765686395172,-0.0323173618031776,-0.1431395529919038,0.6202184744210213,0.8034173182786283,-0.3562624468128836,-0.2193103875641544,1.1642064474694045,-0.9763430756218042,-0.0295019586101635,-0.8054562582466436,-1.0574615282180355
6,2,-0.3165321610370524,-0.3172317542445453,-0.3218333586311229,-0.2305829612661808,-0.1340160259312977,-1.1008479585542963,0.6704816611635231,0.7501499871596486,-0.7004086667044204,-0.4864248148855667,-0.2318278905244941,0.2882480499183013,-0.3409572845558045,-0.2301910961676515,-0.0699838941080568,-0.3398951760718209,-0.2779632965443327,-0.3288707679460916,-0.3287797471814949,-0.1782688844559712,-0.3386524033707301,0.596209812188255,0.6632106747024993,-0.3217067249606016,-0.3399011402889788,0.9786159392479648,-0.7080395072725043,-0.3214190442843201,-0.5327452050277504,-0.8996621695661517
