f_id,i_id,ic.eps.max,disp.diff_median_25,ela_meta.lin_simple.coef.min,ic.eps.s,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max,ela_meta.quad_w_interact.adj_r2,ela_meta.lin_w_interact.adj_r2,disp.ratio_mean_10,disp.ratio_mean_05,ic.eps.ratio,ela_level.lda_qda_25,disp.ratio_mean_02,ela_level.lda_qda_50,disp.diff_median_05,disp.diff_mean_25,disp.ratio_median_05,disp.diff_mean_10,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,disp.ratio_mean_25,ela_level.lda_mda_25,pca.expl_var_PC1.cor_init,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_10,ela_level.mmce_qda_50,ela_level.mmce_lda_50,ela_meta.lin_simple.adj_r2,ela_distr.skewness
1,1,-0.2364580482621222,-1.376352295254937,-0.1340998341284853,-0.8108532702795608,-0.19349844597068,-0.1685061693054712,0.7174016441401084,0.1198303370435205,-1.4343563235335384,-1.4138834654609735,-0.7340150135778878,-0.0789547727560289,-1.3653780330600576,-0.2418546264802226,-1.3126090747608126,-1.4646373354506026,-1.313961243146032,-1.433830154172437,-0.1808589033119105,0.0353370383329414,-1.4645168175252874,-0.3019590652744496,0.6706161158781562,1.2286704005563116,-0.0301840755694037,-1.3390563772878343,-0.141138600699494,-0.2601884521100229,0.6072740298503551,-0.4034667084867374
1,2,-0.2364577403674317,-0.7316831494606709,-0.1340997935362873,-0.7694814359957256,-0.2098506093852636,-0.1685061594248605,0.7174016441401084,0.9250788728886076,-0.8997151703944495,-0.97278179318176,-0.6901888292764605,-0.2775536775127321,-0.9977664068558376,-0.3997354208877495,-0.908649027523198,-0.7650747024878105,-0.9089728546684752,-0.8996181628941372,-0.180858285117556,0.161188360451507,-0.7652588767321611,-0.3036695599471426,1.2897787356944796,1.2286704005563116,-0.4316825097891945,-0.8377701663040653,-0.527362839064467,-0.9057847836328676,1.4586172632373589,-0.4390106359576938
1,3,-0.236457807747346,-0.783821157450586,-0.1340998304292064,-0.7777475367517367,-0.226202772799848,-0.1685061593881143,0.7174016441401084,0.8705786716239625,-0.9372960472066126,-0.9636279322784298,-0.6989890920582655,-0.2566559114048585,-1.0216910683860252,-0.3934114057571002,-0.8987036275200836,-0.831353506625917,-0.8983152654980131,-0.9372363603308989,-0.1808593504780423,0.2013698066700851,-0.8305800626255465,-0.3124921114168247,1.2578631367348754,1.2286704005563116,-0.1971997262008437,-0.8748765478433658,-0.473548100599894,-0.8338107388300405,1.4000023907867645,-0.4360209598152769
1,4,-0.2364579335629381,-0.9893311014238004,-0.1340998310936499,-0.7943210687675387,-0.1813086514252621,-0.168506160206038,0.7174016441401084,0.6096871756292989,-1.0911649201922662,-1.1449888014256555,-0.7165020528180767,-0.2004142724165548,-1.1656991272119583,-0.3548524801688365,-1.0639740746829505,-1.055129009883018,-1.0637883605130818,-1.0911798766271712,-0.1808592401121791,0.0484781402409043,-1.055456276356873,-0.3010588049204001,1.0621141297826313,1.2286704005563116,-0.1714257577642231,-1.0135003883109448,-0.3369414568052092,-0.6421210717672351,1.126578286633274,-0.4245152364793089
1,5,-0.2364579335629381,-1.039018538535745,-0.1340998249057651,-0.7943210687675387,-0.2803135680990173,-0.168506163216912,0.7174016441401084,0.6169431195846506,-1.1500179914264113,-1.2050610136037585,-0.7165020528180767,-0.2059542842370986,-1.2264309603270478,-0.3341676806790048,-1.1198009200337666,-1.1112630991020265,-1.1187590836028334,-1.1497343922802257,-0.1808590344523423,0.1576503714762861,-1.1111399102332025,-0.3080808356819837,1.0514755967961014,1.2286704005563116,-0.3268015624940326,-1.075110984074314,-0.3356995782252574,-0.6204203547412571,1.128089844948619,-0.4140513699808498
2,1,-0.0369354645450826,0.4662234976463569,-0.1338451658541711,1.4977033488591938,-1.5447817681394973,-0.1443727961807763,0.7148418306446213,0.8570342429073051,0.5772841956383398,0.5410379537064366,1.5975292347776588,0.4752567894940498,0.557336592606312,-0.6627968836140599,0.5565073009356276,0.4550808844066887,0.556726119142958,0.5773439221825328,-0.1537465113501182,0.9840235106885528,0.4544268729820392,0.412217473592759,1.2557354301375687,1.2237646878766155,4.574494922810713,0.5890752219430334,-1.0108675661923214,-1.5365522918546273,1.3905971390468408,-0.2631633210355367
2,2,-0.032229016077841,0.4551536774734575,-0.1338651247501741,1.4728637160873803,-0.105791387656092,-0.1526964883666557,0.713241947209942,0.2717214305088938,0.544666830857973,0.5398937210935205,1.6062857151575645,1.9883111570896093,0.6024253777978182,-0.4734716806402495,0.5547392298239628,0.4443443944506436,0.5550433419055169,0.5451557324114945,-0.1597195055010607,-0.3139130162209892,0.4437184818519749,1.1597936715951915,0.8387049370654058,1.2191655822394014,3.0930400629633144,0.5575698036549477,-0.1663901318251782,-0.5954645301613832,0.7695146223640358,-0.2335232489771308
2,3,0.0147842123700833,0.5661898889787222,-0.1337999960664206,1.5390751831430285,-1.7225743812653391,-0.1363169981061489,0.7122820171491342,1.0735838591748164,0.6432279983464775,0.5959611191264168,1.6501118994589918,0.6995922048601138,0.584481881650178,-0.6269607978737144,0.6194506325108946,0.5588951337454574,0.6195498026741031,0.6435116444596946,-0.1439794560034208,2.2799383296122544,0.5582982669436528,0.8101325500824933,1.391908652365214,1.223151473791654,5.216980632237183,0.6625878646152339,-1.158237157679921,-1.655906235497507,1.6171629354246406,-0.2876545064042246
2,4,0.0266370791511144,0.3534972372597334,-0.1336594536945477,1.4397993130633364,-0.987024339671136,-0.1602602376054004,0.7110021104013908,-0.79199995334574,0.5425396114157737,0.5908120723682942,1.641355419079086,1.4776482953529169,0.536172468944993,0.5951990428959838,0.6033611853947449,0.3520274886868528,0.6038438817913174,0.5429725334531109,-0.1584530519188716,1.3004208104725763,0.3516263181334319,6.221327460165853,-0.1187630317227274,1.2222316526642112,0.5111483598642728,0.5561695628421439,-0.3141736828394283,0.4053002033533018,-0.351725745773987,-0.378869827496853
2,5,-0.0275225676105995,0.5019680314870928,-0.1337847325500281,1.5639148159148415,-1.7514136512874243,-0.1361890209451511,0.713241947209942,0.9160492537441696,0.5163039049619984,0.5541966287549733,1.6325989386991808,0.4722413400221085,0.5881625988086688,-0.6466794283852526,0.5787407951648125,0.4994640121777421,0.5786022232296971,0.5164382691896807,-0.1443367504331379,2.398334603533033,0.4994021157283045,1.0645461261367892,1.311055801667549,1.223151473791654,4.971588656208735,0.5288648669924693,-1.0779290095097125,-1.5940591919734688,1.451395373508489,-0.2457235435381048
