f_id,i_id,ic.eps.s,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,disp.diff_median_25,ela_level.lda_qda_10,ela_level.mmce_qda_50,ela_level.mmce_lda_10,pca.expl_var_PC1.cor_init,nbc.nb_fitness.cor,pca.expl_var_PC1.cov_init,disp.diff_median_10,disp.ratio_median_10,ela_level.mmce_mda_50,disp.ratio_median_02,disp.ratio_mean_05,ic.eps.ratio,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ic.eps.max,ela_level.mmce_qda_25,disp.diff_mean_05,disp.diff_median_02,ela_level.lda_mda_25,ela_level.mmce_lda_25,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_meta.quad_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.mmce_mda_25,ic.m0
1,1,-0.8441749752257286,-0.1341097188101725,-0.1685197751960875,-1.408428374450058,0.0334722536154145,-0.1352623533629577,0.3939592510437995,0.6468460296765541,-0.4409142565309841,0.2264364661446296,-1.3718644437232284,-1.3724881494729593,-0.0190091135211302,-1.3013261180625586,-1.4493455473638717,-0.7715472738959822,-0.6397181593196447,0.2161897294411958,-0.2367745368436503,-0.1694715506919314,-1.4495043833493206,-1.3005686339152271,-0.2992770312637864,-0.1246523594149169,1.257947837579696,1.1912518006436132,0.7216190119281817,2.109522862356506,0.1049940200964451,-0.416596573649891
1,2,-0.8032957640796139,-0.1341096782179216,-0.1685197653154547,-0.7582198101457355,0.1593021767868213,-0.5211841265927223,-1.662510230197299,1.25843845729496,0.0294140119852061,0.3547718755436012,-0.8653325618181913,-0.8664943720372397,-0.5939967031194512,-0.9569655330825622,-1.003848754241116,-0.7284347740855174,-0.6397181593196447,-1.6928690154766357,-0.2367742289274445,-0.8753365472059678,-1.0039924011940178,-0.9568649051480334,-0.3009877360169629,-1.2668821586604222,1.257947837579696,0.8607100668312294,0.7216190119281817,1.3112811159568851,-0.9392503622801408,-0.7847212189191284
1,3,-0.8114634386342822,-0.1341097151108887,-0.1685197652787085,-0.8108058219658649,0.1994767908114271,-0.4674115322520262,-1.3664794013509534,1.226913074428032,0.0027998891841972,0.3441294269592965,-0.9041466253282848,-0.903949218691,-0.5330297650477562,-0.9845686811558602,-0.994603684604327,-0.7370917295919144,-0.6397181593196447,-1.41385273737326,-0.2367742963120672,-0.7945977423951888,-0.99464153026724,-0.9853553376913452,-0.309811371059665,-1.1473551685497088,1.257947837579696,0.8918932492663636,0.7216190119281817,1.282165915480308,-0.8203624956861425,-0.7310090820648978
1,4,-0.8278396261163921,-0.1341097157753331,-0.168519766096634,-1.018081641652339,0.04661112109516,-0.3309118696948749,-0.6767905554217006,1.0335573928442017,-0.1433596376738019,0.3026030099342632,-1.044088865788637,-1.043874872227694,-0.3636365957946643,-1.109009102797778,-1.1777716267832037,-0.7543195017439484,-0.6397181593196447,-0.8293870600830374,-0.2367744221364512,-0.5515819338558152,-1.1771431623552269,-1.1091229113557224,-0.2983766603410614,-0.7850389797766089,1.257947837579696,1.013507660763367,0.7216190119281817,1.12445857956549,-0.4917170555473182,-0.6327551731852095
1,5,-0.8278396261163921,-0.1341097095874402,-0.1685197691075147,-1.0681960256883778,0.1557647893884282,-0.3296709636716279,-0.6547457064650577,1.0230489318885636,-0.1451048260541967,0.3036463872464499,-1.1062359172624738,-1.1060640515773366,-0.3391768062688937,-1.1691930158100503,-1.2384423962746294,-0.7543195017439484,-0.6397181593196447,-0.7735838044623571,-0.2367744221364512,-0.5323964752869171,-1.2387220684583964,-1.1693486191975933,-0.3053995535383139,-0.7402163584850913,1.257947837579696,1.0384542067114757,0.7216190119281817,1.9809307269182688,-0.4758148568309235,-0.5607023066734357
2,1,1.436893174402026,-0.1338550502047022,-0.1443863483203103,0.4499800335530551,0.9819974174416404,-1.004310204976822,0.5451239296036419,1.2248113822369038,0.7344701176643926,0.4415808679175401,0.5735164668386189,0.5737504860828694,-1.1996502974963492,0.5557774834590025,0.5250546369428164,1.5220291021346706,0.9339200935522086,1.1677820884463856,-0.0372380107439211,-0.6443116502721552,0.5250346443499467,0.555695367761562,0.4149872217337019,-0.1866569855348497,1.2529821652361255,-0.0747854062226932,0.7190545636815908,-0.8796377199058905,-0.6166629026047054,-0.2908315702838865
2,2,1.4123493123652475,-0.1338750091266586,-0.1527100590451424,0.438815094252509,-0.3157184167116618,-0.1604941091689766,0.4474967413670812,0.8128797127757093,0.4033206224846263,0.4415808679175401,0.5421645044911546,0.5419492011881667,-0.5563943401171483,0.6060061627399225,0.5238990032382179,1.5306429882106878,0.5405105303342453,0.6449936936842781,-0.0325312333960866,-0.3661225010231352,0.524213592268571,0.60600825927422,1.1626552359642757,2.0955614818915844,1.2483268474140288,-0.0934953156837696,0.7174517835274717,-0.6224534490294132,0.1731463003095653,-0.1519660457339248
2,3,1.4777723855481404,-0.1338098803582156,-0.1363305323033976,0.5508054014350859,2.2776918873672893,-1.1515643864021126,-0.405953839668661,1.3593196824691307,0.7048019151976941,0.4415808679175401,0.6478033545322556,0.6479534841705097,-1.31136217204688,0.5933358652636539,0.580525054763549,1.5737554880211528,1.327329656770172,-0.6972214546656498,0.0144852802760478,-1.5460282030103576,0.5803644318337579,0.5930645458659317,0.8129511695780103,-1.7539546433615794,1.2523614561931793,-0.1683349535280821,0.7164901154349999,-0.45746731299545,-1.794182855175838,-0.7427995511304623
2,4,1.3796786141465749,-0.1336693378035893,-0.1602738251302561,0.3362851554848987,1.2983409190693531,-0.3081619259353496,0.47584011859705,-0.132881773232139,-0.4806172921849481,0.4415808679175401,0.5404938848278794,0.5405358107484023,-0.6363449954327252,0.5317944203789244,0.5753247030928559,1.5651416019451356,0.0159644460436275,-0.2478583962465235,0.0263389753202336,-0.580360121709162,0.5752100493228998,0.5321256857701611,6.22481067479924,0.9518375952696954,1.25143039262876,-0.0498388602745845,0.7152078913117046,-0.0741171733871244,-1.6450050862648968,-0.2738008927447392
2,5,1.5023162475849186,-0.1337946168219752,-0.1362025548573626,0.4860317077830628,2.3960680299492254,-1.071319130232151,-0.1225200673689678,1.2794553792062455,0.7078559948633838,0.4415808679175401,0.5130400350280571,0.5129746971729928,-1.2536808773443184,0.5937883758878062,0.5383444245457,1.5565277158691189,0.9339200935522086,-0.4035201092936697,-0.0278244560482522,-1.334988158752482,0.5381714776519563,0.593955986183307,1.0673959923400047,-1.4663428234076767,1.2523614561931793,-0.112205225144846,0.7174517835274717,-0.5205502473613776,-1.6752949885818391,-0.6091742350540834
