f_id,i_id,disp.ratio_mean_10,ela_level.mmce_qda_50,disp.ratio_median_05,ela_level.mmce_mda_10,ic.eps.s,disp.diff_median_25,ela_level.mmce_lda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.min,disp.ratio_median_02,nbc.nb_fitness.cor,disp.ratio_mean_05,ela_distr.kurtosis,disp.diff_median_10,disp.ratio_median_25,disp.diff_mean_10,pca.expl_var.cor_init,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_02,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_qda_25,ic.eps.ratio,ela_level.lda_qda_10,ela_level.mmce_mda_50,ela_level.lda_mda_25,ela_level.mmce_lda_25,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks
1,1,-1.4272449190143723,-0.1162302754051375,-1.3081628656950892,0.2245635159289279,-0.8575368250536771,-1.368783750819832,-0.2347817899695612,1.174529759361414,0.3787487344201202,-0.1341097197468771,-1.2648136263072338,-0.4131310567946692,-1.4074618170093522,-0.2952321532033847,-1.3316848294908965,-1.3696964023466438,-1.4267086874443724,-1.2472191289246497,0.6862857257919568,-1.3601598705951006,-1.2640875546163388,-0.1466894078373466,-0.0932699803933092,-0.7926120457104401,-0.0053664764419787,0.0006816509949652,-0.3099694240852571,-0.1142890321194797,-0.0271894504981091,-0.6477281130283665
1,2,-0.892909287569274,-0.5010523014980877,-0.9035121016391344,-1.6838178864911846,-0.8165115643152898,-0.7237739151843315,-0.8752106301109707,1.174529759361414,1.2796022496125157,-0.1341096791546262,-0.9239285258610648,0.0650391742883038,-0.9667321613316754,-0.2972609942408572,-0.830161677971144,-0.7238349825312409,-0.8928028769454475,-1.2472191289246497,0.6862857257919568,-0.9927721798380033,-0.923851405270542,-0.8552602345352525,-0.2925768928098525,-0.7491938193836785,0.1214754987260351,-0.5709111104080893,-0.3116826554559675,-1.2598831469711982,-0.4282817563488039,-0.6477281130283665
1,3,-0.930468688718597,-0.4474329409492306,-0.8928633973218725,-1.404900604599014,-0.8247084196076748,-0.775939476671696,-0.8038126809859619,1.174529759361414,1.0111935424321532,-0.1341097160475933,-0.9512530871320456,0.037981304069323,-0.9575860206172228,-0.2973589858828032,-0.8685919370530776,-0.7774779575989642,-0.9303995137111684,-1.2472191289246497,0.6862857257919568,-1.0173058239110844,-0.9520544017771596,-0.774211929329716,-0.2716046258959647,-0.757912164530211,0.1619732377857022,-0.5103041318974163,-0.3205193225259503,-1.140004102905616,-0.1940361595147798,-0.6477281130283665
1,4,-1.084249633046961,-0.3113222564790555,-1.058198543300414,-0.8206422983196314,-0.841143114468907,-0.9815580269752135,-0.6136573390952353,1.174529759361414,0.7982052565724294,-0.1341097167120377,-1.074437584665156,-0.110615196313604,-1.138793933522312,-0.2970063539881948,-1.0071503890945397,-0.9813212628563162,-1.0842547980947004,-1.2472191289246497,0.6862857257919568,-1.1607332815690954,-1.0745733014948962,-0.530264555245726,-0.2151624847384549,-0.7752621051203256,0.0078780671498622,-0.3419110898078821,-0.30906772336383,-0.7766207505818207,-0.1682882622626873,-0.6477281130283665
1,5,-1.1430690725826964,-0.3100848866202356,-1.1131234392526077,-0.7648588419411921,-0.841143114468907,-1.0312717225255703,-0.5921303192585493,1.174529759361414,0.7819051326545927,-0.1341097105241449,-1.1340140871084412,-0.1123894828853412,-1.198815481960906,-0.2955972065737326,-1.068682912961739,-1.0317456594199788,-1.1427757535365817,-1.2472191289246497,0.6862857257919568,-1.221849637514462,-1.134191400493242,-0.5110055520285688,-0.2207222467726736,-0.7752621051203256,0.1179096600666931,-0.3175957151958149,-0.3161009889909589,-0.7316661090572273,-0.3235068994501263,-0.6477281130283665
2,1,0.5832460443937774,-0.9828016331985868,0.5609649710453648,1.1758182457506394,1.4316809210036248,0.47476579250591,-1.5009293400306447,1.1696529640866573,-2.558533595573923,-0.1338550511413754,0.5735470205141598,0.7818509492698292,0.545810859320897,-0.3019921963336843,0.594459604896859,0.4745490804817249,0.5833126951182259,-1.2472191289246497,0.6837443565076626,0.560904303547489,0.5734488560739285,-0.6233497374619854,0.4629173532323756,1.5172289199029776,0.9507876897843732,-1.1729888190859734,0.4053497582226149,-0.1764762862285006,4.572831769389157,0.9122453529038252
2,2,0.5506473188679512,-0.1413901292011395,0.5592835966794816,0.6532153386263686,1.4070493708500076,0.4636901222387385,-0.567374246446361,1.165080968516573,-1.1067358919586658,-0.1338750100633342,0.6232687631547974,0.445180072282838,0.5446675917315905,-0.2987757241991063,0.5634176596126,0.4638204854681789,0.5511429538380334,-1.2472191289246497,0.682156000704979,0.6059068459300636,0.623254147777105,-0.3440941908132072,1.9813657791855308,1.525903890198035,-0.3573656926712861,-0.5335307583925244,1.1541220372954204,2.1124642113987058,3.092875448003777,0.5222519864207772
2,3,0.6491521633916483,-1.1296361897785334,0.6237362807050149,-0.6885235858443937,1.4727061817420115,0.5747850133155569,-1.6193279491324186,1.1690433646773128,1.3437160703560085,-0.1338098812948832,0.6107263415877893,0.7516880775503094,0.6006877036076119,-0.3020280805969322,0.6680119228528121,0.5743250141076934,0.6494424937150753,-1.2472191289246497,0.6812029872233685,0.5878695366041445,0.6104410217046364,-1.52852288866837,0.6880525272509214,1.5693221165247966,2.2569034501489806,-1.2840411270157095,0.8039014770932558,-1.7483902515384446,5.214667584193139,1.302238719386873
2,4,0.5485213150293088,-0.2886371424006929,0.608043453290103,-0.2393199634285766,1.374261949680467,0.3619799594035693,0.4253801516888107,1.168128965563296,3.0074153849031293,-0.1336693387402396,0.5498060082623247,-0.4534960763016735,0.595542999455733,-0.3027229931563658,0.561763559508643,0.3608259733381497,0.5489610061685941,0.8017837257372707,0.6799323025812215,0.5394192187970988,0.5501169653469267,-0.5591530600714616,1.468882397752879,1.560647146229739,1.2696755470340784,-0.6130093709304737,6.223754003373256,0.965371608496168,0.5135954100500797,0.0022608311100466
2,5,0.5223006010194031,-1.0496196055748548,0.5828228378018513,-0.3949264470105242,1.4973377318956291,0.5105292163457077,-1.5579759425978628,1.1690433646773128,1.214401753941174,-0.133794617758641,0.6111742852151824,0.7547930790508484,0.5589584365979222,-0.3004174292426937,0.5345811811336167,0.5110263035277783,0.5224419498784871,-1.2472191289246497,0.682156000704979,0.5913898967743941,0.6113234684038424,-1.3166738532796431,0.4598911536441303,1.551972175934682,2.376231693856239,-1.226700392855911,1.0587221009684662,-1.4599313017556397,4.9695238299123226,0.9122453529038252
3,1,-0.8107038058084892,-0.1232420379384494,-0.762837113026885,0.2832829436957007,-0.4226526675161873,-0.786846052736315,0.088841074908619,0.9367859897170216,0.835152204119525,-0.134109670050108,-0.7622208763721458,-0.2694138444840169,-0.7912405863731194,-0.2754992588270147,-0.7875410319591866,-0.7882065526125079,-0.8110078130295478,0.8017837257372707,0.619098275338431,-0.7946158238631188,-0.7614459147487023,-0.0808878135120597,0.0964656961162244,-0.4452662350963479,0.0347492084756157,-0.3244911199365502,0.1497176036981201,0.2813118132969405,-0.3023269939042796,-0.5177303242006839
3,2,-0.5959774181057506,-0.9328943822261891,-0.6221621244146343,-0.0572897373515809,-0.0616631604395489,-0.3154959631219599,-1.445317872119206,1.095586635851289,0.9970667683700276,-0.1341096707532777,-0.7147388518684745,0.9100431540777878,-0.664909517754745,-0.2923524410777476,-0.5584481675611469,-0.3150755125151803,-0.5960020465255799,-1.2472191289246497,0.6627780599122364,-0.7324832814768548,-0.7142879631431434,-0.540696515321686,-0.246550508374676,-0.2281751034625402,0.4285196775714978,-1.1141964207702306,-0.1428842804048724,-0.7990980713441173,3.552173738330428,1.302238719386873
3,3,-0.3883377098651492,-0.4408336350355252,-0.4097484961913571,-1.539955288462591,-0.1272789870550913,-0.3194696768819376,-0.6861316392120791,1.0495618804457718,1.6936253971255488,-0.1341096326842848,-0.475536954840544,0.2012156686690761,-0.4202502536431425,-0.2920929702511864,-0.3765522927960123,-0.3193669505205977,-0.3874861756537897,-1.2472191289246497,0.6535655962566701,-0.4969457814261226,-0.4763450351692858,-0.8512479421983447,0.0219367341638521,-0.1066387696287883,0.6283339938753264,-0.6736163494411461,0.0673021577597119,-0.9954000060015078,0.9743033056749268,-0.127736957717636
3,4,-0.6470015102331347,-0.4301097629257546,-0.6434595330491583,-0.0191221093031788,-0.217526363824251,-0.5209454192229254,-0.5566107365280181,0.9306899956235756,0.8797058761616122,-0.1341096513335666,-0.671288320011341,0.292147855470569,-0.6666244191387047,-0.2711241390387236,-0.6213039715115111,-0.521064536775241,-0.6468582114363542,-1.2472191289246497,0.6468945018853981,-0.7101997645229027,-0.670906883410185,-0.2494040916621846,-0.2041133374046283,-0.2715933297893018,0.2005607061350075,-0.6834150824937698,-0.084363903584274,-0.3780229290637603,0.3575216346366088,0.1972575143515706
3,5,-0.9120433221170424,0.0396783268061542,-0.8340152945159515,0.5122887119861141,-0.3816274067778,-0.944357302413722,-0.0367332074720496,0.9709235566403188,0.1179467517347399,-0.134109637013364,-0.8043275773471,-0.333288161066529,-0.860979909320818,-0.2840162506924862,-0.8846918447315922,-0.9448440398102652,-0.9122166164658422,0.8017837257372707,0.6421294344773464,-0.8276055908193768,-0.8053211646332163,0.0900358400402095,-0.0326052351591779,-0.3497548121477676,-0.2320519340715619,0.043505743595321,-0.174533975726953,0.3367558711772724,-0.2171031281154093,-0.6477281130283665
4,1,-0.7759790764440205,0.2034236047899712,-0.7359351231727488,0.6649592241797235,-0.0452284655783168,-0.7755167411653153,0.1591626730417932,0.5641683507551366,-1.1328160902272053,-0.1341096258706729,-0.6605376729539051,0.3236414421188909,-0.765517065613721,-0.2585515353442635,-0.7503789162902867,-0.7742593790948987,-0.7759847555662422,0.8017837257372707,0.5544521941691994,-0.686936353500943,-0.6604234166236198,0.6694108534896861,-0.2307861198219553,-0.1066387696287883,-0.9542616139689566,0.1483884788622935,-0.2355791145675465,0.8072811191346803,0.6663440571461183,0.6522497752484598
4,2,-0.5442446580321528,-0.5385858538822874,-0.5946996764385382,-0.0983933367883221,0.077847316636845,-0.3586149847727803,-0.567374246446361,1.0033847251879189,0.5254498496806397,-0.1341095361339978,-0.5530312023795555,0.4513900752839154,-0.6168922790038687,-0.2819860294910426,-0.5340777593628471,-0.3579898925693599,-0.5449220921102471,-1.2472191289246497,0.6748495640126332,-0.5837934297499134,-0.5531531958681603,-0.2253303376407382,-0.2433835553172099,0.0583591653832006,-0.1952473850519267,-0.8590664453630259,-0.0844540736564169,-0.3622888045301526,1.4018854767921571,1.302238719386873
4,3,-0.6937735946832357,0.0726748563746815,-0.7112749658064581,0.4007217992292461,-0.2011326532394809,-0.6198655277159831,-0.2659959687327559,0.9297755965095584,-0.0189742891750814,-0.1341096856441687,-0.7133950209862953,0.2877121390412278,-0.7443666152115495,-0.2790069455594886,-0.6664057676794045,-0.6219133299025638,-0.6931266915036932,-1.2472191289246497,0.6214808090424568,-0.7349511628333186,-0.7127701548205094,0.2513299919839005,-0.343740778871585,-0.2368934486090728,-0.3354612551924726,-0.1357747796637957,-0.2581216326032162,0.105988711351027,1.4453548916744026,0.0672597255238879
4,4,-0.7447976868106199,-0.1768613984873064,-0.7252864188554867,0.6855110238980933,-0.0124000601323146,-0.5770001473689916,-0.4267310501800117,0.9075252180684809,-0.598172025722187,-0.1341095576326453,-0.6869663469700997,0.5050622440789431,-0.7580858262832292,-0.2800344776359499,-0.7136027573123102,-0.5768532308456754,-0.7449339618088383,-1.2472191289246497,0.6386350517114421,-0.7325558662226334,-0.6862967538443348,0.2922553738203593,-0.1117790615958342,-0.0501647130079655,-0.5525953592702466,-0.4609475505953113,-0.1024880880849527,0.5135774611740059,0.8073437612697782,1.302238719386873
4,5,-0.7157423010158583,-0.1182925585031704,-0.6838125178303608,0.6355995102963371,0.0203873610372256,-0.6746520493429072,-0.2889581232252217,0.8573856666498878,-1.0524021455658803,-0.1341096289034741,-0.6524746876608297,0.7574545089084538,-0.7249310661933389,-0.2677537786213712,-0.6830570420592379,-0.6744834454689327,-0.7163448526015712,0.8017837257372707,0.6462591595643247,-0.6875533238400587,-0.6532226515581004,0.7560763679668916,-0.0975629612045412,-0.0805704838921412,-1.102625972473712,-0.3575164794842823,-0.2264719372811364,1.194640280271594,1.8398324321400208,0.5872508808346185
5,1,0.6697035338318453,-1.1890299430018827,0.6130875763877528,-3.345577692290852,-0.9067589410844494,0.7694969875544556,-1.7129704854220025,1.174529759361414,1.3763163181916769,-0.1341096828090702,0.5820579494346293,0.327633586905299,0.6018309711969183,-0.300868052779248,0.6851042905937008,0.7695854433542104,0.6691359701161672,-1.2472191289246497,0.6862857257919568,0.5790504899920754,0.5818850465183362,-1.7371620901875722,-1.4960894313816402,-0.8360302720372016,0.9165301683785544,-1.3326718762398424,-1.4601788643372686,-2.7284014367745777,-0.4107443914298169,-0.6477281130283665
5,2,0.5825373764475639,-1.1717067649784056,0.5234142768739678,-3.363193520620884,-0.9067589410844494,0.7796426397075895,-1.6964664368805429,1.174529759361414,1.1785414813219317,-0.1341096828090702,0.4597693391563051,0.3453764526226635,0.5149426344096208,-0.3008494205656386,0.592309274761715,0.780314038367754,0.5820259054670183,-1.2472191289246497,0.6862857257919568,0.4573258713217895,0.460319189235742,-1.7347547147854274,-1.5126279640150757,-0.8360302720372016,0.7550486176626497,-1.3152519063685113,-1.4499896461851458,-2.7284014367745777,-0.4107443914298169,-0.6477281130283665
5,3,0.6186794417044612,-1.18573029004503,0.5940320002410732,-3.363193520620884,-0.9067589410844494,0.7809953933280075,-1.708665081454665,1.174529759361414,1.3904430922538022,-0.1341096828090702,0.5403991920870691,0.3014628599721862,0.5801088870000937,-0.3004305408004189,0.625611823521382,0.7813868978691084,0.6186714368383689,-1.2472191289246497,0.6862857257919568,0.5159380535378039,0.5405159452595671,-1.706668668427073,-1.5241697484911747,-0.8360302720372016,0.6981225504938723,-1.3286797998109965,-1.464326687655832,-2.71416580029179,-0.4107443914298169,-0.6477281130283665
5,4,0.6264747891128122,-1.1725316782176192,0.5845042121677333,-3.3485136636791903,-0.9067589410844494,0.7889428208479625,-1.7014894081757697,1.174529759361414,0.6993178381375567,-0.1341096828090702,0.505459589150404,0.3249721570476936,0.5852535911519738,-0.3008970362226405,0.6262183268928329,0.788896914378589,0.6265600168740336,-1.2472191289246497,0.6862857257919568,0.500840426415908,0.5056416517069531,-1.7195080039051795,-1.5599915064078484,-0.8360302720372016,0.9088890855371082,-1.3286797998109965,-1.5127480163964506,-2.7411385852065457,-0.4107443914298169,-0.6477281130283665
5,5,0.6909635722182543,-1.174593961315652,0.6013179558265686,-3.374937406174238,-0.9067589410844494,0.8165051758639769,-1.7014894081757697,1.174529759361414,0.4689427534321383,-0.1341096828090702,0.5247211651283084,0.3254157286906277,0.5943997318664266,-0.3006706893313851,0.6993846881578626,0.815718401912453,0.6910113941866983,-1.2472191289246497,0.6862857257919568,0.502727629806145,0.525020181221513,-1.7275325885789952,-1.5238882415527333,-0.8360302720372016,0.765873485021366,-1.3275910516940377,-1.426635597500192,-2.7284014367745777,-0.4107443914298169,-0.6477281130283665
