f_id,i_id,ela_meta.quad_w_interact.adj_r2,disp.diff_median_05,disp.ratio_median_05,ela_level.lda_qda_50,ela_meta.quad_simple.adj_r2,disp.ratio_mean_10,pca.expl_var_PC1.cor_init,disp.ratio_median_02,disp.diff_median_02,ela_meta.lin_simple.adj_r2,ic.eps.ratio,disp.diff_mean_25,disp.diff_median_10,disp.ratio_mean_25,ic.eps.max,ela_level.mmce_lda_25,disp.diff_mean_02,disp.ratio_median_25,pca.expl_var_PC1.cov_init,disp.ratio_mean_05,disp.diff_mean_10,ic.h.max,ela_meta.lin_simple.intercept,disp.diff_mean_05,nbc.nn_nb.mean_ratio,disp.ratio_mean_02,ela_level.mmce_mda_25,ela_level.mmce_qda_25,pca.expl_var.cor_init,ela_level.mmce_qda_50
1,1,0.7227373050311902,-1.2870997490526592,-1.2884586596497147,-0.2128769309013673,1.1982983193909114,-1.412489975998129,0.6440528710812872,-1.24144910640287,-1.2406905124891885,0.5775789403362315,-0.7333641313674035,-1.446095408453027,-1.3149539819240004,-1.4459726438387557,-0.225098447814069,-0.1220992001140033,-1.3389520302254492,-1.3567126129336935,0.2265043075650221,-1.3897913583561627,-1.4119496224947512,0.8082865777797101,-0.1794099320312573,-1.3899552949873244,1.1523512017030757,-1.339094085290456,0.0755814300478182,-0.2018824148374449,-1.2939932784412642,-0.1605323918045131
1,2,0.7227373050311902,-0.8783827341877452,-0.8786980010391073,-0.3811512468434058,1.1982983193909114,-0.870990001116076,1.2605111078096936,-0.8965758608489645,-0.8964748519815928,1.424112584060731,-0.6876693434958026,-0.7369891450618401,-0.8068190006141402,-0.737186583296122,-0.2250981402181381,-1.2973407619733135,-0.967120724129214,-0.7026373051802159,0.3548431993672377,-0.9434146882772334,-0.8708850222675927,0.6043441999645811,-0.1794093139770858,-0.943563280065822,0.8236549936171417,-0.967340408994033,-0.9912704688514412,-0.9216152314181564,-1.2939932784412642,-0.551745323999144
1,3,0.7227373050311902,-0.8683202187763647,-0.8679148258125123,-0.3744109126304284,1.1982983193909114,-0.90905299669797,1.228734910040188,-0.9242201026082132,-0.9250077197838092,1.365828851241664,-0.6968448203811091,-0.8041721433094162,-0.845755904964731,-0.8033978385688642,-0.2250982075326716,-1.1743593035707696,-0.9919511067155082,-0.7569624968540917,0.3442004619982737,-0.9341513591964772,-0.908985767458062,0.642894283575976,-0.1794103790959889,-0.9341939380919396,0.8546640698516673,-0.991534640742987,-0.8698087225663188,-0.8392901867130013,-1.2939932784412642,-0.4972354835004279
1,4,0.7227373050311902,-1.0355368637681486,-1.035337809593855,-0.3333135970818583,1.1982983193909114,-1.064895827665352,1.0338408970538835,-1.0488457826704003,-1.0489596398607743,1.0939494328191972,-0.7151044758742563,-1.0310004549947904,-0.98614104217138,-1.0313382255733858,-0.225098333226181,-0.8015717577880586,-1.1371133433738427,-0.9633982252148224,0.3026729181468249,-1.1176810666089556,-1.064903995544061,0.6528426922498837,-0.1794102687551525,-1.1170560709578077,0.9755994671662976,-1.137165304924189,-0.5340482264660441,-0.5914999531450102,-1.2939932784412642,-0.3588643499267644
1,5,0.7227373050311902,-1.092021116944031,-1.0909562923415554,-0.311267087260245,1.1982983193909114,-1.124503915086057,1.0232488311307195,-1.109119293391385,-1.1092750512724696,1.0954524517171105,-0.7151044758742563,-1.0879003412656965,-1.0484847799838035,-1.0877806071173637,-0.225098333226181,-0.7554537108871046,-1.1989689118284563,-1.0144639053882685,0.3037163237712331,-1.1784716637014168,-1.1242096197542262,0.6802008161031353,-0.1794100631419515,-1.1787566156638614,1.0004067281539195,-1.1985814316715322,-0.5178017508482889,-0.5719375662843792,-1.2939932784412642,-0.3576064305306401
2,1,0.7201715437433334,0.6040270362168185,0.6042723603868152,-0.6615304269526715,1.1933911245087647,0.624957542225194,1.2266164968555546,0.618419224416094,0.6183383136031858,1.3564767336546504,1.6975894535740244,0.4998121479321182,0.6365837750107675,0.4991186585998373,-0.0257694669227272,-0.1858958316603232,0.6053477352187895,0.5109874768141941,0.4416545473180049,0.5885083584527897,0.6250228067582223,-0.5272872866925417,-0.1523036881267533,0.5884840970390903,-0.1066172934185261,0.6052846546879506,-0.6616991063198352,-0.6860514896380595,-1.2939932784412642,-1.0414952755568383
2,2,0.7185679429384232,0.6022381445881286,0.6025697537720899,-0.4597416714516624,1.1887906293067527,0.5919217347390229,0.8114075126673497,0.6687226807321044,0.6687261439773134,0.7389029687122165,1.7067192813205982,0.4889291877568096,0.6051325882828156,0.4882643544567636,-0.0210675852654441,2.162281389713249,0.6508945908504534,0.5001224384794175,0.4416545473180049,0.5873504423176954,0.5924217227038776,0.0982189086794711,-0.1582753278302433,0.5876614231096762,-0.1252227391592374,0.6508814760609787,0.1452091826953406,-0.4023968801589117,-1.2939932784412642,-0.1861100861923721
2,3,0.7176057824554767,0.6677115781981774,0.6678363406699016,-0.6233351997457999,1.1927777251484966,0.6917473269255009,1.3621949406721114,0.6560335205803175,0.6557631514714253,1.581762566241817,1.7524140691921994,0.6050426604933725,0.7111057698510658,0.604405408787641,0.0259000248183676,-1.7984902049636795,0.6326391172626009,0.6120323333276059,0.4416545473180049,0.644088332937326,0.6920392960664593,-1.2958018567519909,-0.142538847576002,0.6439231790601595,-0.1996445221220895,0.6327358022492634,-1.8647119437298048,-1.605483672087711,-1.2939932784412642,-1.190768377230245
2,4,0.7163229018115485,0.6514326643770998,0.6519453455991306,0.6792811947885501,1.1918576261080942,0.5897672255551407,-0.1418784204178185,0.5944004569859276,0.594733525596596,-0.3760030493396199,1.7432842414456255,0.3953528687691146,0.6034566813523741,0.3949173388263407,0.0377413904025984,0.9855025596239072,0.5836027847881888,0.3958180704655757,0.4416545473180049,0.6388777103294013,0.5902105187419305,0.3307629614320902,-0.1570091614314641,0.6387586149477267,-0.0818100324309042,0.5838820650638765,-1.7123045296013393,-0.6208435334359564,0.7728015412913056,-0.3358024943311538
2,5,0.7185679429384232,0.6265223484475935,0.6264062463782483,-0.6443519362848752,1.1927777251484966,0.56319494562061,1.2816952396560304,0.6564867048714527,0.6566559195503433,1.4169314937707027,1.734154413699052,0.5448007628300486,0.5759159441287854,0.5447067360007416,-0.016365703608161,-1.50256607068256,0.6362020567757228,0.5479286071524311,0.4416545473180049,0.6018243940063763,0.5633358859736528,-0.9202494293119357,-0.1428960609849583,0.6016468799097151,-0.1438281848999487,0.636457991749103,-1.7432501974446826,-1.3902974166207729,-1.2939932784412642,-1.109422922947546
3,1,0.65490499098348,-0.7350925147296882,-0.7362465809404065,0.0957742066012199,0.9590725688862756,-0.7876823126726827,0.2246070605238154,-0.732976331749148,-0.7321698147375376,-0.0131074865435382,-0.3678058283945953,-0.7926036423356623,-0.7636364653730983,-0.7925435344257928,-0.2250927937336568,0.2837396126143912,-0.7665676340091458,-0.7678275351888658,0.4370635625706086,-0.765674561540228,-0.7879932224633269,0.5906651380379554,-0.1794099332284751,-0.7655914866692488,0.6500041667038156,-0.7672727233776873,-0.1186026356691609,-0.1350442597302893,0.7728015412913056,-0.1676606017158836
3,2,0.6990040131185162,-0.594396188133231,-0.5937951608417045,-0.6090587974197023,1.1188631022361668,-0.5700768851007169,1.038077723423155,-0.6849387968888144,-0.684460288600164,1.0687321157542142,-0.1393318890365901,-0.3271214401917435,-0.531523355506952,-0.3268938866879807,-0.2250865911802125,-0.8246307812385355,-0.7036835881693005,-0.2886793446252741,0.4416545473180049,-0.6377248286122856,-0.5701045859053296,-1.4748732128823507,-0.1794061471132942,-0.637619986538174,0.3833261110869262,-0.7039955018804227,-0.7197222335261039,-0.602096246027852,-1.2939932784412642,-0.990759193246495
3,3,0.6897031284500359,-0.3787453022946694,-0.3786991918480488,-0.2356255588701658,1.0725514505359102,-0.3596531548083547,0.9787621542534122,-0.4429383854226035,-0.4437343038007348,0.9800540007773528,-0.0114230023070936,-0.2845322180883698,-0.3472294567227358,-0.2845621005299978,-0.2250668409173712,-1.0260129193727012,-0.4652972228068024,-0.2930253599591839,0.4416545473180049,-0.3899307757020629,-0.3587928636956869,-0.7473958286027734,-0.1794055812342564,-0.3901322461061138,0.3771242958400224,-0.4648448265157664,-1.054709087930295,-0.917539734155525,-1.2939932784412642,-0.4905265800544322
3,4,0.6829680050694121,-0.6156392762239228,-0.6153615112948945,-0.0978699783924415,0.9529385752835924,-0.621785105513858,0.6800658952200608,-0.6409799206486974,-0.6405718098405585,0.5941121482132734,-0.1850266769081912,-0.5153023893648004,-0.595207818863728,-0.5157587787774431,-0.2250877399525106,-0.3926584085995999,-0.6811305483645896,-0.49728808065296,0.4412371850682417,-0.6394617028149272,-0.6216426474799377,-0.6839747233066038,-0.1794082180486235,-0.6393110385041919,0.4856560626608521,-0.6811970911939091,-0.4017554964357516,-0.3062151447608097,-1.2939932784412642,-0.4796246119546898
3,5,0.6781572026546807,-0.8082134600523855,-0.8083235942971196,-0.1975239474162524,0.9934229330613,-0.8903805837710032,0.4364483789871853,-0.7755756551158596,-0.7765582436213374,0.2626129801735949,-0.2672864249048196,-0.9580760525602404,-0.8620680657543617,-0.9586143878148008,-0.2250890319064807,0.3406185371255678,-0.7999564176939702,-0.926457094876588,0.4395677360691886,-0.836307445780991,-0.8905590677751714,0.5446537479211296,-0.1794086342405831,-0.8361129240629089,0.6934168734321489,-0.7993766078137984,0.2976165968238062,0.0385719236578096,0.7728015412913056,-0.002034547892862
4,1,0.5896384382236265,-0.70875108549723,-0.7090048751047975,-0.1989281837106226,0.5841322099222783,-0.7524919960026295,0.1610546649848044,-0.6301034976614511,-0.6299657250630135,-0.0398278225064344,-0.0114230023070936,-0.7780359003687138,-0.7259844230025126,-0.7773475086254882,-0.2250824352949487,0.823320761355551,-0.6575857625098346,-0.753702985353657,0.4416545473180049,-0.7396214485006007,-0.7525005639972052,-1.299532510004709,-0.1794077033575872,-0.7392202168208096,0.4360415406856151,-0.657468133132436,0.8035782660624688,0.6270737283817887,0.7728015412913056,0.1644301188609091
4,2,0.7111913792358351,-0.5661317003999313,-0.5659859194678549,0.0817786515339961,1.0260864489955868,-0.5176504949596156,0.7287893984666352,-0.521339267788998,-0.5214408373897508,0.6916413744778442,0.1622263214327369,-0.3374045521684133,-0.5068316600651135,-0.3366627604167449,-0.2250278336770152,-0.3765170921842661,-0.5531953079088762,-0.3321394979643757,0.4416545473180049,-0.5890923509383156,-0.5183397341807778,-1.8367465783957804,-0.1794014692167349,-0.5892650411315039,0.3151061433709779,-0.5532468271369426,-0.4149074052691727,-0.2817621611850211,-1.2939932784412642,-0.5899022123482451
4,3,0.6573103921908456,-0.6838407695677238,-0.6840333114221568,-0.3985169690171183,0.9520184762431898,-0.6691843075592363,0.7414998775744371,-0.6835792440154088,-0.6829247275044251,0.5891020852202307,-0.1485073659218966,-0.6189904351295541,-0.6409042145004329,-0.6188746681366326,-0.2250832101779889,0.1038792297006709,-0.7061813189620048,-0.5994194409998492,0.4412371850682417,-0.7182000000013522,-0.6685315109807094,-0.2288350264752789,-0.1794075485654103,-0.7181049192991824,0.4794542474139483,-0.7063218703178229,0.1993641014211914,0.2024069136155933,-1.2939932784412642,0.031509969337117
4,4,0.6746292808838779,-0.6978388465622218,-0.6982216998782025,-0.2971311085635841,0.929629399593397,-0.7208925279723774,0.6440528710812872,-0.6568413708384295,-0.6561416851368873,0.5540316442689294,0.0480121763231008,-0.5705741162394008,-0.6887234255823635,-0.5700302994928046,-0.225082029599361,0.5220161882693202,-0.7037570508396743,-0.5537862799937929,0.4416545473180049,-0.7320949936224873,-0.7210334306925762,-2.000895321515276,-0.1794051749088142,-0.7324103048495488,0.3709224805931187,-0.7035302281929439,0.3656970660791612,0.2439769856944339,-1.2939932784412642,-0.2221704422145996
4,5,0.6823265647474481,-0.6557551709972931,-0.6562240700483061,-0.2473275279899183,0.8791773022113296,-0.6914475691260042,0.5614347568805739,-0.621946180421018,-0.6226807375390435,0.4035627523778715,0.0160121300713602,-0.6769186325981273,-0.6577750109335437,-0.6764024800949154,-0.2250877399525106,1.2207045988187728,-0.6582101952080104,-0.6526581288402475,0.4416545473180049,-0.6985154257047466,-0.6920609890373234,-1.8417207827327344,-0.1794055667906642,-0.6982693367788657,0.3957297415807337,-0.6579334068199147,1.146301537427494,0.7151044692546261,0.7728015412913056,-0.1626289241313868
5,1,0.7227373050311902,0.6572465621703417,0.6570531654433066,-0.8626170643064955,1.1982983193909114,0.71257424903635,1.5888651514279168,0.6270297259476633,0.6268731764376413,1.9996018198616037,-0.7790589192390046,0.815246607816464,0.7284234747989612,0.8149789091632461,-0.2250986476727061,-2.803863627404476,0.6237134028122022,0.8097760310205175,0.2962038032754935,0.6452462490724205,0.7119968292614669,0.4663100296140958,-0.1794099201579727,0.6452028940614704,-0.5314416378314821,0.6238956021871467,-2.1192400617413045,-1.8174095297445456,-1.2939932784412642,-1.2511485082442075
