f_id,i_id,ic.eps.max,disp.diff_mean_05,ic.eps.s,ela_meta.lin_simple.coef.max,disp.diff_median_25,ela_level.lda_mda_25,ela_level.lda_qda_50,ela_level.mmce_mda_10,ela_level.lda_mda_10,ic.h.max,disp.diff_median_05,disp.diff_median_02,disp.ratio_mean_25,disp.ratio_median_05,disp.ratio_mean_10,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_distr.kurtosis,ela_level.lda_qda_25,ela_meta.lin_simple.coef.min,disp.ratio_mean_05,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_25,ic.eps.ratio,ic.m0,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_qda_50,ela_level.lda_mda_50
1,1,-0.2367745868706842,-1.4497994910407006,-0.8538063585246185,-0.1685198286391383,-1.408826776423212,-0.3006868632684648,-0.2306654819176614,0.2065169268386515,0.4358305386435693,0.8665559802312561,-1.347900427621412,-1.3052902060367035,-1.4974817846334203,-1.3492285327834856,-1.4689067359785024,-0.1809045411169521,0.0434052636249766,-1.3139684231270377,-0.1251720222481418,-0.3158948308302746,-0.064089754558013,-0.1341097133262158,-1.449624780264511,-0.0280977721616176,-1.4097183638288633,-0.7739025109046733,-0.4353642817485872,0.7228824951741755,-0.1386841031639019,-0.2543452806260504
1,2,-0.2367742789544749,-1.0043117612562735,-0.8128402881414282,-0.1685198187585055,-0.7587715591838566,-0.3023971792892943,-0.388513929570381,-1.705203231822553,1.3477125621612642,0.6619226470586742,-0.939830908031834,-0.9610103520299422,-0.7925597367099059,-0.9401250427968042,-0.9293565990386928,-0.1809039229176714,0.1695185733404855,-0.9556631287272832,-1.2690638434633636,-0.3179222070094247,-0.2630901289044948,-0.1341096727339649,-1.0041548928627149,-0.4293748471885578,-0.758812968043487,-0.7307757829763657,-0.8062008246529421,0.7228824951741755,-0.5244390378082443,-0.269585850635269
1,3,-0.2367743463390984,-0.9949613993635932,-0.8210253171890187,-0.1685198187217592,-0.8113451689671418,-0.3112188092914698,-0.3821912101094653,-1.4257979778643766,1.076017918242242,0.7006033380851974,-0.92978433379968,-0.9895485409864104,-0.8584100352142465,-0.9293591614813652,-0.9672825370463974,-0.1809049882866473,0.2097836662014613,-0.983014677918104,-1.1493629334604627,-0.3180201278997102,-0.2421501177621035,-0.134109709626932,-0.994910381580706,-0.1950213416129927,-0.8128748779924373,-0.7394355954774545,-0.7520930016668972,0.7228824951741755,-0.4706896900014227,-0.2673289718011513
1,4,-0.2367744721634838,-1.1774530965958545,-0.8374363004294375,-0.1685198195396847,-1.0185721041258928,-0.2997866969417119,-0.3436401845074939,-0.8405174985204136,0.8604221684117598,0.710585451898493,-1.096736071817563,-1.113523577116452,-1.085107784163615,-1.0965136345368656,-1.122564207757192,-0.1809048779199046,0.0565737216675601,-1.1307130435485373,-0.7865195500141695,-0.3176677506114294,-0.1857947857614403,-0.1341097102913764,-1.1780672613555043,-0.1692615832065078,-1.018310135798452,-0.7566690531910639,-0.6531152766924266,0.7228824951741755,-0.3342490378764142,-0.2600007534691924
1,5,-0.2367744721634838,-1.2390286505232604,-0.8374363004294375,-0.1685198225505654,-1.0686746690409197,-0.3068079942903821,-0.3229596229374158,-0.7846364477287731,0.8439224936798345,0.7380362648850615,-1.153130841840721,-1.1738502368754955,-1.1412424648558408,-1.1520429171112352,-1.1819576578447322,-0.180904672258429,0.1659732192520976,-1.14712397306303,-0.7416317087630816,-0.3162596206257747,-0.1913459967689871,-0.1341097041034835,-1.2387343666436867,-0.3245517241832559,-1.069128331150468,-0.7566690531910639,-0.5805316117111459,0.7228824951741755,-0.3330086683116414,-0.260770747424362
2,1,-0.0372380585333476,0.524632048521936,1.432108553886452,-0.1443864015520147,0.449143339175706,0.4134150837443542,-0.6515214960348567,1.1594358982328457,-2.53741084804925,-0.4735427992038277,0.5402304078490872,0.5540853142334456,0.437005673067866,0.5404669507422504,0.5612043230377314,-0.1537919331037753,0.9940666384683896,0.1493394585818837,-0.1872668693121469,-0.3226499930925042,0.4912421516779485,-0.1338550447209295,0.5246561603994809,4.574042516376709,0.4489301002160907,1.5204307981524323,-0.3086727937812615,0.7203165600484535,-1.0073562550264563,-0.2709665294514353
2,2,-0.0325312811327311,0.5238110411362371,1.4075125415984426,-0.152710112349741,0.4379810330466778,1.1609132014796937,-0.4622350821736956,0.6359186855533221,-1.0678398185924962,0.1540826068072023,0.5384443502078153,0.6044825415395498,0.4262105421655138,0.538767074745076,0.528287471181989,-0.1597649748519072,-0.3065718328144473,0.1575449233391299,2.0982723810557418,-0.3194358433064433,2.007355173182076,-0.1338750036428715,0.52350059648923,3.093404430952497,0.4381177182262992,1.5290475270092372,-0.1687842758173409,0.7187128505948774,-0.1639049509809489,-0.1319427932697812
2,3,0.0144852330666476,0.5799588240137462,1.4730746242696422,-0.1363305854645538,0.5499449281118911,0.8112886001689931,-0.6156927524230015,-0.7081676413823309,1.412611282773506,-1.244661091280996,0.603814059878364,0.5915171315380504,0.5417184428206704,0.6039289879701017,0.6277536104852152,-0.1440247999260317,2.292679193129291,0.2067777118826075,-1.7568450517251846,-0.3226858514466932,0.7160310632367036,-0.1338098748744755,0.5801232280915337,5.216174002458988,0.5494852527211415,1.5721742549375448,-0.7639703286638355,0.7177506249227315,-1.1545467767128292,-0.2832333297027576
2,4,0.026338928243761,0.5748047220924151,1.3747724254080806,-0.1602738785010937,0.3354752752358318,6.221918340380704,0.6062166911729737,-0.2581781271128414,3.0966780837452754,0.3874145171930147,0.5875609353427904,0.5304761241205224,0.3333724164052965,0.5880634786631396,0.5261407199740044,-0.1584985111776889,1.3111225898013552,0.111047289714734,0.9528842984654836,-0.3233802622672388,1.4956600015750554,-0.1336693323199508,0.5749231904954043,0.5129362090297546,0.3343188511243142,1.56355752608074,-0.2915166547856853,0.7164676573598706,-0.3115089291889128,0.556060081432094
2,5,-0.0278245037321148,0.537768166693116,1.4976706365576518,-0.1362026080173981,0.4851865108747815,1.0656756041092712,-0.6354073429643287,-0.4140568477421396,1.281713863233568,-0.8678362948290455,0.5626900826880803,0.5924100661111565,0.4823452228577397,0.5625653387055212,0.4996641217422096,-0.1443820972029323,2.4113219353014115,0.1575449233391299,-1.468814737030706,-0.3210763630105924,0.4882206064459929,-0.1337946113382462,0.5379451453673683,4.970917319037225,0.4856921989813785,1.5549407972239355,-0.6293606226985529,0.7187128505948774,-1.074336211524188,-0.2840033236579272
