f_id,i_id,2_1,3_1,4_1,5_1,6_1,7_1,8_1,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,30_1,1_1
1,1,0.4210193364441206,0.38387007717299837,0.18495314466297386,-0.614449223628095,-0.7022260650841199,0.05774640044629953,-0.3306732739834053,-0.24396082354317938,-0.5054163796346036,-0.4416371832528885,-0.6059056205872893,0.07042525304383229,-0.05429153876266324,0.04686778328219887,-0.7100046391420787,0.4094605961262128,0.387033725055111,0.43293801448751745,0.5919753818076781,0.39642864843651904,0.3156834912290163,0.3521937078849052,0.05788084603727339,-0.10500483487149315,-0.21873186663405897,0.07623817096194474,-0.21510452051234763,0.11078200524333515,0.2555563431027599,
2,1,,0.23936387037795281,0.0036760928747370247,-0.2102273379602071,-0.22628513692640184,0.02948757027491622,-0.021918900335393454,-0.014873063849288437,-0.20921774872142018,-0.20851800394089803,-0.2135527618540205,0.03271757710032841,0.045740590532704406,0.039332533158157434,-0.217638476053307,0.21708442648844006,0.2488321364616738,-0.08868303821013757,0.6291123131623405,0.3976969731695734,-0.10909881351280482,-0.0323870979731522,0.00676064722832459,-0.2661959769881781,-0.2456359963310073,-0.3049499655867929,-0.13528704638110756,-0.02122505789672302,0.21117316812473141,0.5767913589433378
3,1,-0.1779716568506826,,-0.2294326874806516,-0.061660627538142165,-0.26946030385178377,-0.4184836654232589,-0.6814453939588563,-0.6534277473183794,0.04550371698435818,-0.014912451703720908,-0.02718870748805302,-0.5136955727560668,-0.513004185346992,-0.29685673692497705,-0.11370858464895539,0.9406439149643029,0.47567611568921553,-0.042637113096399615,0.8448673529844577,0.360288590391574,0.1604335804372834,-0.25755778197692347,-0.5198435591477324,0.511750990803375,-0.2974409405245855,0.002156957423728123,0.19413046562432834,0.3687005322052407,0.30380773888384516,0.3556122308321208
4,1,0.36888027939891077,-0.447490662944656,,-0.7813739548360452,-0.6366284511959632,0.9252200320134245,0.5082129214166999,0.4834441532650571,-0.7468751448624622,-0.7147240612615684,-0.8051319890203721,0.7703208511716743,0.7017739697777877,0.5597711752984882,-0.6617738070667305,-0.3064632686195363,-0.2724292833943809,0.27027924746712984,-0.4317882749596742,-0.13749072613834645,0.028626176600698106,0.6127029880462699,0.6455500990525079,-0.19309114106258463,0.5699570383753566,0.46346527215362565,-0.44166613028823054,-0.1386197210199489,-0.06760312600868157,0.2984399177663003
5,1,-0.5310420658684873,0.04110670190560728,-0.7137204028622874,,0.9459020935176264,-0.6084008047807496,-0.10220158208917418,-0.12139958582202892,0.9010658975572525,0.8824826601169716,0.9927363262315393,-0.4384966659175038,-0.3673001208081417,-0.5497943629169249,0.9570666635738619,-0.14154830653388228,-0.10279804644863688,-0.36890893009452475,-0.09286505976924664,-0.28818387396415024,-0.26414232967642914,-0.5878608989419694,-0.621639992894091,0.08454675098915254,-0.1480055548736945,-0.14962303056414195,0.20886981403839733,0.07375157909734509,-0.1520184588796165,-0.6315479725198181
6,1,-0.5317561368200783,-0.015869317284110895,-0.586518974967918,0.9355722042515079,,-0.5243663156492726,-0.06781550394328084,-0.05340067122015868,0.903498905719398,0.9208302334286542,0.923704965118673,-0.4885025892552801,-0.3729309767037783,-0.3720329814726042,0.9415217099309178,-0.10214229926696516,0.05987848396497519,-0.6347961561391475,-0.18326404487234815,-0.46227032915172694,-0.3867998408634701,-0.53019475776068,-0.38365683554289864,0.2711725770145872,0.2387600128144911,-0.10373703275394819,0.5552715316455629,0.02236083012980039,-0.2941064928966153,-0.7312636686742651
7,1,0.4335979042292524,-0.4904381608817763,0.929356861209121,-0.6332659540458931,-0.399540054389689,,0.7429924613061403,0.7310110589249772,-0.741963014386485,-0.7129147662626205,-0.6657708907583695,0.8984473134017141,0.8824037308503826,0.5362811641024406,-0.4831794692832465,-0.373135516862553,-0.27540192692106347,0.15893209191397228,-0.4819934128019061,-0.1329169284726084,-0.07426962596718134,0.7415899748822248,0.7268209477995997,0.01610884321014494,0.5070830294110122,0.16268297883356464,-0.44195566172610423,-0.4573188158909438,-0.15919207483118036,0.14921896043415384
8,1,0.301674487230325,-0.7812659269255882,0.45777525049314083,-0.10857081651094269,0.14472366001644943,0.7727331297780236,,0.8610252368341924,-0.25477875930140526,-0.2060938901202316,-0.12653138580282564,0.7395129736683166,0.7061715068726234,0.17262329203357263,-0.030324614947459416,-0.685819256648851,-0.35118362285977955,0.021761304755472333,-0.6614326403328192,-0.36532677599755314,-0.3870355000904466,0.34992641138952374,0.5341272855148946,-0.02002898994911262,0.1777645205818531,-0.07495101752079569,-0.38023892706997975,-0.375388877291031,-0.2663416290200673,-0.12263600514587858
9,1,0.2802893200965213,-0.7811799771906651,0.4962302083894945,-0.09543122964199813,0.19964329544695025,0.6952368725289779,0.9725191407747757,,-0.35616528910541745,-0.3038153481065815,-0.11663138680771223,0.7863324267069347,0.904257988224775,0.2223122626284253,0.0037959047300305526,-0.6869620238349294,-0.2808926596503336,-0.08030390107632912,-0.735074332063947,-0.5455579025942823,-0.31730079057916893,0.5292469869790658,0.5892756476754576,0.14891286137547266,-0.018678437730961228,-0.2782549561607497,-0.44698136555733026,-0.6949691626369261,-0.6274955920991019,-0.20190731811449192
10,1,-0.39629578883148664,0.1560924213959355,-0.6647078946031852,0.9006967143851876,0.773226581281384,-0.7138643699418465,-0.2972455806400771,-0.35221131305360953,,0.9780503658633448,0.9021629490403897,-0.68306292497547,-0.5882864347532915,-0.3924379626827421,0.8338707735054987,-0.02384691365803815,0.11964716525991081,-0.4870115618845716,0.04848090700070595,-0.12831951461374458,-0.15729133495875613,-0.4594828624733258,-0.6093748339016236,-0.09441715618784707,0.036812020609713114,-0.20064669428318327,0.10936665496457476,0.06337745442506149,-0.11433000239217406,-0.48949561366635375
